"lacode","region","positive","number_samples","round","prevalence","lower","upper"
"E06000052","South West",0,516,"round 2",0,0,0.0052159524574945
"E06000054","South West",1,552,"round 2",0.00181159420289855,0.000319862471327813,0.0101893550906146
"E06000055","East of England",0,538,"round 2",0,0,0.00500372797514162
"E06000056","East of England",0,490,"round 2",0,0,0.0054911975114554
"E06000057","North East",0,531,"round 2",0,0,0.00506935610334
"E06000058","South West",1,494,"round 2",0.00202429149797571,0.00035742657412595,0.0113761458658464
"E06000059","South West",0,571,"round 2",0,0,0.00471590955493686
"E07000004","South East",0,525,"round 2",0,0,0.00512699456667876
"E07000005","South East",0,520,"round 2",0,0,0.00517603742293775
"E07000006","South East",0,470,"round 2",0,0,0.00572352808542459
"E07000007","South East",1,528,"round 2",0.00189393939393939,0.000334405079188501,0.0106490538516872
"E07000008","East of England",0,481,"round 2",0,0,0.00559336871513893
"E07000009","East of England",1,576,"round 2",0.00173611111111111,0.000306532007643998,0.00976770247806306
"E07000010","East of England",0,550,"round 2",0,0,0.0048950901363994
"E07000011","East of England",0,573,"round 2",0,0,0.00469952649380931
"E07000012","East of England",0,561,"round 2",0,0,0.00479956864982601
"E07000026","North West",0,556,"round 2",0,0,0.00484252122749468
"E07000027","North West",0,480,"round 2",0,0,0.00560495625290598
"E07000028","North West",0,529,"round 2",0,0,0.00508842438715141
"E07000029","North West",0,449,"round 2",0,0,0.0059896175579487
"E07000030","North West",0,530,"round 2",0,0,0.00507887234766228
"E07000031","North West",0,561,"round 2",0,0,0.00479956864982601
"E07000032","East Midlands",1,556,"round 2",0.00179856115107914,0.000317560790757978,0.0101165696736045
"E07000033","East Midlands",1,486,"round 2",0.00205761316872428,0.00036331163604222,0.0115618913362778
"E07000034","East Midlands",0,501,"round 2",0,0,0.00537127988614637
"E07000035","East Midlands",2,553,"round 2",0.00361663652802893,0.000992373123672799,0.0130896581196566
"E07000036","East Midlands",1,501,"round 2",0.00199600798403194,0.000352431357535889,0.011218446427224
"E07000037","East Midlands",1,564,"round 2",0.00177304964539007,0.000313055394947995,0.00997407445433387
"E07000038","East Midlands",1,544,"round 2",0.00183823529411765,0.000324567400282652,0.0103381137945081
"E07000039","East Midlands",0,488,"round 2",0,0,0.00551357833671693
"E07000040","South West",0,555,"round 2",0,0,0.00485120416293316
"E07000041","South West",0,558,"round 2",0,0,0.0048252482710061
"E07000042","South West",0,513,"round 2",0,0,0.00524629507756346
"E07000043","South West",0,497,"round 2",0,0,0.00541427544588356
"E07000044","South West",0,544,"round 2",0,0,0.00494881291490432
"E07000045","South West",1,514,"round 2",0.00194552529182879,0.000343515579759831,0.0109368844754948
"E07000046","South West",1,535,"round 2",0.00186915887850467,0.000330028674452513,0.010510745963562
"E07000047","South West",1,538,"round 2",0.00185873605947955,0.00032818794292793,0.0104525648503484
"E07000061","South East",0,514,"round 2",0,0,0.00523614172205175
"E07000062","South East",0,470,"round 2",0,0,0.00572352808542459
"E07000063","South East",0,525,"round 2",0,0,0.00512699456667876
"E07000064","South East",1,569,"round 2",0.00175746924428822,0.000310303871067356,0.00988703560348797
"E07000065","South East",0,564,"round 2",0,0,0.00477416091186439
"E07000066","East of England",0,467,"round 2",0,0,0.0057600841459088
"E07000067","East of England",0,502,"round 2",0,0,0.00536063748295542
"E07000068","East of England",0,520,"round 2",0,0,0.00517603742293775
"E07000069","East of England",1,473,"round 2",0.00211416490486258,0.000373299555634559,0.0118770170068997
"E07000070","East of England",1,545,"round 2",0.0018348623853211,0.000323971728664221,0.0103192818499663
"E07000071","East of England",1,510,"round 2",0.00196078431372549,0.00034621047279566,0.0110220018822384
"E07000072","East of England",0,471,"round 2",0,0,0.00571144562583653
"E07000073","East of England",0,483,"round 2",0,0,0.00557033678235364
"E07000074","East of England",0,538,"round 2",0,0,0.00500372797514162
"E07000075","East of England",1,502,"round 2",0.00199203187250996,0.000351729130116981,0.0111962741401423
"E07000076","East of England",0,504,"round 2",0,0,0.00533947869536288
"E07000077","East of England",0,543,"round 2",0,0,0.00495788156552417
"E07000078","South West",1,495,"round 2",0.00202020202020202,0.000356704319869043,0.0113533464736313
"E07000079","South West",0,499,"round 2",0,0,0.00539269196722153
"E07000080","South West",0,470,"round 2",0,0,0.00572352808542459
"E07000081","South West",1,438,"round 2",0.00228310502283105,0.000403137850473599,0.0128175744753579
"E07000082","South West",0,469,"round 2",0,0,0.00573566177383434
"E07000083","South West",1,483,"round 2",0.0020703933747412,0.000365568807753046,0.0116331192966747
"E07000084","South East",1,540,"round 2",0.00185185185185185,0.000326972153720711,0.0104141339645241
"E07000085","South East",1,516,"round 2",0.00193798449612403,0.000342183804979996,0.0108948168643125
"E07000086","South East",0,515,"round 2",0,0,0.00522602759098196
"E07000087","South East",0,585,"round 2",0,0,0.00460356973697107
"E07000088","South East",1,495,"round 2",0.00202020202020202,0.000356704319869043,0.0113533464736313
"E07000089","South East",0,518,"round 2",0,0,0.0051959182845418
"E07000090","South East",0,477,"round 2",0,0,0.00564000873247009
"E07000091","South East",0,567,"round 2",0,0,0.00474902076200951
"E07000092","South East",0,512,"round 2",0,0,0.00525648788613971
"E07000093","South East",2,516,"round 2",0.00387596899224806,0.00106357482254533,0.0140207526923919
"E07000094","South East",0,617,"round 2",0,0,0.00436585323896788
"E07000095","East of England",0,482,"round 2",0,0,0.00558182899006114
"E07000096","East of England",0,466,"round 2",0,0,0.00577237349094931
"E07000098","East of England",1,459,"round 2",0.00217864923747277,0.000384688666121176,0.0122361747188876
"E07000099","East of England",0,534,"round 2",0,0,0.00504102014054717
"E07000102","East of England",0,514,"round 2",0,0,0.00523614172205175
"E07000103","East of England",0,505,"round 2",0,0,0.00532896181453657
"E07000105","South East",0,556,"round 2",0,0,0.00484252122749468
"E07000106","South East",1,497,"round 2",0.00201207243460765,0.000355268532892354,0.0113080207531997
"E07000107","South East",0,469,"round 2",0,0,0.00573566177383434
"E07000108","South East",0,486,"round 2",0,0,0.00553614234652025
"E07000109","South East",0,470,"round 2",0,0,0.00572352808542459
"E07000110","South East",0,501,"round 2",0,0,0.00537127988614637
"E07000111","South East",0,517,"round 2",0,0,0.00520591609647586
"E07000112","South East",1,530,"round 2",0.00188679245283019,0.000333142878843621,0.0106091672849238
"E07000113","South East",0,494,"round 2",0,0,0.00544697656338005
"E07000114","South East",1,472,"round 2",0.00211864406779661,0.000374090651717315,0.0119019704447062
"E07000115","South East",0,521,"round 2",0,0,0.00516615393499756
"E07000116","South East",1,509,"round 2",0.00196463654223969,0.000346890815769345,0.0110434886479481
"E07000117","North West",0,454,"round 2",0,0,0.00592404338610213
"E07000118","North West",0,489,"round 2",0,0,0.00550236516572442
"E07000119","North West",1,514,"round 2",0.00194552529182879,0.000343515579759831,0.0109368844754948
"E07000120","North West",0,421,"round 2",0,0,0.00638543322336431
"E07000121","North West",0,480,"round 2",0,0,0.00560495625290598
"E07000122","North West",1,392,"round 2",0.00255102040816327,0.000450459767600876,0.014306606958298
"E07000123","North West",0,476,"round 2",0,0,0.00565179052361413
"E07000124","North West",0,552,"round 2",0,0,0.00487744080805154
"E07000125","North West",0,419,"round 2",0,0,0.00641571707105131
"E07000126","North West",1,498,"round 2",0.00200803212851406,0.000354554965137616,0.011285493337012
"E07000127","North West",1,553,"round 2",0.00180831826401447,0.00031928392885901,0.0101710607251929
"E07000128","North West",0,480,"round 2",0,0,0.00560495625290598
"E07000129","East Midlands",0,518,"round 2",0,0,0.0051959182845418
"E07000130","East Midlands",0,517,"round 2",0,0,0.00520591609647586
"E07000131","East Midlands",0,582,"round 2",0,0,0.00462718967587113
"E07000132","East Midlands",1,536,"round 2",0.00186567164179104,0.000329412807282338,0.0104912804263478
"E07000133","East Midlands",2,531,"round 2",0.00376647834274953,0.00103351262730466,0.0136277644509238
"E07000134","East Midlands",0,540,"round 2",0,0,0.00498528803829006
"E07000135","East Midlands",3,527,"round 2",0.00569259962049336,0.00193784704198508,0.0166015090259409
"E07000136","East Midlands",0,512,"round 2",0,0,0.00525648788613971
"E07000137","East Midlands",0,482,"round 2",0,0,0.00558182899006114
"E07000138","East Midlands",0,499,"round 2",0,0,0.00539269196722153
"E07000139","East Midlands",0,486,"round 2",0,0,0.00553614234652025
"E07000140","East Midlands",0,589,"round 2",0,0,0.00457244905684293
"E07000141","East Midlands",0,533,"round 2",0,0,0.00505043019837118
"E07000142","East Midlands",0,532,"round 2",0,0,0.00505987545335348
"E07000143","East of England",0,559,"round 2",0,0,0.00481665791912648
"E07000144","East of England",0,527,"round 2",0,0,0.00510763666253735
"E07000145","East of England",1,517,"round 2",0.00193423597678917,0.000341521782464436,0.0108739041821286
"E07000146","East of England",0,495,"round 2",0,0,0.00543603238838538
"E07000147","East of England",1,581,"round 2",0.00172117039586919,0.000303893477211125,0.0096842130986687
"E07000148","East of England",1,504,"round 2",0.00198412698412698,0.000350333037180836,0.0111521914598524
"E07000149","East of England",2,550,"round 2",0.00363636363636364,0.000997789147982158,0.0131605204112031
"E07000150","East Midlands",0,465,"round 2",0,0,0.00578471538762285
"E07000151","East Midlands",0,542,"round 2",0,0,0.00496698351358603
"E07000152","East Midlands",0,522,"round 2",0,0,0.00515630811956937
"E07000153","East Midlands",0,497,"round 2",0,0,0.00541427544588356
"E07000154","East Midlands",0,462,"round 2",0,0,0.00582205978001782
"E07000155","East Midlands",0,545,"round 2",0,0,0.00493977737934319
"E07000156","East Midlands",0,530,"round 2",0,0,0.00507887234766228
"E07000163","Yorkshire and The Humber",0,497,"round 2",0,0,0.00541427544588356
"E07000164","Yorkshire and The Humber",0,532,"round 2",0,0,0.00505987545335348
"E07000165","Yorkshire and The Humber",1,531,"round 2",0.00188323917137476,0.000332515345039302,0.0105893358397479
"E07000166","Yorkshire and The Humber",0,578,"round 2",0,0,0.00465906255690718
"E07000167","Yorkshire and The Humber",0,542,"round 2",0,0,0.00496698351358603
"E07000168","Yorkshire and The Humber",0,469,"round 2",0,0,0.00573566177383434
"E07000169","Yorkshire and The Humber",0,530,"round 2",0,0,0.00507887234766228
"E07000170","East Midlands",0,489,"round 2",0,0,0.00550236516572442
"E07000171","East Midlands",0,505,"round 2",0,0,0.00532896181453657
"E07000172","East Midlands",0,534,"round 2",0,0,0.00504102014054717
"E07000173","East Midlands",0,460,"round 2",0,0,0.00584722507082698
"E07000174","East Midlands",0,484,"round 2",0,0,0.00555889179912451
"E07000175","East Midlands",0,536,"round 2",0,0,0.00502230483233547
"E07000176","East Midlands",0,564,"round 2",0,0,0.00477416091186439
"E07000177","South East",0,530,"round 2",0,0,0.00507887234766228
"E07000178","South East",0,497,"round 2",0,0,0.00541427544588356
"E07000179","South East",0,571,"round 2",0,0,0.00471590955493686
"E07000180","South East",0,543,"round 2",0,0,0.00495788156552417
"E07000181","South East",1,529,"round 2",0.00189035916824197,0.000333772785731158,0.0106290731490102
"E07000187","South West",0,572,"round 2",0,0,0.00470770377093381
"E07000188","South West",0,555,"round 2",0,0,0.00485120416293316
"E07000189","South West",1,557,"round 2",0.00179533213644524,0.000316990537113709,0.0100985355065158
"E07000192","West Midlands",0,479,"round 2",0,0,0.00561659190113356
"E07000193","West Midlands",1,493,"round 2",0.00202839756592292,0.000358151759155476,0.0113990370120059
"E07000194","West Midlands",0,511,"round 2",0,0,0.0052667203781833
"E07000195","West Midlands",1,541,"round 2",0.00184842883548983,0.000326367630837422,0.0103950243009328
"E07000196","West Midlands",0,492,"round 2",0,0,0.00546899764899534
"E07000197","West Midlands",0,526,"round 2",0,0,0.00511729730772213
"E07000198","West Midlands",0,539,"round 2",0,0,0.00499449098645726
"E07000199","West Midlands",0,495,"round 2",0,0,0.00543603238838538
"E07000200","East of England",0,542,"round 2",0,0,0.00496698351358603
"E07000202","East of England",1,463,"round 2",0.00215982721382289,0.000381364334318876,0.0121313607253844
"E07000203","East of England",0,571,"round 2",0,0,0.00471590955493686
"E07000207","South East",0,543,"round 2",0,0,0.00495788156552417
"E07000208","South East",0,493,"round 2",0,0,0.00545796489432634
"E07000209","South East",1,515,"round 2",0.00194174757281553,0.000342848399074185,0.0109158101398397
"E07000210","South East",0,585,"round 2",0,0,0.00460356973697107
"E07000211","South East",0,498,"round 2",0,0,0.00540346215348713
"E07000212","South East",0,504,"round 2",0,0,0.00533947869536288
"E07000213","South East",0,521,"round 2",0,0,0.00516615393499756
"E07000214","South East",0,566,"round 2",0,0,0.00475737134135003
"E07000215","South East",0,564,"round 2",0,0,0.00477416091186439
"E07000216","South East",2,532,"round 2",0.0037593984962406,0.00103156879151635,0.0136023470647744
"E07000217","South East",0,526,"round 2",0,0,0.00511729730772213
"E07000218","West Midlands",1,484,"round 2",0.00206611570247934,0.000364813307336332,0.0116092793309057
"E07000219","West Midlands",0,501,"round 2",0,0,0.00537127988614637
"E07000220","West Midlands",1,594,"round 2",0.00168350168350168,0.000297241225579365,0.00947367501736073
"E07000221","West Midlands",1,539,"round 2",0.00185528756957328,0.00032757892024625,0.0104333140177849
"E07000222","West Midlands",1,510,"round 2",0.00196078431372549,0.00034621047279566,0.0110220018822384
"E07000223","South East",0,495,"round 2",0,0,0.00543603238838538
"E07000224","South East",0,539,"round 2",0,0,0.00499449098645726
"E07000225","South East",0,550,"round 2",0,0,0.0048950901363994
"E07000226","South East",2,535,"round 2",0.00373831775700935,0.00102578090972847,0.0135266606151978
"E07000227","South East",0,550,"round 2",0,0,0.0048950901363994
"E07000228","South East",0,546,"round 2",0,0,0.00493077477778709
"E07000229","South East",1,505,"round 2",0.00198019801980198,0.000349639138539045,0.011130280037529
"E07000234","West Midlands",0,487,"round 2",0,0,0.00552483730327432
"E07000235","West Midlands",1,424,"round 2",0.00235849056603774,0.000416452888208613,0.013236872894654
"E07000236","West Midlands",0,490,"round 2",0,0,0.0054911975114554
"E07000237","West Midlands",0,476,"round 2",0,0,0.00565179052361413
"E07000238","West Midlands",1,496,"round 2",0.00201612903225806,0.000355984978653889,0.0113306382848029
"E07000239","West Midlands",1,519,"round 2",0.00192678227360308,0.000340205392696565,0.0108323187485028
"E07000240","East of England",0,543,"round 2",0,0,0.00495788156552417
"E07000241","East of England",1,489,"round 2",0.00204498977505112,0.000361082166694757,0.0114915303035953
"E07000242","East of England",0,536,"round 2",0,0,0.00502230483233547
"E07000243","East of England",0,485,"round 2",0,0,0.00554749374988408
"E07000244","East of England",0,554,"round 2",0,0,0.00485991829236833
"E07000245","East of England",0,528,"round 2",0,0,0.00509801242415218
"E07000246","South West",0,520,"round 2",0,0,0.00517603742293775
"E08000001","North West",1,420,"round 2",0.00238095238095238,0.000420420274002489,0.0133617586495684
"E08000002","North West",1,485,"round 2",0.00206185567010309,0.000364060923179747,0.0115855368764552
"E08000003","North West",2,490,"round 2",0.00408163265306122,0.00112004545543675,0.0147584489087661
"E08000004","North West",0,456,"round 2",0,0,0.00589821399088055
"E08000005","North West",0,475,"round 2",0,0,0.00566362164134149
"E08000006","North West",1,490,"round 2",0.00204081632653061,0.000360345078360134,0.0114682665466008
"E08000007","North West",0,490,"round 2",0,0,0.0054911975114554
"E08000008","North West",1,480,"round 2",0.00208333333333333,0.00036785420138042,0.0117052303063672
"E08000009","North West",0,508,"round 2",0,0,0.00529765828621478
"E08000010","North West",0,454,"round 2",0,0,0.00592404338610213
"E08000011","North West",0,393,"round 2",0,0,0.00683726447317075
"E08000012","North West",0,416,"round 2",0,0,0.00646168529744348
"E08000013","North West",1,517,"round 2",0.00193423597678917,0.000341521782464436,0.0108739041821286
"E08000014","North West",0,402,"round 2",0,0,0.0066852147143922
"E08000015","North West",1,505,"round 2",0.00198019801980198,0.000349639138539045,0.011130280037529
"E08000016","Yorkshire and The Humber",1,340,"round 2",0.00294117647058824,0.000519378676576535,0.0164694359961192
"E08000017","Yorkshire and The Humber",0,465,"round 2",0,0,0.00578471538762285
"E08000018","Yorkshire and The Humber",0,466,"round 2",0,0,0.00577237349094931
"E08000019","Yorkshire and The Humber",0,475,"round 2",0,0,0.00566362164134149
"E08000021","North East",0,515,"round 2",0,0,0.00522602759098196
"E08000022","North East",0,504,"round 2",0,0,0.00533947869536288
"E08000023","North East",0,532,"round 2",0,0,0.00505987545335348
"E08000024","North East",0,474,"round 2",0,0,0.00567550239607386
"E08000025","West Midlands",0,410,"round 2",0,0,0.00655562663746082
"E08000026","West Midlands",1,508,"round 2",0.00196850393700787,0.000347573837910778,0.0110650593515794
"E08000027","West Midlands",1,452,"round 2",0.00221238938053097,0.000390647863808594,0.0124240242281212
"E08000028","West Midlands",0,484,"round 2",0,0,0.00555889179912451
"E08000029","West Midlands",0,509,"round 2",0,0,0.00528730534328894
"E08000030","West Midlands",0,465,"round 2",0,0,0.00578471538762285
"E08000031","West Midlands",0,501,"round 2",0,0,0.00537127988614637
"E08000032","Yorkshire and The Humber",1,524,"round 2",0.00190839694656489,0.000336958392051792,0.0107297335531871
"E08000033","Yorkshire and The Humber",0,488,"round 2",0,0,0.00551357833671693
"E08000034","Yorkshire and The Humber",0,471,"round 2",0,0,0.00571144562583653
"E08000035","Yorkshire and The Humber",1,467,"round 2",0.00214132762312634,0.000378096965467767,0.0120283271317753
"E08000036","Yorkshire and The Humber",0,467,"round 2",0,0,0.0057600841459088
"E08000037","North East",0,488,"round 2",0,0,0.00551357833671693
"E09000002","London",1,481,"round 2",0.00207900207900208,0.000367089235131393,0.0116810941749726
"E09000003","London",0,522,"round 2",0,0,0.00515630811956937
"E09000004","London",2,500,"round 2",0.004,0.00109763052268279,0.014465715215177
"E09000005","London",1,452,"round 2",0.00221238938053097,0.000390647863808594,0.0124240242281212
"E09000006","London",0,497,"round 2",0,0,0.00541427544588356
"E09000007","London",0,468,"round 2",0,0,0.00574784701756814
"E09000008","London",0,517,"round 2",0,0,0.00520591609647586
"E09000009","London",0,546,"round 2",0,0,0.00493077477778709
"E09000010","London",1,523,"round 2",0.00191204588910134,0.000337602824274882,0.0107500948557253
"E09000011","London",1,514,"round 2",0.00194552529182879,0.000343515579759831,0.0109368844754948
"E09000012","London",1,526,"round 2",0.00190114068441065,0.000335676880271868,0.010689241467371
"E09000013","London",2,477,"round 2",0.00419287211740042,0.00115059083576338,0.0151571935219457
"E09000014","London",0,439,"round 2",0,0,0.00612521960430543
"E09000015","London",1,500,"round 2",0.002,0.000353136394559276,0.0112407067051468
"E09000016","London",0,454,"round 2",0,0,0.00592404338610213
"E09000017","London",3,507,"round 2",0.00591715976331361,0.00201436670771844,0.0172508253607047
"E09000018","London",0,516,"round 2",0,0,0.0052159524574945
"E09000019","London",0,447,"round 2",0,0,0.00601625551091652
"E09000020","London",1,464,"round 2",0.0021551724137931,0.000380542209390853,0.0121054371978616
"E09000021","London",0,527,"round 2",0,0,0.00510763666253735
"E09000022","London",2,480,"round 2",0.00416666666666667,0.00114339495321377,0.0150632749750035
"E09000023","London",0,476,"round 2",0,0,0.00565179052361413
"E09000024","London",1,567,"round 2",0.0017636684303351,0.000311398656018567,0.00992166821470599
"E09000025","London",2,417,"round 2",0.00479616306954436,0.00131626777831848,0.0173165419326542
"E09000026","London",1,475,"round 2",0.00210526315789474,0.0003717273588637,0.0118274227211662
"E09000027","London",2,525,"round 2",0.00380952380952381,0.00104533124166205,0.013782286165983
"E09000028","London",0,548,"round 2",0,0,0.00491286765905042
"E09000029","London",1,491,"round 2",0.00203665987780041,0.000359610993178279,0.0114450967906349
"E09000030","London",0,470,"round 2",0,0,0.00572352808542459
"E09000031","London",0,494,"round 2",0,0,0.00544697656338005
"E09000032","London",0,476,"round 2",0,0,0.00565179052361413
"E09000033","London",0,454,"round 2",0,0,0.00592404338610213
"E06000001","North East",1,493,"round 3",0.00202839756592292,0.000358151759155476,0.0113990370120059
"E06000002","North East",0,473,"round 3",0,0,0.00568743310084317
"E06000003","North East",0,478,"round 3",0,0,0.00562827596007071
"E06000004","North East",0,469,"round 3",0,0,0.00573566177383434
"E06000005","North East",0,507,"round 3",0,0,0.00530805185237126
"E06000006","North West",1,479,"round 3",0.00208768267223382,0.000368622362467747,0.0117294663869149
"E06000007","North West",1,515,"round 3",0.00194174757281553,0.000342848399074185,0.0109158101398397
"E06000008","North West",0,445,"round 3",0,0,0.00604313145917707
"E06000009","North West",1,491,"round 3",0.00203665987780041,0.000359610993178279,0.0114450967906349
"E06000010","Yorkshire and The Humber",0,415,"round 3",0,0,0.00647715477204995
"E06000011","Yorkshire and The Humber",1,568,"round 3",0.00176056338028169,0.000310850299613995,0.00990432163412606
"E06000012","Yorkshire and The Humber",1,560,"round 3",0.00178571428571429,0.000315291998600346,0.0100448167328715
"E06000013","Yorkshire and The Humber",0,515,"round 3",0,0,0.00522602759098196
"E06000014","Yorkshire and The Humber",0,614,"round 3",0,0,0.00438709118608206
"E06000015","East Midlands",0,479,"round 3",0,0,0.00561659190113356
"E06000016","East Midlands",1,348,"round 3",0.0028735632183908,0.000507434693162812,0.0160950965726908
"E06000017","East Midlands",0,611,"round 3",0,0,0.00440853676971517
"E06000018","East Midlands",0,506,"round 3",0,0,0.00531848628132662
"E06000019","West Midlands",0,579,"round 3",0,0,0.00465105324255676
"E06000020","West Midlands",1,505,"round 3",0.00198019801980198,0.000349639138539045,0.011130280037529
"E06000021","West Midlands",0,388,"round 3",0,0,0.00692476341691141
"E06000022","South West",0,592,"round 3",0,0,0.00454938327694308
"E06000023","South West",0,494,"round 3",0,0,0.00544697656338005
"E06000024","South West",0,581,"round 3",0,0,0.00463511694284292
"E06000025","South West",0,568,"round 3",0,0,0.00474069944672446
"E06000026","South West",0,462,"round 3",0,0,0.00582205978001782
"E06000027","South West",0,548,"round 3",0,0,0.00491286765905042
"E06000030","South West",0,539,"round 3",0,0,0.00499449098645726
"E06000031","East of England",0,502,"round 3",0,0,0.00536063748295542
"E06000032","East of England",0,495,"round 3",0,0,0.00543603238838538
"E06000033","East of England",1,476,"round 3",0.00210084033613445,0.000370946216167226,0.0118027805706983
"E06000034","East of England",0,474,"round 3",0,0,0.00567550239607386
"E06000035","South East",0,503,"round 3",0,0,0.00535003716909226
"E06000036","South East",0,543,"round 3",0,0,0.00495788156552417
"E06000037","South East",0,558,"round 3",0,0,0.0048252482710061
"E06000038","South East",0,500,"round 3",0,0,0.00538196462984194
"E06000039","South East",0,430,"round 3",0,0,0.0062526202749756
"E06000040","South East",1,546,"round 3",0.00183150183150183,0.000323378239487318,0.0103005183892299
"E06000041","South East",0,569,"round 3",0,0,0.00473240724193301
"E06000042","South East",0,545,"round 3",0,0,0.00493977737934319
"E06000043","South East",0,515,"round 3",0,0,0.00522602759098196
"E06000044","South East",0,513,"round 3",0,0,0.00524629507756346
"E06000045","South East",0,549,"round 3",0,0,0.00490396278630201
"E06000046","South East",0,556,"round 3",0,0,0.00484252122749468
"E06000047","North East",0,515,"round 3",0,0,0.00522602759098196
"E06000049","North West",0,538,"round 3",0,0,0.00500372797514162
"E06000050","North West",0,543,"round 3",0,0,0.00495788156552417
"E06000051","West Midlands",1,554,"round 3",0.00180505415162455,0.000318707475457406,0.0101528319347601
"E06000052","South West",0,528,"round 3",0,0,0.00509801242415218
"E06000054","South West",0,576,"round 3",0,0,0.00467516422591522
"E06000055","East of England",0,562,"round 3",0,0,0.0047910694085746
"E06000056","East of England",0,545,"round 3",0,0,0.00493977737934319
"E06000057","North East",0,500,"round 3",0,0,0.00538196462984194
"E06000058","South West",0,519,"round 3",0,0,0.00518595880002082
"E06000059","South West",0,595,"round 3",0,0,0.00452654904028542
"E07000004","South East",0,531,"round 3",0,0,0.00506935610334
"E07000005","South East",0,557,"round 3",0,0,0.00483386931885428
"E07000006","South East",0,497,"round 3",0,0,0.00541427544588356
"E07000007","South East",0,533,"round 3",0,0,0.00505043019837118
"E07000008","East of England",0,541,"round 3",0,0,0.00497611894281493
"E07000009","East of England",0,553,"round 3",0,0,0.0048686637842023
"E07000010","East of England",1,570,"round 3",0.00175438596491228,0.000309759360229825,0.00986980980631131
"E07000011","East of England",0,598,"round 3",0,0,0.0045039428778006
"E07000012","East of England",0,572,"round 3",0,0,0.00470770377093381
"E07000026","North West",0,552,"round 3",0,0,0.00487744080805154
"E07000027","North West",0,512,"round 3",0,0,0.00525648788613971
"E07000028","North West",0,566,"round 3",0,0,0.00475737134135003
"E07000029","North West",0,546,"round 3",0,0,0.00493077477778709
"E07000030","North West",1,591,"round 3",0.00169204737732657,0.000298750379924938,0.00952144411740404
"E07000031","North West",0,562,"round 3",0,0,0.0047910694085746
"E07000032","East Midlands",0,526,"round 3",0,0,0.00511729730772213
"E07000033","East Midlands",0,467,"round 3",0,0,0.0057600841459088
"E07000034","East Midlands",0,482,"round 3",0,0,0.00558182899006114
"E07000035","East Midlands",1,602,"round 3",0.00166112956810631,0.000293290364856237,0.00934860312996147
"E07000036","East Midlands",1,539,"round 3",0.00185528756957328,0.00032757892024625,0.0104333140177849
"E07000037","East Midlands",0,525,"round 3",0,0,0.00512699456667876
"E07000038","East Midlands",1,499,"round 3",0.00200400801603206,0.000353844258082738,0.0112630554987392
"E07000039","East Midlands",0,535,"round 3",0,0,0.00503164508350728
"E07000040","South West",0,576,"round 3",0,0,0.00467516422591522
"E07000041","South West",0,514,"round 3",0,0,0.00523614172205175
"E07000042","South West",0,560,"round 3",0,0,0.00480809809956337
"E07000043","South West",0,558,"round 3",0,0,0.0048252482710061
"E07000044","South West",0,579,"round 3",0,0,0.00465105324255676
"E07000045","South West",1,559,"round 3",0.00178890876565295,0.000315856151969707,0.0100626593769566
"E07000046","South West",0,575,"round 3",0,0,0.00468325686805599
"E07000047","South West",1,587,"round 3",0.00170357751277683,0.000300786586413839,0.00958589068290565
"E07000061","South East",0,522,"round 3",0,0,0.00515630811956937
"E07000062","South East",1,562,"round 3",0.00177935943060498,0.000314169716176656,0.0100093206001191
"E07000063","South East",0,586,"round 3",0,0,0.00459574991976677
"E07000064","South East",0,595,"round 3",0,0,0.00452654904028542
"E07000065","South East",1,615,"round 3",0.0016260162601626,0.000287089484849051,0.00915225679267088
"E07000066","East of England",0,508,"round 3",0,0,0.00529765828621478
"E07000067","East of England",0,487,"round 3",0,0,0.00552483730327432
"E07000068","East of England",1,532,"round 3",0.0018796992481203,0.000331890170933043,0.0105695783969346
"E07000069","East of England",0,516,"round 3",0,0,0.0052159524574945
"E07000070","East of England",0,544,"round 3",0,0,0.00494881291490432
"E07000071","East of England",0,537,"round 3",0,0,0.00501299919356031
"E07000072","East of England",0,465,"round 3",0,0,0.00578471538762285
"E07000073","East of England",0,486,"round 3",0,0,0.00553614234652025
"E07000074","East of England",1,567,"round 3",0.0017636684303351,0.000311398656018567,0.00992166821470599
"E07000075","East of England",0,521,"round 3",0,0,0.00516615393499756
"E07000076","East of England",0,528,"round 3",0,0,0.00509801242415218
"E07000077","East of England",1,529,"round 3",0.00189035916824197,0.000333772785731158,0.0106290731490102
"E07000078","South West",0,477,"round 3",0,0,0.00564000873247009
"E07000079","South West",0,505,"round 3",0,0,0.00532896181453657
"E07000080","South West",0,468,"round 3",0,0,0.00574784701756814
"E07000081","South West",0,468,"round 3",0,0,0.00574784701756814
"E07000082","South West",0,505,"round 3",0,0,0.00532896181453657
"E07000083","South West",0,501,"round 3",0,0,0.00537127988614637
"E07000084","South East",0,519,"round 3",0,0,0.00518595880002082
"E07000085","South East",0,574,"round 3",0,0,0.00469137757527168
"E07000086","South East",0,532,"round 3",0,0,0.00505987545335348
"E07000087","South East",0,567,"round 3",0,0,0.00474902076200951
"E07000088","South East",0,525,"round 3",0,0,0.00512699456667876
"E07000089","South East",0,576,"round 3",0,0,0.00467516422591522
"E07000090","South East",2,525,"round 3",0.00380952380952381,0.00104533124166205,0.013782286165983
"E07000091","South East",0,534,"round 3",0,0,0.00504102014054717
"E07000092","South East",0,535,"round 3",0,0,0.00503164508350728
"E07000093","South East",0,588,"round 3",0,0,0.00458018971393937
