lacode,round,positive,tested,utm_x,utm_y,elog_comprate,comp_prev,elogit,prev
E07000136,round 2,0,512,532.517016969,343.225908254,-1.2485403919018632,0.2228353140916808,-6.932447891572509,0
E07000137,round 2,0,482,539.479403023,374.450834224,-0.8875430175333789,0.2914931588340274,-6.872128101338986,0
E07000138,round 2,0,499,496.71921559099997,370.69889559700005,-1.198318868716839,0.231651376146789,-6.906754778648554,0
E07000139,round 2,0,486,501.896333834,357.875900181,-0.6097434112016182,0.35201149425287354,-6.880384082186005,0
E07000140,round 2,0,589,530.006819943,322.986474261,-0.8230571873284317,0.30501535312180145,-7.072421900537371,0
E07000141,round 2,0,533,499.729757613,325.666478481,-0.6614285452273145,0.3403174603174603,-6.9726062513017535,0
E07000142,round 2,0,532,496.321593002,386.62745599500005,-0.6499818359148634,0.34289356277884003,-6.970730078143525,0
E07000143,round 2,0,559,594.073271591,301.022419265,-0.7378303888963548,0.32337736932797245,-7.020190708311925,0
E07000144,round 2,0,527,624.14182679,314.00491017599995,-0.5711966161997563,0.36086662153012866,-6.961296045910167,0
E07000145,round 2,1,517,651.096895249,307.786807367,-1.1580541116195653,0.2389016018306636,-5.841610180451529,0.0019342359767891683
E07000146,round 2,0,495,564.056698447,317.39563005699995,-0.8524326598592421,0.29880239520958085,-6.898714534329988,0
E07000147,round 2,1,581,618.080765639,333.262937761,-0.6409079614605254,0.344949793266391,-5.958424693029782,0.0017211703958691911
E07000148,round 2,1,504,621.99862618,308.916854316,-1.1802266764915403,0.2348901098901099,-5.816118604050453,0.001984126984126984
E07000149,round 2,2,550,619.4457935209999,297.36750037099995,-0.6438852069927542,0.3442724458204334,-5.39089654784113,0.0036363636363636364
E07000150,round 2,0,465,487.82560213299996,288.489746971,-1.2161972456866266,0.22847358121330724,-6.836259277277067,0
E07000151,round 2,0,542,462.75806745700004,266.01586426399996,-0.5657066510602607,0.36213720316622694,-6.98933526597456,0
E07000152,round 2,0,522,497.896381955,274.43418265099996,-0.7272228228106443,0.3256965944272446,-6.951772164398911,0
E07000153,round 2,0,497,485.902180418,279.193044853,-0.8888360334097453,0.2912280701754386,-6.902742737158593,0
E07000154,round 2,0,462,476.233389719,261.590547844,-1.244872465732953,0.22345559845559845,-6.829793737512425,0
E07000155,round 2,0,545,466.769495431,246.93156404299998,-0.5039240344390126,0.3765347885402456,-6.994849985833071,0
E07000156,round 2,0,530,488.70242141100005,267.322951283,-1.0360919316867756,0.26178781925343814,-6.966967138613983,0
E07000163,round 2,0,497,392.477214509,455.24349012199997,-0.6231885919530349,0.34895104895104895,-6.902742737158593,0
E07000164,round 2,0,532,442.589084292,488.81367774800003,-0.5602714826674586,0.3633934535738143,-6.970730078143525,0
E07000165,round 2,1,531,431.462831726,459.380419844,-0.5944167523819507,0.355525965379494,-5.868354849945874,0.0018832391713747645
E07000166,round 2,0,578,416.205602342,498.363206262,-0.5422047165097821,0.36759142496847413,-7.053585727193677,0
E07000167,round 2,0,542,476.586994474,476.81588408,-0.6200312719796518,0.3496774193548387,-6.98933526597456,0
E07000168,round 2,0,469,499.813679838,491.88097247400003,-0.9386368637519803,0.28104575163398693,-6.844815479208263,0
E07000169,round 2,0,530,457.22816066300004,432.61682446,-0.5771682016095745,0.3594902749832327,-6.966967138613983,0
E07000170,round 2,0,489,450.17887305200003,354.894443363,-0.9326696239581949,0.28225806451612906,-6.88653164253051,0
E07000171,round 2,0,505,464.730135589,382.191083313,-0.8672072695650637,0.2957175925925926,-6.918695219020472,0
E07000172,round 2,0,534,450.22059602400003,340.009523819,-0.811033570048264,0.3075601374570447,-6.974478911025045,0
E07000173,round 2,0,460,459.846550079,344.772493158,-0.9026938891880221,0.28836633663366334,-6.825460036255307,0
E07000174,round 2,0,484,454.714360748,362.39456293,-1.0552943042622613,0.2580816110227875,-6.876264611890766,0
E07000175,round 2,0,536,472.58655236,357.091444132,-0.7795855244698869,0.31430219146482125,-6.9782137426306985,0
E07000176,round 2,0,564,461.733263682,335.299702352,-0.480574206612552,0.3820375335120643,-7.029087564149662,0
E07000177,round 2,0,530,449.892288215,229.882286967,-0.8467631724985126,0.3,-6.966967138613983,0
E07000178,round 2,0,497,453.13591506,205.996151779,-1.6732893844206331,0.15787811809283234,-6.902742737158593,0
E07000179,round 2,0,571,463.366992649,192.01215040300002,-0.5721384238374747,0.36065573770491804,-7.04141166379481,0
E07000180,round 2,0,543,443.948184054,195.467314074,-0.6507857154274694,0.342714196372733,-6.99117688712121,0
E07000181,round 2,1,529,434.48817188699996,212.663355713,-0.7524003234330412,0.3201911589008363,-5.864577697202128,0.001890359168241966
E07000187,round 2,0,572,362.906990628,144.54747416799998,-0.6458873375176947,0.34382422802850354,-7.04315991598834,0
E07000188,round 2,0,555,332.628932839,142.371765844,-0.681009472545521,0.3359375,-7.01301578963963,0
E07000189,round 2,1,557,350.090553659,118.35819871700001,-0.6784769908121515,0.33650416171224734,-5.916202062607435,0.0017953321364452424
E07000192,round 2,0,479,400.852690931,312.743281717,-0.9300528880748182,0.2827868852459016,-6.8658910748834385,0
E07000193,round 2,1,493,420.422975753,325.977424099,-0.9889619221715141,0.27099236641221375,-5.794029352503979,0.002028397565922921
E07000194,round 2,0,511,410.58038736,309.342252032,-0.6622396430968686,0.3401315789473684,-6.930494765951626,0
E07000195,round 2,1,541,383.113458132,347.993797591,-0.8662005464649517,0.2959349593495935,-5.887029528971099,0.0018484288354898336
E07000196,round 2,0,492,390.570501675,302.568401699,-0.7057070040431062,0.33043478260869563,-6.892641641172089,0
E07000197,round 2,0,526,391.380687334,326.357234842,-0.7820846209189279,0.3137603795966785,-6.959398512133975,0
E07000198,round 2,0,539,396.622619182,351.364013396,-0.5987057906774336,0.35454545454545455,-6.983789965258135,0
E07000199,round 2,0,495,422.020067716,302.92149832800004,-0.87991561299582155,0.29307282415630553,-6.898714534329988,0
E07000200,round 2,0,542,598.461967995,241.767503543,-0.5469267564086646,0.3664886515353805,-6.98933526597456,0
E07000202,round 2,1,463,616.547512188,244.420207161,-1.1714717098703742,0.23645569620253165,-5.731181448844316,0.0021598272138228943
E07000203,round 2,0,571,607.6123363830001,262.304585168,-0.47162568961760365,0.3841544607190413,-7.04141166379481,0
E07000207,round 2,0,543,512.32736315,165.01184287200002,-0.592265955706165,0.35602094240837695,-6.99117688712121,0
E07000208,round 2,0,493,521.163424789,162.449373589,-0.8271217373840541,0.3041332510795805,-6.894670039433482,0
E07000209,round 2,1,515,498.833833785,151.133386093,-0.7789993688517708,0.31442365721182863,-5.83773044716594,0.001941747572815534
E07000210,round 2,0,585,516.825260815,152.16460020399998,-0.48281549383495365,0.3815104166666667,-7.065613363597717,0
E07000211,round 2,0,498,526.567879952,151.92340158800002,-0.7645205332344965,0.317550505050505,-6.904750769961838,0
E07000212,round 2,0,504,502.74160133,167.05870358500002,-1.0059534581854048,0.26765015806111697,-6.916715020353609,0
E07000213,round 2,0,521,507.193796205,170.69215122,-0.877441513689115,0.2935933147632312,-6.949856455000773,0
E07000214,round 2,0,566,490.360335236,160.147567438,-0.6019040913988964,0.3538175046554935,-7.0326242610280065,0
E07000215,round 2,0,564,535.7568912759999,152.170903741,-0.5748718977855741,0.3600252206809584,-7.029087564149662,0
E07000216,round 2,2,532,492.48438470300005,142.294425946,-0.5773969610529831,0.35943775100401604,-5.357529226179883,0.0037593984962406013
E07000217,round 2,0,526,500.47823163,158.844442203,-0.824864487190875,0.30462065031374785,-6.959398512133975,0
E07000218,round 2,1,484,426.03406464200003,295.947718047,-0.8232753528965803,0.30494677520350655,-5.775586206785185,0.002066115702479339
E07000219,round 2,0,501,435.54303027599997,289.805205614,-1.0521392798727207,0.25869120654396727,-6.910750787961936,0
E07000220,round 2,1,594,448.739295051,275.36852744500004,-0.7149722181486374,0.3284072249589491,-5.980572105941558,0.0016835016835016834
E07000221,round 2,1,539,422.690817404,255.507221058,-0.5795603974324359,0.35894039735099337,-5.883322388488279,0.0018552875695732839
E07000222,round 2,1,510,430.321940826,266.842986273,-0.7214125353008155,0.32697201017811706,-5.827964744554615,0.00196078431372549
E07000223,round 2,0,495,520.794746465,105.267405562,-0.7435122609400816,0.3221216041397154,-6.898714534329988,0
E07000224,round 2,0,539,498.90190873800003,101.868109668,-0.8439062578665811,0.3006034009873834,-6.983789965258135,0
E07000225,round 2,0,550,486.40481788,109.298736911,-0.6530588824916004,0.34220297029702973,-7.00397413672268,0
E07000226,round 2,2,535,527.001106296,136.29494253000001,-1.0296854913825104,0.26302971261568436,-5.363168338867653,0.003738317757009346
E07000227,round 2,0,550,515.453851653,125.156570425,-0.4985088587512358,0.3778080326752893,-7.00397413672268,0
E07000228,round 2,0,546,533.469525278,126.698020784,-0.46034171833399856,0.38682550805886473,-6.996681488176539,0
E07000229,round 2,1,505,513.34313206,103.846828425,-0.7600443017218951,0.31852315394242803,-5.818102731685499,0.0019801980198019802
E07000234,round 2,0,487,398.168738856,273.57923164,-0.7306609566614427,0.3249336870026525,-6.882437470997847,0
E07000235,round 2,1,424,378.126198878,250.31417145,-0.9665800218344647,0.2754182754182754,-5.643088405983945,0.0023584905660377358
E07000236,round 2,0,490,404.792013424,266.51198210999996,-1.059432019590788,0.25729166666666664,-6.888572459565363,0
E07000237,round 2,0,476,385.557351083,255.352408924,-1.0479956399726433,0.25947995666305523,-6.859614903654202,0
E07000238,round 2,1,496,396.976855338,251.258722063,-0.722077857252367,0.3268229166666667,-5.800102245661878,0.0020161290322580645
E07000239,round 2,1,519,382.101959453,275.420175616,-0.8467508892262948,0.3,-5.8454749195614175,0.0019267822736030828
E07000240,round 2,0,543,515.214634224,208.80724342899998,-0.5628780078311614,0.3627906976744186,-6.99117688712121,0
E07000241,round 2,1,489,524.011083889,210.335613166,-0.9961939922236921,0.26956521739130435,-5.785874363374673,0.002044989775051125
E07000242,round 2,0,536,539.531961293,217.69133751400003,-0.5784408024838813,0.35919732441471575,-6.9782137426306985,0
E07000243,round 2,0,485,525.079683627,224.582710651,-1.047122655112942,0.2596509783183501,-6.878326468291325,0
E07000244,round 2,0,554,639.183311399,268.720841109,-0.6317669017757997,0.34701492537313433,-7.011213987350367,0
E07000245,round 2,0,528,576.662460237,264.215413901,-0.7551439587979355,0.3195937873357228,-6.963189985870238,0
E07000246,round 2,0,520,315.93244971999997,128.64796715399999,-0.7585542122565951,0.3188494492044064,-6.947937068614969,0
E08000001,round 2,1,420,370.609920438,408.835128775,-1.380091416995283,0.2008526764566556,-5.633598417799097,0.002380952380952381
E08000002,round 2,1,485,379.956001302,408.89546264899997,-1.034051114651923,0.26217228464419473,-5.777652323222656,0.002061855670103093
E08000003,round 2,2,490,384.98394066199995,395.51257001600004,-1.7547787311032266,0.14734010759115362,-5.275048739608683,0.004081632653061225
E08000004,round 2,0,456,392.91256890100004,405.18251075,-1.3162028743557694,0.2113190324052944,-6.816735880594968,0
E08000005,round 2,0,475,388.74141784299997,411.499332719,-1.2803016796986477,0.21737173717371738,-6.85751406254539,0
E08000006,round 2,1,490,377.40001299700003,400.067273038,-1.3049316871966892,0.2132132132132132,-5.7879193538624,0.0020408163265306124
E08000007,round 2,0,490,389.91870635699996,389.04147719499997,-0.8333906392831325,0.3028083028083028,-6.888572459565363,0
E08000008,round 2,1,480,394.328427697,397.604902305,-1.1427518508929873,0.24168734491315136,-5.7672787862153285,0.0020833333333333333
E08000009,round 2,0,508,377.815275563,391.843539864,-0.8887941919510493,0.2912400455062571,-6.92461239604856,0
E08000010,round 2,0,454,360.89952889299997,403.24044725600004,-1.0722660886368778,0.25483692647871753,-6.812345094177479,0
E08000011,round 2,0,393,343.67057540999997,392.85125195300003,-1.4435753679774448,0.1908433734939759,-6.668228248417403,0
E08000012,round 2,0,416,338.624070738,390.67190469599996,-1.5945122622174248,0.16861637757160144,-6.725033642166843,0
E08000013,round 2,1,517,352.419886277,395.40685662199996,-1.0096056822158788,0.2669383596535914,-5.841610180451529,0.0019342359767891683
E08000014,round 2,0,402,334.063557227,405.430717033,-1.1868932892305337,0.23366107576633893,-6.690842277418564,0
E08000015,round 2,1,505,329.50338997800003,387.47512192399995,-0.918455873946232,0.28515185601799775,-5.818102731685499,0.0019801980198019802
E08000016,round 2,1,340,436.22366941700005,405.89147416699996,-1.4356388874405857,0.19204927211646136,-5.422008838890586,0.0029411764705882353
E08000017,round 2,0,465,458.508906805,404.225114688,-1.164017563201945,0.23780487804878048,-6.836259277277067,0
E08000018,round 2,0,466,445.70193303499997,392.26202738300003,-1.0807419060303984,0.25323275862068967,-6.838405200847344,0
E08000019,round 2,0,475,435.559602053,387.43262723,-1.20114750029619,0.2311411992263056,-6.85751406254539,0
E08000021,round 2,0,515,423.44126631,566.301880445,-1.2044539205247762,0.2305641936916926,-6.93828448401696,0
E08000022,round 2,0,504,431.71515919899997,569.9166006,-0.684720860566251,0.3350993377483444,-6.916715020353609,0
E08000023,round 2,0,532,435.560355042,564.16745354,-0.8792320381357378,0.2932249322493225,-6.970730078143525,0
E08000024,round 2,0,474,435.82817926900003,555.2853506490001,-0.9920587998646229,0.2703766160764474,-6.855408798609928,0
E08000025,round 2,0,410,408.079722576,286.65031248099996,-1.7835024492013642,0.14374783512296502,-6.710523109452429,0
E08000026,round 2,1,508,433.551836025,279.671768656,-1.4242690732594416,0.19387755102040816,-5.824031602807778,0.001968503937007874
E08000027,round 2,1,452,392.534897266,287.57883846699997,-1.1451823080532944,0.2412327311370882,-5.707110264748875,0.0022123893805309734
E08000028,round 2,0,484,399.479488659,290.54275283299995,-1.6462641670234697,0.16150296638101516,-6.876264611890766,0
E08000029,round 2,0,509,415.560600089,281.647516309,-0.9428977182101413,0.2801958650707291,-6.926577033222725,0
E08000030,round 2,0,465,401.322381575,299.914315832,-1.3157285216113077,0.2114003590664273,-6.836259277277067,0
E08000031,round 2,0,501,391.993894402,298.98761040399995,-1.5103099903484887,0.18077884958913898,-6.910750787961936,0
E08000032,round 2,1,524,413.348993246,435.731118148,-1.397349395500623,0.1981238273921201,-5.855071922202427,0.0019083969465648854
E08000033,round 2,0,488,407.324997822,424.509313885,-0.9301477665355812,0.28277046365197483,-6.884486652042782,0
E08000034,round 2,0,471,417.944788304,418.446319357,-1.0810062000930605,0.2531847133757962,-6.849066282633458,0
E08000035,round 2,1,467,429.663771656,434.957332915,-1.1617697303714027,0.2382146439317954,-5.739792912179234,0.0021413276231263384
E08000036,round 2,0,467,438.393850127,420.01002235699997,-1.0384989199886792,0.2613065326633166,-6.840546529288687,0
E08000037,round 2,0,488,423.477452484,560.846109557,-0.9700279535140163,0.27474972191323693,-6.884486652042782,0
E09000002,round 2,1,481,547.602652097,185.27371705599998,-1.8757851569025703,0.13277447268793943,-5.7693621203021825,0.002079002079002079
E09000003,round 2,0,522,524.405872526,191.472989968,-1.2987677857675,0.21425678412312676,-6.951772164398911,0
E09000004,round 2,2,500,548.3392765799999,175.80118346999998,-1.026038078428275,0.26373056994818656,-5.295312857527738,0.004
E09000005,round 2,1,452,520.712829803,185.53087195,-2.0677099876294047,0.11217948717948718,-5.707110264748875,0.0022123893805309734
E09000006,round 2,0,497,541.347088422,167.796501455,-0.822885390139342,0.30503335354760464,-6.902742737158593,0
E09000007,round 2,0,468,527.995975098,184.25407147500002,-1.7104318414636897,0.15299479166666666,-6.842683282238422,0
E09000008,round 2,0,517,533.145953383,165.297725723,-1.470319374941245,0.1867816091954023,-6.942156705699469,0
E09000009,round 2,0,546,515.99540929,181.406493616,-1.6498045187280295,0.16103669190448455,-6.996681488176539,0
E09000010,round 2,1,523,533.131666537,195.218249881,-1.563975538357343,0.17297122534755902,-5.853159875730801,0.0019120458891013384
E09000011,round 2,1,514,542.969543071,177.25939708200002,-1.3656299574037514,0.20321064996084573,-5.835784921260449,0.0019455252918287938
E09000012,round 2,1,526,534.115675404,185.44679857000003,-1.6604973160475758,0.15959354453078303,-5.858885082208841,0.0019011406844106464
E09000013,round 2,2,477,523.805619116,178.449407199,-1.701647314560177,0.15414012738853503,-5.24807615011129,0.0041928721174004195
E09000014,round 2,0,439,531.5598296159999,189.624966706,-1.734075120197494,0.14994968131499498,-6.778784897685177,0
E09000015,round 2,1,500,515.2003665020001,189.32166196100002,-1.4640653731322502,0.1877309682187731,-5.808142489980444,0.002
E09000016,round 2,0,454,552.9573070499999,188.217760889,-1.0986122886681098,0.2498642042368278,-6.812345094177479,0
E09000017,round 2,3,507,508.700144194,183.668934516,-1.3729721342928318,0.2020241339042429,-4.970804871298296,0.005917159763313609
E09000018,round 2,0,516,514.082879423,175.812303248,-1.6474409806571264,0.161350263239393,-6.940222469119639,0
E09000019,round 2,0,447,531.1429936760001,185.030248421,-1.5970401446044533,0.1682727946627131,-6.796823718274855,0
E09000020,round 2,1,464,525.532078494,179.54043351,-1.9498579221751589,0.1244692144373673,-5.733341276897745,0.0021551724137931034
E09000021,round 2,0,527,519.357386695,167.715618891,-1.105487315747566,0.24859550561797752,-6.961296045910167,0
E09000022,round 2,2,480,530.7784886229999,174.57865151,-1.6520917327613893,0.16071428571428573,-5.254365479018854,0.004166666666666667
E09000023,round 2,0,476,537.4838643820001,174.247522356,-1.4908430289938603,0.1836734693877551,-6.859614903654202,0
E09000024,round 2,1,567,525.990238496,169.372874845,-1.2986520195222153,0.21428571428571427,-5.9340119723598965,0.001763668430335097
E09000025,round 2,2,417,541.2352685069999,183.534653652,-2.157607432066745,0.10352477199901405,-5.113191882421348,0.004796163069544364
E09000026,round 2,1,475,543.66234974,188.699801063,-1.6355139468239723,0.16296296296296298,-5.756796509941818,0.002105263157894737
E09000027,round 2,2,525,516.926053956,173.53706459900002,-0.7852022606938092,0.3130896226415094,-5.3442462984364365,0.0038095238095238095
E09000028,round 2,0,548,533.706559884,177.387419608,-1.6105252630305422,0.16641498036846875,-7.00033446027523,0
E09000029,round 2,1,491,526.588428885,164.594744618,-1.0375881588719718,0.26148969889064977,-5.7899601708972535,0.002036659877800407
E09000030,round 2,0,470,536.196346395,181.596039833,-1.8898756838444528,0.13115661317100166,-6.846943139585379,0
E09000031,round 2,0,494,537.9002894500001,189.457957027,-1.5859407811672837,0.16984343090537782,-6.8966943316227125,0
E09000032,round 2,0,476,526.45614758,174.00799525,-1.4154731405554934,0.19524959742351047,-6.859614903654202,0
E09000033,round 2,0,454,527.31571489,181.20292586600002,-1.9604165762795305,0.12332079527135949,-6.812345094177479,0
E06000001,round 3,1,493,449.883104909,532.1342919260001,-1.3356407597015392,0.208104685521317,-5.794029352503979,0.002028397565922921
E06000002,round 3,0,473,450.229253905,517.3971694,-1.702547029098023,0.15402075226977952,-6.853299093186078,0
E06000003,round 3,0,478,460.827180468,520.003597134,-1.309426773560766,0.2124558303886926,-6.863803391452954,0
E06000004,round 3,0,469,443.965418604,519.150730616,-1.3023697040499647,0.21363636363636362,-6.844815479208263,0
E06000005,round 3,0,507,429.17640998400003,515.229579318,-1.1584075231227695,0.2388340385519511,-6.922643891475888,0
E06000006,round 3,1,479,352.02280249700004,384.020815642,-1.3630162078961947,0.2036256323777403,-5.765191102784844,0.0020876826722338203
E06000007,round 3,1,515,361.748872539,389.199703128,-1.1234227215826234,0.2452561669829222,-5.83773044716594,0.001941747572815534
E06000008,round 3,0,445,368.498427743,426.313288627,-1.8309301568325635,0.13801601971657423,-6.792344427470809,0
E06000009,round 3,1,491,331.96950422599997,436.33839933599995,-1.4543712486234042,0.18921001926782274,-5.7899601708972535,0.002036659877800407
E06000010,round 3,0,415,509.448558162,431.094060695,-1.716789242224618,0.15215801024140455,-6.7226297948554485,0
E06000011,round 3,1,568,501.274923404,439.897077021,-0.8612475198959154,0.296972860125261,-5.935775641247393,0.0017605633802816902
E06000012,round 3,1,560,526.495425533,408.396545408,-1.1692768258179578,0.2368752624947501,-5.921578419643816,0.0017857142857142857
E06000013,round 3,0,515,491.52266027300004,410.696122841,-1.1924310438857644,0.23270440251572327,-6.93828448401696,0
E06000014,round 3,0,614,460.17540025399995,452.420488448,-0.9059855781113298,0.28772258669165884,-7.113956109566034,0
E06000015,round 3,0,479,435.628501765,335.059448351,-1.4754020163638022,0.1860015467904099,-6.8658910748834385,0
E06000016,round 3,1,348,459.36390163199997,304.488655564,-2.3718822453345707,0.08524111056989771,-5.445299556896683,0.0028735632183908046
E06000017,round 3,0,611,489.78130790800003,307.552259805,-0.6329057641335128,0.34676503972758227,-7.109062135687172,0
E06000018,round 3,0,506,455.596489149,341.137139113,-1.8587320936456655,0.1347536617842876,-6.920671504248683,0
E06000019,round 3,0,579,352.547566369,242.092230018,-0.8604993722457395,0.29713114754098363,-7.055312843339752,0
E06000020,round 3,1,505,368.849526381,310.793092133,-1.2475314259873687,0.22300572939620977,-5.818102731685499,0.0019801980198019802
E06000021,round 3,0,388,389.233738985,346.652941017,-1.7191567329606328,0.15184466019417475,-6.655440350367647,0
E06000022,round 3,0,592,370.672566592,162.63500660399998,-0.8713180401991832,0.29487817006464445,-7.077498053569231,0
E06000023,round 3,0,494,359.350894067,173.612286587,-1.3925436003050784,0.1988817891373802,-6.8966943316227125,0
E06000024,round 3,0,581,340.796271182,166.23236550000001,-0.8307009968858597,0.3033942558746736,-7.0587581525186645,0
E06000025,round 3,0,568,365.657242755,179.20756180299998,-0.8879238311728804,0.2914315033350436,-7.036148493750536,0
E06000026,round 3,0,462,248.90878986700002,56.6491178065,-1.361554754944135,0.20385795703638754,-6.829793737512425,0
E06000027,round 3,0,548,290.19333749000003,62.173076368800004,-1.1106715243477525,0.2476319350473613,-7.00033446027523,0
E06000030,round 3,0,539,415.26032457499997,185.86284987899998,-1.0648062525376558,0.2562766461392705,-6.983789965258135,0
E06000031,round 3,0,502,517.909885034,299.931339949,-1.5460219852665698,0.1755485893416928,-6.912742820493176,0
E06000032,round 3,0,495,507.92241863,223.059116985,-1.8456167718410392,0.13628944504896626,-6.898714534329988,0
E06000033,round 3,1,476,587.5317084999999,186.56638543399998,-1.2502220509038022,0.22253258845437615,-5.75890177387728,0.0021008403361344537
E06000034,round 3,0,474,562.842386407,180.052818307,-1.4165253159042577,0.19508196721311474,-6.855408798609928,0
E06000035,round 3,0,503,576.87684367,167.356992133,-1.2546055032098242,0.22178130511463845,-6.914730892718563,0
E06000036,round 3,0,543,486.59279752199996,167.204839137,-0.9539562347606299,0.27797649463464486,-6.99117688712121,0
E06000037,round 3,0,558,453.145713872,169.81512697099998,-0.8271811278478636,0.3041349292709467,-7.018401799069201,0
E06000038,round 3,0,500,470.91656767100005,173.248050102,-1.543076527832482,0.17597471022128555,-6.90875477931522,0
E06000039,round 3,0,430,497.56226935800004,180.320648003,-2.0528750713856088,0.11366033755274262,-6.7580945044277305,0
E06000040,round 3,1,546,491.524328383,177.66727316499998,-0.95269751422237,0.2782299084435402,-5.8962376971649615,0.0018315018315018315
E06000041,round 3,0,569,477.659047413,170.324423818,-0.7627221242402809,0.3179544191217343,-7.037905963447182,0
E06000042,round 3,0,545,485.556325048,238.590088966,-1.1841792927584904,0.2341880341880342,-6.994849985833071,0
E06000043,round 3,0,515,530.718178571,105.731868465,-1.253730554444104,0.22193548387096773,-6.93828448401696,0
E06000044,round 3,0,513,465.38626082999997,101.653990577,-1.3797129845305927,0.20093823299452698,-6.934397209928558,0
E06000045,round 3,0,549,442.56908501699996,113.45836199,-1.5159936244965422,0.1799477465708687,-7.002155954403621,0
E06000046,round 3,0,556,453.01651381,88.44884073339999,-1.1667876861042135,0.23732424371538133,-7.014814351275545,0
E06000047,round 3,0,515,425.66090376299996,540.554259067,-1.1139529538455915,0.24701385570950787,-6.93828448401696,0
E06000049,round 3,0,538,379.14006595,366.10258835400003,-0.9256995274156249,0.2836842105263158,-6.981934677156389,0
E06000050,round 3,0,543,348.670090271,370.59366813,-0.9013306227824205,0.2886652542372881,-6.99117688712121,0
E06000051,round 3,1,554,351.82574746,311.39807891600003,-0.8864541633765387,0.2917324907846235,-5.910796644040527,0.0018050541516245488
E06000052,round 3,0,528,190.89697001,51.987510719700005,-0.9833049395104931,0.27211934156378603,-6.963189985870238,0
E06000054,round 3,0,576,400.467564004,157.02943667600002,-0.71752298655809,0.32784090909090907,-7.050122520269059,0
E06000055,round 3,0,562,504.57594159,250.60219023599998,-1.136341662128656,0.24288179465056084,-7.025538314638521,0
E06000056,round 3,0,545,505.805206036,232.495307183,-0.8104236562541264,0.3076923076923077,-6.994849985833071,0
E06000057,round 3,0,500,417.299477515,586.889456042,-1.0000924705839942,0.2688,-6.90875477931522,0
E06000058,round 3,0,519,408.07833282200005,93.244270049,-1.1963842755227132,0.232,-6.946013991099227,0
E06000059,round 3,0,595,380.733147633,97.1587480849,-0.7809615320895512,0.31401475237091675,-7.0825485693553,0
E07000004,round 3,0,531,479.972516909,217.82836068499998,-0.9835200999117466,0.2720775906074528,-6.968850378341948,0
E07000005,round 3,0,557,495.73654237799997,198.02222722500002,-0.7113658582113394,0.32919621749408984,-7.016609683894219,0
E07000006,round 3,0,497,497.72544351,185.25676602099998,-1.0591379564359749,0.25734914904589995,-6.902742737158593,0
E07000007,round 3,0,533,485.826496512,193.30504515200002,-1.0642905213833163,0.25637325637325636,-6.9726062513017535,0
E07000008,round 3,0,541,546.098538384,258.477984532,-1.4464309267459483,0.1904427266338721,-6.9874902470009905,0
E07000009,round 3,0,553,555.936159841,275.230592028,-0.9067039712849445,0.28756476683937826,-7.009408932708637,0
E07000010,round 3,1,570,540.509393523,300.30601429999996,-1.080928361878194,0.25322079075966236,-5.939293674779073,0.0017543859649122807
E07000011,round 3,0,598,523.34905739,272.983523804,-0.746336091642451,0.3215244229736983,-7.087573705557973,0
E07000012,round 3,0,572,542.190982973,256.650838629,-0.7117503560330899,0.3291139240506329,-7.04315991598834,0
E07000026,round 3,0,552,310.32709236200003,534.475127555,-0.9186409092191087,0.28512396694214875,-7.007600613951853,0
E07000027,round 3,0,512,320.660554533,470.708984372,-1.0835989518433151,0.2527040314650934,-6.932447891572509,0
E07000028,round 3,0,566,341.481741473,556.506488629,-0.8899993131892797,0.2910025706940874,-7.0326242610280065,0
E07000029,round 3,0,546,302.599982707,510.00184889800005,-0.9439023389277051,0.28,-6.996681488176539,0
E07000030,round 3,1,591,357.27044744100004,527.31022873,-0.7094963185614748,0.32961517010596764,-5.975504527529253,0.001692047377326565
E07000031,round 3,0,562,344.32890169700005,487.5151588,-0.7738050835773997,0.3155530600786075,-7.025538314638521,0
E07000032,round 3,0,526,439.377978514,349.104581564,-0.8993395593931589,0.2890710382513661,-6.959398512133975,0
E07000033,round 3,0,467,448.332422781,367.163235904,-1.2440346380654832,0.2236024844720497,-6.840546529288687,0
E07000034,round 3,0,482,438.802521704,372.265121643,-1.2106721336848962,0.22945368171021377,-6.872128101338986,0
E07000035,round 3,1,602,423.280833701,358.973754551,-0.6150734874611136,0.3508158508158508,-5.993961427306569,0.0016611295681063123
E07000036,round 3,1,539,446.243752316,337.426554024,-0.9303844949500145,0.2827334376630151,-5.883322388488279,0.0018552875695732839
E07000037,round 3,0,525,404.17172601,384.710188078,-0.8771229974499265,0.2936596218020022,-6.957497370876951,0
E07000038,round 3,1,499,439.437119864,371.61126214200004,-1.0140451259944996,0.266064790228359,-5.806138481293729,0.002004008016032064
E07000039,round 3,0,535,430.121112659,323.843348259,-0.8424843733556558,0.3008998875140607,-6.976348070447749,0
E07000040,round 3,0,576,310.562751904,90.9737292498,-0.71752298655809,0.32784090909090907,-7.050122520269059,0
E07000041,round 3,0,514,293.099264764,92.50055885469999,-1.2529015206258287,0.22207848210435532,-6.9363427358340495,0
E07000042,round 3,0,560,294.12974645099996,109.057108055,-0.8712224464724488,0.2948920484465508,-7.02197642307216,0
E07000043,round 3,0,558,257.377723364,134.66272002899998,-0.9679229518707795,0.2751842751842752,-7.018401799069201,0
