"Category","Total antibody positive","Total tests (with valid results)","Crude prevalence","Prevalence adjusted for test","Weighted prevalence","Weighted_total_tests","Weighted_positives"
"England",8431,161537,"5.22 [5.11-5.33]","4.60 [4.47-4.73]","5.56 [5.43-5.71]",160705.832854149,9671.923512187
