"","date","region","count_pos","count_all","rolling_infections","rolling_total"
"47",2020-01-06,"North West",4,103,NA,NA
"48",2020-01-06,"Yorkshire and The Humber",2,62,NA,NA
"49",2020-01-06,"East Midlands",1,111,NA,NA
"50",2020-01-06,"West Midlands",2,78,NA,NA
"51",2020-01-06,"East of England",6,125,NA,NA
"52",2020-01-06,"London",4,76,NA,NA
"53",2020-01-06,"South East",8,158,NA,NA
"54",2020-01-06,"South West",2,79,NA,NA
"55",2020-01-07,"North East",0,11,0.857142857142857,23.5714285714286
"56",2020-01-07,"North West",1,37,3.57142857142857,74.7142857142857
"57",2020-01-07,"Yorkshire and The Humber",1,19,1.42857142857143,43.1428571428571
"58",2020-01-07,"East Midlands",2,42,2.28571428571429,74.7142857142857
"59",2020-01-07,"West Midlands",4,37,3.28571428571429,61.1428571428571
"60",2020-01-07,"East of England",0,35,3.57142857142857,81.8571428571429
"61",2020-01-07,"London",2,30,3,42.5714285714286
"62",2020-01-07,"South East",2,66,4.28571428571429,114.714285714286
"63",2020-01-07,"South West",1,34,1,53.8571428571429
"64",2020-01-08,"North East",0,14,0.428571428571429,18.7142857142857
"65",2020-01-08,"North West",1,50,2.85714285714286,61
"66",2020-01-08,"Yorkshire and The Humber",2,35,1.14285714285714,35.2857142857143
"67",2020-01-08,"East Midlands",5,54,2.57142857142857,64
"68",2020-01-08,"West Midlands",2,49,2.71428571428571,48.7142857142857
"69",2020-01-08,"East of England",3,52,2.28571428571429,66.5714285714286
"70",2020-01-08,"London",1,34,2.71428571428571,36.5714285714286
"71",2020-01-08,"South East",5,80,3.85714285714286,96.5714285714286
"72",2020-01-08,"South West",2,34,0.857142857142857,44.2857142857143
"73",2020-01-09,"North East",0,8,0.428571428571429,17.4285714285714
"74",2020-01-09,"North West",0,38,1.71428571428571,53.8571428571429
"75",2020-01-09,"Yorkshire and The Humber",2,23,1.28571428571429,34.5714285714286
"76",2020-01-09,"East Midlands",0,40,2.28571428571429,58.2857142857143
"77",2020-01-09,"West Midlands",0,28,2.28571428571429,44.4285714285714
"78",2020-01-09,"East of England",1,42,2.42857142857143,61.4285714285714
"79",2020-01-09,"London",0,22,2.42857142857143,34.4285714285714
"80",2020-01-09,"South East",5,54,3.71428571428571,88.7142857142857
"81",2020-01-09,"South West",0,28,0.714285714285714,39.4285714285714
"82",2020-01-10,"North East",1,23,0.428571428571429,17.4285714285714
"83",2020-01-10,"North West",3,54,1.71428571428571,50
"84",2020-01-10,"Yorkshire and The Humber",0,39,1,31.7142857142857
"85",2020-01-10,"East Midlands",4,82,2.57142857142857,59.2857142857143
"86",2020-01-10,"West Midlands",4,57,2.42857142857143,44.1428571428571
"87",2020-01-10,"East of England",5,77,2.71428571428571,61.4285714285714
"88",2020-01-10,"London",2,52,1.85714285714286,36.4285714285714
"89",2020-01-10,"South East",6,131,4.28571428571429,91.8571428571429
"90",2020-01-10,"South West",2,39,1,37.8571428571429
"91",2020-01-11,"North East",0,6,0.285714285714286,16.4285714285714
"92",2020-01-11,"North West",1,19,1.71428571428571,46.8571428571429
"93",2020-01-11,"Yorkshire and The Humber",0,11,1,30.2857142857143
"94",2020-01-11,"East Midlands",0,21,2,54.1428571428571
"95",2020-01-11,"West Midlands",1,16,2,41.4285714285714
"96",2020-01-11,"East of England",2,29,3,56
"97",2020-01-11,"London",2,15,2,35.5714285714286
"98",2020-01-11,"South East",4,42,4.57142857142857,86.2857142857143
"99",2020-01-11,"South West",1,12,1.14285714285714,35.5714285714286
"100",2020-01-12,"North East",0,5,0.285714285714286,15.7142857142857
"101",2020-01-12,"North West",0,19,1.42857142857143,45.7142857142857
"102",2020-01-12,"Yorkshire and The Humber",0,6,1,27.8571428571429
"103",2020-01-12,"East Midlands",2,26,2,53.7142857142857
"104",2020-01-12,"West Midlands",0,13,1.85714285714286,39.7142857142857
"105",2020-01-12,"East of England",1,19,2.57142857142857,54.1428571428571
"106",2020-01-12,"London",0,8,1.57142857142857,33.8571428571429
"107",2020-01-12,"South East",0,36,4.28571428571429,81
"108",2020-01-12,"South West",0,14,1.14285714285714,34.2857142857143
"109",2020-01-13,"North East",2,19,0.428571428571429,12.2857142857143
"110",2020-01-13,"North West",4,76,1.42857142857143,41.8571428571429
"111",2020-01-13,"Yorkshire and The Humber",2,48,1,25.8571428571429
"112",2020-01-13,"East Midlands",6,82,2.71428571428571,49.5714285714286
"113",2020-01-13,"West Midlands",0,54,1.57142857142857,36.2857142857143
"114",2020-01-13,"East of England",5,90,2.42857142857143,49.1428571428571
"115",2020-01-13,"London",1,50,1.14285714285714,30.1428571428571
"116",2020-01-13,"South East",7,129,4.14285714285714,76.8571428571429
"117",2020-01-13,"South West",0,50,0.857142857142857,30.1428571428571
"118",2020-01-14,"North East",0,7,0.428571428571429,11.7142857142857
"119",2020-01-14,"North West",5,48,2,43.4285714285714
"120",2020-01-14,"Yorkshire and The Humber",2,13,1.14285714285714,25
"121",2020-01-14,"East Midlands",0,37,2.42857142857143,48.8571428571429
"122",2020-01-14,"West Midlands",3,34,1.42857142857143,35.8571428571429
"123",2020-01-14,"East of England",4,45,3,50.5714285714286
"124",2020-01-14,"London",2,23,1.14285714285714,29.1428571428571
"125",2020-01-14,"South East",1,51,4,74.7142857142857
"126",2020-01-14,"South West",0,24,0.714285714285714,28.7142857142857
"127",2020-01-15,"North East",4,23,1,13
"128",2020-01-15,"North West",3,73,2.28571428571429,46.7142857142857
"129",2020-01-15,"Yorkshire and The Humber",0,26,0.857142857142857,23.7142857142857
"130",2020-01-15,"East Midlands",4,69,2.28571428571429,51
"131",2020-01-15,"West Midlands",3,54,1.57142857142857,36.5714285714286
"132",2020-01-15,"East of England",6,95,3.42857142857143,56.7142857142857
"133",2020-01-15,"London",4,58,1.57142857142857,32.5714285714286
"134",2020-01-15,"South East",8,125,4.42857142857143,81.1428571428571
"135",2020-01-15,"South West",4,59,1,32.2857142857143
"136",2020-01-16,"North East",0,12,1,13.5714285714286
"137",2020-01-16,"North West",3,45,2.71428571428571,47.7142857142857
"138",2020-01-16,"Yorkshire and The Humber",2,27,0.857142857142857,24.2857142857143
"139",2020-01-16,"East Midlands",1,34,2.42857142857143,50.1428571428571
"140",2020-01-16,"West Midlands",3,37,2,37.8571428571429
"141",2020-01-16,"East of England",2,55,3.57142857142857,58.5714285714286
"142",2020-01-16,"London",1,26,1.71428571428571,33.1428571428571
"143",2020-01-16,"South East",3,83,4.14285714285714,85.2857142857143
"144",2020-01-16,"South West",2,33,1.28571428571429,33
"145",2020-01-17,"North East",2,9,1.14285714285714,11.5714285714286
"146",2020-01-17,"North West",2,27,2.57142857142857,43.8571428571429
"147",2020-01-17,"Yorkshire and The Humber",0,14,0.857142857142857,20.7142857142857
"148",2020-01-17,"East Midlands",5,45,2.57142857142857,44.8571428571429
"149",2020-01-17,"West Midlands",2,29,1.71428571428571,33.8571428571429
"150",2020-01-17,"East of England",1,47,3,54.2857142857143
"151",2020-01-17,"London",1,16,1.57142857142857,28
"152",2020-01-17,"South East",3,53,3.71428571428571,74.1428571428571
"153",2020-01-17,"South West",2,23,1.28571428571429,30.7142857142857
"154",2020-01-18,"North East",1,14,1.28571428571429,12.7142857142857
"155",2020-01-18,"North West",1,22,2.57142857142857,44.2857142857143
"156",2020-01-18,"Yorkshire and The Humber",3,15,1.28571428571429,21.2857142857143
"157",2020-01-18,"East Midlands",0,31,2.57142857142857,46.2857142857143
"158",2020-01-18,"West Midlands",1,20,1.71428571428571,34.4285714285714
"159",2020-01-18,"East of England",4,38,3.28571428571429,55.5714285714286
"160",2020-01-18,"London",1,16,1.42857142857143,28.1428571428571
"161",2020-01-18,"South East",1,55,3.28571428571429,76
"162",2020-01-18,"South West",0,17,1.14285714285714,31.4285714285714
"163",2020-01-19,"North East",1,3,1.42857142857143,12.4285714285714
"164",2020-01-19,"North West",0,5,2.57142857142857,42.2857142857143
"165",2020-01-19,"Yorkshire and The Humber",1,7,1.42857142857143,21.4285714285714
"166",2020-01-19,"East Midlands",0,8,2.28571428571429,43.7142857142857
"167",2020-01-19,"West Midlands",0,13,1.71428571428571,34.4285714285714
"168",2020-01-19,"East of England",0,8,3.14285714285714,54
"169",2020-01-19,"London",0,9,1.42857142857143,28.2857142857143
"170",2020-01-19,"South East",1,31,3.42857142857143,75.2857142857143
"171",2020-01-19,"South West",0,6,1.14285714285714,30.2857142857143
"172",2020-01-20,"North East",0,31,1.14285714285714,14.1428571428571
"173",2020-01-20,"North West",3,86,2.42857142857143,43.7142857142857
"174",2020-01-20,"Yorkshire and The Humber",1,39,1.28571428571429,20.1428571428571
"175",2020-01-20,"East Midlands",7,84,2.42857142857143,44
"176",2020-01-20,"West Midlands",4,65,2.28571428571429,36
"177",2020-01-20,"East of England",5,84,3.14285714285714,53.1428571428571
"178",2020-01-20,"London",3,62,1.71428571428571,30
"179",2020-01-20,"South East",7,146,3.42857142857143,77.7142857142857
"180",2020-01-20,"South West",2,51,1.42857142857143,30.4285714285714
"181",2020-01-21,"North East",0,6,1.14285714285714,14
"182",2020-01-21,"North West",1,22,1.85714285714286,40
"183",2020-01-21,"Yorkshire and The Humber",1,7,1.14285714285714,19.2857142857143
"184",2020-01-21,"East Midlands",2,23,2.71428571428571,42
"185",2020-01-21,"West Midlands",0,13,1.85714285714286,33
"186",2020-01-21,"East of England",1,25,2.71428571428571,50.2857142857143
"187",2020-01-21,"London",0,16,1.42857142857143,29
"188",2020-01-21,"South East",1,44,3.42857142857143,76.7142857142857
"189",2020-01-21,"South West",1,11,1.57142857142857,28.5714285714286
"190",2020-01-22,"North East",0,9,0.571428571428571,12
"191",2020-01-22,"North West",0,22,1.42857142857143,32.7142857142857
"192",2020-01-22,"Yorkshire and The Humber",1,19,1.28571428571429,18.2857142857143
"193",2020-01-22,"East Midlands",0,17,2.14285714285714,34.5714285714286
"194",2020-01-22,"West Midlands",1,20,1.57142857142857,28.1428571428571
"195",2020-01-22,"East of England",0,36,1.85714285714286,41.8571428571429
"196",2020-01-22,"London",2,16,1.14285714285714,23
"197",2020-01-22,"South East",1,47,2.42857142857143,65.5714285714286
"198",2020-01-22,"South West",0,23,1,23.4285714285714
"199",2020-01-23,"North East",0,11,0.571428571428571,11.8571428571429
"200",2020-01-23,"North West",1,28,1.14285714285714,30.2857142857143
"201",2020-01-23,"Yorkshire and The Humber",0,10,1,15.8571428571429
"202",2020-01-23,"East Midlands",1,25,2.14285714285714,33.2857142857143
"203",2020-01-23,"West Midlands",1,32,1.28571428571429,27.4285714285714
"204",2020-01-23,"East of England",2,27,1.85714285714286,37.8571428571429
"205",2020-01-23,"London",0,29,1,23.4285714285714
"206",2020-01-23,"South East",1,55,2.14285714285714,61.5714285714286
"207",2020-01-23,"South West",2,20,1,21.5714285714286
"208",2020-01-24,"North East",1,9,0.428571428571429,11.8571428571429
"209",2020-01-24,"North West",7,37,1.85714285714286,31.7142857142857
"210",2020-01-24,"Yorkshire and The Humber",4,22,1.57142857142857,17
"211",2020-01-24,"East Midlands",3,47,1.85714285714286,33.5714285714286
"212",2020-01-24,"West Midlands",1,22,1.14285714285714,26.4285714285714
"213",2020-01-24,"East of England",2,53,2,38.7142857142857
"214",2020-01-24,"London",1,34,1,26
"215",2020-01-24,"South East",2,104,2,68.8571428571429
"216",2020-01-24,"South West",1,34,0.857142857142857,23.1428571428571
"217",2020-01-25,"North East",0,14,0.285714285714286,11.8571428571429
"218",2020-01-25,"North West",2,30,2,32.8571428571429
"219",2020-01-25,"Yorkshire and The Humber",1,21,1.28571428571429,17.8571428571429
"220",2020-01-25,"East Midlands",2,39,2.14285714285714,34.7142857142857
"221",2020-01-25,"West Midlands",0,20,1,26.4285714285714
"222",2020-01-25,"East of England",4,37,2,38.5714285714286
"223",2020-01-25,"London",2,22,1.14285714285714,26.8571428571429
"224",2020-01-25,"South East",1,63,2,70
"225",2020-01-25,"South West",1,27,1,24.5714285714286
"226",2020-01-26,"North East",0,4,0.142857142857143,12
"227",2020-01-26,"North West",0,18,2,34.7142857142857
"228",2020-01-26,"Yorkshire and The Humber",2,11,1.42857142857143,18.4285714285714
"229",2020-01-26,"East Midlands",0,9,2.14285714285714,34.8571428571429
"230",2020-01-26,"West Midlands",0,9,1,25.8571428571429
"231",2020-01-26,"East of England",0,27,2,41.2857142857143
"232",2020-01-26,"London",2,14,1.42857142857143,27.5714285714286
"233",2020-01-26,"South East",1,21,2,68.5714285714286
"234",2020-01-26,"South West",1,9,1.14285714285714,25
"235",2020-01-27,"North East",1,12,0.285714285714286,9.28571428571429
"236",2020-01-27,"North West",3,46,2,29
"237",2020-01-27,"Yorkshire and The Humber",2,27,1.57142857142857,16.7142857142857
"238",2020-01-27,"East Midlands",4,57,1.71428571428571,31
"239",2020-01-27,"West Midlands",0,49,0.428571428571429,23.5714285714286
"240",2020-01-27,"East of England",3,75,1.71428571428571,40
"241",2020-01-27,"London",3,45,1.42857142857143,25.1428571428571
"242",2020-01-27,"South East",9,108,2.28571428571429,63.1428571428571
"243",2020-01-27,"South West",2,25,1.14285714285714,21.2857142857143
"244",2020-01-28,"North East",1,7,0.428571428571429,9.42857142857143
"245",2020-01-28,"North West",1,21,2,28.8571428571429
"246",2020-01-28,"Yorkshire and The Humber",1,6,1.57142857142857,16.5714285714286
"247",2020-01-28,"East Midlands",0,23,1.42857142857143,31
"248",2020-01-28,"West Midlands",2,24,0.714285714285714,25.1428571428571
"249",2020-01-28,"East of England",0,32,1.57142857142857,41
"250",2020-01-28,"London",0,24,1.42857142857143,26.2857142857143
"251",2020-01-28,"South East",1,72,2.28571428571429,67.1428571428571
"252",2020-01-28,"South West",0,19,1,22.4285714285714
"253",2020-01-29,"North East",1,8,0.571428571428571,9.28571428571429
"254",2020-01-29,"North West",3,28,2.42857142857143,29.7142857142857
"255",2020-01-29,"Yorkshire and The Humber",1,14,1.57142857142857,15.8571428571429
"256",2020-01-29,"East Midlands",3,40,1.85714285714286,34.2857142857143
"257",2020-01-29,"West Midlands",1,22,0.714285714285714,25.4285714285714
"258",2020-01-29,"East of England",2,32,1.85714285714286,40.4285714285714
"259",2020-01-29,"London",3,30,1.57142857142857,28.2857142857143
"260",2020-01-29,"South East",0,45,2.14285714285714,66.8571428571429
"261",2020-01-29,"South West",1,22,1.14285714285714,22.2857142857143
"262",2020-01-30,"North East",2,8,0.857142857142857,8.85714285714286
"263",2020-01-30,"North West",0,36,2.28571428571429,30.8571428571429
"264",2020-01-30,"Yorkshire and The Humber",0,15,1.57142857142857,16.5714285714286
"265",2020-01-30,"East Midlands",3,46,2.14285714285714,37.2857142857143
"266",2020-01-30,"West Midlands",3,38,1,26.2857142857143
"267",2020-01-30,"East of England",2,69,1.85714285714286,46.4285714285714
"268",2020-01-30,"London",1,33,1.71428571428571,28.8571428571429
"269",2020-01-30,"South East",4,88,2.57142857142857,71.5714285714286
"270",2020-01-30,"South West",0,33,0.857142857142857,24.1428571428571
"271",2020-01-31,"North East",0,17,0.714285714285714,10
"272",2020-01-31,"North West",4,54,1.85714285714286,33.2857142857143
"273",2020-01-31,"Yorkshire and The Humber",2,25,1.28571428571429,17
"274",2020-01-31,"East Midlands",2,54,2,38.2857142857143
"275",2020-01-31,"West Midlands",2,35,1.14285714285714,28.1428571428571
"276",2020-01-31,"East of England",3,62,2,47.7142857142857
"277",2020-01-31,"London",4,43,2.14285714285714,30.1428571428571
"278",2020-01-31,"South East",3,100,2.71428571428571,71
"279",2020-01-31,"South West",4,39,1.28571428571429,24.8571428571429
"280",2020-02-01,"North East",0,42,0.714285714285714,14
"281",2020-02-01,"North West",8,118,2.71428571428571,45.8571428571429
"282",2020-02-01,"Yorkshire and The Humber",1,49,1.28571428571429,21
"283",2020-02-01,"East Midlands",5,166,2.42857142857143,56.4285714285714
"284",2020-02-01,"West Midlands",7,110,2.14285714285714,41
"285",2020-02-01,"East of England",15,148,3.57142857142857,63.5714285714286
"286",2020-02-01,"London",8,123,3,44.5714285714286
"287",2020-02-01,"South East",10,240,4,96.2857142857143
"288",2020-02-01,"South West",2,105,1.42857142857143,36
"289",2020-02-02,"North East",0,8,0.714285714285714,14.5714285714286
"290",2020-02-02,"North West",2,25,3,46.8571428571429
"291",2020-02-02,"Yorkshire and The Humber",0,17,1,21.8571428571429
"292",2020-02-02,"East Midlands",0,25,2.42857142857143,58.7142857142857
"293",2020-02-02,"West Midlands",0,25,2.14285714285714,43.2857142857143
"294",2020-02-02,"East of England",1,38,3.71428571428571,65.1428571428571
"295",2020-02-02,"London",3,33,3.14285714285714,47.2857142857143
"296",2020-02-02,"South East",0,55,3.85714285714286,101.142857142857
"297",2020-02-02,"South West",1,16,1.42857142857143,37
"298",2020-02-03,"North East",2,37,0.857142857142857,18.1428571428571
"299",2020-02-03,"North West",3,93,3,53.5714285714286
"300",2020-02-03,"Yorkshire and The Humber",4,68,1.28571428571429,27.7142857142857
"301",2020-02-03,"East Midlands",10,130,3.28571428571429,69.1428571428571
"302",2020-02-03,"West Midlands",5,107,2.85714285714286,51.5714285714286
"303",2020-02-03,"East of England",5,184,4,80.7142857142857
"304",2020-02-03,"London",9,108,4,56.2857142857143
"305",2020-02-03,"South East",14,266,4.57142857142857,123.714285714286
"306",2020-02-03,"South West",2,93,1.42857142857143,46.7142857142857
"307",2020-02-04,"North East",2,9,1,18.4285714285714
"308",2020-02-04,"North West",3,37,3.28571428571429,55.8571428571429
"309",2020-02-04,"Yorkshire and The Humber",0,31,1.14285714285714,31.2857142857143
"310",2020-02-04,"East Midlands",3,52,3.71428571428571,73.2857142857143
"311",2020-02-04,"West Midlands",4,48,3.14285714285714,55
"312",2020-02-04,"East of England",3,73,4.42857142857143,86.5714285714286
"313",2020-02-04,"London",5,45,4.71428571428571,59.2857142857143
"314",2020-02-04,"South East",4,105,5,128.428571428571
"315",2020-02-04,"South West",0,29,1.42857142857143,48.1428571428571
"316",2020-02-05,"North East",1,15,1,19.4285714285714
"317",2020-02-05,"North West",3,47,3.28571428571429,58.5714285714286
"318",2020-02-05,"Yorkshire and The Humber",0,22,1,32.4285714285714
"319",2020-02-05,"East Midlands",1,50,3.42857142857143,74.7142857142857
"320",2020-02-05,"West Midlands",3,37,3.42857142857143,57.1428571428571
"321",2020-02-05,"East of England",4,62,4.71428571428571,90.8571428571429
"322",2020-02-05,"London",2,45,4.57142857142857,61.4285714285714
"323",2020-02-05,"South East",2,96,5.28571428571429,135.714285714286
"324",2020-02-05,"South West",2,33,1.57142857142857,49.7142857142857
"325",2020-02-06,"North East",1,13,0.857142857142857,20.1428571428571
"326",2020-02-06,"North West",2,40,3.57142857142857,59.1428571428571
"327",2020-02-06,"Yorkshire and The Humber",2,28,1.28571428571429,34.2857142857143
"328",2020-02-06,"East Midlands",1,38,3.14285714285714,73.5714285714286
"329",2020-02-06,"West Midlands",1,28,3.14285714285714,55.7142857142857
"330",2020-02-06,"East of England",1,54,4.57142857142857,88.7142857142857
"331",2020-02-06,"London",2,36,4.71428571428571,61.8571428571429
"332",2020-02-06,"South East",3,74,5.14285714285714,133.714285714286
"333",2020-02-06,"South West",2,35,1.85714285714286,50
"334",2020-02-07,"North East",0,11,0.857142857142857,19.2857142857143
"335",2020-02-07,"North West",2,45,3.28571428571429,57.8571428571429
"336",2020-02-07,"Yorkshire and The Humber",0,29,1,34.8571428571429
"337",2020-02-07,"East Midlands",2,58,3.14285714285714,74.1428571428571
"338",2020-02-07,"West Midlands",3,40,3.28571428571429,56.4285714285714
"339",2020-02-07,"East of England",5,90,4.85714285714286,92.7142857142857
"340",2020-02-07,"London",3,44,4.57142857142857,62
"341",2020-02-07,"South East",2,108,5,134.857142857143
"342",2020-02-07,"South West",0,39,1.28571428571429,50
"343",2020-02-08,"North East",0,11,0.857142857142857,14.8571428571429
"344",2020-02-08,"North West",2,48,2.42857142857143,47.8571428571429
"345",2020-02-08,"Yorkshire and The Humber",0,21,0.857142857142857,30.8571428571429
"346",2020-02-08,"East Midlands",0,55,2.42857142857143,58.2857142857143
"347",2020-02-08,"West Midlands",3,35,2.71428571428571,45.7142857142857
"348",2020-02-08,"East of England",3,63,3.14285714285714,80.5714285714286
"349",2020-02-08,"London",2,33,3.71428571428571,49.1428571428571
"350",2020-02-08,"South East",4,100,4.14285714285714,114.857142857143
"351",2020-02-08,"South West",0,34,1,39.8571428571429
"352",2020-02-09,"North East",0,6,0.857142857142857,14.5714285714286
"353",2020-02-09,"North West",2,22,2.42857142857143,47.4285714285714
"354",2020-02-09,"Yorkshire and The Humber",1,14,1,30.4285714285714
"355",2020-02-09,"East Midlands",0,19,2.42857142857143,57.4285714285714
"356",2020-02-09,"West Midlands",0,20,2.71428571428571,45
"357",2020-02-09,"East of England",0,30,3,79.4285714285714
"358",2020-02-09,"London",3,22,3.71428571428571,47.5714285714286
"359",2020-02-09,"South East",2,47,4.42857142857143,113.714285714286
"360",2020-02-09,"South West",1,12,1,39.2857142857143
"361",2020-02-10,"North East",4,45,1.14285714285714,15.7142857142857
"362",2020-02-10,"North West",5,149,2.71428571428571,55.4285714285714
"363",2020-02-10,"Yorkshire and The Humber",3,55,0.857142857142857,28.5714285714286
"364",2020-02-10,"East Midlands",8,139,2.14285714285714,58.7142857142857
"365",2020-02-10,"West Midlands",14,115,4,46.1428571428571
"366",2020-02-10,"East of England",10,210,3.71428571428571,83.1428571428571
"367",2020-02-10,"London",12,143,4.14285714285714,52.5714285714286
"368",2020-02-10,"South East",11,311,4,120.142857142857
"369",2020-02-10,"South West",4,117,1.28571428571429,42.7142857142857
"370",2020-02-11,"North East",0,18,0.857142857142857,17
"371",2020-02-11,"North West",2,28,2.57142857142857,54.1428571428571
"372",2020-02-11,"Yorkshire and The Humber",1,24,1,27.5714285714286
"373",2020-02-11,"East Midlands",2,36,2,56.4285714285714
"374",2020-02-11,"West Midlands",1,28,3.57142857142857,43.2857142857143
"375",2020-02-11,"East of England",1,60,3.42857142857143,81.2857142857143
"376",2020-02-11,"London",2,40,3.71428571428571,51.8571428571429
"377",2020-02-11,"South East",3,91,3.85714285714286,118.142857142857
"378",2020-02-11,"South West",1,32,1.42857142857143,43.1428571428571
"379",2020-02-12,"North East",1,25,0.857142857142857,18.4285714285714
"380",2020-02-12,"North West",4,56,2.71428571428571,55.4285714285714
"381",2020-02-12,"Yorkshire and The Humber",2,21,1.28571428571429,27.4285714285714
"382",2020-02-12,"East Midlands",6,94,2.71428571428571,62.7142857142857
"383",2020-02-12,"West Midlands",2,51,3.42857142857143,45.2857142857143
"384",2020-02-12,"East of England",3,107,3.28571428571429,87.7142857142857
"385",2020-02-12,"London",4,56,4,53.4285714285714
"386",2020-02-12,"South East",3,143,4,124.857142857143
"387",2020-02-12,"South West",2,47,1.42857142857143,45.1428571428571
"388",2020-02-13,"North East",2,20,1,19.4285714285714
"389",2020-02-13,"North West",5,43,3.14285714285714,55.8571428571429
"390",2020-02-13,"Yorkshire and The Humber",2,20,1.28571428571429,26.2857142857143
"391",2020-02-13,"East Midlands",2,48,2.85714285714286,64.1428571428571
"392",2020-02-13,"West Midlands",2,36,3.57142857142857,46.4285714285714
"393",2020-02-13,"East of England",4,60,3.71428571428571,88.5714285714286
"394",2020-02-13,"London",4,29,4.28571428571429,52.4285714285714
"395",2020-02-13,"South East",3,93,4,127.571428571429
"396",2020-02-13,"South West",2,29,1.42857142857143,44.2857142857143
"397",2020-02-14,"North East",3,25,1.42857142857143,21.4285714285714
"398",2020-02-14,"North West",0,50,2.85714285714286,56.5714285714286
"399",2020-02-14,"Yorkshire and The Humber",0,43,1.28571428571429,28.2857142857143
"400",2020-02-14,"East Midlands",7,75,3.57142857142857,66.5714285714286
"401",2020-02-14,"West Midlands",6,48,4,47.5714285714286
"402",2020-02-14,"East of England",5,88,3.71428571428571,88.2857142857143
"403",2020-02-14,"London",10,71,5.28571428571429,56.2857142857143
"404",2020-02-14,"South East",11,169,5.28571428571429,136.285714285714
"405",2020-02-14,"South West",1,46,1.57142857142857,45.2857142857143
"406",2020-02-15,"North East",1,17,1.57142857142857,22.2857142857143
"407",2020-02-15,"North West",4,58,3.14285714285714,58
"408",2020-02-15,"Yorkshire and The Humber",2,33,1.57142857142857,30
"409",2020-02-15,"East Midlands",4,70,4.14285714285714,68.7142857142857
"410",2020-02-15,"West Midlands",3,52,4,50
"411",2020-02-15,"East of England",5,90,4,92.1428571428571
"412",2020-02-15,"London",9,82,6.28571428571429,63.2857142857143
"413",2020-02-15,"South East",10,137,6.14285714285714,141.571428571429
"414",2020-02-15,"South West",1,59,1.71428571428571,48.8571428571429
"415",2020-02-16,"North East",1,9,1.71428571428571,22.7142857142857
"416",2020-02-16,"North West",2,18,3.14285714285714,57.4285714285714
"417",2020-02-16,"Yorkshire and The Humber",1,11,1.57142857142857,29.5714285714286
"418",2020-02-16,"East Midlands",2,26,4.42857142857143,69.7142857142857
"419",2020-02-16,"West Midlands",3,21,4.42857142857143,50.1428571428571
"420",2020-02-16,"East of England",1,31,4.14285714285714,92.2857142857143
"421",2020-02-16,"London",3,33,6.28571428571429,64.8571428571429
"422",2020-02-16,"South East",4,62,6.42857142857143,143.714285714286
"423",2020-02-16,"South West",0,16,1.57142857142857,49.4285714285714
"424",2020-02-17,"North East",2,27,1.42857142857143,20.1428571428571
"425",2020-02-17,"North West",3,92,2.85714285714286,49.2857142857143
"426",2020-02-17,"Yorkshire and The Humber",5,57,1.85714285714286,29.8571428571429
