"","date","region","count_pos","count_all","rolling_infections","rolling_total"
"858",2020-04-05,"Yorkshire and The Humber",5,9,15.1428571428571,42.8571428571429
"859",2020-04-05,"East Midlands",11,30,30.8571428571429,86.1428571428571
"860",2020-04-05,"West Midlands",8,27,31.5714285714286,77.1428571428571
"861",2020-04-05,"East of England",14,35,34.7142857142857,97.8571428571429
"862",2020-04-05,"London",16,33,49,123.285714285714
"863",2020-04-05,"South East",22,61,43.8571428571429,156.714285714286
"864",2020-04-05,"South West",3,16,11.8571428571429,47.1428571428571
"865",2020-04-06,"North East",12,31,8.71428571428571,23.4285714285714
"866",2020-04-06,"North West",44,105,39.4285714285714,95.2857142857143
"867",2020-04-06,"Yorkshire and The Humber",12,54,12.5714285714286,39
"868",2020-04-06,"East Midlands",28,91,25.7142857142857,76.7142857142857
"869",2020-04-06,"West Midlands",34,87,29,70.5714285714286
"870",2020-04-06,"East of England",37,117,31.5714285714286,92.1428571428571
"871",2020-04-06,"London",51,146,44.5714285714286,115.714285714286
"872",2020-04-06,"South East",47,192,41.5714285714286,154.142857142857
"873",2020-04-06,"South West",7,45,9.57142857142857,41.7142857142857
"874",2020-04-07,"North East",8,17,8.28571428571429,22.2857142857143
"875",2020-04-07,"North West",25,53,37.1428571428571,88.7142857142857
"876",2020-04-07,"Yorkshire and The Humber",1,16,10.2857142857143,36
"877",2020-04-07,"East Midlands",9,35,23.8571428571429,70.8571428571429
"878",2020-04-07,"West Midlands",10,44,26.2857142857143,66.1428571428571
"879",2020-04-07,"East of England",22,47,28.5714285714286,85.7142857142857
"880",2020-04-07,"London",20,45,39.5714285714286,102.571428571429
"881",2020-04-07,"South East",21,61,38.5714285714286,140.714285714286
"882",2020-04-07,"South West",8,28,9,39.8571428571429
"883",2020-04-08,"North East",11,22,7.85714285714286,19.1428571428571
"884",2020-04-08,"North West",17,45,30.4285714285714,70.8571428571429
"885",2020-04-08,"Yorkshire and The Humber",5,24,7.71428571428571,27
"886",2020-04-08,"East Midlands",10,35,18.7142857142857,51.8571428571429
"887",2020-04-08,"West Midlands",14,42,19.8571428571429,53.7142857142857
"888",2020-04-08,"East of England",16,59,23.2857142857143,68.1428571428571
"889",2020-04-08,"London",18,53,30.8571428571429,76
"890",2020-04-08,"South East",23,75,31.1428571428571,105.428571428571
"891",2020-04-08,"South West",10,26,7.71428571428571,29.8571428571429
"892",2020-04-09,"North East",5,15,7.14285714285714,17.8571428571429
"893",2020-04-09,"North West",8,29,24.8571428571429,61.7142857142857
"894",2020-04-09,"Yorkshire and The Humber",15,25,8.28571428571429,26.5714285714286
"895",2020-04-09,"East Midlands",10,34,15.7142857142857,47
"896",2020-04-09,"West Midlands",10,22,18,48.4285714285714
"897",2020-04-09,"East of England",17,49,21.8571428571429,63
"898",2020-04-09,"London",18,52,27,66.5714285714286
"899",2020-04-09,"South East",12,55,26.1428571428571,93.2857142857143
"900",2020-04-09,"South West",5,28,7.28571428571429,29
"901",2020-04-10,"North East",5,16,6.57142857142857,17.2857142857143
"902",2020-04-10,"North West",24,64,22.2857142857143,56.8571428571429
"903",2020-04-10,"Yorkshire and The Humber",14,36,8.71428571428571,26.7142857142857
"904",2020-04-10,"East Midlands",16,51,14.4285714285714,45.4285714285714
"905",2020-04-10,"West Midlands",15,40,14.8571428571429,43
"906",2020-04-10,"East of England",19,68,19.7142857142857,61.7142857142857
"907",2020-04-10,"London",27,90,25.4285714285714,67
"908",2020-04-10,"South East",28,98,24.4285714285714,87.2857142857143
"909",2020-04-10,"South West",9,38,7.42857142857143,29
"910",2020-04-11,"North East",3,6,6.42857142857143,16
"911",2020-04-11,"North West",5,15,19.8571428571429,50
"912",2020-04-11,"Yorkshire and The Humber",3,13,7.85714285714286,25.2857142857143
"913",2020-04-11,"East Midlands",6,17,12.8571428571429,41.8571428571429
"914",2020-04-11,"West Midlands",14,24,15,40.8571428571429
"915",2020-04-11,"East of England",10,21,19.2857142857143,56.5714285714286
"916",2020-04-11,"London",7,15,22.4285714285714,62
"917",2020-04-11,"South East",13,34,23.7142857142857,82.2857142857143
"918",2020-04-11,"South West",3,11,6.42857142857143,27.4285714285714
"919",2020-04-12,"North East",3,12,6.71428571428571,17
"920",2020-04-12,"North West",12,24,19.2857142857143,47.8571428571429
"921",2020-04-12,"Yorkshire and The Humber",3,13,7.57142857142857,25.8571428571429
"922",2020-04-12,"East Midlands",3,16,11.7142857142857,39.8571428571429
"923",2020-04-12,"West Midlands",4,16,14.4285714285714,39.2857142857143
"924",2020-04-12,"East of England",6,22,18.1428571428571,54.7142857142857
"925",2020-04-12,"London",4,17,20.7142857142857,59.7142857142857
"926",2020-04-12,"South East",10,37,22,78.8571428571429
"927",2020-04-12,"South West",4,14,6.57142857142857,27.1428571428571
"928",2020-04-13,"North East",4,23,5.57142857142857,15.8571428571429
"929",2020-04-13,"North West",13,52,14.8571428571429,40.2857142857143
"930",2020-04-13,"Yorkshire and The Humber",10,18,7.28571428571429,20.7142857142857
"931",2020-04-13,"East Midlands",17,43,10.1428571428571,33
"932",2020-04-13,"West Midlands",17,46,12,33.4285714285714
"933",2020-04-13,"East of England",13,53,14.7142857142857,45.5714285714286
"934",2020-04-13,"London",18,54,16,46.5714285714286
"935",2020-04-13,"South East",20,78,18.1428571428571,62.5714285714286
"936",2020-04-13,"South West",6,35,6.42857142857143,25.7142857142857
"937",2020-04-14,"North East",2,7,4.71428571428571,14.4285714285714
"938",2020-04-14,"North West",9,35,12.5714285714286,37.7142857142857
"939",2020-04-14,"Yorkshire and The Humber",4,15,7.71428571428571,20.5714285714286
"940",2020-04-14,"East Midlands",8,25,10,31.5714285714286
"941",2020-04-14,"West Midlands",13,30,12.4285714285714,31.4285714285714
"942",2020-04-14,"East of England",16,43,13.8571428571429,45
"943",2020-04-14,"London",8,26,14.2857142857143,43.8571428571429
"944",2020-04-14,"South East",17,59,17.5714285714286,62.2857142857143
"945",2020-04-14,"South West",1,15,5.42857142857143,23.8571428571429
"946",2020-04-15,"North East",2,13,3.42857142857143,13.1428571428571
"947",2020-04-15,"North West",10,43,11.5714285714286,37.4285714285714
"948",2020-04-15,"Yorkshire and The Humber",3,26,7.42857142857143,20.8571428571429
"949",2020-04-15,"East Midlands",11,41,10.1428571428571,32.4285714285714
"950",2020-04-15,"West Midlands",4,22,11,28.5714285714286
"951",2020-04-15,"East of England",12,58,13.2857142857143,44.8571428571429
"952",2020-04-15,"London",19,64,14.4285714285714,45.4285714285714
"953",2020-04-15,"South East",14,83,16.2857142857143,63.4285714285714
"954",2020-04-15,"South West",3,26,4.42857142857143,23.8571428571429
"955",2020-04-16,"North East",5,12,3.42857142857143,12.7142857142857
"956",2020-04-16,"North West",9,29,11.7142857142857,37.4285714285714
"957",2020-04-16,"Yorkshire and The Humber",4,20,5.85714285714286,20.1428571428571
"958",2020-04-16,"East Midlands",6,29,9.57142857142857,31.7142857142857
"959",2020-04-16,"West Midlands",9,21,10.8571428571429,28.4285714285714
"960",2020-04-16,"East of England",12,43,12.5714285714286,44
"961",2020-04-16,"London",8,31,13,42.4285714285714
"962",2020-04-16,"South East",23,62,17.8571428571429,64.4285714285714
"963",2020-04-16,"South West",5,19,4.42857142857143,22.5714285714286
"964",2020-04-17,"North East",2,11,3,12
"965",2020-04-17,"North West",7,25,9.28571428571429,31.8571428571429
"966",2020-04-17,"Yorkshire and The Humber",1,8,4,16.1428571428571
"967",2020-04-17,"East Midlands",6,24,8.14285714285714,27.8571428571429
"968",2020-04-17,"West Midlands",5,19,9.42857142857143,25.4285714285714
"969",2020-04-17,"East of England",12,39,11.5714285714286,39.8571428571429
"970",2020-04-17,"London",9,21,10.4285714285714,32.5714285714286
"971",2020-04-17,"South East",6,35,14.7142857142857,55.4285714285714
"972",2020-04-17,"South West",4,15,3.71428571428571,19.2857142857143
"973",2020-04-18,"North East",0,7,2.57142857142857,12.1428571428571
"974",2020-04-18,"North West",8,12,9.71428571428571,31.4285714285714
"975",2020-04-18,"Yorkshire and The Humber",4,12,4.14285714285714,16
"976",2020-04-18,"East Midlands",4,15,7.85714285714286,27.5714285714286
"977",2020-04-18,"West Midlands",6,17,8.28571428571429,24.4285714285714
"978",2020-04-18,"East of England",8,17,11.2857142857143,39.2857142857143
"979",2020-04-18,"London",1,10,9.57142857142857,31.8571428571429
"980",2020-04-18,"South East",3,23,13.2857142857143,53.8571428571429
"981",2020-04-18,"South West",4,14,3.85714285714286,19.7142857142857
"982",2020-04-19,"North East",0,2,2.14285714285714,10.7142857142857
"983",2020-04-19,"North West",1,8,8.14285714285714,29.1428571428571
"984",2020-04-19,"Yorkshire and The Humber",2,6,4,15
"985",2020-04-19,"East Midlands",3,10,7.85714285714286,26.7142857142857
"986",2020-04-19,"West Midlands",2,6,8,23
"987",2020-04-19,"East of England",6,10,11.2857142857143,37.5714285714286
"988",2020-04-19,"London",2,10,9.28571428571429,30.8571428571429
"989",2020-04-19,"South East",7,15,12.8571428571429,50.7142857142857
"990",2020-04-19,"South West",2,9,3.57142857142857,19
"991",2020-04-20,"North East",4,12,2.14285714285714,9.14285714285714
"992",2020-04-20,"North West",7,27,7.28571428571429,25.5714285714286
"993",2020-04-20,"Yorkshire and The Humber",5,25,3.28571428571429,16
"994",2020-04-20,"East Midlands",5,33,6.14285714285714,25.2857142857143
"995",2020-04-20,"West Midlands",6,26,6.42857142857143,20.1428571428571
"996",2020-04-20,"East of England",8,41,10.5714285714286,35.8571428571429
"997",2020-04-20,"London",5,32,7.42857142857143,27.7142857142857
"998",2020-04-20,"South East",19,70,12.7142857142857,49.5714285714286
"999",2020-04-20,"South West",3,12,3.14285714285714,15.7142857142857
"1000",2020-04-21,"North East",2,3,2.14285714285714,8.57142857142857
"1001",2020-04-21,"North West",3,6,6.42857142857143,21.4285714285714
"1002",2020-04-21,"Yorkshire and The Humber",3,8,3.14285714285714,15
"1003",2020-04-21,"East Midlands",0,7,5,22.7142857142857
"1004",2020-04-21,"West Midlands",6,19,5.42857142857143,18.5714285714286
"1005",2020-04-21,"East of England",4,18,8.85714285714286,32.2857142857143
"1006",2020-04-21,"London",2,13,6.57142857142857,25.8571428571429
"1007",2020-04-21,"South East",4,16,10.8571428571429,43.4285714285714
"1008",2020-04-21,"South West",2,8,3.28571428571429,14.7142857142857
"1009",2020-04-22,"North East",3,8,2.28571428571429,7.85714285714286
"1010",2020-04-22,"North West",4,13,5.57142857142857,17.1428571428571
"1011",2020-04-22,"Yorkshire and The Humber",1,8,2.85714285714286,12.4285714285714
"1012",2020-04-22,"East Midlands",10,19,4.85714285714286,19.5714285714286
"1013",2020-04-22,"West Midlands",2,10,5.14285714285714,16.8571428571429
"1014",2020-04-22,"East of England",4,12,7.71428571428571,25.7142857142857
"1015",2020-04-22,"London",2,18,4.14285714285714,19.2857142857143
"1016",2020-04-22,"South East",6,28,9.71428571428571,35.5714285714286
"1017",2020-04-22,"South West",1,7,3,12
"1018",2020-04-23,"North East",0,8,1.57142857142857,7.28571428571429
"1019",2020-04-23,"North West",3,16,4.71428571428571,15.2857142857143
"1020",2020-04-23,"Yorkshire and The Humber",3,6,2.71428571428571,10.4285714285714
"1021",2020-04-23,"East Midlands",3,13,4.42857142857143,17.2857142857143
"1022",2020-04-23,"West Midlands",11,19,5.42857142857143,16.5714285714286
"1023",2020-04-23,"East of England",4,23,6.57142857142857,22.8571428571429
"1024",2020-04-23,"London",7,23,4,18.1428571428571
"1025",2020-04-23,"South East",4,24,7,30.1428571428571
"1026",2020-04-23,"South West",0,6,2.28571428571429,10.1428571428571
"1027",2020-04-24,"North East",2,6,1.57142857142857,6.57142857142857
"1028",2020-04-24,"North West",4,21,4.28571428571429,14.7142857142857
"1029",2020-04-24,"Yorkshire and The Humber",4,8,3.14285714285714,10.4285714285714
"1030",2020-04-24,"East Midlands",5,20,4.28571428571429,16.7142857142857
"1031",2020-04-24,"West Midlands",1,8,4.85714285714286,15
"1032",2020-04-24,"East of England",6,14,5.71428571428571,19.2857142857143
"1033",2020-04-24,"London",4,18,3.28571428571429,17.7142857142857
"1034",2020-04-24,"South East",7,20,7.14285714285714,28
"1035",2020-04-24,"South West",1,12,1.85714285714286,9.71428571428571
"1036",2020-04-25,"North West",2,10,3.42857142857143,14.4285714285714
"1037",2020-04-25,"Yorkshire and The Humber",4,11,3.14285714285714,10.2857142857143
"1038",2020-04-25,"East Midlands",3,10,4.14285714285714,16
"1039",2020-04-25,"West Midlands",5,10,4.71428571428571,14
"1040",2020-04-25,"East of England",2,10,4.85714285714286,18.2857142857143
"1041",2020-04-25,"London",1,10,3.28571428571429,17.7142857142857
"1042",2020-04-25,"South East",4,16,7.28571428571429,27
"1043",2020-04-25,"South West",3,9,1.71428571428571,9
"1044",2020-04-26,"North East",1,1,1.71428571428571,5.71428571428571
"1045",2020-04-26,"North West",1,8,3.42857142857143,14.4285714285714
"1046",2020-04-26,"Yorkshire and The Humber",0,7,2.85714285714286,10.4285714285714
"1047",2020-04-26,"East Midlands",2,5,4,15.2857142857143
"1048",2020-04-26,"West Midlands",5,13,5.14285714285714,15
"1049",2020-04-26,"East of England",2,12,4.28571428571429,18.5714285714286
"1050",2020-04-26,"London",1,7,3.14285714285714,17.2857142857143
"1051",2020-04-26,"South East",6,17,7.14285714285714,27.2857142857143
"1052",2020-04-26,"South West",0,3,1.42857142857143,8.14285714285714
"1053",2020-04-27,"North East",2,7,2,6.42857142857143
"1054",2020-04-27,"North West",6,20,3.28571428571429,13.4285714285714
"1055",2020-04-27,"Yorkshire and The Humber",4,11,2.71428571428571,8.42857142857143
"1056",2020-04-27,"East Midlands",8,24,4.42857142857143,14
"1057",2020-04-27,"West Midlands",3,15,4.71428571428571,13.4285714285714
"1058",2020-04-27,"East of England",7,23,4.14285714285714,16
"1059",2020-04-27,"London",6,21,3.28571428571429,15.7142857142857
"1060",2020-04-27,"South East",3,19,4.85714285714286,20
"1061",2020-04-27,"South West",2,10,1.28571428571429,7.85714285714286
"1062",2020-04-28,"North East",1,2,1.57142857142857,5
"1063",2020-04-28,"North West",1,7,3,13.5714285714286
"1064",2020-04-28,"Yorkshire and The Humber",0,4,2.28571428571429,7.85714285714286
"1065",2020-04-28,"East Midlands",1,6,4.57142857142857,13.8571428571429
"1066",2020-04-28,"West Midlands",3,6,4.28571428571429,11.5714285714286
"1067",2020-04-28,"East of England",2,9,3.85714285714286,14.7142857142857
"1068",2020-04-28,"London",3,8,3.42857142857143,15
"1069",2020-04-28,"South East",5,14,5,19.7142857142857
"1070",2020-04-28,"South West",1,5,1.14285714285714,7.42857142857143
"1071",2020-04-29,"North West",3,12,2.85714285714286,13.4285714285714
"1072",2020-04-29,"Yorkshire and The Humber",3,6,2.57142857142857,7.57142857142857
"1073",2020-04-29,"East Midlands",5,11,3.85714285714286,12.7142857142857
"1074",2020-04-29,"West Midlands",4,9,4.57142857142857,11.4285714285714
"1075",2020-04-29,"East of England",4,9,3.85714285714286,14.2857142857143
"1076",2020-04-29,"London",1,9,3.28571428571429,13.7142857142857
"1077",2020-04-29,"South East",2,12,4.42857142857143,17.4285714285714
"1078",2020-04-29,"South West",4,8,1.57142857142857,7.57142857142857
"1079",2020-04-30,"North East",3,5,1.71428571428571,5.28571428571429
"1080",2020-04-30,"North West",6,25,3.28571428571429,14.7142857142857
"1081",2020-04-30,"Yorkshire and The Humber",2,11,2.42857142857143,8.28571428571429
"1082",2020-04-30,"East Midlands",3,17,3.85714285714286,13.2857142857143
"1083",2020-04-30,"West Midlands",4,21,3.57142857142857,11.7142857142857
"1084",2020-04-30,"East of England",1,14,3.42857142857143,13
"1085",2020-04-30,"London",4,16,2.85714285714286,12.7142857142857
"1086",2020-04-30,"South East",11,41,5.42857142857143,19.8571428571429
"1087",2020-04-30,"South West",1,5,1.71428571428571,7.42857142857143
"1088",2020-05-01,"North East",2,16,1.57142857142857,6.42857142857143
"1089",2020-05-01,"North West",9,35,4,16.7142857142857
"1090",2020-05-01,"Yorkshire and The Humber",2,19,2.14285714285714,9.85714285714286
"1091",2020-05-01,"East Midlands",11,40,4.71428571428571,16.1428571428571
"1092",2020-05-01,"West Midlands",2,26,3.71428571428571,14.2857142857143
"1093",2020-05-01,"East of England",11,50,4.14285714285714,18.1428571428571
"1094",2020-05-01,"London",5,42,3,16.1428571428571
"1095",2020-05-01,"South East",10,73,5.85714285714286,27.4285714285714
"1096",2020-05-01,"South West",2,29,1.85714285714286,9.85714285714286
"1097",2020-05-02,"North East",1,4,1.71428571428571,5.85714285714286
"1098",2020-05-02,"North West",3,9,4.14285714285714,16.5714285714286
"1099",2020-05-02,"Yorkshire and The Humber",2,7,1.85714285714286,9.28571428571429
"1100",2020-05-02,"East Midlands",5,16,5,17
"1101",2020-05-02,"West Midlands",2,5,3.28571428571429,13.5714285714286
"1102",2020-05-02,"East of England",3,9,4.28571428571429,18
"1103",2020-05-02,"London",3,13,3.28571428571429,16.5714285714286
"1104",2020-05-02,"South East",1,15,5.42857142857143,27.2857142857143
"1105",2020-05-02,"South West",2,6,1.71428571428571,9.42857142857143
"1106",2020-05-03,"North East",1,2,1.57142857142857,5.28571428571429
"1107",2020-05-03,"North West",2,5,4.28571428571429,16.1428571428571
"1108",2020-05-03,"Yorkshire and The Humber",1,6,2,9.14285714285714
"1109",2020-05-03,"East Midlands",2,6,5,17.1428571428571
"1110",2020-05-03,"West Midlands",4,7,3.14285714285714,12.7142857142857
"1111",2020-05-03,"East of England",3,6,4.42857142857143,17.1428571428571
"1112",2020-05-03,"London",1,2,3.28571428571429,15.8571428571429
"1113",2020-05-03,"South East",1,8,4.71428571428571,26
"1114",2020-05-03,"South West",0,2,1.71428571428571,9.28571428571429
"1115",2020-05-04,"North East",0,6,1.42857142857143,6
"1116",2020-05-04,"North West",2,23,3.71428571428571,16.5714285714286
"1117",2020-05-04,"Yorkshire and The Humber",3,9,1.85714285714286,8.85714285714286
"1118",2020-05-04,"East Midlands",3,20,4.28571428571429,16.5714285714286
"1119",2020-05-04,"West Midlands",5,23,3.42857142857143,13.8571428571429
"1120",2020-05-04,"East of England",1,16,3.57142857142857,16.1428571428571
"1121",2020-05-04,"London",6,28,3.28571428571429,16.8571428571429
"1122",2020-05-04,"South East",9,36,5.57142857142857,28.4285714285714
"1123",2020-05-04,"South West",0,17,1.42857142857143,10.2857142857143
"1124",2020-05-05,"North East",2,7,1.42857142857143,6
"1125",2020-05-05,"North West",3,16,4,17.8571428571429
"1126",2020-05-05,"Yorkshire and The Humber",1,6,2,9.14285714285714
"1127",2020-05-05,"East Midlands",1,12,4.28571428571429,17.4285714285714
"1128",2020-05-05,"West Midlands",1,9,3.14285714285714,14.2857142857143
"1129",2020-05-05,"East of England",3,10,3.71428571428571,16.2857142857143
"1130",2020-05-05,"London",1,13,3,17.5714285714286
"1131",2020-05-05,"South East",1,15,5,28.5714285714286
"1132",2020-05-05,"South West",2,8,1.57142857142857,10.7142857142857
"1133",2020-05-06,"North East",0,3,1.28571428571429,6.14285714285714
"1134",2020-05-06,"North West",3,9,4,17.4285714285714
"1135",2020-05-06,"Yorkshire and The Humber",2,10,1.85714285714286,9.71428571428571
"1136",2020-05-06,"East Midlands",5,8,4.28571428571429,17
"1137",2020-05-06,"West Midlands",2,11,2.85714285714286,14.5714285714286
"1138",2020-05-06,"East of England",2,9,3.42857142857143,16.2857142857143
"1139",2020-05-06,"London",1,8,3,17.4285714285714
"1140",2020-05-06,"South East",2,21,5,29.8571428571429
"1141",2020-05-06,"South West",0,3,1,10
"1142",2020-05-07,"North East",0,2,0.857142857142857,5.71428571428571
"1143",2020-05-07,"North West",3,9,3.57142857142857,15.1428571428571
"1144",2020-05-07,"Yorkshire and The Humber",0,8,1.57142857142857,9.28571428571429
"1145",2020-05-07,"East Midlands",7,16,4.85714285714286,16.8571428571429
"1146",2020-05-07,"West Midlands",1,5,2.42857142857143,12.2857142857143
"1147",2020-05-07,"East of England",3,8,3.71428571428571,15.4285714285714
"1148",2020-05-07,"London",0,6,2.42857142857143,16
"1149",2020-05-07,"South East",5,22,4.14285714285714,27.1428571428571
"1150",2020-05-07,"South West",1,5,1,10
"1151",2020-05-08,"North East",1,4,0.714285714285714,4
"1152",2020-05-08,"North West",7,18,3.28571428571429,12.7142857142857
"1153",2020-05-08,"Yorkshire and The Humber",3,8,1.71428571428571,7.71428571428571
"1154",2020-05-08,"East Midlands",2,8,3.57142857142857,12.2857142857143
"1155",2020-05-08,"West Midlands",4,9,2.71428571428571,9.85714285714286
"1156",2020-05-08,"East of England",2,11,2.42857142857143,9.85714285714286
"1157",2020-05-08,"London",0,8,1.71428571428571,11.1428571428571
"1158",2020-05-08,"South East",7,28,3.71428571428571,20.7142857142857
"1159",2020-05-08,"South West",1,9,0.857142857142857,7.14285714285714
"1160",2020-05-09,"North East",0,7,0.571428571428571,4.42857142857143
"1161",2020-05-09,"North West",3,8,3.28571428571429,12.5714285714286
"1162",2020-05-09,"Yorkshire and The Humber",2,8,1.71428571428571,7.85714285714286
"1163",2020-05-09,"East Midlands",3,7,3.28571428571429,11
"1164",2020-05-09,"West Midlands",2,3,2.71428571428571,9.57142857142857
"1165",2020-05-09,"East of England",0,3,2,9
"1166",2020-05-09,"London",2,4,1.57142857142857,9.85714285714286
"1167",2020-05-09,"South East",3,12,4,20.2857142857143
"1168",2020-05-09,"South West",0,3,0.571428571428571,6.71428571428571
"1169",2020-05-10,"North East",0,1,0.428571428571429,4.28571428571429
"1170",2020-05-10,"North West",2,8,3.28571428571429,13
"1171",2020-05-10,"Yorkshire and The Humber",2,6,1.85714285714286,7.85714285714286
"1172",2020-05-10,"East Midlands",0,5,3,10.8571428571429
"1173",2020-05-10,"West Midlands",0,6,2.14285714285714,9.42857142857143
"1174",2020-05-10,"East of England",1,9,1.71428571428571,9.42857142857143
"1175",2020-05-10,"London",4,17,2,12
"1176",2020-05-10,"South East",2,9,4.14285714285714,20.4285714285714
"1177",2020-05-10,"South West",1,5,0.714285714285714,7.14285714285714
"1178",2020-05-11,"North East",3,7,0.857142857142857,4.42857142857143
"1179",2020-05-11,"North West",2,23,3.28571428571429,13
"1180",2020-05-11,"Yorkshire and The Humber",5,9,2.14285714285714,7.85714285714286
"1181",2020-05-11,"East Midlands",5,19,3.28571428571429,10.7142857142857
"1182",2020-05-11,"West Midlands",1,10,1.57142857142857,7.57142857142857
"1183",2020-05-11,"East of England",2,16,1.85714285714286,9.42857142857143
"1184",2020-05-11,"London",1,10,1.28571428571429,9.42857142857143
"1185",2020-05-11,"South East",5,27,3.57142857142857,19.1428571428571
"1186",2020-05-11,"South West",1,7,0.857142857142857,5.71428571428571
"1187",2020-05-12,"North East",1,3,0.714285714285714,3.85714285714286
"1188",2020-05-12,"North West",1,8,3,11.8571428571429
"1189",2020-05-12,"Yorkshire and The Humber",1,6,2.14285714285714,7.85714285714286
"1190",2020-05-12,"East Midlands",3,6,3.57142857142857,9.85714285714286
"1191",2020-05-12,"West Midlands",1,7,1.57142857142857,7.28571428571429
"1192",2020-05-12,"East of England",1,12,1.57142857142857,9.71428571428571
"1193",2020-05-12,"London",3,15,1.57142857142857,9.71428571428571
"1194",2020-05-12,"South East",2,20,3.71428571428571,19.8571428571429
"1195",2020-05-12,"South West",0,5,0.571428571428571,5.28571428571429
"1196",2020-05-13,"North East",1,2,0.857142857142857,3.71428571428571
"1197",2020-05-13,"North West",1,14,2.71428571428571,12.5714285714286
"1198",2020-05-13,"Yorkshire and The Humber",2,9,2.14285714285714,7.71428571428571
"1199",2020-05-13,"East Midlands",3,11,3.28571428571429,10.2857142857143
"1200",2020-05-13,"West Midlands",0,8,1.28571428571429,6.85714285714286
"1201",2020-05-13,"East of England",1,7,1.42857142857143,9.42857142857143
"1202",2020-05-13,"London",0,11,1.42857142857143,10.1428571428571
"1203",2020-05-13,"South East",2,12,3.71428571428571,18.5714285714286
"1204",2020-05-13,"South West",2,3,0.857142857142857,5.28571428571429
"1205",2020-05-14,"North East",1,3,1,3.85714285714286
"1206",2020-05-14,"North West",4,13,2.85714285714286,13.1428571428571
"1207",2020-05-14,"Yorkshire and The Humber",0,12,2.14285714285714,8.28571428571429
"1208",2020-05-14,"East Midlands",3,9,2.71428571428571,9.28571428571429
"1209",2020-05-14,"West Midlands",3,12,1.57142857142857,7.85714285714286
"1210",2020-05-14,"East of England",4,18,1.57142857142857,10.8571428571429
"1211",2020-05-14,"London",2,19,1.71428571428571,12
"1212",2020-05-14,"South East",2,26,3.28571428571429,19.1428571428571
"1213",2020-05-14,"South West",1,11,0.857142857142857,6.14285714285714
"1214",2020-05-15,"North East",0,3,0.857142857142857,3.71428571428571
"1215",2020-05-15,"North West",6,23,2.71428571428571,13.8571428571429
"1216",2020-05-15,"Yorkshire and The Humber",4,11,2.28571428571429,8.71428571428571
"1217",2020-05-15,"East Midlands",4,21,3,11.1428571428571
"1218",2020-05-15,"West Midlands",4,12,1.57142857142857,8.28571428571429
"1219",2020-05-15,"East of England",5,21,2,12.2857142857143
"1220",2020-05-15,"London",1,19,1.85714285714286,13.5714285714286
"1221",2020-05-15,"South East",4,28,2.85714285714286,19.1428571428571
"1222",2020-05-15,"South West",1,11,0.857142857142857,6.42857142857143
"1223",2020-05-16,"North West",1,4,2.42857142857143,13.2857142857143
"1224",2020-05-16,"Yorkshire and The Humber",1,4,2.14285714285714,8.14285714285714
"1225",2020-05-16,"East Midlands",3,6,3,11
"1226",2020-05-16,"West Midlands",1,6,1.42857142857143,8.71428571428571
"1227",2020-05-16,"East of England",0,7,2,12.8571428571429
"1228",2020-05-16,"London",1,4,1.71428571428571,13.5714285714286
"1229",2020-05-16,"South East",2,10,2.71428571428571,18.8571428571429
"1230",2020-05-16,"South West",0,2,0.857142857142857,6.28571428571429
"1231",2020-05-17,"North East",0,1,0.857142857142857,2.85714285714286
"1232",2020-05-17,"North West",2,4,2.42857142857143,12.7142857142857
"1233",2020-05-17,"Yorkshire and The Humber",1,1,2,7.42857142857143
"1234",2020-05-17,"East Midlands",3,8,3.42857142857143,11.4285714285714
"1235",2020-05-17,"West Midlands",0,2,1.42857142857143,8.14285714285714
"1236",2020-05-17,"East of England",0,6,1.85714285714286,12.4285714285714
"1237",2020-05-17,"London",0,4,1.14285714285714,11.7142857142857
"1238",2020-05-17,"South East",3,7,2.85714285714286,18.5714285714286
"1239",2020-05-17,"South West",0,3,0.714285714285714,6
"1240",2020-05-18,"North East",1,3,1,3.14285714285714
"1241",2020-05-18,"North West",3,9,2.57142857142857,10.7142857142857
"1242",2020-05-18,"Yorkshire and The Humber",1,3,1.42857142857143,6.57142857142857
"1243",2020-05-18,"East Midlands",7,19,3.71428571428571,11.4285714285714
"1244",2020-05-18,"West Midlands",4,13,1.85714285714286,8.57142857142857
"1245",2020-05-18,"East of England",4,11,2.14285714285714,11.7142857142857
"1246",2020-05-18,"London",0,3,1,10.7142857142857
"1247",2020-05-18,"South East",3,13,2.57142857142857,16.5714285714286
"1248",2020-05-18,"South West",0,4,0.571428571428571,5.57142857142857
"1249",2020-05-19,"North East",2,2,0.857142857142857,2.42857142857143
"1250",2020-05-19,"North West",3,9,2.85714285714286,10.8571428571429
"1251",2020-05-19,"Yorkshire and The Humber",0,3,1.28571428571429,6.14285714285714
"1252",2020-05-19,"East Midlands",3,9,3.71428571428571,11.8571428571429
"1253",2020-05-19,"West Midlands",0,1,1.71428571428571,7.71428571428571
"1254",2020-05-19,"East of England",0,10,2,11.4285714285714
"1255",2020-05-19,"London",1,5,0.714285714285714,9.28571428571429
"1256",2020-05-19,"South East",3,11,2.71428571428571,15.2857142857143
"1257",2020-05-19,"South West",1,6,0.714285714285714,5.71428571428571
"1258",2020-05-20,"North East",0,2,0.714285714285714,2.28571428571429
"1259",2020-05-20,"North West",4,15,3.28571428571429,11
