"Category","Total antibody positive","Total tests (with valid results)","Crude prevalence","Prevalence adjusted for test","Weighted prevalence","Weighted_total_tests","Weighted_positives"
"England",5544,99908,"5.55 [5.41-5.69]","5.00 [4.83-5.17]","5.96 [5.78-6.14]",99359.1087317534,6304.88657455976
