"Category","Total antibody positive","Total tests (with valid results)","Crude prevalence","Prevalence adjusted for test","Weighted prevalence","Weighted_total_tests","Weighted_positives"
"England",7037,159367,"4.42 [4.32-4.52]","3.63 [3.51-3.76]","4.38 [4.25-4.51]",158488.350255522,7983.407678907
