"Category","Total antibody positive","Total tests (with valid results)","Crude prevalence","Prevalence adjusted for test","Weighted prevalence","Weighted_total_tests","Weighted_positives"
"England",4995,105829,"4.72 [4.59-4.85]","4.00 [3.85-4.16]","4.83 [4.67-5.00]",105334.322405682,5697.455720717
