"region","age_group","react_week_number","react_week_start_date","number_positive","number_samples"
"South East","35-44",18,2020-04-27,0,3
"South East","35-44",19,2020-05-04,0,87
"South East","35-44",20,2020-05-11,3,667
"South East","35-44",21,2020-05-18,0,1893
"South East","35-44",22,2020-05-25,0,725
"South East","35-44",23,2020-06-01,0,16
"South East","5-12",19,2020-05-04,0,18
"South East","5-12",20,2020-05-11,0,490
"South East","5-12",21,2020-05-18,2,1214
"South East","5-12",22,2020-05-25,1,450
"South East","5-12",23,2020-06-01,0,26
"South East","13-17",18,2020-04-27,0,2
"South East","13-17",19,2020-05-04,0,7
"South East","13-17",20,2020-05-11,2,312
"South East","13-17",21,2020-05-18,1,898
"South East","13-17",22,2020-05-25,2,314
"South East","13-17",23,2020-06-01,0,11
"South East","18-24",18,2020-04-27,0,2
"South East","18-24",19,2020-05-04,1,27
"South East","18-24",20,2020-05-11,1,330
"South East","18-24",21,2020-05-18,1,735
"South East","18-24",22,2020-05-25,2,221
"South East","18-24",23,2020-06-01,1,10
"South East","25-34",18,2020-04-27,0,2
"South East","25-34",19,2020-05-04,0,63
"South East","25-34",20,2020-05-11,5,496
"South East","25-34",21,2020-05-18,1,1496
"South East","25-34",22,2020-05-25,2,488
"South East","25-34",23,2020-06-01,0,11
"South East","45-54",18,2020-04-27,0,1
"South East","45-54",19,2020-05-04,0,105
"South East","45-54",20,2020-05-11,1,892
"South East","45-54",21,2020-05-18,5,2575
"South East","45-54",22,2020-05-25,0,822
"South East","45-54",23,2020-06-01,0,15
"South East","55-64",18,2020-04-27,0,5
"South East","55-64",19,2020-05-04,0,64
"South East","55-64",20,2020-05-11,3,941
"South East","55-64",21,2020-05-18,2,2668
"South East","55-64",22,2020-05-25,0,756
"South East","55-64",23,2020-06-01,1,17
"South East","65+",18,2020-04-27,0,12
"South East","65+",19,2020-05-04,0,143
"South East","65+",20,2020-05-11,1,1046
"South East","65+",21,2020-05-18,2,3099
"South East","65+",22,2020-05-25,0,912
"South East","65+",23,2020-06-01,0,15
"North East","35-44",19,2020-05-04,0,8
"North East","35-44",20,2020-05-11,1,76
"North East","35-44",21,2020-05-18,0,310
"North East","35-44",22,2020-05-25,0,132
"North East","35-44",23,2020-06-01,0,5
"North East","5-12",19,2020-05-04,0,1
"North East","5-12",20,2020-05-11,0,52
"North East","5-12",21,2020-05-18,0,178
"North East","5-12",22,2020-05-25,0,71
"North East","5-12",23,2020-06-01,0,2
"North East","13-17",19,2020-05-04,0,1
"North East","13-17",20,2020-05-11,0,25
"North East","13-17",21,2020-05-18,1,128
"North East","13-17",22,2020-05-25,0,72
"North East","13-17",23,2020-06-01,0,1
"North East","18-24",20,2020-05-11,0,39
"North East","18-24",21,2020-05-18,0,151
"North East","18-24",22,2020-05-25,1,57
"North East","18-24",23,2020-06-01,0,2
"North East","25-34",19,2020-05-04,0,11
"North East","25-34",20,2020-05-11,0,86
"North East","25-34",21,2020-05-18,0,279
"North East","25-34",22,2020-05-25,0,98
"North East","45-54",18,2020-04-27,0,2
"North East","45-54",19,2020-05-04,0,21
"North East","45-54",20,2020-05-11,0,112
"North East","45-54",21,2020-05-18,0,375
"North East","45-54",22,2020-05-25,0,183
"North East","45-54",23,2020-06-01,0,1
"North East","55-64",19,2020-05-04,0,4
"North East","55-64",20,2020-05-11,1,107
"North East","55-64",21,2020-05-18,0,464
"North East","55-64",22,2020-05-25,0,204
"North East","55-64",23,2020-06-01,0,1
"North East","65+",18,2020-04-27,0,1
"North East","65+",19,2020-05-04,0,9
"North East","65+",20,2020-05-11,0,129
"North East","65+",21,2020-05-18,0,470
"North East","65+",22,2020-05-25,1,241
"North West","35-44",18,2020-04-27,0,4
"North West","35-44",19,2020-05-04,0,69
"North West","35-44",20,2020-05-11,1,397
"North West","35-44",21,2020-05-18,3,1050
"North West","35-44",22,2020-05-25,0,328
"North West","35-44",23,2020-06-01,0,12
"North West","5-12",19,2020-05-04,0,14
"North West","5-12",20,2020-05-11,1,241
"North West","5-12",21,2020-05-18,1,654
"North West","5-12",22,2020-05-25,0,231
"North West","5-12",23,2020-06-01,0,18
"North West","13-17",19,2020-05-04,0,14
"North West","13-17",20,2020-05-11,0,189
"North West","13-17",21,2020-05-18,1,469
"North West","13-17",22,2020-05-25,0,184
"North West","13-17",23,2020-06-01,0,8
"North West","18-24",18,2020-04-27,0,1
"North West","18-24",19,2020-05-04,0,22
"North West","18-24",20,2020-05-11,4,190
"North West","18-24",21,2020-05-18,0,471
"North West","18-24",22,2020-05-25,0,114
"North West","18-24",23,2020-06-01,0,1
"North West","25-34",18,2020-04-27,0,1
"North West","25-34",19,2020-05-04,1,52
"North West","25-34",20,2020-05-11,2,348
"North West","25-34",21,2020-05-18,1,919
"North West","25-34",22,2020-05-25,1,279
"North West","25-34",23,2020-06-01,0,8
"North West","45-54",18,2020-04-27,0,4
"North West","45-54",19,2020-05-04,0,78
"North West","45-54",20,2020-05-11,1,475
"North West","45-54",21,2020-05-18,0,1493
"North West","45-54",22,2020-05-25,0,442
"North West","45-54",23,2020-06-01,0,6
"North West","55-64",18,2020-04-27,0,1
"North West","55-64",19,2020-05-04,0,44
"North West","55-64",20,2020-05-11,0,489
"North West","55-64",21,2020-05-18,1,1545
"North West","55-64",22,2020-05-25,0,455
"North West","55-64",23,2020-06-01,0,3
"North West","65+",18,2020-04-27,0,4
"North West","65+",19,2020-05-04,0,52
"North West","65+",20,2020-05-11,2,603
"North West","65+",21,2020-05-18,1,1845
"North West","65+",22,2020-05-25,1,516
"North West","65+",23,2020-06-01,0,9
"Yorkshire and The Humber","35-44",18,2020-04-27,0,1
"Yorkshire and The Humber","35-44",19,2020-05-04,0,23
"Yorkshire and The Humber","35-44",20,2020-05-11,0,172
"Yorkshire and The Humber","35-44",21,2020-05-18,1,495
"Yorkshire and The Humber","35-44",22,2020-05-25,0,177
"Yorkshire and The Humber","35-44",23,2020-06-01,0,2
"Yorkshire and The Humber","5-12",19,2020-05-04,0,8
"Yorkshire and The Humber","5-12",20,2020-05-11,0,126
"Yorkshire and The Humber","5-12",21,2020-05-18,0,294
"Yorkshire and The Humber","5-12",22,2020-05-25,0,131
"Yorkshire and The Humber","5-12",23,2020-06-01,0,5
"Yorkshire and The Humber","13-17",19,2020-05-04,0,8
"Yorkshire and The Humber","13-17",20,2020-05-11,0,101
"Yorkshire and The Humber","13-17",21,2020-05-18,0,236
"Yorkshire and The Humber","13-17",22,2020-05-25,1,70
"Yorkshire and The Humber","13-17",23,2020-06-01,0,1
"Yorkshire and The Humber","18-24",18,2020-04-27,0,1
"Yorkshire and The Humber","18-24",19,2020-05-04,0,8
"Yorkshire and The Humber","18-24",20,2020-05-11,1,98
"Yorkshire and The Humber","18-24",21,2020-05-18,1,240
"Yorkshire and The Humber","18-24",22,2020-05-25,0,67
"Yorkshire and The Humber","18-24",23,2020-06-01,0,3
"Yorkshire and The Humber","25-34",18,2020-04-27,0,2
"Yorkshire and The Humber","25-34",19,2020-05-04,0,29
"Yorkshire and The Humber","25-34",20,2020-05-11,0,173
"Yorkshire and The Humber","25-34",21,2020-05-18,0,414
"Yorkshire and The Humber","25-34",22,2020-05-25,0,136
"Yorkshire and The Humber","45-54",18,2020-04-27,0,2
"Yorkshire and The Humber","45-54",19,2020-05-04,0,43
"Yorkshire and The Humber","45-54",20,2020-05-11,0,236
"Yorkshire and The Humber","45-54",21,2020-05-18,1,724
"Yorkshire and The Humber","45-54",22,2020-05-25,1,228
"Yorkshire and The Humber","45-54",23,2020-06-01,0,2
"Yorkshire and The Humber","55-64",18,2020-04-27,0,2
"Yorkshire and The Humber","55-64",19,2020-05-04,0,24
"Yorkshire and The Humber","55-64",20,2020-05-11,0,262
"Yorkshire and The Humber","55-64",21,2020-05-18,0,876
"Yorkshire and The Humber","55-64",22,2020-05-25,0,221
"Yorkshire and The Humber","55-64",23,2020-06-01,0,5
"Yorkshire and The Humber","65+",18,2020-04-27,0,2
"Yorkshire and The Humber","65+",19,2020-05-04,0,32
"Yorkshire and The Humber","65+",20,2020-05-11,0,290
"Yorkshire and The Humber","65+",21,2020-05-18,1,939
"Yorkshire and The Humber","65+",22,2020-05-25,0,284
"Yorkshire and The Humber","65+",23,2020-06-01,0,4
"East Midlands","35-44",18,2020-04-27,0,3
"East Midlands","35-44",19,2020-05-04,0,61
"East Midlands","35-44",20,2020-05-11,3,459
"East Midlands","35-44",21,2020-05-18,1,1016
"East Midlands","35-44",22,2020-05-25,1,292
"East Midlands","35-44",23,2020-06-01,0,2
"East Midlands","5-12",19,2020-05-04,0,13
"East Midlands","5-12",20,2020-05-11,1,337
"East Midlands","5-12",21,2020-05-18,1,606
"East Midlands","5-12",22,2020-05-25,0,200
"East Midlands","5-12",23,2020-06-01,0,10
"East Midlands","13-17",18,2020-04-27,0,2
"East Midlands","13-17",19,2020-05-04,0,15
"East Midlands","13-17",20,2020-05-11,0,227
"East Midlands","13-17",21,2020-05-18,0,450
"East Midlands","13-17",22,2020-05-25,0,150
"East Midlands","13-17",23,2020-06-01,0,2
"East Midlands","18-24",18,2020-04-27,0,1
"East Midlands","18-24",19,2020-05-04,0,21
"East Midlands","18-24",20,2020-05-11,0,260
"East Midlands","18-24",21,2020-05-18,1,450
"East Midlands","18-24",22,2020-05-25,0,123
"East Midlands","18-24",23,2020-06-01,0,2
"East Midlands","25-34",18,2020-04-27,0,4
"East Midlands","25-34",19,2020-05-04,0,68
"East Midlands","25-34",20,2020-05-11,1,395
"East Midlands","25-34",21,2020-05-18,0,833
"East Midlands","25-34",22,2020-05-25,1,196
"East Midlands","25-34",23,2020-06-01,0,2
"East Midlands","45-54",18,2020-04-27,0,6
"East Midlands","45-54",19,2020-05-04,1,91
"East Midlands","45-54",20,2020-05-11,1,586
"East Midlands","45-54",21,2020-05-18,1,1406
"East Midlands","45-54",22,2020-05-25,0,341
"East Midlands","45-54",23,2020-06-01,0,12
"East Midlands","55-64",18,2020-04-27,0,6
"East Midlands","55-64",19,2020-05-04,1,37
"East Midlands","55-64",20,2020-05-11,0,659
"East Midlands","55-64",21,2020-05-18,1,1521
"East Midlands","55-64",22,2020-05-25,0,402
"East Midlands","55-64",23,2020-06-01,0,4
"East Midlands","65+",18,2020-04-27,0,5
"East Midlands","65+",19,2020-05-04,0,67
"East Midlands","65+",20,2020-05-11,2,731
"East Midlands","65+",21,2020-05-18,1,1722
"East Midlands","65+",22,2020-05-25,0,402
"East Midlands","65+",23,2020-06-01,0,7
"West Midlands","35-44",18,2020-04-27,0,1
"West Midlands","35-44",19,2020-05-04,0,47
"West Midlands","35-44",20,2020-05-11,0,326
"West Midlands","35-44",21,2020-05-18,1,725
"West Midlands","35-44",22,2020-05-25,0,256
"West Midlands","35-44",23,2020-06-01,0,5
"West Midlands","5-12",18,2020-04-27,0,1
"West Midlands","5-12",19,2020-05-04,0,5
"West Midlands","5-12",20,2020-05-11,1,245
"West Midlands","5-12",21,2020-05-18,0,418
"West Midlands","5-12",22,2020-05-25,0,187
"West Midlands","5-12",23,2020-06-01,0,10
"West Midlands","13-17",19,2020-05-04,0,13
"West Midlands","13-17",20,2020-05-11,0,161
"West Midlands","13-17",21,2020-05-18,0,319
"West Midlands","13-17",22,2020-05-25,0,118
"West Midlands","13-17",23,2020-06-01,0,5
"West Midlands","18-24",19,2020-05-04,0,14
"West Midlands","18-24",20,2020-05-11,0,183
"West Midlands","18-24",21,2020-05-18,0,323
"West Midlands","18-24",22,2020-05-25,0,90
"West Midlands","18-24",23,2020-06-01,0,2
"West Midlands","25-34",18,2020-04-27,0,1
"West Midlands","25-34",19,2020-05-04,0,48
"West Midlands","25-34",20,2020-05-11,2,288
"West Midlands","25-34",21,2020-05-18,2,578
"West Midlands","25-34",22,2020-05-25,0,186
"West Midlands","25-34",23,2020-06-01,0,3
"West Midlands","45-54",18,2020-04-27,0,1
"West Midlands","45-54",19,2020-05-04,0,78
"West Midlands","45-54",20,2020-05-11,3,463
"West Midlands","45-54",21,2020-05-18,2,991
"West Midlands","45-54",22,2020-05-25,1,322
"West Midlands","45-54",23,2020-06-01,0,6
"West Midlands","55-64",18,2020-04-27,0,2
"West Midlands","55-64",19,2020-05-04,0,18
"West Midlands","55-64",20,2020-05-11,2,456
"West Midlands","55-64",21,2020-05-18,1,1052
"West Midlands","55-64",22,2020-05-25,0,284
"West Midlands","55-64",23,2020-06-01,0,6
"West Midlands","65+",18,2020-04-27,0,10
"West Midlands","65+",19,2020-05-04,0,36
"West Midlands","65+",20,2020-05-11,0,508
"West Midlands","65+",21,2020-05-18,1,1222
"West Midlands","65+",22,2020-05-25,1,329
"West Midlands","65+",23,2020-06-01,0,4
"East of England","35-44",18,2020-04-27,0,3
"East of England","35-44",19,2020-05-04,1,77
"East of England","35-44",20,2020-05-11,2,447
"East of England","35-44",21,2020-05-18,1,1254
"East of England","35-44",22,2020-05-25,0,386
"East of England","35-44",23,2020-06-01,0,7
"East of England","5-12",19,2020-05-04,0,13
"East of England","5-12",20,2020-05-11,1,347
"East of England","5-12",21,2020-05-18,0,767
"East of England","5-12",22,2020-05-25,0,292
"East of England","5-12",23,2020-06-01,0,14
"East of England","13-17",19,2020-05-04,0,17
"East of England","13-17",20,2020-05-11,0,219
"East of England","13-17",21,2020-05-18,2,513
"East of England","13-17",22,2020-05-25,0,180
"East of England","13-17",23,2020-06-01,0,6
"East of England","18-24",18,2020-04-27,0,1
"East of England","18-24",19,2020-05-04,0,16
"East of England","18-24",20,2020-05-11,1,283
"East of England","18-24",21,2020-05-18,1,516
"East of England","18-24",22,2020-05-25,0,147
"East of England","18-24",23,2020-06-01,0,5
"East of England","25-34",18,2020-04-27,0,5
"East of England","25-34",19,2020-05-04,0,59
"East of England","25-34",20,2020-05-11,0,424
"East of England","25-34",21,2020-05-18,0,952
"East of England","25-34",22,2020-05-25,0,306
"East of England","25-34",23,2020-06-01,0,8
"East of England","45-54",18,2020-04-27,0,4
"East of England","45-54",19,2020-05-04,0,113
"East of England","45-54",20,2020-05-11,2,596
"East of England","45-54",21,2020-05-18,2,1599
"East of England","45-54",22,2020-05-25,0,487
"East of England","45-54",23,2020-06-01,0,4
"East of England","55-64",18,2020-04-27,0,6
"East of England","55-64",19,2020-05-04,0,38
"East of England","55-64",20,2020-05-11,1,688
"East of England","55-64",21,2020-05-18,0,1665
"East of England","55-64",22,2020-05-25,0,402
"East of England","55-64",23,2020-06-01,0,9
"East of England","65+",18,2020-04-27,0,6
"East of England","65+",19,2020-05-04,0,90
"East of England","65+",20,2020-05-11,1,779
"East of England","65+",21,2020-05-18,1,1937
"East of England","65+",22,2020-05-25,1,498
"East of England","65+",23,2020-06-01,0,8
"London","35-44",18,2020-04-27,0,5
"London","35-44",19,2020-05-04,0,45
"London","35-44",20,2020-05-11,1,289
"London","35-44",21,2020-05-18,1,1090
"London","35-44",22,2020-05-25,0,428
"London","35-44",23,2020-06-01,0,6
"London","5-12",18,2020-04-27,0,1
"London","5-12",19,2020-05-04,0,6
"London","5-12",20,2020-05-11,2,129
"London","5-12",21,2020-05-18,2,429
"London","5-12",22,2020-05-25,0,207
"London","5-12",23,2020-06-01,0,10
"London","13-17",18,2020-04-27,0,1
"London","13-17",19,2020-05-04,0,5
"London","13-17",20,2020-05-11,0,99
"London","13-17",21,2020-05-18,1,327
"London","13-17",22,2020-05-25,0,133
"London","13-17",23,2020-06-01,0,4
"London","18-24",19,2020-05-04,0,10
"London","18-24",20,2020-05-11,1,120
"London","18-24",21,2020-05-18,0,332
"London","18-24",22,2020-05-25,0,111
"London","18-24",23,2020-06-01,0,4
"London","25-34",18,2020-04-27,0,3
"London","25-34",19,2020-05-04,1,44
"London","25-34",20,2020-05-11,0,256
"London","25-34",21,2020-05-18,2,962
"London","25-34",22,2020-05-25,0,383
"London","25-34",23,2020-06-01,0,14
"London","45-54",19,2020-05-04,0,37
"London","45-54",20,2020-05-11,2,271
"London","45-54",21,2020-05-18,1,908
"London","45-54",22,2020-05-25,1,337
"London","45-54",23,2020-06-01,0,13
