"region","age_group","react_week_number","react_week_start_date","number_positive","number_samples"
"London","55-64",18,2020-04-27,0,1
"London","55-64",19,2020-05-04,0,16
"London","55-64",20,2020-05-11,0,222
"London","55-64",21,2020-05-18,2,784
"London","55-64",22,2020-05-25,1,295
"London","55-64",23,2020-06-01,0,5
"London","65+",19,2020-05-04,0,31
"London","65+",20,2020-05-11,1,197
"London","65+",21,2020-05-18,0,760
"London","65+",22,2020-05-25,0,287
"London","65+",23,2020-06-01,0,9
"South West","35-44",19,2020-05-04,0,30
"South West","35-44",20,2020-05-11,0,281
"South West","35-44",21,2020-05-18,0,695
"South West","35-44",22,2020-05-25,0,212
"South West","35-44",23,2020-06-01,0,3
"South West","5-12",18,2020-04-27,0,2
"South West","5-12",19,2020-05-04,0,15
"South West","5-12",20,2020-05-11,1,186
"South West","5-12",21,2020-05-18,0,428
"South West","5-12",22,2020-05-25,0,170
"South West","5-12",23,2020-06-01,0,11
"South West","13-17",18,2020-04-27,0,1
"South West","13-17",19,2020-05-04,0,6
"South West","13-17",20,2020-05-11,0,132
"South West","13-17",21,2020-05-18,0,317
"South West","13-17",22,2020-05-25,0,103
"South West","13-17",23,2020-06-01,0,3
"South West","18-24",18,2020-04-27,0,2
"South West","18-24",19,2020-05-04,0,13
"South West","18-24",20,2020-05-11,0,163
"South West","18-24",21,2020-05-18,0,279
"South West","18-24",22,2020-05-25,0,69
"South West","18-24",23,2020-06-01,0,1
"South West","25-34",19,2020-05-04,0,19
"South West","25-34",20,2020-05-11,0,219
"South West","25-34",21,2020-05-18,1,498
"South West","25-34",22,2020-05-25,0,171
"South West","45-54",18,2020-04-27,0,3
"South West","45-54",19,2020-05-04,0,48
"South West","45-54",20,2020-05-11,0,383
"South West","45-54",21,2020-05-18,1,927
"South West","45-54",22,2020-05-25,0,292
"South West","45-54",23,2020-06-01,0,6
"South West","55-64",18,2020-04-27,0,3
"South West","55-64",19,2020-05-04,0,35
"South West","55-64",20,2020-05-11,2,487
"South West","55-64",21,2020-05-18,1,1067
"South West","55-64",22,2020-05-25,0,272
"South West","55-64",23,2020-06-01,0,3
"South West","65+",18,2020-04-27,0,2
"South West","65+",19,2020-05-04,0,64
"South West","65+",20,2020-05-11,0,520
"South West","65+",21,2020-05-18,0,1340
"South West","65+",22,2020-05-25,0,354
"South West","65+",23,2020-06-01,0,5
