"region","age_group","react_week_number","react_week_start_date","number_positive","number_samples"
"South East","35-44",58,2021-02-01,1,424
"South East","35-44",59,2021-02-08,9,2326
"South East","35-44",60,2021-02-15,8,1796
"South East","35-44",61,2021-02-22,0,167
"South East","5-12",58,2021-02-01,4,299
"South East","5-12",59,2021-02-08,5,1653
"South East","5-12",60,2021-02-15,3,1087
"South East","5-12",61,2021-02-22,1,76
"South East","13-17",58,2021-02-01,1,363
"South East","13-17",59,2021-02-08,4,1369
"South East","13-17",60,2021-02-15,2,565
"South East","13-17",61,2021-02-22,0,51
"South East","18-24",58,2021-02-01,0,166
"South East","18-24",59,2021-02-08,5,778
"South East","18-24",60,2021-02-15,4,521
"South East","18-24",61,2021-02-22,0,34
"South East","25-34",58,2021-02-01,1,276
"South East","25-34",59,2021-02-08,4,1424
"South East","25-34",60,2021-02-15,3,1111
"South East","25-34",61,2021-02-22,0,101
"South East","45-54",58,2021-02-01,1,576
"South East","45-54",59,2021-02-08,10,3242
"South East","45-54",60,2021-02-15,8,2300
"South East","45-54",61,2021-02-22,2,180
"South East","55-64",58,2021-02-01,3,717
"South East","55-64",59,2021-02-08,12,3902
"South East","55-64",60,2021-02-15,6,2249
"South East","55-64",61,2021-02-22,0,108
"South East","65+",58,2021-02-01,3,1172
"South East","65+",59,2021-02-08,15,5188
"South East","65+",60,2021-02-15,3,2295
"South East","65+",61,2021-02-22,1,77
"North East","35-44",58,2021-02-01,1,62
"North East","35-44",59,2021-02-08,2,372
"North East","35-44",60,2021-02-15,2,254
"North East","35-44",61,2021-02-22,0,26
"North East","5-12",58,2021-02-01,1,54
"North East","5-12",59,2021-02-08,3,203
"North East","5-12",60,2021-02-15,1,159
"North East","5-12",61,2021-02-22,0,12
"North East","13-17",58,2021-02-01,1,47
"North East","13-17",59,2021-02-08,5,193
"North East","13-17",60,2021-02-15,0,89
"North East","13-17",61,2021-02-22,0,4
"North East","18-24",58,2021-02-01,0,33
"North East","18-24",59,2021-02-08,1,122
"North East","18-24",60,2021-02-15,0,71
"North East","18-24",61,2021-02-22,0,7
"North East","25-34",58,2021-02-01,0,64
"North East","25-34",59,2021-02-08,1,265
"North East","25-34",60,2021-02-15,1,172
"North East","25-34",61,2021-02-22,0,20
"North East","45-54",58,2021-02-01,2,89
"North East","45-54",59,2021-02-08,2,461
"North East","45-54",60,2021-02-15,4,357
"North East","45-54",61,2021-02-22,0,32
"North East","55-64",58,2021-02-01,1,112
"North East","55-64",59,2021-02-08,6,652
"North East","55-64",60,2021-02-15,2,401
"North East","55-64",61,2021-02-22,0,28
"North East","65+",58,2021-02-01,1,192
"North East","65+",59,2021-02-08,3,889
"North East","65+",60,2021-02-15,1,379
"North East","65+",61,2021-02-22,0,9
"North West","35-44",58,2021-02-01,3,200
"North West","35-44",59,2021-02-08,6,1158
"North West","35-44",60,2021-02-15,1,818
"North West","35-44",61,2021-02-22,1,74
"North West","5-12",58,2021-02-01,5,161
"North West","5-12",59,2021-02-08,11,742
"North West","5-12",60,2021-02-15,2,496
"North West","5-12",61,2021-02-22,0,39
"North West","13-17",58,2021-02-01,3,187
"North West","13-17",59,2021-02-08,5,712
"North West","13-17",60,2021-02-15,0,279
"North West","13-17",61,2021-02-22,0,16
"North West","18-24",58,2021-02-01,1,97
"North West","18-24",59,2021-02-08,3,411
"North West","18-24",60,2021-02-15,1,233
"North West","18-24",61,2021-02-22,0,15
"North West","25-34",58,2021-02-01,4,184
"North West","25-34",59,2021-02-08,7,788
"North West","25-34",60,2021-02-15,6,583
"North West","25-34",61,2021-02-22,1,46
"North West","45-54",58,2021-02-01,4,313
"North West","45-54",59,2021-02-08,9,1682
"North West","45-54",60,2021-02-15,4,1150
"North West","45-54",61,2021-02-22,0,80
"North West","55-64",58,2021-02-01,4,410
"North West","55-64",59,2021-02-08,12,2248
"North West","55-64",60,2021-02-15,2,1220
"North West","55-64",61,2021-02-22,0,61
"North West","65+",58,2021-02-01,4,628
"North West","65+",59,2021-02-08,10,3092
"North West","65+",60,2021-02-15,2,1218
"North West","65+",61,2021-02-22,1,38
"Yorkshire and The Humber","35-44",58,2021-02-01,1,132
"Yorkshire and The Humber","35-44",59,2021-02-08,0,643
"Yorkshire and The Humber","35-44",60,2021-02-15,2,488
"Yorkshire and The Humber","35-44",61,2021-02-22,0,31
"Yorkshire and The Humber","5-12",58,2021-02-01,0,96
"Yorkshire and The Humber","5-12",59,2021-02-08,3,474
"Yorkshire and The Humber","5-12",60,2021-02-15,0,254
"Yorkshire and The Humber","5-12",61,2021-02-22,0,23
"Yorkshire and The Humber","13-17",58,2021-02-01,0,79
"Yorkshire and The Humber","13-17",59,2021-02-08,3,408
"Yorkshire and The Humber","13-17",60,2021-02-15,1,180
"Yorkshire and The Humber","13-17",61,2021-02-22,0,9
"Yorkshire and The Humber","18-24",58,2021-02-01,1,54
"Yorkshire and The Humber","18-24",59,2021-02-08,1,225
"Yorkshire and The Humber","18-24",60,2021-02-15,0,159
"Yorkshire and The Humber","18-24",61,2021-02-22,1,12
"Yorkshire and The Humber","25-34",58,2021-02-01,0,88
"Yorkshire and The Humber","25-34",59,2021-02-08,3,475
"Yorkshire and The Humber","25-34",60,2021-02-15,0,304
"Yorkshire and The Humber","25-34",61,2021-02-22,0,37
"Yorkshire and The Humber","45-54",58,2021-02-01,1,169
"Yorkshire and The Humber","45-54",59,2021-02-08,7,976
"Yorkshire and The Humber","45-54",60,2021-02-15,3,661
"Yorkshire and The Humber","45-54",61,2021-02-22,0,50
"Yorkshire and The Humber","55-64",58,2021-02-01,1,231
"Yorkshire and The Humber","55-64",59,2021-02-08,4,1321
"Yorkshire and The Humber","55-64",60,2021-02-15,1,687
"Yorkshire and The Humber","55-64",61,2021-02-22,0,29
"Yorkshire and The Humber","65+",58,2021-02-01,3,388
"Yorkshire and The Humber","65+",59,2021-02-08,5,1762
"Yorkshire and The Humber","65+",60,2021-02-15,1,747
"Yorkshire and The Humber","65+",61,2021-02-22,0,16
"East Midlands","35-44",58,2021-02-01,3,287
"East Midlands","35-44",59,2021-02-08,8,1300
"East Midlands","35-44",60,2021-02-15,6,809
"East Midlands","35-44",61,2021-02-22,0,53
"East Midlands","5-12",58,2021-02-01,2,197
"East Midlands","5-12",59,2021-02-08,9,994
"East Midlands","5-12",60,2021-02-15,2,533
"East Midlands","5-12",61,2021-02-22,1,39
"East Midlands","13-17",58,2021-02-01,2,210
"East Midlands","13-17",59,2021-02-08,2,766
"East Midlands","13-17",60,2021-02-15,0,302
"East Midlands","13-17",61,2021-02-22,0,21
"East Midlands","18-24",58,2021-02-01,0,119
"East Midlands","18-24",59,2021-02-08,7,417
"East Midlands","18-24",60,2021-02-15,1,259
"East Midlands","18-24",61,2021-02-22,0,25
"East Midlands","25-34",58,2021-02-01,2,211
"East Midlands","25-34",59,2021-02-08,9,958
"East Midlands","25-34",60,2021-02-15,0,602
"East Midlands","25-34",61,2021-02-22,0,50
"East Midlands","45-54",58,2021-02-01,0,326
"East Midlands","45-54",59,2021-02-08,15,1895
"East Midlands","45-54",60,2021-02-15,7,1148
"East Midlands","45-54",61,2021-02-22,1,75
"East Midlands","55-64",58,2021-02-01,4,492
"East Midlands","55-64",59,2021-02-08,11,2498
"East Midlands","55-64",60,2021-02-15,5,1199
"East Midlands","55-64",61,2021-02-22,0,59
"East Midlands","65+",58,2021-02-01,1,719
"East Midlands","65+",59,2021-02-08,4,3349
"East Midlands","65+",60,2021-02-15,1,1217
"East Midlands","65+",61,2021-02-22,0,41
"West Midlands","35-44",58,2021-02-01,0,176
"West Midlands","35-44",59,2021-02-08,6,972
"West Midlands","35-44",60,2021-02-15,5,698
"West Midlands","35-44",61,2021-02-22,0,56
"West Midlands","5-12",58,2021-02-01,0,132
"West Midlands","5-12",59,2021-02-08,4,662
"West Midlands","5-12",60,2021-02-15,1,388
"West Midlands","5-12",61,2021-02-22,1,36
"West Midlands","13-17",58,2021-02-01,0,139
"West Midlands","13-17",59,2021-02-08,3,592
"West Midlands","13-17",60,2021-02-15,2,214
"West Midlands","13-17",61,2021-02-22,0,14
"West Midlands","18-24",58,2021-02-01,0,109
"West Midlands","18-24",59,2021-02-08,3,317
"West Midlands","18-24",60,2021-02-15,1,190
"West Midlands","18-24",61,2021-02-22,0,23
"West Midlands","25-34",58,2021-02-01,0,157
"West Midlands","25-34",59,2021-02-08,4,670
"West Midlands","25-34",60,2021-02-15,0,433
"West Midlands","25-34",61,2021-02-22,0,43
"West Midlands","45-54",58,2021-02-01,3,246
"West Midlands","45-54",59,2021-02-08,3,1357
"West Midlands","45-54",60,2021-02-15,5,924
"West Midlands","45-54",61,2021-02-22,0,81
"West Midlands","55-64",58,2021-02-01,2,312
"West Midlands","55-64",59,2021-02-08,6,1784
"West Midlands","55-64",60,2021-02-15,3,895
"West Midlands","55-64",61,2021-02-22,0,58
"West Midlands","65+",58,2021-02-01,1,472
"West Midlands","65+",59,2021-02-08,4,2349
"West Midlands","65+",60,2021-02-15,3,929
"West Midlands","65+",61,2021-02-22,0,26
"East of England","35-44",58,2021-02-01,0,276
"East of England","35-44",59,2021-02-08,5,1523
"East of England","35-44",60,2021-02-15,3,1163
"East of England","35-44",61,2021-02-22,0,99
"East of England","5-12",58,2021-02-01,0,211
"East of England","5-12",59,2021-02-08,9,1014
"East of England","5-12",60,2021-02-15,3,772
"East of England","5-12",61,2021-02-22,0,47
"East of England","13-17",58,2021-02-01,3,216
"East of England","13-17",59,2021-02-08,1,828
"East of England","13-17",60,2021-02-15,1,401
"East of England","13-17",61,2021-02-22,0,16
"East of England","18-24",58,2021-02-01,1,146
"East of England","18-24",59,2021-02-08,6,480
"East of England","18-24",60,2021-02-15,1,340
"East of England","18-24",61,2021-02-22,0,36
"East of England","25-34",58,2021-02-01,1,231
"East of England","25-34",59,2021-02-08,8,1007
"East of England","25-34",60,2021-02-15,0,783
"East of England","25-34",61,2021-02-22,0,65
"East of England","45-54",58,2021-02-01,1,376
"East of England","45-54",59,2021-02-08,10,1919
"East of England","45-54",60,2021-02-15,3,1528
"East of England","45-54",61,2021-02-22,0,92
"East of England","55-64",58,2021-02-01,5,530
"East of England","55-64",59,2021-02-08,10,2343
"East of England","55-64",60,2021-02-15,4,1502
"East of England","55-64",61,2021-02-22,1,72
"East of England","65+",58,2021-02-01,0,667
"East of England","65+",59,2021-02-08,8,3312
"East of England","65+",60,2021-02-15,2,1600
"East of England","65+",61,2021-02-22,0,48
"London","35-44",58,2021-02-01,1,182
"London","35-44",59,2021-02-08,7,1255
"London","35-44",60,2021-02-15,10,1215
"London","35-44",61,2021-02-22,0,126
"London","5-12",58,2021-02-01,0,89
"London","5-12",59,2021-02-08,5,718
"London","5-12",60,2021-02-15,2,582
"London","5-12",61,2021-02-22,0,61
"London","13-17",58,2021-02-01,0,107
"London","13-17",59,2021-02-08,2,554
"London","13-17",60,2021-02-15,1,261
"London","13-17",61,2021-02-22,0,14
"London","18-24",58,2021-02-01,0,57
"London","18-24",59,2021-02-08,2,359
"London","18-24",60,2021-02-15,0,262
"London","18-24",61,2021-02-22,0,29
"London","25-34",58,2021-02-01,1,128
"London","25-34",59,2021-02-08,5,1102
"London","25-34",60,2021-02-15,6,992
"London","25-34",61,2021-02-22,0,94
"London","45-54",58,2021-02-01,2,201
"London","45-54",59,2021-02-08,5,1209
"London","45-54",60,2021-02-15,10,1104
"London","45-54",61,2021-02-22,1,97
"London","55-64",58,2021-02-01,3,178
"London","55-64",59,2021-02-08,8,1147
"London","55-64",60,2021-02-15,8,918
"London","55-64",61,2021-02-22,2,50
"London","65+",58,2021-02-01,2,223
"London","65+",59,2021-02-08,5,1291
"London","65+",60,2021-02-15,3,841
"London","65+",61,2021-02-22,0,33
"South West","35-44",58,2021-02-01,1,175
"South West","35-44",59,2021-02-08,1,915
"South West","35-44",60,2021-02-15,1,741
"South West","35-44",61,2021-02-22,0,63
"South West","5-12",58,2021-02-01,2,136
"South West","5-12",59,2021-02-08,0,660
"South West","5-12",60,2021-02-15,1,446
"South West","5-12",61,2021-02-22,0,34
"South West","13-17",58,2021-02-01,0,117
"South West","13-17",59,2021-02-08,2,546
"South West","13-17",60,2021-02-15,1,252
"South West","13-17",61,2021-02-22,0,21
"South West","18-24",58,2021-02-01,0,93
"South West","18-24",59,2021-02-08,0,302
"South West","18-24",60,2021-02-15,0,248
"South West","18-24",61,2021-02-22,0,25
"South West","25-34",58,2021-02-01,0,154
"South West","25-34",59,2021-02-08,1,604
"South West","25-34",60,2021-02-15,0,498
"South West","25-34",61,2021-02-22,0,56
"South West","45-54",58,2021-02-01,2,230
"South West","45-54",59,2021-02-08,6,1338
"South West","45-54",60,2021-02-15,1,1008
"South West","45-54",61,2021-02-22,0,97
"South West","55-64",58,2021-02-01,2,369
"South West","55-64",59,2021-02-08,4,1768
"South West","55-64",60,2021-02-15,3,1084
"South West","55-64",61,2021-02-22,0,66
"South West","65+",58,2021-02-01,1,605
"South West","65+",59,2021-02-08,5,2665
"South West","65+",60,2021-02-15,1,1138
"South West","65+",61,2021-02-22,0,44
