region,age_group,react_week_number,react_week_start_date,number_positive,number_samples,round
East Midlands,55-64,40,28/09/2020,4,1244,Round 5
East Midlands,65+,40,28/09/2020,5,1397,Round 5
East of England,5-12,40,28/09/2020,1,570,Round 5
East of England,13-17,40,28/09/2020,3,353,Round 5
East of England,18-24,40,28/09/2020,2,301,Round 5
East of England,25-34,40,28/09/2020,1,701,Round 5
East of England,35-44,40,28/09/2020,0,1156,Round 5
East of England,45-54,40,28/09/2020,7,1473,Round 5
East of England,55-64,40,28/09/2020,7,1490,Round 5
East of England,65+,40,28/09/2020,8,1564,Round 5
London,5-12,40,28/09/2020,4,533,Round 5
London,13-17,40,28/09/2020,1,242,Round 5
London,18-24,40,28/09/2020,0,243,Round 5
London,25-34,40,28/09/2020,5,980,Round 5
London,35-44,40,28/09/2020,11,1239,Round 5
London,45-54,40,28/09/2020,5,1087,Round 5
London,55-64,40,28/09/2020,0,924,Round 5
London,65+,40,28/09/2020,2,848,Round 5
North East,5-12,40,28/09/2020,3,105,Round 5
North East,13-17,40,28/09/2020,4,79,Round 5
North East,18-24,40,28/09/2020,3,86,Round 5
North East,25-34,40,28/09/2020,1,182,Round 5
North East,35-44,40,28/09/2020,3,259,Round 5
North East,45-54,40,28/09/2020,4,321,Round 5
North East,55-64,40,28/09/2020,2,379,Round 5
North East,65+,40,28/09/2020,2,389,Round 5
North West,5-12,40,28/09/2020,4,357,Round 5
North West,13-17,40,28/09/2020,3,223,Round 5
North West,18-24,40,28/09/2020,9,220,Round 5
North West,25-34,40,28/09/2020,2,498,Round 5
North West,35-44,40,28/09/2020,13,758,Round 5
North West,45-54,40,28/09/2020,10,992,Round 5
North West,55-64,40,28/09/2020,12,1088,Round 5
North West,65+,40,28/09/2020,7,1123,Round 5
South East,5-12,40,28/09/2020,5,900,Round 5
South East,13-17,40,28/09/2020,2,564,Round 5
South East,18-24,40,28/09/2020,4,428,Round 5
South East,25-34,40,28/09/2020,3,1085,Round 5
South East,35-44,40,28/09/2020,6,1737,Round 5
South East,45-54,40,28/09/2020,8,2290,Round 5
South East,55-64,40,28/09/2020,3,2287,Round 5
South East,65+,40,28/09/2020,5,2258,Round 5
South West,5-12,40,28/09/2020,1,375,Round 5
South West,13-17,40,28/09/2020,0,257,Round 5
South West,18-24,40,28/09/2020,2,211,Round 5
South West,25-34,40,28/09/2020,1,533,Round 5
South West,35-44,40,28/09/2020,3,747,Round 5
South West,45-54,40,28/09/2020,5,1095,Round 5
South West,55-64,40,28/09/2020,5,1226,Round 5
South West,65+,40,28/09/2020,5,1448,Round 5
West Midlands,5-12,40,28/09/2020,0,326,Round 5
West Midlands,13-17,40,28/09/2020,2,247,Round 5
West Midlands,18-24,40,28/09/2020,3,198,Round 5
West Midlands,25-34,40,28/09/2020,6,436,Round 5
West Midlands,35-44,40,28/09/2020,3,648,Round 5
West Midlands,45-54,40,28/09/2020,4,953,Round 5
West Midlands,55-64,40,28/09/2020,3,957,Round 5
West Midlands,65+,40,28/09/2020,8,1146,Round 5
Yorkshire and The Humber,5-12,40,28/09/2020,0,219,Round 5
Yorkshire and The Humber,13-17,40,28/09/2020,2,136,Round 5
Yorkshire and The Humber,18-24,40,28/09/2020,6,152,Round 5
Yorkshire and The Humber,25-34,40,28/09/2020,4,299,Round 5
Yorkshire and The Humber,35-44,40,28/09/2020,4,427,Round 5
Yorkshire and The Humber,45-54,40,28/09/2020,4,569,Round 5
Yorkshire and The Humber,55-64,40,28/09/2020,2,666,Round 5
Yorkshire and The Humber,65+,40,28/09/2020,7,674,Round 5
East Midlands,5-12,41,05/10/2020,1,35,Round 5
East Midlands,13-17,41,05/10/2020,1,12,Round 5
East Midlands,18-24,41,05/10/2020,3,27,Round 5
East Midlands,25-34,41,05/10/2020,0,35,Round 5
East Midlands,35-44,41,05/10/2020,0,69,Round 5
East Midlands,45-54,41,05/10/2020,0,96,Round 5
East Midlands,55-64,41,05/10/2020,0,70,Round 5
East Midlands,65+,41,05/10/2020,2,51,Round 5
East of England,5-12,41,05/10/2020,0,42,Round 5
East of England,13-17,41,05/10/2020,0,21,Round 5
East of England,18-24,41,05/10/2020,0,27,Round 5
East of England,25-34,41,05/10/2020,1,64,Round 5
East of England,35-44,41,05/10/2020,0,84,Round 5
East of England,45-54,41,05/10/2020,1,102,Round 5
East of England,55-64,41,05/10/2020,0,78,Round 5
East of England,65+,41,05/10/2020,0,73,Round 5
London,5-12,41,05/10/2020,0,36,Round 5
London,13-17,41,05/10/2020,0,17,Round 5
London,18-24,41,05/10/2020,0,21,Round 5
London,25-34,41,05/10/2020,0,91,Round 5
London,35-44,41,05/10/2020,0,112,Round 5
London,45-54,41,05/10/2020,0,92,Round 5
London,55-64,41,05/10/2020,1,74,Round 5
London,65+,41,05/10/2020,0,43,Round 5
North East,5-12,41,05/10/2020,0,10,Round 5
North East,13-17,41,05/10/2020,0,3,Round 5
North East,18-24,41,05/10/2020,0,8,Round 5
North East,25-34,41,05/10/2020,0,17,Round 5
North East,35-44,41,05/10/2020,0,23,Round 5
North East,45-54,41,05/10/2020,0,16,Round 5
North East,55-64,41,05/10/2020,0,21,Round 5
North East,65+,41,05/10/2020,1,22,Round 5
North West,5-12,41,05/10/2020,0,10,Round 5
North West,13-17,41,05/10/2020,0,8,Round 5
North West,18-24,41,05/10/2020,0,21,Round 5
North West,25-34,41,05/10/2020,1,32,Round 5
North West,35-44,41,05/10/2020,1,34,Round 5
North West,45-54,41,05/10/2020,2,53,Round 5
North West,55-64,41,05/10/2020,0,61,Round 5
North West,65+,41,05/10/2020,0,34,Round 5
South East,5-12,41,05/10/2020,0,75,Round 5
South East,13-17,41,05/10/2020,0,39,Round 5
South East,18-24,41,05/10/2020,1,43,Round 5
South East,25-34,41,05/10/2020,0,86,Round 5
South East,35-44,41,05/10/2020,0,135,Round 5
South East,45-54,41,05/10/2020,1,150,Round 5
South East,55-64,41,05/10/2020,0,131,Round 5
South East,65+,41,05/10/2020,1,94,Round 5
South West,5-12,41,05/10/2020,0,35,Round 5
South West,13-17,41,05/10/2020,1,28,Round 5
South West,18-24,41,05/10/2020,0,13,Round 5
South West,25-34,41,05/10/2020,0,54,Round 5
South West,35-44,41,05/10/2020,0,85,Round 5
South West,45-54,41,05/10/2020,0,113,Round 5
South West,55-64,41,05/10/2020,1,107,Round 5
South West,65+,41,05/10/2020,0,98,Round 5
West Midlands,5-12,41,05/10/2020,0,29,Round 5
West Midlands,13-17,41,05/10/2020,0,19,Round 5
West Midlands,18-24,41,05/10/2020,0,14,Round 5
West Midlands,25-34,41,05/10/2020,0,38,Round 5
West Midlands,35-44,41,05/10/2020,0,47,Round 5
West Midlands,45-54,41,05/10/2020,1,72,Round 5
West Midlands,55-64,41,05/10/2020,0,63,Round 5
West Midlands,65+,41,05/10/2020,0,43,Round 5
Yorkshire and The Humber,5-12,41,05/10/2020,0,9,Round 5
Yorkshire and The Humber,13-17,41,05/10/2020,0,5,Round 5
Yorkshire and The Humber,18-24,41,05/10/2020,0,17,Round 5
Yorkshire and The Humber,25-34,41,05/10/2020,0,10,Round 5
Yorkshire and The Humber,35-44,41,05/10/2020,1,25,Round 5
Yorkshire and The Humber,45-54,41,05/10/2020,0,28,Round 5
Yorkshire and The Humber,55-64,41,05/10/2020,0,27,Round 5
Yorkshire and The Humber,65+,41,05/10/2020,0,16,Round 5
East Midlands,5-12,42,12/10/2020,2,243,Round 6
East Midlands,13-17,42,12/10/2020,4,257,Round 6
East Midlands,18-24,42,12/10/2020,3,146,Round 6
East Midlands,25-34,42,12/10/2020,6,294,Round 6
East Midlands,35-44,42,12/10/2020,4,426,Round 6
East Midlands,45-54,42,12/10/2020,8,500,Round 6
East Midlands,55-64,42,12/10/2020,7,600,Round 6
East Midlands,65+,42,12/10/2020,4,1018,Round 6
East of England,5-12,42,12/10/2020,1,253,Round 6
East of England,13-17,42,12/10/2020,2,270,Round 6
East of England,18-24,42,12/10/2020,1,145,Round 6
East of England,25-34,42,12/10/2020,0,277,Round 6
East of England,35-44,42,12/10/2020,3,443,Round 6
East of England,45-54,42,12/10/2020,2,524,Round 6
East of England,55-64,42,12/10/2020,2,578,Round 6
East of England,65+,42,12/10/2020,3,1046,Round 6
London,5-12,42,12/10/2020,0,147,Round 6
London,13-17,42,12/10/2020,2,156,Round 6
London,18-24,42,12/10/2020,0,94,Round 6
London,25-34,42,12/10/2020,2,245,Round 6
London,35-44,42,12/10/2020,1,252,Round 6
London,45-54,42,12/10/2020,0,249,Round 6
London,55-64,42,12/10/2020,3,241,Round 6
London,65+,42,12/10/2020,1,368,Round 6
North East,5-12,42,12/10/2020,0,69,Round 6
North East,13-17,42,12/10/2020,2,76,Round 6
North East,18-24,42,12/10/2020,1,43,Round 6
North East,25-34,42,12/10/2020,0,77,Round 6
North East,35-44,42,12/10/2020,1,110,Round 6
North East,45-54,42,12/10/2020,2,156,Round 6
North East,55-64,42,12/10/2020,0,170,Round 6
North East,65+,42,12/10/2020,8,285,Round 6
North West,5-12,42,12/10/2020,7,191,Round 6
North West,13-17,42,12/10/2020,6,247,Round 6
North West,18-24,42,12/10/2020,6,136,Round 6
North West,25-34,42,12/10/2020,5,260,Round 6
North West,35-44,42,12/10/2020,5,318,Round 6
North West,45-54,42,12/10/2020,9,414,Round 6
North West,55-64,42,12/10/2020,7,559,Round 6
North West,65+,42,12/10/2020,7,893,Round 6
South East,5-12,42,12/10/2020,2,372,Round 6
South East,13-17,42,12/10/2020,5,417,Round 6
South East,18-24,42,12/10/2020,2,182,Round 6
South East,25-34,42,12/10/2020,3,420,Round 6
South East,35-44,42,12/10/2020,3,541,Round 6
South East,45-54,42,12/10/2020,2,731,Round 6
South East,55-64,42,12/10/2020,4,838,Round 6
South East,65+,42,12/10/2020,2,1438,Round 6
South West,5-12,42,12/10/2020,1,146,Round 6
South West,13-17,42,12/10/2020,0,143,Round 6
South West,18-24,42,12/10/2020,2,70,Round 6
South West,25-34,42,12/10/2020,1,164,Round 6
South West,35-44,42,12/10/2020,0,202,Round 6
South West,45-54,42,12/10/2020,3,251,Round 6
South West,55-64,42,12/10/2020,4,380,Round 6
South West,65+,42,12/10/2020,0,629,Round 6
West Midlands,5-12,42,12/10/2020,1,176,Round 6
West Midlands,13-17,42,12/10/2020,3,221,Round 6
West Midlands,18-24,42,12/10/2020,3,104,Round 6
West Midlands,25-34,42,12/10/2020,2,211,Round 6
West Midlands,35-44,42,12/10/2020,1,273,Round 6
West Midlands,45-54,42,12/10/2020,2,345,Round 6
West Midlands,55-64,42,12/10/2020,2,386,Round 6
West Midlands,65+,42,12/10/2020,6,676,Round 6
Yorkshire and The Humber,5-12,42,12/10/2020,2,129,Round 6
Yorkshire and The Humber,13-17,42,12/10/2020,1,142,Round 6
Yorkshire and The Humber,18-24,42,12/10/2020,2,82,Round 6
Yorkshire and The Humber,25-34,42,12/10/2020,4,139,Round 6
Yorkshire and The Humber,35-44,42,12/10/2020,7,223,Round 6
Yorkshire and The Humber,45-54,42,12/10/2020,4,287,Round 6
Yorkshire and The Humber,55-64,42,12/10/2020,8,367,Round 6
Yorkshire and The Humber,65+,42,12/10/2020,8,566,Round 6
East Midlands,5-12,43,19/10/2020,4,742,Round 6
East Midlands,13-17,43,19/10/2020,8,592,Round 6
East Midlands,18-24,43,19/10/2020,10,411,Round 6
East Midlands,25-34,43,19/10/2020,14,866,Round 6
East Midlands,35-44,43,19/10/2020,16,1248,Round 6
East Midlands,45-54,43,19/10/2020,27,1750,Round 6
East Midlands,55-64,43,19/10/2020,22,2167,Round 6
East Midlands,65+,43,19/10/2020,30,3275,Round 6
East of England,5-12,43,19/10/2020,10,830,Round 6
East of England,13-17,43,19/10/2020,2,650,Round 6
East of England,18-24,43,19/10/2020,6,435,Round 6
East of England,25-34,43,19/10/2020,6,1040,Round 6
East of England,35-44,43,19/10/2020,10,1505,Round 6
East of England,45-54,43,19/10/2020,14,2037,Round 6
East of England,55-64,43,19/10/2020,19,2451,Round 6
East of England,65+,43,19/10/2020,16,3545,Round 6
London,5-12,43,19/10/2020,5,543,Round 6
London,13-17,43,19/10/2020,5,407,Round 6
London,18-24,43,19/10/2020,9,346,Round 6
London,25-34,43,19/10/2020,15,1268,Round 6
London,35-44,43,19/10/2020,13,1371,Round 6
London,45-54,43,19/10/2020,16,1321,Round 6
London,55-64,43,19/10/2020,9,1166,Round 6
London,65+,43,19/10/2020,7,1430,Round 6
North East,5-12,43,19/10/2020,6,199,Round 6
North East,13-17,43,19/10/2020,2,160,Round 6
North East,18-24,43,19/10/2020,2,115,Round 6
North East,25-34,43,19/10/2020,5,293,Round 6
North East,35-44,43,19/10/2020,3,379,Round 6
North East,45-54,43,19/10/2020,9,475,Round 6
North East,55-64,43,19/10/2020,9,679,Round 6
North East,65+,43,19/10/2020,10,950,Round 6
North West,5-12,43,19/10/2020,8,576,Round 6
North West,13-17,43,19/10/2020,12,457,Round 6
North West,18-24,43,19/10/2020,10,350,Round 6
North West,25-34,43,19/10/2020,28,770,Round 6
North West,35-44,43,19/10/2020,21,1082,Round 6
North West,45-54,43,19/10/2020,30,1536,Round 6
North West,55-64,43,19/10/2020,50,1960,Round 6
North West,65+,43,19/10/2020,50,2903,Round 6
South East,5-12,43,19/10/2020,6,1421,Round 6
South East,13-17,43,19/10/2020,7,1078,Round 6
South East,18-24,43,19/10/2020,9,706,Round 6
South East,25-34,43,19/10/2020,16,1535,Round 6
South East,35-44,43,19/10/2020,19,2488,Round 6
South East,45-54,43,19/10/2020,25,3337,Round 6
South East,55-64,43,19/10/2020,28,3668,Round 6
South East,65+,43,19/10/2020,27,5739,Round 6
South West,5-12,43,19/10/2020,3,505,Round 6
South West,13-17,43,19/10/2020,4,408,Round 6
South West,18-24,43,19/10/2020,7,269,Round 6
South West,25-34,43,19/10/2020,6,551,Round 6
South West,35-44,43,19/10/2020,9,859,Round 6
South West,45-54,43,19/10/2020,9,1228,Round 6
South West,55-64,43,19/10/2020,10,1472,Round 6
South West,65+,43,19/10/2020,19,2559,Round 6
West Midlands,5-12,43,19/10/2020,7,465,Round 6
West Midlands,13-17,43,19/10/2020,11,441,Round 6
West Midlands,18-24,43,19/10/2020,6,297,Round 6
West Midlands,25-34,43,19/10/2020,9,644,Round 6
West Midlands,35-44,43,19/10/2020,9,906,Round 6
West Midlands,45-54,43,19/10/2020,20,1283,Round 6
West Midlands,55-64,43,19/10/2020,28,1549,Round 6
West Midlands,65+,43,19/10/2020,23,2420,Round 6
Yorkshire and The Humber,5-12,43,19/10/2020,10,333,Round 6
Yorkshire and The Humber,13-17,43,19/10/2020,6,300,Round 6
Yorkshire and The Humber,18-24,43,19/10/2020,2,175,Round 6
Yorkshire and The Humber,25-34,43,19/10/2020,10,490,Round 6
Yorkshire and The Humber,35-44,43,19/10/2020,14,656,Round 6
Yorkshire and The Humber,45-54,43,19/10/2020,25,906,Round 6
Yorkshire and The Humber,55-64,43,19/10/2020,19,1208,Round 6
Yorkshire and The Humber,65+,43,19/10/2020,18,1722,Round 6
East Midlands,5-12,44,26/10/2020,2,417,Round 6
East Midlands,13-17,44,26/10/2020,3,262,Round 6
East Midlands,18-24,44,26/10/2020,2,223,Round 6
East Midlands,25-34,44,26/10/2020,8,560,Round 6
East Midlands,35-44,44,26/10/2020,10,763,Round 6
East Midlands,45-54,44,26/10/2020,8,994,Round 6
East Midlands,55-64,44,26/10/2020,14,1030,Round 6
East Midlands,65+,44,26/10/2020,10,1122,Round 6
East of England,5-12,44,26/10/2020,6,556,Round 6
East of England,13-17,44,26/10/2020,1,316,Round 6
East of England,18-24,44,26/10/2020,1,323,Round 6
East of England,25-34,44,26/10/2020,7,683,Round 6
East of England,35-44,44,26/10/2020,6,973,Round 6
East of England,45-54,44,26/10/2020,13,1155,Round 6
East of England,55-64,44,26/10/2020,10,1201,Round 6
East of England,65+,44,26/10/2020,5,1275,Round 6
London,5-12,44,26/10/2020,5,426,Round 6
London,13-17,44,26/10/2020,2,225,Round 6
London,18-24,44,26/10/2020,3,223,Round 6
London,25-34,44,26/10/2020,9,946,Round 6
London,35-44,44,26/10/2020,9,1108,Round 6
London,45-54,44,26/10/2020,10,944,Round 6
London,55-64,44,26/10/2020,4,790,Round 6
London,65+,44,26/10/2020,3,723,Round 6
North East,5-12,44,26/10/2020,3,102,Round 6
North East,13-17,44,26/10/2020,0,49,Round 6
North East,18-24,44,26/10/2020,4,61,Round 6
North East,25-34,44,26/10/2020,2,154,Round 6
North East,35-44,44,26/10/2020,3,193,Round 6
North East,45-54,44,26/10/2020,3,276,Round 6
North East,55-64,44,26/10/2020,5,309,Round 6
North East,65+,44,26/10/2020,5,308,Round 6
North West,5-12,44,26/10/2020,4,302,Round 6
North West,13-17,44,26/10/2020,8,219,Round 6
North West,18-24,44,26/10/2020,9,209,Round 6
North West,25-34,44,26/10/2020,16,456,Round 6
North West,35-44,44,26/10/2020,12,648,Round 6
North West,45-54,44,26/10/2020,20,953,Round 6
North West,55-64,44,26/10/2020,8,944,Round 6
North West,65+,44,26/10/2020,24,1053,Round 6
South East,5-12,44,26/10/2020,4,818,Round 6
South East,13-17,44,26/10/2020,6,427,Round 6
South East,18-24,44,26/10/2020,6,427,Round 6
South East,25-34,44,26/10/2020,8,1043,Round 6
South East,35-44,44,26/10/2020,11,1492,Round 6
South East,45-54,44,26/10/2020,11,1914,Round 6
South East,55-64,44,26/10/2020,11,1926,Round 6
South East,65+,44,26/10/2020,11,1963,Round 6
South West,5-12,44,26/10/2020,3,344,Round 6
South West,13-17,44,26/10/2020,2,200,Round 6
South West,18-24,44,26/10/2020,2,197,Round 6
South West,25-34,44,26/10/2020,2,489,Round 6
South West,35-44,44,26/10/2020,2,626,Round 6
South West,45-54,44,26/10/2020,6,911,Round 6
South West,55-64,44,26/10/2020,12,970,Round 6
South West,65+,44,26/10/2020,2,1096,Round 6
West Midlands,5-12,44,26/10/2020,1,291,Round 6
West Midlands,13-17,44,26/10/2020,6,177,Round 6
West Midlands,18-24,44,26/10/2020,3,152,Round 6
West Midlands,25-34,44,26/10/2020,4,380,Round 6
West Midlands,35-44,44,26/10/2020,8,548,Round 6
West Midlands,45-54,44,26/10/2020,12,786,Round 6
West Midlands,55-64,44,26/10/2020,13,747,Round 6
West Midlands,65+,44,26/10/2020,8,844,Round 6
Yorkshire and The Humber,5-12,44,26/10/2020,5,197,Round 6
Yorkshire and The Humber,13-17,44,26/10/2020,3,106,Round 6
Yorkshire and The Humber,18-24,44,26/10/2020,4,113,Round 6
Yorkshire and The Humber,25-34,44,26/10/2020,1,290,Round 6
Yorkshire and The Humber,35-44,44,26/10/2020,6,362,Round 6
Yorkshire and The Humber,45-54,44,26/10/2020,7,543,Round 6
Yorkshire and The Humber,55-64,44,26/10/2020,9,550,Round 6
Yorkshire and The Humber,65+,44,26/10/2020,9,592,Round 6
East Midlands,5-12,45,02/11/2020,0,44,Round 6
East Midlands,13-17,45,02/11/2020,1,19,Round 6
East Midlands,18-24,45,02/11/2020,0,34,Round 6
East Midlands,25-34,45,02/11/2020,2,61,Round 6
East Midlands,35-44,45,02/11/2020,1,75,Round 6
East Midlands,45-54,45,02/11/2020,2,91,Round 6
East Midlands,55-64,45,02/11/2020,1,82,Round 6
East Midlands,65+,45,02/11/2020,0,65,Round 6
East of England,5-12,45,02/11/2020,1,56,Round 6
East of England,13-17,45,02/11/2020,0,28,Round 6
East of England,18-24,45,02/11/2020,1,35,Round 6
East of England,25-34,45,02/11/2020,1,84,Round 6
East of England,35-44,45,02/11/2020,0,115,Round 6
East of England,45-54,45,02/11/2020,0,147,Round 6
East of England,55-64,45,02/11/2020,1,122,Round 6
East of England,65+,45,02/11/2020,0,80,Round 6
London,5-12,45,02/11/2020,0,53,Round 6
London,13-17,45,02/11/2020,0,22,Round 6
London,18-24,45,02/11/2020,0,32,Round 6
London,25-34,45,02/11/2020,3,141,Round 6
London,35-44,45,02/11/2020,2,168,Round 6
London,45-54,45,02/11/2020,2,129,Round 6
London,55-64,45,02/11/2020,1,84,Round 6
London,65+,45,02/11/2020,0,50,Round 6
North East,5-12,45,02/11/2020,0,16,Round 6
North East,18-24,45,02/11/2020,0,6,Round 6
North East,25-34,45,02/11/2020,0,13,Round 6
North East,35-44,45,02/11/2020,0,28,Round 6
North East,45-54,45,02/11/2020,1,36,Round 6
North East,55-64,45,02/11/2020,2,26,Round 6
North East,65+,45,02/11/2020,0,20,Round 6
North West,5-12,45,02/11/2020,2,26,Round 6
North West,13-17,45,02/11/2020,0,11,Round 6
North West,18-24,45,02/11/2020,1,16,Round 6
North West,25-34,45,02/11/2020,2,51,Round 6
North West,35-44,45,02/11/2020,0,66,Round 6
North West,45-54,45,02/11/2020,3,100,Round 6
North West,55-64,45,02/11/2020,2,64,Round 6
North West,65+,45,02/11/2020,0,62,Round 6
South East,5-12,45,02/11/2020,1,110,Round 6
South East,13-17,45,02/11/2020,1,43,Round 6
South East,18-24,45,02/11/2020,1,54,Round 6
South East,25-34,45,02/11/2020,5,130,Round 6
South East,35-44,45,02/11/2020,2,228,Round 6
South East,45-54,45,02/11/2020,3,210,Round 6
South East,55-64,45,02/11/2020,1,164,Round 6
South East,65+,45,02/11/2020,2,144,Round 6
South West,5-12,45,02/11/2020,0,35,Round 6
South West,13-17,45,02/11/2020,1,23,Round 6
South West,18-24,45,02/11/2020,2,30,Round 6
South West,25-34,45,02/11/2020,1,64,Round 6
South West,35-44,45,02/11/2020,2,92,Round 6
South West,45-54,45,02/11/2020,0,121,Round 6
South West,55-64,45,02/11/2020,0,84,Round 6
South West,65+,45,02/11/2020,0,76,Round 6
West Midlands,5-12,45,02/11/2020,0,34,Round 6
West Midlands,13-17,45,02/11/2020,1,23,Round 6
West Midlands,18-24,45,02/11/2020,0,28,Round 6
West Midlands,25-34,45,02/11/2020,2,46,Round 6
West Midlands,35-44,45,02/11/2020,0,79,Round 6
West Midlands,45-54,45,02/11/2020,3,98,Round 6
West Midlands,55-64,45,02/11/2020,0,77,Round 6
West Midlands,65+,45,02/11/2020,1,54,Round 6
Yorkshire and The Humber,5-12,45,02/11/2020,0,16,Round 6
Yorkshire and The Humber,13-17,45,02/11/2020,0,8,Round 6
Yorkshire and The Humber,18-24,45,02/11/2020,0,5,Round 6
Yorkshire and The Humber,25-34,45,02/11/2020,0,28,Round 6
Yorkshire and The Humber,35-44,45,02/11/2020,1,42,Round 6
Yorkshire and The Humber,45-54,45,02/11/2020,2,50,Round 6
Yorkshire and The Humber,55-64,45,02/11/2020,0,32,Round 6
Yorkshire and The Humber,65+,45,02/11/2020,1,30,Round 6
East Midlands,5-12,46,09/11/2020,0,19,Round 7
East Midlands,13-17,46,09/11/2020,2,21,Round 7
East Midlands,18-24,46,09/11/2020,2,15,Round 7
East Midlands,25-34,46,09/11/2020,0,19,Round 7
East Midlands,35-44,46,09/11/2020,0,14,Round 7
East Midlands,45-54,46,09/11/2020,1,17,Round 7
East Midlands,55-64,46,09/11/2020,1,27,Round 7
East Midlands,65+,46,09/11/2020,0,85,Round 7
East of England,5-12,46,09/11/2020,0,18,Round 7
East of England,13-17,46,09/11/2020,0,23,Round 7
East of England,18-24,46,09/11/2020,0,16,Round 7
East of England,25-34,46,09/11/2020,0,21,Round 7
East of England,35-44,46,09/11/2020,0,19,Round 7
East of England,45-54,46,09/11/2020,0,30,Round 7
East of England,55-64,46,09/11/2020,0,37,Round 7
East of England,65+,46,09/11/2020,0,85,Round 7
London,5-12,46,09/11/2020,0,10,Round 7
London,13-17,46,09/11/2020,0,12,Round 7
London,18-24,46,09/11/2020,0,6,Round 7
London,25-34,46,09/11/2020,0,14,Round 7
London,35-44,46,09/11/2020,0,12,Round 7
London,45-54,46,09/11/2020,0,15,Round 7
London,55-64,46,09/11/2020,0,20,Round 7
London,65+,46,09/11/2020,0,27,Round 7
North East,5-12,46,09/11/2020,0,3,Round 7
North East,13-17,46,09/11/2020,0,1,Round 7
North East,18-24,46,09/11/2020,0,2,Round 7
North East,25-34,46,09/11/2020,0,4,Round 7
North East,35-44,46,09/11/2020,0,3,Round 7
North East,45-54,46,09/11/2020,0,3,Round 7
North East,55-64,46,09/11/2020,0,3,Round 7
North East,65+,46,09/11/2020,0,9,Round 7
North West,5-12,46,09/11/2020,0,12,Round 7
North West,13-17,46,09/11/2020,0,17,Round 7
North West,18-24,46,09/11/2020,0,16,Round 7
North West,25-34,46,09/11/2020,0,16,Round 7
North West,35-44,46,09/11/2020,0,23,Round 7
North West,45-54,46,09/11/2020,0,27,Round 7
North West,55-64,46,09/11/2020,1,29,Round 7
North West,65+,46,09/11/2020,1,84,Round 7
South East,5-12,46,09/11/2020,1,29,Round 7
South East,13-17,46,09/11/2020,0,22,Round 7
South East,18-24,46,09/11/2020,0,19,Round 7
South East,25-34,46,09/11/2020,0,17,Round 7
South East,35-44,46,09/11/2020,0,23,Round 7
South East,45-54,46,09/11/2020,0,32,Round 7
South East,55-64,46,09/11/2020,0,38,Round 7
South East,65+,46,09/11/2020,1,91,Round 7
South West,5-12,46,09/11/2020,0,11,Round 7
South West,13-17,46,09/11/2020,0,14,Round 7
South West,18-24,46,09/11/2020,0,10,Round 7
South West,25-34,46,09/11/2020,0,15,Round 7
South West,35-44,46,09/11/2020,0,10,Round 7
South West,45-54,46,09/11/2020,0,12,Round 7
South West,55-64,46,09/11/2020,0,17,Round 7
South West,65+,46,09/11/2020,0,53,Round 7
West Midlands,5-12,46,09/11/2020,0,14,Round 7
West Midlands,13-17,46,09/11/2020,1,14,Round 7
West Midlands,18-24,46,09/11/2020,0,6,Round 7
West Midlands,25-34,46,09/11/2020,0,15,Round 7
West Midlands,35-44,46,09/11/2020,0,22,Round 7
West Midlands,45-54,46,09/11/2020,1,21,Round 7
West Midlands,55-64,46,09/11/2020,0,25,Round 7
West Midlands,65+,46,09/11/2020,2,52,Round 7
Yorkshire and The Humber,5-12,46,09/11/2020,0,9,Round 7
Yorkshire and The Humber,13-17,46,09/11/2020,0,12,Round 7
Yorkshire and The Humber,18-24,46,09/11/2020,0,4,Round 7
Yorkshire and The Humber,25-34,46,09/11/2020,0,10,Round 7
Yorkshire and The Humber,35-44,46,09/11/2020,1,11,Round 7
Yorkshire and The Humber,45-54,46,09/11/2020,0,18,Round 7
Yorkshire and The Humber,55-64,46,09/11/2020,0,27,Round 7
Yorkshire and The Humber,65+,46,09/11/2020,1,58,Round 7
East Midlands,5-12,47,16/11/2020,13,949,Round 7
East Midlands,13-17,47,16/11/2020,19,943,Round 7
East Midlands,18-24,47,16/11/2020,13,533,Round 7
East Midlands,25-34,47,16/11/2020,9,1155,Round 7
East Midlands,35-44,47,16/11/2020,11,1536,Round 7
East Midlands,45-54,47,16/11/2020,30,2333,Round 7
East Midlands,55-64,47,16/11/2020,28,2799,Round 7
East Midlands,65+,47,16/11/2020,19,4451,Round 7
East of England,5-12,47,16/11/2020,9,1150,Round 7
East of England,13-17,47,16/11/2020,12,1027,Round 7
East of England,18-24,47,16/11/2020,6,617,Round 7
East of England,25-34,47,16/11/2020,8,1184,Round 7
East of England,35-44,47,16/11/2020,6,1830,Round 7
East of England,45-54,47,16/11/2020,11,2471,Round 7
East of England,55-64,47,16/11/2020,9,2823,Round 7
East of England,65+,47,16/11/2020,14,4603,Round 7
London,5-12,47,16/11/2020,9,676,Round 7
London,13-17,47,16/11/2020,10,552,Round 7
London,18-24,47,16/11/2020,9,407,Round 7
London,25-34,47,16/11/2020,10,1220,Round 7
London,35-44,47,16/11/2020,16,1416,Round 7
London,45-54,47,16/11/2020,10,1419,Round 7
London,55-64,47,16/11/2020,3,1328,Round 7
London,65+,47,16/11/2020,1,1666,Round 7
North East,5-12,47,16/11/2020,1,199,Round 7
North East,13-17,47,16/11/2020,4,183,Round 7
North East,18-24,47,16/11/2020,3,129,Round 7
