region,age_group,react_week_number,react_week_start_date,number_positive,number_samples,round
Yorkshire and The Humber,13-17,58,01/02/2021,0,79,Round 9
Yorkshire and The Humber,18-24,58,01/02/2021,1,54,Round 9
Yorkshire and The Humber,25-34,58,01/02/2021,0,89,Round 9
Yorkshire and The Humber,35-44,58,01/02/2021,1,133,Round 9
Yorkshire and The Humber,45-54,58,01/02/2021,1,169,Round 9
Yorkshire and The Humber,55-64,58,01/02/2021,1,231,Round 9
Yorkshire and The Humber,65+,58,01/02/2021,3,388,Round 9
East Midlands,5-12,59,08/02/2021,9,994,Round 9
East Midlands,13-17,59,08/02/2021,2,766,Round 9
East Midlands,18-24,59,08/02/2021,7,417,Round 9
East Midlands,25-34,59,08/02/2021,9,961,Round 9
East Midlands,35-44,59,08/02/2021,8,1301,Round 9
East Midlands,45-54,59,08/02/2021,15,1896,Round 9
East Midlands,55-64,59,08/02/2021,11,2499,Round 9
East Midlands,65+,59,08/02/2021,4,3349,Round 9
East of England,5-12,59,08/02/2021,9,1014,Round 9
East of England,13-17,59,08/02/2021,1,829,Round 9
East of England,18-24,59,08/02/2021,6,481,Round 9
East of England,25-34,59,08/02/2021,8,1010,Round 9
East of England,35-44,59,08/02/2021,5,1525,Round 9
East of England,45-54,59,08/02/2021,10,1919,Round 9
East of England,55-64,59,08/02/2021,10,2343,Round 9
East of England,65+,59,08/02/2021,8,3313,Round 9
London,5-12,59,08/02/2021,5,718,Round 9
London,13-17,59,08/02/2021,2,554,Round 9
London,18-24,59,08/02/2021,2,359,Round 9
London,25-34,59,08/02/2021,5,1102,Round 9
London,35-44,59,08/02/2021,7,1257,Round 9
London,45-54,59,08/02/2021,5,1209,Round 9
London,55-64,59,08/02/2021,8,1148,Round 9
London,65+,59,08/02/2021,5,1291,Round 9
North East,5-12,59,08/02/2021,3,203,Round 9
North East,13-17,59,08/02/2021,5,193,Round 9
North East,18-24,59,08/02/2021,1,122,Round 9
North East,25-34,59,08/02/2021,1,266,Round 9
North East,35-44,59,08/02/2021,2,372,Round 9
North East,45-54,59,08/02/2021,2,461,Round 9
North East,55-64,59,08/02/2021,6,652,Round 9
North East,65+,59,08/02/2021,3,889,Round 9
North West,5-12,59,08/02/2021,11,742,Round 9
North West,13-17,59,08/02/2021,5,712,Round 9
North West,18-24,59,08/02/2021,3,411,Round 9
North West,25-34,59,08/02/2021,7,788,Round 9
North West,35-44,59,08/02/2021,6,1159,Round 9
North West,45-54,59,08/02/2021,9,1682,Round 9
North West,55-64,59,08/02/2021,12,2248,Round 9
North West,65+,59,08/02/2021,10,3092,Round 9
South East,5-12,59,08/02/2021,5,1654,Round 9
South East,13-17,59,08/02/2021,4,1369,Round 9
South East,18-24,59,08/02/2021,5,778,Round 9
South East,25-34,59,08/02/2021,4,1424,Round 9
South East,35-44,59,08/02/2021,9,2328,Round 9
South East,45-54,59,08/02/2021,10,3242,Round 9
South East,55-64,59,08/02/2021,12,3906,Round 9
South East,65+,59,08/02/2021,15,5191,Round 9
South West,5-12,59,08/02/2021,0,660,Round 9
South West,13-17,59,08/02/2021,2,546,Round 9
South West,18-24,59,08/02/2021,0,302,Round 9
South West,25-34,59,08/02/2021,1,606,Round 9
South West,35-44,59,08/02/2021,1,915,Round 9
South West,45-54,59,08/02/2021,6,1338,Round 9
South West,55-64,59,08/02/2021,4,1768,Round 9
South West,65+,59,08/02/2021,5,2666,Round 9
West Midlands,5-12,59,08/02/2021,4,663,Round 9
West Midlands,13-17,59,08/02/2021,3,593,Round 9
West Midlands,18-24,59,08/02/2021,3,318,Round 9
West Midlands,25-34,59,08/02/2021,4,670,Round 9
West Midlands,35-44,59,08/02/2021,6,972,Round 9
West Midlands,45-54,59,08/02/2021,3,1358,Round 9
West Midlands,55-64,59,08/02/2021,6,1785,Round 9
West Midlands,65+,59,08/02/2021,4,2350,Round 9
Yorkshire and The Humber,5-12,59,08/02/2021,3,474,Round 9
Yorkshire and The Humber,13-17,59,08/02/2021,3,408,Round 9
Yorkshire and The Humber,18-24,59,08/02/2021,1,225,Round 9
Yorkshire and The Humber,25-34,59,08/02/2021,3,475,Round 9
Yorkshire and The Humber,35-44,59,08/02/2021,0,643,Round 9
Yorkshire and The Humber,45-54,59,08/02/2021,7,976,Round 9
Yorkshire and The Humber,55-64,59,08/02/2021,4,1323,Round 9
Yorkshire and The Humber,65+,59,08/02/2021,5,1763,Round 9
East Midlands,5-12,60,15/02/2021,2,534,Round 9
East Midlands,13-17,60,15/02/2021,0,302,Round 9
East Midlands,18-24,60,15/02/2021,1,260,Round 9
East Midlands,25-34,60,15/02/2021,0,602,Round 9
East Midlands,35-44,60,15/02/2021,6,810,Round 9
East Midlands,45-54,60,15/02/2021,7,1148,Round 9
East Midlands,55-64,60,15/02/2021,5,1199,Round 9
East Midlands,65+,60,15/02/2021,1,1217,Round 9
East of England,5-12,60,15/02/2021,3,772,Round 9
East of England,13-17,60,15/02/2021,1,401,Round 9
East of England,18-24,60,15/02/2021,1,340,Round 9
East of England,25-34,60,15/02/2021,0,783,Round 9
East of England,35-44,60,15/02/2021,3,1164,Round 9
East of England,45-54,60,15/02/2021,3,1528,Round 9
East of England,55-64,60,15/02/2021,4,1503,Round 9
East of England,65+,60,15/02/2021,2,1601,Round 9
London,5-12,60,15/02/2021,2,582,Round 9
London,13-17,60,15/02/2021,1,261,Round 9
London,18-24,60,15/02/2021,0,263,Round 9
London,25-34,60,15/02/2021,6,993,Round 9
London,35-44,60,15/02/2021,10,1217,Round 9
London,45-54,60,15/02/2021,10,1107,Round 9
London,55-64,60,15/02/2021,8,918,Round 9
London,65+,60,15/02/2021,3,841,Round 9
North East,5-12,60,15/02/2021,1,159,Round 9
North East,13-17,60,15/02/2021,0,89,Round 9
North East,18-24,60,15/02/2021,0,72,Round 9
North East,25-34,60,15/02/2021,1,172,Round 9
North East,35-44,60,15/02/2021,2,254,Round 9
North East,45-54,60,15/02/2021,4,357,Round 9
North East,55-64,60,15/02/2021,2,401,Round 9
North East,65+,60,15/02/2021,1,379,Round 9
North West,5-12,60,15/02/2021,2,497,Round 9
North West,13-17,60,15/02/2021,0,279,Round 9
North West,18-24,60,15/02/2021,1,233,Round 9
North West,25-34,60,15/02/2021,6,583,Round 9
North West,35-44,60,15/02/2021,1,819,Round 9
North West,45-54,60,15/02/2021,4,1151,Round 9
North West,55-64,60,15/02/2021,2,1220,Round 9
North West,65+,60,15/02/2021,2,1218,Round 9
South East,5-12,60,15/02/2021,3,1087,Round 9
South East,13-17,60,15/02/2021,2,565,Round 9
South East,18-24,60,15/02/2021,4,522,Round 9
South East,25-34,60,15/02/2021,3,1111,Round 9
South East,35-44,60,15/02/2021,8,1799,Round 9
South East,45-54,60,15/02/2021,8,2302,Round 9
South East,55-64,60,15/02/2021,6,2250,Round 9
South East,65+,60,15/02/2021,3,2295,Round 9
South West,5-12,60,15/02/2021,1,446,Round 9
South West,13-17,60,15/02/2021,1,252,Round 9
South West,18-24,60,15/02/2021,0,248,Round 9
South West,25-34,60,15/02/2021,0,498,Round 9
South West,35-44,60,15/02/2021,1,741,Round 9
South West,45-54,60,15/02/2021,1,1008,Round 9
South West,55-64,60,15/02/2021,3,1084,Round 9
South West,65+,60,15/02/2021,1,1138,Round 9
West Midlands,5-12,60,15/02/2021,1,389,Round 9
West Midlands,13-17,60,15/02/2021,2,214,Round 9
West Midlands,18-24,60,15/02/2021,1,190,Round 9
West Midlands,25-34,60,15/02/2021,0,433,Round 9
West Midlands,35-44,60,15/02/2021,5,700,Round 9
West Midlands,45-54,60,15/02/2021,5,924,Round 9
West Midlands,55-64,60,15/02/2021,3,895,Round 9
West Midlands,65+,60,15/02/2021,3,929,Round 9
Yorkshire and The Humber,5-12,60,15/02/2021,0,254,Round 9
Yorkshire and The Humber,13-17,60,15/02/2021,1,180,Round 9
Yorkshire and The Humber,18-24,60,15/02/2021,0,159,Round 9
Yorkshire and The Humber,25-34,60,15/02/2021,0,304,Round 9
Yorkshire and The Humber,35-44,60,15/02/2021,2,489,Round 9
Yorkshire and The Humber,45-54,60,15/02/2021,3,661,Round 9
Yorkshire and The Humber,55-64,60,15/02/2021,1,687,Round 9
Yorkshire and The Humber,65+,60,15/02/2021,1,747,Round 9
East Midlands,5-12,61,22/02/2021,1,39,Round 9
East Midlands,13-17,61,22/02/2021,0,21,Round 9
East Midlands,18-24,61,22/02/2021,0,25,Round 9
East Midlands,25-34,61,22/02/2021,0,50,Round 9
East Midlands,35-44,61,22/02/2021,0,53,Round 9
East Midlands,45-54,61,22/02/2021,1,75,Round 9
East Midlands,55-64,61,22/02/2021,0,59,Round 9
East Midlands,65+,61,22/02/2021,0,41,Round 9
East of England,5-12,61,22/02/2021,0,47,Round 9
East of England,13-17,61,22/02/2021,0,16,Round 9
East of England,18-24,61,22/02/2021,0,36,Round 9
East of England,25-34,61,22/02/2021,0,65,Round 9
East of England,35-44,61,22/02/2021,0,99,Round 9
East of England,45-54,61,22/02/2021,0,92,Round 9
East of England,55-64,61,22/02/2021,1,72,Round 9
East of England,65+,61,22/02/2021,0,48,Round 9
London,5-12,61,22/02/2021,0,61,Round 9
London,13-17,61,22/02/2021,0,14,Round 9
London,18-24,61,22/02/2021,0,29,Round 9
London,25-34,61,22/02/2021,0,94,Round 9
London,35-44,61,22/02/2021,0,126,Round 9
London,45-54,61,22/02/2021,1,97,Round 9
London,55-64,61,22/02/2021,2,50,Round 9
London,65+,61,22/02/2021,0,33,Round 9
North East,5-12,61,22/02/2021,0,12,Round 9
North East,13-17,61,22/02/2021,0,4,Round 9
North East,18-24,61,22/02/2021,0,7,Round 9
North East,25-34,61,22/02/2021,0,20,Round 9
North East,35-44,61,22/02/2021,0,26,Round 9
North East,45-54,61,22/02/2021,0,32,Round 9
North East,55-64,61,22/02/2021,0,28,Round 9
North East,65+,61,22/02/2021,0,9,Round 9
North West,5-12,61,22/02/2021,0,39,Round 9
North West,13-17,61,22/02/2021,0,16,Round 9
North West,18-24,61,22/02/2021,0,15,Round 9
North West,25-34,61,22/02/2021,1,46,Round 9
North West,35-44,61,22/02/2021,1,74,Round 9
North West,45-54,61,22/02/2021,0,80,Round 9
North West,55-64,61,22/02/2021,0,61,Round 9
North West,65+,61,22/02/2021,1,38,Round 9
South East,5-12,61,22/02/2021,1,76,Round 9
South East,13-17,61,22/02/2021,0,51,Round 9
South East,18-24,61,22/02/2021,0,34,Round 9
South East,25-34,61,22/02/2021,0,101,Round 9
South East,35-44,61,22/02/2021,0,167,Round 9
South East,45-54,61,22/02/2021,2,180,Round 9
South East,55-64,61,22/02/2021,0,109,Round 9
South East,65+,61,22/02/2021,1,77,Round 9
South West,5-12,61,22/02/2021,0,34,Round 9
South West,13-17,61,22/02/2021,0,21,Round 9
South West,18-24,61,22/02/2021,0,25,Round 9
South West,25-34,61,22/02/2021,0,56,Round 9
South West,35-44,61,22/02/2021,0,63,Round 9
South West,45-54,61,22/02/2021,0,97,Round 9
South West,55-64,61,22/02/2021,0,66,Round 9
South West,65+,61,22/02/2021,0,44,Round 9
West Midlands,5-12,61,22/02/2021,1,36,Round 9
West Midlands,13-17,61,22/02/2021,0,14,Round 9
West Midlands,18-24,61,22/02/2021,0,23,Round 9
West Midlands,25-34,61,22/02/2021,0,44,Round 9
West Midlands,35-44,61,22/02/2021,0,56,Round 9
West Midlands,45-54,61,22/02/2021,0,82,Round 9
West Midlands,55-64,61,22/02/2021,0,58,Round 9
West Midlands,65+,61,22/02/2021,0,26,Round 9
Yorkshire and The Humber,5-12,61,22/02/2021,0,23,Round 9
Yorkshire and The Humber,13-17,61,22/02/2021,0,9,Round 9
Yorkshire and The Humber,18-24,61,22/02/2021,1,12,Round 9
Yorkshire and The Humber,25-34,61,22/02/2021,0,37,Round 9
Yorkshire and The Humber,35-44,61,22/02/2021,0,31,Round 9
Yorkshire and The Humber,45-54,61,22/02/2021,0,50,Round 9
Yorkshire and The Humber,55-64,61,22/02/2021,0,29,Round 9
Yorkshire and The Humber,65+,61,22/02/2021,0,16,Round 9
East Midlands,5-12,63,08/03/2021,1,154,Round 10
East Midlands,13-17,63,08/03/2021,0,177,Round 10
East Midlands,18-24,63,08/03/2021,0,99,Round 10
East Midlands,25-34,63,08/03/2021,1,153,Round 10
East Midlands,35-44,63,08/03/2021,0,218,Round 10
East Midlands,45-54,63,08/03/2021,1,272,Round 10
East Midlands,55-64,63,08/03/2021,2,398,Round 10
East Midlands,65+,63,08/03/2021,0,701,Round 10
East of England,5-12,63,08/03/2021,0,161,Round 10
East of England,13-17,63,08/03/2021,1,184,Round 10
East of England,18-24,63,08/03/2021,0,120,Round 10
East of England,25-34,63,08/03/2021,1,147,Round 10
East of England,35-44,63,08/03/2021,0,194,Round 10
East of England,45-54,63,08/03/2021,1,289,Round 10
East of England,55-64,63,08/03/2021,1,380,Round 10
East of England,65+,63,08/03/2021,0,662,Round 10
London,5-12,63,08/03/2021,1,85,Round 10
London,13-17,63,08/03/2021,0,127,Round 10
London,18-24,63,08/03/2021,0,87,Round 10
London,25-34,63,08/03/2021,0,141,Round 10
London,35-44,63,08/03/2021,1,148,Round 10
London,45-54,63,08/03/2021,0,165,Round 10
London,55-64,63,08/03/2021,0,166,Round 10
London,65+,63,08/03/2021,0,213,Round 10
North East,5-12,63,08/03/2021,2,30,Round 10
North East,13-17,63,08/03/2021,0,33,Round 10
North East,18-24,63,08/03/2021,1,26,Round 10
North East,25-34,63,08/03/2021,0,39,Round 10
North East,35-44,63,08/03/2021,0,46,Round 10
North East,45-54,63,08/03/2021,0,60,Round 10
North East,55-64,63,08/03/2021,0,94,Round 10
North East,65+,63,08/03/2021,1,177,Round 10
North West,5-12,63,08/03/2021,2,121,Round 10
North West,13-17,63,08/03/2021,0,162,Round 10
North West,18-24,63,08/03/2021,0,100,Round 10
North West,25-34,63,08/03/2021,1,140,Round 10
North West,35-44,63,08/03/2021,0,167,Round 10
North West,45-54,63,08/03/2021,2,227,Round 10
North West,55-64,63,08/03/2021,3,333,Round 10
North West,65+,63,08/03/2021,1,663,Round 10
South East,5-12,63,08/03/2021,0,233,Round 10
South East,13-17,63,08/03/2021,1,270,Round 10
South East,18-24,63,08/03/2021,0,125,Round 10
South East,25-34,63,08/03/2021,0,221,Round 10
South East,35-44,63,08/03/2021,1,266,Round 10
South East,45-54,63,08/03/2021,0,412,Round 10
South East,55-64,63,08/03/2021,0,584,Round 10
South East,65+,63,08/03/2021,0,967,Round 10
South West,5-12,63,08/03/2021,0,109,Round 10
South West,13-17,63,08/03/2021,0,129,Round 10
South West,18-24,63,08/03/2021,0,86,Round 10
South West,25-34,63,08/03/2021,0,105,Round 10
South West,35-44,63,08/03/2021,1,143,Round 10
South West,45-54,63,08/03/2021,1,203,Round 10
South West,55-64,63,08/03/2021,1,272,Round 10
South West,65+,63,08/03/2021,0,492,Round 10
West Midlands,5-12,63,08/03/2021,0,114,Round 10
West Midlands,13-17,63,08/03/2021,0,146,Round 10
West Midlands,18-24,63,08/03/2021,0,75,Round 10
West Midlands,25-34,63,08/03/2021,1,88,Round 10
West Midlands,35-44,63,08/03/2021,0,151,Round 10
West Midlands,45-54,63,08/03/2021,0,184,Round 10
West Midlands,55-64,63,08/03/2021,1,261,Round 10
West Midlands,65+,63,08/03/2021,1,444,Round 10
Yorkshire and The Humber,5-12,63,08/03/2021,0,89,Round 10
Yorkshire and The Humber,13-17,63,08/03/2021,3,88,Round 10
Yorkshire and The Humber,18-24,63,08/03/2021,0,55,Round 10
Yorkshire and The Humber,25-34,63,08/03/2021,0,77,Round 10
Yorkshire and The Humber,35-44,63,08/03/2021,0,107,Round 10
Yorkshire and The Humber,45-54,63,08/03/2021,3,144,Round 10
Yorkshire and The Humber,55-64,63,08/03/2021,0,215,Round 10
Yorkshire and The Humber,65+,63,08/03/2021,0,351,Round 10
East Midlands,5-12,64,15/03/2021,2,767,Round 10
East Midlands,13-17,64,15/03/2021,0,602,Round 10
East Midlands,18-24,64,15/03/2021,0,379,Round 10
East Midlands,25-34,64,15/03/2021,1,737,Round 10
East Midlands,35-44,64,15/03/2021,6,1070,Round 10
East Midlands,45-54,64,15/03/2021,2,1563,Round 10
East Midlands,55-64,64,15/03/2021,4,1972,Round 10
East Midlands,65+,64,15/03/2021,3,3272,Round 10
East of England,5-12,64,15/03/2021,3,795,Round 10
East of England,13-17,64,15/03/2021,0,606,Round 10
East of England,18-24,64,15/03/2021,0,433,Round 10
East of England,25-34,64,15/03/2021,2,815,Round 10
East of England,35-44,64,15/03/2021,3,1220,Round 10
East of England,45-54,64,15/03/2021,2,1722,Round 10
East of England,55-64,64,15/03/2021,1,2196,Round 10
East of England,65+,64,15/03/2021,4,3745,Round 10
London,5-12,64,15/03/2021,3,583,Round 10
London,13-17,64,15/03/2021,0,391,Round 10
London,18-24,64,15/03/2021,0,299,Round 10
London,25-34,64,15/03/2021,1,1059,Round 10
London,35-44,64,15/03/2021,2,1179,Round 10
London,45-54,64,15/03/2021,1,1108,Round 10
London,55-64,64,15/03/2021,1,995,Round 10
London,65+,64,15/03/2021,0,1437,Round 10
North East,5-12,64,15/03/2021,1,181,Round 10
North East,13-17,64,15/03/2021,0,154,Round 10
North East,18-24,64,15/03/2021,1,112,Round 10
North East,25-34,64,15/03/2021,0,227,Round 10
North East,35-44,64,15/03/2021,0,282,Round 10
North East,45-54,64,15/03/2021,1,379,Round 10
North East,55-64,64,15/03/2021,2,571,Round 10
North East,65+,64,15/03/2021,1,905,Round 10
North West,5-12,64,15/03/2021,1,577,Round 10
North West,13-17,64,15/03/2021,1,524,Round 10
North West,18-24,64,15/03/2021,1,324,Round 10
North West,25-34,64,15/03/2021,0,649,Round 10
North West,35-44,64,15/03/2021,4,931,Round 10
North West,45-54,64,15/03/2021,3,1316,Round 10
North West,55-64,64,15/03/2021,5,1794,Round 10
North West,65+,64,15/03/2021,2,2924,Round 10
South East,5-12,64,15/03/2021,2,1324,Round 10
South East,13-17,64,15/03/2021,3,1078,Round 10
South East,18-24,64,15/03/2021,0,666,Round 10
South East,25-34,64,15/03/2021,1,1232,Round 10
South East,35-44,64,15/03/2021,0,1933,Round 10
South East,45-54,64,15/03/2021,1,2751,Round 10
South East,55-64,64,15/03/2021,1,3162,Round 10
South East,65+,64,15/03/2021,2,5454,Round 10
South West,5-12,64,15/03/2021,1,496,Round 10
South West,13-17,64,15/03/2021,0,437,Round 10
South West,18-24,64,15/03/2021,0,237,Round 10
South West,25-34,64,15/03/2021,0,477,Round 10
South West,35-44,64,15/03/2021,0,728,Round 10
South West,45-54,64,15/03/2021,0,1120,Round 10
South West,55-64,64,15/03/2021,1,1453,Round 10
South West,65+,64,15/03/2021,5,2694,Round 10
West Midlands,5-12,64,15/03/2021,2,515,Round 10
West Midlands,13-17,64,15/03/2021,0,432,Round 10
West Midlands,18-24,64,15/03/2021,3,268,Round 10
West Midlands,25-34,64,15/03/2021,2,526,Round 10
West Midlands,35-44,64,15/03/2021,1,749,Round 10
West Midlands,45-54,64,15/03/2021,2,1066,Round 10
West Midlands,55-64,64,15/03/2021,3,1338,Round 10
West Midlands,65+,64,15/03/2021,3,2426,Round 10
Yorkshire and The Humber,5-12,64,15/03/2021,1,354,Round 10
Yorkshire and The Humber,13-17,64,15/03/2021,1,307,Round 10
Yorkshire and The Humber,18-24,64,15/03/2021,2,238,Round 10
Yorkshire and The Humber,25-34,64,15/03/2021,1,395,Round 10
Yorkshire and The Humber,35-44,64,15/03/2021,5,568,Round 10
Yorkshire and The Humber,45-54,64,15/03/2021,0,844,Round 10
Yorkshire and The Humber,55-64,64,15/03/2021,0,1048,Round 10
Yorkshire and The Humber,65+,64,15/03/2021,1,1849,Round 10
East Midlands,5-12,65,22/03/2021,1,416,Round 10
East Midlands,13-17,65,22/03/2021,1,234,Round 10
East Midlands,18-24,65,22/03/2021,0,212,Round 10
East Midlands,25-34,65,22/03/2021,0,482,Round 10
East Midlands,35-44,65,22/03/2021,1,676,Round 10
East Midlands,45-54,65,22/03/2021,2,909,Round 10
East Midlands,55-64,65,22/03/2021,2,966,Round 10
East Midlands,65+,65,22/03/2021,1,1121,Round 10
East of England,5-12,65,22/03/2021,2,520,Round 10
East of England,13-17,65,22/03/2021,1,274,Round 10
East of England,18-24,65,22/03/2021,0,251,Round 10
East of England,25-34,65,22/03/2021,1,579,Round 10
East of England,35-44,65,22/03/2021,0,922,Round 10
East of England,45-54,65,22/03/2021,1,1045,Round 10
East of England,55-64,65,22/03/2021,1,1105,Round 10
East of England,65+,65,22/03/2021,2,1284,Round 10
London,5-12,65,22/03/2021,1,487,Round 10
London,13-17,65,22/03/2021,0,206,Round 10
London,18-24,65,22/03/2021,0,239,Round 10
London,25-34,65,22/03/2021,2,881,Round 10
London,35-44,65,22/03/2021,2,1068,Round 10
London,45-54,65,22/03/2021,2,912,Round 10
London,55-64,65,22/03/2021,1,794,Round 10
London,65+,65,22/03/2021,2,751,Round 10
North East,5-12,65,22/03/2021,1,114,Round 10
North East,13-17,65,22/03/2021,0,46,Round 10
North East,18-24,65,22/03/2021,0,65,Round 10
North East,25-34,65,22/03/2021,1,163,Round 10
North East,35-44,65,22/03/2021,2,224,Round 10
North East,45-54,65,22/03/2021,0,266,Round 10
North East,55-64,65,22/03/2021,1,293,Round 10
North East,65+,65,22/03/2021,1,331,Round 10
North West,5-12,65,22/03/2021,1,404,Round 10
North West,13-17,65,22/03/2021,2,191,Round 10
North West,18-24,65,22/03/2021,2,211,Round 10
North West,25-34,65,22/03/2021,0,467,Round 10
North West,35-44,65,22/03/2021,1,626,Round 10
North West,45-54,65,22/03/2021,5,897,Round 10
North West,55-64,65,22/03/2021,2,975,Round 10
North West,65+,65,22/03/2021,1,1050,Round 10
South East,5-12,65,22/03/2021,0,875,Round 10
South East,13-17,65,22/03/2021,0,430,Round 10
South East,18-24,65,22/03/2021,0,412,Round 10
South East,25-34,65,22/03/2021,0,873,Round 10
South East,35-44,65,22/03/2021,2,1530,Round 10
South East,45-54,65,22/03/2021,3,1722,Round 10
South East,55-64,65,22/03/2021,0,1819,Round 10
South East,65+,65,22/03/2021,1,2078,Round 10
South West,5-12,65,22/03/2021,0,358,Round 10
South West,13-17,65,22/03/2021,0,210,Round 10
South West,18-24,65,22/03/2021,0,215,Round 10
South West,25-34,65,22/03/2021,1,444,Round 10
South West,35-44,65,22/03/2021,0,630,Round 10
South West,45-54,65,22/03/2021,0,829,Round 10
South West,55-64,65,22/03/2021,3,875,Round 10
South West,65+,65,22/03/2021,0,1012,Round 10
West Midlands,5-12,65,22/03/2021,0,338,Round 10
West Midlands,13-17,65,22/03/2021,0,170,Round 10
West Midlands,18-24,65,22/03/2021,1,139,Round 10
West Midlands,25-34,65,22/03/2021,0,366,Round 10
West Midlands,35-44,65,22/03/2021,0,561,Round 10
West Midlands,45-54,65,22/03/2021,3,699,Round 10
West Midlands,55-64,65,22/03/2021,1,697,Round 10
West Midlands,65+,65,22/03/2021,0,843,Round 10
Yorkshire and The Humber,5-12,65,22/03/2021,4,224,Round 10
Yorkshire and The Humber,13-17,65,22/03/2021,0,129,Round 10
Yorkshire and The Humber,18-24,65,22/03/2021,0,126,Round 10
Yorkshire and The Humber,25-34,65,22/03/2021,2,256,Round 10
Yorkshire and The Humber,35-44,65,22/03/2021,2,356,Round 10
Yorkshire and The Humber,45-54,65,22/03/2021,0,497,Round 10
Yorkshire and The Humber,55-64,65,22/03/2021,2,521,Round 10
Yorkshire and The Humber,65+,65,22/03/2021,1,580,Round 10
East Midlands,5-12,66,29/03/2021,1,38,Round 10
East Midlands,13-17,66,29/03/2021,0,12,Round 10
East Midlands,18-24,66,29/03/2021,0,14,Round 10
East Midlands,25-34,66,29/03/2021,1,51,Round 10
East Midlands,35-44,66,29/03/2021,0,72,Round 10
East Midlands,45-54,66,29/03/2021,0,72,Round 10
East Midlands,55-64,66,29/03/2021,0,56,Round 10
East Midlands,65+,66,29/03/2021,1,51,Round 10
East of England,5-12,66,29/03/2021,0,49,Round 10
East of England,13-17,66,29/03/2021,0,16,Round 10
East of England,18-24,66,29/03/2021,0,37,Round 10
East of England,25-34,66,29/03/2021,0,56,Round 10
East of England,35-44,66,29/03/2021,0,71,Round 10
East of England,45-54,66,29/03/2021,0,96,Round 10
East of England,55-64,66,29/03/2021,0,74,Round 10
East of England,65+,66,29/03/2021,0,46,Round 10
London,5-12,66,29/03/2021,0,50,Round 10
London,13-17,66,29/03/2021,0,15,Round 10
London,18-24,66,29/03/2021,2,30,Round 10
London,25-34,66,29/03/2021,0,84,Round 10
London,35-44,66,29/03/2021,0,100,Round 10
London,45-54,66,29/03/2021,0,70,Round 10
London,55-64,66,29/03/2021,0,44,Round 10
London,65+,66,29/03/2021,0,37,Round 10
North East,5-12,66,29/03/2021,0,8,Round 10
North East,13-17,66,29/03/2021,0,4,Round 10
North East,18-24,66,29/03/2021,0,9,Round 10
North East,25-34,66,29/03/2021,0,14,Round 10
North East,35-44,66,29/03/2021,0,22,Round 10
North East,45-54,66,29/03/2021,0,23,Round 10
North East,55-64,66,29/03/2021,0,19,Round 10
North East,65+,66,29/03/2021,0,17,Round 10
North West,5-12,66,29/03/2021,0,24,Round 10
North West,13-17,66,29/03/2021,0,19,Round 10
North West,18-24,66,29/03/2021,0,17,Round 10
North West,25-34,66,29/03/2021,0,42,Round 10
North West,35-44,66,29/03/2021,1,61,Round 10
North West,45-54,66,29/03/2021,0,73,Round 10
North West,55-64,66,29/03/2021,0,52,Round 10
North West,65+,66,29/03/2021,0,39,Round 10
South East,5-12,66,29/03/2021,0,73,Round 10
South East,13-17,66,29/03/2021,0,37,Round 10
South East,18-24,66,29/03/2021,0,44,Round 10
South East,25-34,66,29/03/2021,0,89,Round 10
South East,35-44,66,29/03/2021,0,121,Round 10
South East,45-54,66,29/03/2021,0,136,Round 10
South East,55-64,66,29/03/2021,0,123,Round 10
South East,65+,66,29/03/2021,0,71,Round 10
South West,5-12,66,29/03/2021,0,24,Round 10
South West,13-17,66,29/03/2021,0,10,Round 10
South West,18-24,66,29/03/2021,0,15,Round 10
South West,25-34,66,29/03/2021,0,46,Round 10
South West,35-44,66,29/03/2021,0,61,Round 10
South West,45-54,66,29/03/2021,0,63,Round 10
South West,55-64,66,29/03/2021,0,46,Round 10
South West,65+,66,29/03/2021,1,23,Round 10
West Midlands,5-12,66,29/03/2021,0,29,Round 10
West Midlands,13-17,66,29/03/2021,0,13,Round 10
West Midlands,18-24,66,29/03/2021,0,13,Round 10
West Midlands,25-34,66,29/03/2021,1,38,Round 10
West Midlands,35-44,66,29/03/2021,0,62,Round 10
West Midlands,45-54,66,29/03/2021,1,68,Round 10
West Midlands,55-64,66,29/03/2021,0,60,Round 10
West Midlands,65+,66,29/03/2021,0,37,Round 10
Yorkshire and The Humber,5-12,66,29/03/2021,0,14,Round 10
Yorkshire and The Humber,13-17,66,29/03/2021,0,7,Round 10
Yorkshire and The Humber,18-24,66,29/03/2021,0,15,Round 10
Yorkshire and The Humber,25-34,66,29/03/2021,0,21,Round 10
Yorkshire and The Humber,35-44,66,29/03/2021,0,36,Round 10
Yorkshire and The Humber,45-54,66,29/03/2021,0,32,Round 10
Yorkshire and The Humber,55-64,66,29/03/2021,0,33,Round 10
Yorkshire and The Humber,65+,66,29/03/2021,0,15,Round 10
East Midlands,5-12,68,12/04/2021,1,120,Round 11
East Midlands,13-17,68,12/04/2021,1,161,Round 11
East Midlands,18-24,68,12/04/2021,0,67,Round 11
East Midlands,25-34,68,12/04/2021,0,128,Round 11
East Midlands,35-44,68,12/04/2021,0,136,Round 11
East Midlands,45-54,68,12/04/2021,1,198,Round 11
East Midlands,55-64,68,12/04/2021,0,293,Round 11
East Midlands,65+,68,12/04/2021,0,495,Round 11
East of England,5-12,68,12/04/2021,1,118,Round 11
