"region","age_group","react_week_number","react_week_start_date","number_positive","number_samples"
"South East","35-44",25,2020-06-15,0,202
"South East","35-44",26,2020-06-22,3,2367
"South East","35-44",27,2020-06-29,2,1859
"South East","35-44",28,2020-07-06,0,72
"South East","5-12",25,2020-06-15,0,205
"South East","5-12",26,2020-06-22,1,1596
"South East","5-12",27,2020-06-29,1,1119
"South East","5-12",28,2020-07-06,0,50
"South East","13-17",25,2020-06-15,0,136
"South East","13-17",26,2020-06-22,0,1218
"South East","13-17",27,2020-06-29,0,688
"South East","13-17",28,2020-07-06,0,27
"South East","18-24",25,2020-06-15,0,148
"South East","18-24",26,2020-06-22,1,925
"South East","18-24",27,2020-06-29,1,558
"South East","18-24",28,2020-07-06,0,22
"South East","25-34",25,2020-06-15,0,193
"South East","25-34",26,2020-06-22,2,1562
"South East","25-34",27,2020-06-29,0,1254
"South East","25-34",28,2020-07-06,0,47
"South East","45-54",25,2020-06-15,1,295
"South East","45-54",26,2020-06-22,1,3116
"South East","45-54",27,2020-06-29,2,2313
"South East","45-54",28,2020-07-06,0,116
"South East","55-64",25,2020-06-15,1,263
"South East","55-64",26,2020-06-22,1,3502
"South East","55-64",27,2020-06-29,1,2307
"South East","55-64",28,2020-07-06,0,79
"South East","65+",25,2020-06-15,1,341
"South East","65+",26,2020-06-22,1,5254
"South East","65+",27,2020-06-29,1,2469
"South East","65+",28,2020-07-06,0,52
"North East","35-44",25,2020-06-15,0,39
"North East","35-44",26,2020-06-22,0,374
"North East","35-44",27,2020-06-29,0,271
"North East","35-44",28,2020-07-06,0,9
"North East","5-12",25,2020-06-15,0,29
"North East","5-12",26,2020-06-22,0,231
"North East","5-12",27,2020-06-29,0,161
"North East","5-12",28,2020-07-06,0,6
"North East","13-17",25,2020-06-15,0,23
"North East","13-17",26,2020-06-22,0,161
"North East","13-17",27,2020-06-29,0,115
"North East","13-17",28,2020-07-06,0,3
"North East","18-24",25,2020-06-15,0,23
"North East","18-24",26,2020-06-22,0,162
"North East","18-24",27,2020-06-29,0,95
"North East","18-24",28,2020-07-06,0,4
"North East","25-34",25,2020-06-15,0,36
"North East","25-34",26,2020-06-22,0,330
"North East","25-34",27,2020-06-29,0,239
"North East","25-34",28,2020-07-06,0,14
"North East","45-54",25,2020-06-15,0,37
"North East","45-54",26,2020-06-22,0,491
"North East","45-54",27,2020-06-29,1,426
"North East","45-54",28,2020-07-06,0,18
"North East","55-64",25,2020-06-15,0,46
"North East","55-64",26,2020-06-22,0,634
"North East","55-64",27,2020-06-29,0,436
"North East","55-64",28,2020-07-06,0,16
"North East","65+",25,2020-06-15,0,46
"North East","65+",26,2020-06-22,0,863
"North East","65+",27,2020-06-29,0,456
"North East","65+",28,2020-07-06,0,10
"North West","35-44",25,2020-06-15,1,202
"North West","35-44",26,2020-06-22,1,1266
"North West","35-44",27,2020-06-29,0,822
"North West","35-44",28,2020-07-06,0,34
"North West","5-12",25,2020-06-15,0,165
"North West","5-12",26,2020-06-22,0,758
"North West","5-12",27,2020-06-29,0,507
"North West","5-12",28,2020-07-06,0,12
"North West","13-17",25,2020-06-15,0,106
"North West","13-17",26,2020-06-22,0,609
"North West","13-17",27,2020-06-29,0,310
"North West","13-17",28,2020-07-06,0,21
"North West","18-24",25,2020-06-15,0,101
"North West","18-24",26,2020-06-22,1,554
"North West","18-24",27,2020-06-29,0,286
"North West","18-24",28,2020-07-06,0,9
"North West","25-34",25,2020-06-15,0,161
"North West","25-34",26,2020-06-22,2,987
"North West","25-34",27,2020-06-29,0,603
"North West","25-34",28,2020-07-06,0,38
"North West","45-54",25,2020-06-15,0,189
"North West","45-54",26,2020-06-22,2,1695
"North West","45-54",27,2020-06-29,1,1066
"North West","45-54",28,2020-07-06,0,39
"North West","55-64",25,2020-06-15,1,196
"North West","55-64",26,2020-06-22,4,2082
"North West","55-64",27,2020-06-29,1,1128
"North West","55-64",28,2020-07-06,0,27
"North West","65+",25,2020-06-15,0,275
"North West","65+",26,2020-06-22,1,2960
"North West","65+",27,2020-06-29,1,1158
"North West","65+",28,2020-07-06,0,24
"Yorkshire and The Humber","35-44",25,2020-06-15,0,100
"Yorkshire and The Humber","35-44",26,2020-06-22,0,668
"Yorkshire and The Humber","35-44",27,2020-06-29,0,445
"Yorkshire and The Humber","35-44",28,2020-07-06,0,18
"Yorkshire and The Humber","5-12",25,2020-06-15,0,80
"Yorkshire and The Humber","5-12",26,2020-06-22,0,437
"Yorkshire and The Humber","5-12",27,2020-06-29,0,279
"Yorkshire and The Humber","5-12",28,2020-07-06,0,14
"Yorkshire and The Humber","13-17",25,2020-06-15,0,74
"Yorkshire and The Humber","13-17",26,2020-06-22,0,328
"Yorkshire and The Humber","13-17",27,2020-06-29,0,180
"Yorkshire and The Humber","13-17",28,2020-07-06,0,6
"Yorkshire and The Humber","18-24",25,2020-06-15,0,61
"Yorkshire and The Humber","18-24",26,2020-06-22,0,296
"Yorkshire and The Humber","18-24",27,2020-06-29,0,137
"Yorkshire and The Humber","18-24",28,2020-07-06,0,10
"Yorkshire and The Humber","25-34",25,2020-06-15,0,94
"Yorkshire and The Humber","25-34",26,2020-06-22,1,495
"Yorkshire and The Humber","25-34",27,2020-06-29,0,324
"Yorkshire and The Humber","25-34",28,2020-07-06,0,15
"Yorkshire and The Humber","45-54",25,2020-06-15,0,137
"Yorkshire and The Humber","45-54",26,2020-06-22,0,911
"Yorkshire and The Humber","45-54",27,2020-06-29,1,603
"Yorkshire and The Humber","45-54",28,2020-07-06,0,25
"Yorkshire and The Humber","55-64",25,2020-06-15,0,125
"Yorkshire and The Humber","55-64",26,2020-06-22,1,1180
"Yorkshire and The Humber","55-64",27,2020-06-29,2,662
"Yorkshire and The Humber","55-64",28,2020-07-06,0,20
"Yorkshire and The Humber","65+",25,2020-06-15,0,134
"Yorkshire and The Humber","65+",26,2020-06-22,1,1693
"Yorkshire and The Humber","65+",27,2020-06-29,0,616
"Yorkshire and The Humber","65+",28,2020-07-06,0,13
"East Midlands","35-44",25,2020-06-15,1,169
"East Midlands","35-44",26,2020-06-22,0,1444
"East Midlands","35-44",27,2020-06-29,0,898
"East Midlands","35-44",28,2020-07-06,0,58
"East Midlands","5-12",25,2020-06-15,0,157
"East Midlands","5-12",26,2020-06-22,0,913
"East Midlands","5-12",27,2020-06-29,0,574
"East Midlands","5-12",28,2020-07-06,0,24
"East Midlands","13-17",25,2020-06-15,0,130
"East Midlands","13-17",26,2020-06-22,0,702
"East Midlands","13-17",27,2020-06-29,0,363
"East Midlands","13-17",28,2020-07-06,0,13
"East Midlands","18-24",25,2020-06-15,0,100
"East Midlands","18-24",26,2020-06-22,0,534
"East Midlands","18-24",27,2020-06-29,0,303
"East Midlands","18-24",28,2020-07-06,0,17
"East Midlands","25-34",25,2020-06-15,0,185
"East Midlands","25-34",26,2020-06-22,0,1076
"East Midlands","25-34",27,2020-06-29,1,664
"East Midlands","25-34",28,2020-07-06,0,40
"East Midlands","45-54",25,2020-06-15,0,204
"East Midlands","45-54",26,2020-06-22,4,1954
"East Midlands","45-54",27,2020-06-29,1,1291
"East Midlands","45-54",28,2020-07-06,0,54
"East Midlands","55-64",25,2020-06-15,1,227
"East Midlands","55-64",26,2020-06-22,2,2273
"East Midlands","55-64",27,2020-06-29,1,1211
"East Midlands","55-64",28,2020-07-06,0,45
"East Midlands","65+",25,2020-06-15,0,322
"East Midlands","65+",26,2020-06-22,3,3354
"East Midlands","65+",27,2020-06-29,0,1218
"East Midlands","65+",28,2020-07-06,0,33
"West Midlands","35-44",25,2020-06-15,1,90
"West Midlands","35-44",26,2020-06-22,2,956
"West Midlands","35-44",27,2020-06-29,2,673
"West Midlands","35-44",28,2020-07-06,0,46
"West Midlands","5-12",25,2020-06-15,0,79
"West Midlands","5-12",26,2020-06-22,0,651
"West Midlands","5-12",27,2020-06-29,0,469
"West Midlands","5-12",28,2020-07-06,0,35
"West Midlands","13-17",25,2020-06-15,1,61
"West Midlands","13-17",26,2020-06-22,1,524
"West Midlands","13-17",27,2020-06-29,1,303
"West Midlands","13-17",28,2020-07-06,0,18
"West Midlands","18-24",25,2020-06-15,0,61
"West Midlands","18-24",26,2020-06-22,0,424
"West Midlands","18-24",27,2020-06-29,0,248
"West Midlands","18-24",28,2020-07-06,0,13
"West Midlands","25-34",25,2020-06-15,0,103
"West Midlands","25-34",26,2020-06-22,1,785
"West Midlands","25-34",27,2020-06-29,0,543
"West Midlands","25-34",28,2020-07-06,0,30
"West Midlands","45-54",25,2020-06-15,0,97
"West Midlands","45-54",26,2020-06-22,1,1318
"West Midlands","45-54",27,2020-06-29,0,979
"West Midlands","45-54",28,2020-07-06,0,52
"West Midlands","55-64",25,2020-06-15,0,102
"West Midlands","55-64",26,2020-06-22,1,1529
"West Midlands","55-64",27,2020-06-29,1,932
"West Midlands","55-64",28,2020-07-06,0,48
"West Midlands","65+",25,2020-06-15,0,150
"West Midlands","65+",26,2020-06-22,1,2270
"West Midlands","65+",27,2020-06-29,0,1150
"West Midlands","65+",28,2020-07-06,0,43
"East of England","35-44",25,2020-06-15,0,217
"East of England","35-44",26,2020-06-22,1,1589
"East of England","35-44",27,2020-06-29,1,1105
"East of England","35-44",28,2020-07-06,0,51
"East of England","5-12",25,2020-06-15,0,177
"East of England","5-12",26,2020-06-22,0,1033
"East of England","5-12",27,2020-06-29,0,666
"East of England","5-12",28,2020-07-06,0,22
"East of England","13-17",25,2020-06-15,0,121
"East of England","13-17",26,2020-06-22,0,785
"East of England","13-17",27,2020-06-29,0,428
"East of England","13-17",28,2020-07-06,0,16
"East of England","18-24",25,2020-06-15,0,130
"East of England","18-24",26,2020-06-22,0,603
"East of England","18-24",27,2020-06-29,1,326
"East of England","18-24",28,2020-07-06,0,21
"East of England","25-34",25,2020-06-15,1,164
"East of England","25-34",26,2020-06-22,1,1222
"East of England","25-34",27,2020-06-29,0,768
"East of England","25-34",28,2020-07-06,0,45
"East of England","45-54",25,2020-06-15,1,208
"East of England","45-54",26,2020-06-22,1,2154
"East of England","45-54",27,2020-06-29,1,1387
"East of England","45-54",28,2020-07-06,0,48
"East of England","55-64",25,2020-06-15,2,219
"East of England","55-64",26,2020-06-22,3,2462
"East of England","55-64",27,2020-06-29,1,1385
"East of England","55-64",28,2020-07-06,0,53
"East of England","65+",25,2020-06-15,0,277
"East of England","65+",26,2020-06-22,0,3622
"East of England","65+",27,2020-06-29,3,1461
"East of England","65+",28,2020-07-06,0,41
"London","35-44",25,2020-06-15,0,117
"London","35-44",26,2020-06-22,1,1389
"London","35-44",27,2020-06-29,1,1254
"London","35-44",28,2020-07-06,1,70
"London","5-12",25,2020-06-15,0,81
"London","5-12",26,2020-06-22,3,687
"London","5-12",27,2020-06-29,1,516
"London","5-12",28,2020-07-06,0,22
"London","13-17",25,2020-06-15,0,64
"London","13-17",26,2020-06-22,1,537
"London","13-17",27,2020-06-29,0,344
"London","13-17",28,2020-07-06,0,14
"London","18-24",25,2020-06-15,0,82
"London","18-24",26,2020-06-22,0,455
"London","18-24",27,2020-06-29,0,334
"London","18-24",28,2020-07-06,0,12
"London","25-34",25,2020-06-15,0,131
"London","25-34",26,2020-06-22,3,1275
"London","25-34",27,2020-06-29,3,1095
"London","25-34",28,2020-07-06,0,50
"London","45-54",25,2020-06-15,0,105
"London","45-54",26,2020-06-22,1,1213
"London","45-54",27,2020-06-29,1,1146
"London","45-54",28,2020-07-06,0,51
"London","55-64",25,2020-06-15,0,79
"London","55-64",26,2020-06-22,2,1174
"London","55-64",27,2020-06-29,0,864
"London","55-64",28,2020-07-06,0,42
"London","65+",25,2020-06-15,0,98
"London","65+",26,2020-06-22,3,1359
"London","65+",27,2020-06-29,2,832
"London","65+",28,2020-07-06,0,29
"South West","35-44",25,2020-06-15,1,109
"South West","35-44",26,2020-06-22,0,862
"South West","35-44",27,2020-06-29,0,681
"South West","35-44",28,2020-07-06,0,57
"South West","5-12",25,2020-06-15,0,108
"South West","5-12",26,2020-06-22,0,610
"South West","5-12",27,2020-06-29,0,411
"South West","5-12",28,2020-07-06,0,29
"South West","13-17",25,2020-06-15,0,84
"South West","13-17",26,2020-06-22,0,451
"South West","13-17",27,2020-06-29,0,321
"South West","13-17",28,2020-07-06,0,21
"South West","18-24",25,2020-06-15,0,57
"South West","18-24",26,2020-06-22,0,373
"South West","18-24",27,2020-06-29,0,257
"South West","18-24",28,2020-07-06,0,25
"South West","25-34",25,2020-06-15,0,103
"South West","25-34",26,2020-06-22,1,692
"South West","25-34",27,2020-06-29,1,476
"South West","25-34",28,2020-07-06,0,42
"South West","45-54",25,2020-06-15,0,129
"South West","45-54",26,2020-06-22,0,1205
"South West","45-54",27,2020-06-29,0,958
"South West","45-54",28,2020-07-06,0,84
"South West","55-64",25,2020-06-15,1,140
"South West","55-64",26,2020-06-22,3,1608
"South West","55-64",27,2020-06-29,0,1007
"South West","55-64",28,2020-07-06,0,73
"South West","65+",25,2020-06-15,0,201
"South West","65+",26,2020-06-22,5,2486
"South West","65+",27,2020-06-29,0,1279
"South West","65+",28,2020-07-06,0,62
