nhs_region,age_group,react_week_number,react_week_start_date,number_positive,number_samples,round
North East and Yorkshire,35-44,64,15/03/2021,6,950,Round 10
North East and Yorkshire,45-54,64,15/03/2021,1,1403,Round 10
North East and Yorkshire,55-64,64,15/03/2021,2,1867,Round 10
North East and Yorkshire,65+,64,15/03/2021,3,3186,Round 10
North West,5-12,64,15/03/2021,1,544,Round 10
North West,13-17,64,15/03/2021,1,482,Round 10
North West,18-24,64,15/03/2021,1,298,Round 10
North West,25-34,64,15/03/2021,0,598,Round 10
North West,35-44,64,15/03/2021,3,861,Round 10
North West,45-54,64,15/03/2021,3,1178,Round 10
North West,55-64,64,15/03/2021,5,1613,Round 10
North West,65+,64,15/03/2021,2,2615,Round 10
South East,5-12,64,15/03/2021,2,1298,Round 10
South East,13-17,64,15/03/2021,3,1057,Round 10
South East,18-24,64,15/03/2021,0,649,Round 10
South East,25-34,64,15/03/2021,1,1209,Round 10
South East,35-44,64,15/03/2021,0,1903,Round 10
South East,45-54,64,15/03/2021,1,2695,Round 10
South East,55-64,64,15/03/2021,1,3104,Round 10
South East,65+,64,15/03/2021,2,5382,Round 10
South West,5-12,64,15/03/2021,1,498,Round 10
South West,13-17,64,15/03/2021,0,437,Round 10
South West,18-24,64,15/03/2021,0,237,Round 10
South West,25-34,64,15/03/2021,0,477,Round 10
South West,35-44,64,15/03/2021,0,728,Round 10
South West,45-54,64,15/03/2021,0,1121,Round 10
South West,55-64,64,15/03/2021,1,1454,Round 10
South West,65+,64,15/03/2021,5,2696,Round 10
East of England,5-12,65,22/03/2021,2,537,Round 10
East of England,13-17,65,22/03/2021,1,286,Round 10
East of England,18-24,65,22/03/2021,0,260,Round 10
East of England,25-34,65,22/03/2021,1,599,Round 10
East of England,35-44,65,22/03/2021,0,954,Round 10
East of England,45-54,65,22/03/2021,1,1078,Round 10
East of England,55-64,65,22/03/2021,1,1130,Round 10
East of England,65+,65,22/03/2021,2,1307,Round 10
London,5-12,65,22/03/2021,1,487,Round 10
London,13-17,65,22/03/2021,0,206,Round 10
London,18-24,65,22/03/2021,0,238,Round 10
London,25-34,65,22/03/2021,2,881,Round 10
London,35-44,65,22/03/2021,2,1066,Round 10
London,45-54,65,22/03/2021,2,912,Round 10
London,55-64,65,22/03/2021,1,794,Round 10
London,65+,65,22/03/2021,2,751,Round 10
Midlands,5-12,65,22/03/2021,1,734,Round 10
Midlands,13-17,65,22/03/2021,1,397,Round 10
Midlands,18-24,65,22/03/2021,1,347,Round 10
Midlands,25-34,65,22/03/2021,0,834,Round 10
Midlands,35-44,65,22/03/2021,1,1210,Round 10
Midlands,45-54,65,22/03/2021,5,1560,Round 10
Midlands,55-64,65,22/03/2021,3,1620,Round 10
Midlands,65+,65,22/03/2021,1,1922,Round 10
North East and Yorkshire,5-12,65,22/03/2021,5,387,Round 10
North East and Yorkshire,13-17,65,22/03/2021,0,197,Round 10
North East and Yorkshire,18-24,65,22/03/2021,0,211,Round 10
North East and Yorkshire,25-34,65,22/03/2021,3,465,Round 10
North East and Yorkshire,35-44,65,22/03/2021,5,645,Round 10
North East and Yorkshire,45-54,65,22/03/2021,0,875,Round 10
North East and Yorkshire,55-64,65,22/03/2021,3,939,Round 10
North East and Yorkshire,65+,65,22/03/2021,2,1050,Round 10
North West,5-12,65,22/03/2021,1,371,Round 10
North West,13-17,65,22/03/2021,2,172,Round 10
North West,18-24,65,22/03/2021,2,193,Round 10
North West,25-34,65,22/03/2021,0,432,Round 10
North West,35-44,65,22/03/2021,0,578,Round 10
North West,45-54,65,22/03/2021,5,825,Round 10
North West,55-64,65,22/03/2021,2,890,Round 10
North West,65+,65,22/03/2021,1,947,Round 10
South East,5-12,65,22/03/2021,0,861,Round 10
South East,13-17,65,22/03/2021,0,421,Round 10
South East,18-24,65,22/03/2021,0,402,Round 10
South East,25-34,65,22/03/2021,0,854,Round 10
South East,35-44,65,22/03/2021,2,1505,Round 10
South East,45-54,65,22/03/2021,3,1694,Round 10
South East,55-64,65,22/03/2021,0,1794,Round 10
South East,65+,65,22/03/2021,1,2053,Round 10
South West,5-12,65,22/03/2021,0,359,Round 10
South West,13-17,65,22/03/2021,0,210,Round 10
South West,18-24,65,22/03/2021,0,216,Round 10
South West,25-34,65,22/03/2021,1,444,Round 10
South West,35-44,65,22/03/2021,0,630,Round 10
South West,45-54,65,22/03/2021,0,830,Round 10
South West,55-64,65,22/03/2021,3,876,Round 10
South West,65+,65,22/03/2021,0,1017,Round 10
East of England,5-12,66,29/03/2021,0,52,Round 10
East of England,13-17,66,29/03/2021,0,16,Round 10
East of England,18-24,66,29/03/2021,0,37,Round 10
East of England,25-34,66,29/03/2021,0,57,Round 10
East of England,35-44,66,29/03/2021,0,71,Round 10
East of England,45-54,66,29/03/2021,0,100,Round 10
East of England,55-64,66,29/03/2021,0,76,Round 10
East of England,65+,66,29/03/2021,0,47,Round 10
London,5-12,66,29/03/2021,0,50,Round 10
London,13-17,66,29/03/2021,0,15,Round 10
London,18-24,66,29/03/2021,2,30,Round 10
London,25-34,66,29/03/2021,0,84,Round 10
London,35-44,66,29/03/2021,0,100,Round 10
London,45-54,66,29/03/2021,0,70,Round 10
London,55-64,66,29/03/2021,0,44,Round 10
London,65+,66,29/03/2021,0,37,Round 10
Midlands,5-12,66,29/03/2021,1,65,Round 10
Midlands,13-17,66,29/03/2021,0,24,Round 10
Midlands,18-24,66,29/03/2021,0,27,Round 10
Midlands,25-34,66,29/03/2021,2,87,Round 10
Midlands,35-44,66,29/03/2021,0,129,Round 10
Midlands,45-54,66,29/03/2021,1,135,Round 10
Midlands,55-64,66,29/03/2021,0,113,Round 10
Midlands,65+,66,29/03/2021,1,87,Round 10
North East and Yorkshire,5-12,66,29/03/2021,0,23,Round 10
North East and Yorkshire,13-17,66,29/03/2021,0,12,Round 10
North East and Yorkshire,18-24,66,29/03/2021,0,25,Round 10
North East and Yorkshire,25-34,66,29/03/2021,0,39,Round 10
North East and Yorkshire,35-44,66,29/03/2021,0,67,Round 10
North East and Yorkshire,45-54,66,29/03/2021,0,62,Round 10
North East and Yorkshire,55-64,66,29/03/2021,0,57,Round 10
North East and Yorkshire,65+,66,29/03/2021,0,34,Round 10
North West,5-12,66,29/03/2021,0,23,Round 10
North West,13-17,66,29/03/2021,0,19,Round 10
North West,18-24,66,29/03/2021,0,16,Round 10
North West,25-34,66,29/03/2021,0,39,Round 10
North West,35-44,66,29/03/2021,1,57,Round 10
North West,45-54,66,29/03/2021,0,69,Round 10
North West,55-64,66,29/03/2021,0,48,Round 10
North West,65+,66,29/03/2021,0,37,Round 10
South East,5-12,66,29/03/2021,0,72,Round 10
South East,13-17,66,29/03/2021,0,37,Round 10
South East,18-24,66,29/03/2021,0,44,Round 10
South East,25-34,66,29/03/2021,0,88,Round 10
South East,35-44,66,29/03/2021,0,121,Round 10
South East,45-54,66,29/03/2021,0,134,Round 10
South East,55-64,66,29/03/2021,0,122,Round 10
South East,65+,66,29/03/2021,0,71,Round 10
South West,5-12,66,29/03/2021,0,24,Round 10
South West,13-17,66,29/03/2021,0,10,Round 10
South West,18-24,66,29/03/2021,0,15,Round 10
South West,25-34,66,29/03/2021,0,46,Round 10
South West,35-44,66,29/03/2021,0,61,Round 10
South West,45-54,66,29/03/2021,0,63,Round 10
South West,55-64,66,29/03/2021,0,46,Round 10
South West,65+,66,29/03/2021,1,23,Round 10
East of England,5-12,68,12/04/2021,1,122,Round 11
East of England,13-17,68,12/04/2021,0,159,Round 11
East of England,18-24,68,12/04/2021,0,73,Round 11
East of England,25-34,68,12/04/2021,0,106,Round 11
East of England,35-44,68,12/04/2021,0,181,Round 11
East of England,45-54,68,12/04/2021,0,232,Round 11
East of England,55-64,68,12/04/2021,1,262,Round 11
East of England,65+,68,12/04/2021,0,567,Round 11
London,5-12,68,12/04/2021,0,77,Round 11
London,13-17,68,12/04/2021,1,136,Round 11
London,18-24,68,12/04/2021,0,50,Round 11
London,25-34,68,12/04/2021,0,71,Round 11
London,35-44,68,12/04/2021,0,110,Round 11
London,45-54,68,12/04/2021,0,128,Round 11
London,55-64,68,12/04/2021,0,114,Round 11
London,65+,68,12/04/2021,0,184,Round 11
Midlands,5-12,68,12/04/2021,2,217,Round 11
Midlands,13-17,68,12/04/2021,1,255,Round 11
Midlands,18-24,68,12/04/2021,0,122,Round 11
Midlands,25-34,68,12/04/2021,1,207,Round 11
Midlands,35-44,68,12/04/2021,1,228,Round 11
Midlands,45-54,68,12/04/2021,1,350,Round 11
Midlands,55-64,68,12/04/2021,0,466,Round 11
Midlands,65+,68,12/04/2021,0,840,Round 11
North East and Yorkshire,5-12,68,12/04/2021,0,95,Round 11
North East and Yorkshire,13-17,68,12/04/2021,0,132,Round 11
North East and Yorkshire,18-24,68,12/04/2021,0,69,Round 11
North East and Yorkshire,25-34,68,12/04/2021,1,93,Round 11
North East and Yorkshire,35-44,68,12/04/2021,0,126,Round 11
North East and Yorkshire,45-54,68,12/04/2021,1,164,Round 11
North East and Yorkshire,55-64,68,12/04/2021,1,269,Round 11
North East and Yorkshire,65+,68,12/04/2021,1,470,Round 11
North West,5-12,68,12/04/2021,1,92,Round 11
North West,13-17,68,12/04/2021,0,123,Round 11
North West,18-24,68,12/04/2021,0,59,Round 11
North West,25-34,68,12/04/2021,0,89,Round 11
North West,35-44,68,12/04/2021,0,102,Round 11
North West,45-54,68,12/04/2021,0,165,Round 11
North West,55-64,68,12/04/2021,0,229,Round 11
North West,65+,68,12/04/2021,0,429,Round 11
South East,5-12,68,12/04/2021,0,184,Round 11
South East,13-17,68,12/04/2021,1,237,Round 11
South East,18-24,68,12/04/2021,1,118,Round 11
South East,25-34,68,12/04/2021,0,157,Round 11
South East,35-44,68,12/04/2021,0,246,Round 11
South East,45-54,68,12/04/2021,1,333,Round 11
South East,55-64,68,12/04/2021,0,427,Round 11
South East,65+,68,12/04/2021,0,753,Round 11
South West,5-12,68,12/04/2021,0,74,Round 11
South West,13-17,68,12/04/2021,0,92,Round 11
South West,18-24,68,12/04/2021,0,70,Round 11
South West,25-34,68,12/04/2021,0,74,Round 11
South West,35-44,68,12/04/2021,0,84,Round 11
South West,45-54,68,12/04/2021,1,149,Round 11
South West,55-64,68,12/04/2021,0,224,Round 11
South West,65+,68,12/04/2021,0,410,Round 11
East of England,5-12,69,19/04/2021,0,614,Round 11
East of England,13-17,69,19/04/2021,2,603,Round 11
East of England,18-24,69,19/04/2021,0,382,Round 11
East of England,25-34,69,19/04/2021,2,725,Round 11
East of England,35-44,69,19/04/2021,1,1087,Round 11
East of England,45-54,69,19/04/2021,0,1596,Round 11
East of England,55-64,69,19/04/2021,1,2158,Round 11
East of England,65+,69,19/04/2021,2,3617,Round 11
London,5-12,69,19/04/2021,0,438,Round 11
London,13-17,69,19/04/2021,0,350,Round 11
London,18-24,69,19/04/2021,0,258,Round 11
London,25-34,69,19/04/2021,1,938,Round 11
London,35-44,69,19/04/2021,1,1074,Round 11
London,45-54,69,19/04/2021,0,1005,Round 11
London,55-64,69,19/04/2021,1,1034,Round 11
London,65+,69,19/04/2021,2,1336,Round 11
Midlands,5-12,69,19/04/2021,2,917,Round 11
Midlands,13-17,69,19/04/2021,2,834,Round 11
Midlands,18-24,69,19/04/2021,0,522,Round 11
Midlands,25-34,69,19/04/2021,0,1077,Round 11
Midlands,35-44,69,19/04/2021,2,1493,Round 11
Midlands,45-54,69,19/04/2021,3,2248,Round 11
Midlands,55-64,69,19/04/2021,3,3166,Round 11
Midlands,65+,69,19/04/2021,2,5344,Round 11
North East and Yorkshire,5-12,69,19/04/2021,0,453,Round 11
North East and Yorkshire,13-17,69,19/04/2021,0,447,Round 11
North East and Yorkshire,18-24,69,19/04/2021,1,278,Round 11
North East and Yorkshire,25-34,69,19/04/2021,1,580,Round 11
North East and Yorkshire,35-44,69,19/04/2021,1,781,Round 11
North East and Yorkshire,45-54,69,19/04/2021,1,1167,Round 11
North East and Yorkshire,55-64,69,19/04/2021,0,1860,Round 11
North East and Yorkshire,65+,69,19/04/2021,0,3107,Round 11
North West,5-12,69,19/04/2021,0,390,Round 11
North West,13-17,69,19/04/2021,1,405,Round 11
North West,18-24,69,19/04/2021,0,280,Round 11
North West,25-34,69,19/04/2021,1,520,Round 11
North West,35-44,69,19/04/2021,0,733,Round 11
North West,45-54,69,19/04/2021,1,1011,Round 11
North West,55-64,69,19/04/2021,2,1567,Round 11
North West,65+,69,19/04/2021,3,2529,Round 11
South East,5-12,69,19/04/2021,1,963,Round 11
South East,13-17,69,19/04/2021,0,848,Round 11
South East,18-24,69,19/04/2021,0,485,Round 11
South East,25-34,69,19/04/2021,3,1005,Round 11
South East,35-44,69,19/04/2021,0,1638,Round 11
South East,45-54,69,19/04/2021,1,2298,Round 11
South East,55-64,69,19/04/2021,2,3154,Round 11
South East,65+,69,19/04/2021,2,5211,Round 11
South West,5-12,69,19/04/2021,0,391,Round 11
South West,13-17,69,19/04/2021,0,353,Round 11
South West,18-24,69,19/04/2021,0,232,Round 11
South West,25-34,69,19/04/2021,0,471,Round 11
South West,35-44,69,19/04/2021,1,645,Round 11
South West,45-54,69,19/04/2021,0,947,Round 11
South West,55-64,69,19/04/2021,1,1410,Round 11
South West,65+,69,19/04/2021,1,2574,Round 11
East of England,5-12,70,26/04/2021,0,460,Round 11
East of England,13-17,70,26/04/2021,0,238,Round 11
East of England,18-24,70,26/04/2021,0,204,Round 11
East of England,25-34,70,26/04/2021,0,529,Round 11
East of England,35-44,70,26/04/2021,0,827,Round 11
East of England,45-54,70,26/04/2021,2,1002,Round 11
East of England,55-64,70,26/04/2021,0,1192,Round 11
East of England,65+,70,26/04/2021,1,1441,Round 11
London,5-12,70,26/04/2021,2,429,Round 11
London,13-17,70,26/04/2021,0,174,Round 11
London,18-24,70,26/04/2021,1,199,Round 11
London,25-34,70,26/04/2021,0,764,Round 11
London,35-44,70,26/04/2021,1,1017,Round 11
London,45-54,70,26/04/2021,1,884,Round 11
London,55-64,70,26/04/2021,0,725,Round 11
London,65+,70,26/04/2021,0,707,Round 11
Midlands,5-12,70,26/04/2021,2,613,Round 11
Midlands,13-17,70,26/04/2021,0,356,Round 11
Midlands,18-24,70,26/04/2021,0,309,Round 11
Midlands,25-34,70,26/04/2021,3,678,Round 11
Midlands,35-44,70,26/04/2021,1,1044,Round 11
Midlands,45-54,70,26/04/2021,1,1498,Round 11
Midlands,55-64,70,26/04/2021,0,1850,Round 11
Midlands,65+,70,26/04/2021,3,2080,Round 11
North East and Yorkshire,5-12,70,26/04/2021,0,366,Round 11
North East and Yorkshire,13-17,70,26/04/2021,0,176,Round 11
North East and Yorkshire,18-24,70,26/04/2021,0,188,Round 11
North East and Yorkshire,25-34,70,26/04/2021,2,380,Round 11
North East and Yorkshire,35-44,70,26/04/2021,0,618,Round 11
North East and Yorkshire,45-54,70,26/04/2021,0,801,Round 11
North East and Yorkshire,55-64,70,26/04/2021,0,1041,Round 11
North East and Yorkshire,65+,70,26/04/2021,2,1135,Round 11
North West,5-12,70,26/04/2021,0,310,Round 11
North West,13-17,70,26/04/2021,0,144,Round 11
North West,18-24,70,26/04/2021,0,144,Round 11
North West,25-34,70,26/04/2021,0,347,Round 11
North West,35-44,70,26/04/2021,1,530,Round 11
North West,45-54,70,26/04/2021,1,766,Round 11
North West,55-64,70,26/04/2021,1,976,Round 11
North West,65+,70,26/04/2021,3,1064,Round 11
South East,5-12,70,26/04/2021,1,747,Round 11
South East,13-17,70,26/04/2021,0,404,Round 11
South East,18-24,70,26/04/2021,1,318,Round 11
South East,25-34,70,26/04/2021,2,748,Round 11
South East,35-44,70,26/04/2021,2,1297,Round 11
South East,45-54,70,26/04/2021,1,1685,Round 11
South East,55-64,70,26/04/2021,4,1776,Round 11
South East,65+,70,26/04/2021,3,2122,Round 11
South West,5-12,70,26/04/2021,0,299,Round 11
South West,13-17,70,26/04/2021,0,150,Round 11
South West,18-24,70,26/04/2021,0,141,Round 11
South West,25-34,70,26/04/2021,0,297,Round 11
South West,35-44,70,26/04/2021,2,528,Round 11
South West,45-54,70,26/04/2021,0,685,Round 11
South West,55-64,70,26/04/2021,1,854,Round 11
South West,65+,70,26/04/2021,1,1011,Round 11
East of England,5-12,71,03/05/2021,0,55,Round 11
East of England,13-17,71,03/05/2021,0,11,Round 11
East of England,18-24,71,03/05/2021,0,26,Round 11
East of England,25-34,71,03/05/2021,0,49,Round 11
East of England,35-44,71,03/05/2021,0,69,Round 11
East of England,45-54,71,03/05/2021,0,72,Round 11
East of England,55-64,71,03/05/2021,0,75,Round 11
East of England,65+,71,03/05/2021,0,54,Round 11
London,5-12,71,03/05/2021,0,31,Round 11
London,13-17,71,03/05/2021,0,6,Round 11
London,18-24,71,03/05/2021,0,10,Round 11
London,25-34,71,03/05/2021,0,49,Round 11
London,35-44,71,03/05/2021,0,51,Round 11
London,45-54,71,03/05/2021,0,46,Round 11
London,55-64,71,03/05/2021,0,47,Round 11
London,65+,71,03/05/2021,0,25,Round 11
Midlands,5-12,71,03/05/2021,0,73,Round 11
Midlands,13-17,71,03/05/2021,0,34,Round 11
Midlands,18-24,71,03/05/2021,0,39,Round 11
Midlands,25-34,71,03/05/2021,0,94,Round 11
Midlands,35-44,71,03/05/2021,0,112,Round 11
Midlands,45-54,71,03/05/2021,0,140,Round 11
Midlands,55-64,71,03/05/2021,0,149,Round 11
Midlands,65+,71,03/05/2021,0,93,Round 11
North East and Yorkshire,5-12,71,03/05/2021,0,17,Round 11
North East and Yorkshire,13-17,71,03/05/2021,0,10,Round 11
North East and Yorkshire,18-24,71,03/05/2021,0,18,Round 11
North East and Yorkshire,25-34,71,03/05/2021,0,24,Round 11
North East and Yorkshire,35-44,71,03/05/2021,0,42,Round 11
North East and Yorkshire,45-54,71,03/05/2021,0,65,Round 11
North East and Yorkshire,55-64,71,03/05/2021,0,66,Round 11
North East and Yorkshire,65+,71,03/05/2021,0,59,Round 11
North West,5-12,71,03/05/2021,0,17,Round 11
North West,13-17,71,03/05/2021,0,9,Round 11
North West,18-24,71,03/05/2021,0,9,Round 11
North West,25-34,71,03/05/2021,0,19,Round 11
North West,35-44,71,03/05/2021,0,47,Round 11
North West,45-54,71,03/05/2021,0,40,Round 11
North West,55-64,71,03/05/2021,0,46,Round 11
North West,65+,71,03/05/2021,0,33,Round 11
South East,5-12,71,03/05/2021,0,69,Round 11
South East,13-17,71,03/05/2021,0,16,Round 11
South East,18-24,71,03/05/2021,0,23,Round 11
South East,25-34,71,03/05/2021,0,72,Round 11
South East,35-44,71,03/05/2021,0,110,Round 11
South East,45-54,71,03/05/2021,0,107,Round 11
South East,55-64,71,03/05/2021,0,116,Round 11
South East,65+,71,03/05/2021,0,102,Round 11
South West,5-12,71,03/05/2021,0,27,Round 11
South West,13-17,71,03/05/2021,0,8,Round 11
South West,18-24,71,03/05/2021,0,4,Round 11
South West,25-34,71,03/05/2021,0,38,Round 11
South West,35-44,71,03/05/2021,0,40,Round 11
South West,45-54,71,03/05/2021,0,49,Round 11
South West,55-64,71,03/05/2021,0,59,Round 11
South West,65+,71,03/05/2021,0,42,Round 11
East of England,5-12,73,17/05/2021,0,105,Round 12
East of England,13-17,73,17/05/2021,0,85,Round 12
East of England,18-24,73,17/05/2021,0,53,Round 12
East of England,25-34,73,17/05/2021,0,76,Round 12
East of England,35-44,73,17/05/2021,0,127,Round 12
East of England,45-54,73,17/05/2021,0,159,Round 12
East of England,55-64,73,17/05/2021,0,243,Round 12
East of England,65+,73,17/05/2021,0,427,Round 12
London,5-12,73,17/05/2021,1,115,Round 12
London,13-17,73,17/05/2021,0,123,Round 12
London,18-24,73,17/05/2021,0,70,Round 12
London,25-34,73,17/05/2021,0,165,Round 12
London,35-44,73,17/05/2021,0,189,Round 12
London,45-54,73,17/05/2021,0,204,Round 12
London,55-64,73,17/05/2021,0,238,Round 12
London,65+,73,17/05/2021,0,333,Round 12
Midlands,5-12,73,17/05/2021,0,156,Round 12
Midlands,13-17,73,17/05/2021,0,143,Round 12
Midlands,18-24,73,17/05/2021,0,98,Round 12
Midlands,25-34,73,17/05/2021,0,131,Round 12
Midlands,35-44,73,17/05/2021,1,179,Round 12
Midlands,45-54,73,17/05/2021,0,270,Round 12
Midlands,55-64,73,17/05/2021,0,322,Round 12
Midlands,65+,73,17/05/2021,0,654,Round 12
North East and Yorkshire,5-12,73,17/05/2021,0,114,Round 12
North East and Yorkshire,13-17,73,17/05/2021,1,117,Round 12
North East and Yorkshire,18-24,73,17/05/2021,0,68,Round 12
North East and Yorkshire,25-34,73,17/05/2021,0,120,Round 12
North East and Yorkshire,35-44,73,17/05/2021,0,116,Round 12
North East and Yorkshire,45-54,73,17/05/2021,0,217,Round 12
North East and Yorkshire,55-64,73,17/05/2021,0,282,Round 12
North East and Yorkshire,65+,73,17/05/2021,1,548,Round 12
North West,5-12,73,17/05/2021,0,83,Round 12
North West,13-17,73,17/05/2021,0,80,Round 12
North West,18-24,73,17/05/2021,0,56,Round 12
North West,25-34,73,17/05/2021,0,89,Round 12
North West,35-44,73,17/05/2021,0,97,Round 12
North West,45-54,73,17/05/2021,0,162,Round 12
North West,55-64,73,17/05/2021,0,237,Round 12
North West,65+,73,17/05/2021,0,451,Round 12
South East,5-12,73,17/05/2021,0,163,Round 12
South East,13-17,73,17/05/2021,0,115,Round 12
South East,18-24,73,17/05/2021,0,73,Round 12
South East,25-34,73,17/05/2021,0,110,Round 12
South East,35-44,73,17/05/2021,1,156,Round 12
South East,45-54,73,17/05/2021,0,264,Round 12
South East,55-64,73,17/05/2021,0,364,Round 12
South East,65+,73,17/05/2021,0,663,Round 12
South West,5-12,73,17/05/2021,0,90,Round 12
South West,13-17,73,17/05/2021,0,94,Round 12
South West,18-24,73,17/05/2021,0,52,Round 12
South West,25-34,73,17/05/2021,0,68,Round 12
South West,35-44,73,17/05/2021,0,93,Round 12
South West,45-54,73,17/05/2021,0,160,Round 12
South West,55-64,73,17/05/2021,0,216,Round 12
South West,65+,73,17/05/2021,0,474,Round 12
East of England,5-12,74,24/05/2021,1,418,Round 12
East of England,13-17,74,24/05/2021,0,337,Round 12
East of England,18-24,74,24/05/2021,0,229,Round 12
East of England,25-34,74,24/05/2021,0,431,Round 12
East of England,35-44,74,24/05/2021,1,656,Round 12
East of England,45-54,74,24/05/2021,3,952,Round 12
East of England,55-64,74,24/05/2021,2,1242,Round 12
East of England,65+,74,24/05/2021,3,2195,Round 12
London,5-12,74,24/05/2021,2,696,Round 12
London,13-17,74,24/05/2021,0,437,Round 12
London,18-24,74,24/05/2021,0,332,Round 12
London,25-34,74,24/05/2021,0,1056,Round 12
London,35-44,74,24/05/2021,1,1315,Round 12
London,45-54,74,24/05/2021,2,1315,Round 12
London,55-64,74,24/05/2021,1,1238,Round 12
London,65+,74,24/05/2021,0,1685,Round 12
Midlands,5-12,74,24/05/2021,2,561,Round 12
Midlands,13-17,74,24/05/2021,0,556,Round 12
Midlands,18-24,74,24/05/2021,2,355,Round 12
Midlands,25-34,74,24/05/2021,0,646,Round 12
Midlands,35-44,74,24/05/2021,1,957,Round 12
Midlands,45-54,74,24/05/2021,0,1440,Round 12
Midlands,55-64,74,24/05/2021,2,1736,Round 12
Midlands,65+,74,24/05/2021,2,2986,Round 12
North East and Yorkshire,5-12,74,24/05/2021,3,480,Round 12
North East and Yorkshire,13-17,74,24/05/2021,1,433,Round 12
North East and Yorkshire,18-24,74,24/05/2021,1,320,Round 12
North East and Yorkshire,25-34,74,24/05/2021,0,582,Round 12
North East and Yorkshire,35-44,74,24/05/2021,0,802,Round 12
North East and Yorkshire,45-54,74,24/05/2021,2,1161,Round 12
North East and Yorkshire,55-64,74,24/05/2021,0,1649,Round 12
North East and Yorkshire,65+,74,24/05/2021,0,2767,Round 12
North West,5-12,74,24/05/2021,3,339,Round 12
North West,13-17,74,24/05/2021,2,353,Round 12
North West,18-24,74,24/05/2021,1,227,Round 12
North West,25-34,74,24/05/2021,3,477,Round 12
North West,35-44,74,24/05/2021,2,610,Round 12
North West,45-54,74,24/05/2021,1,926,Round 12
North West,55-64,74,24/05/2021,1,1234,Round 12
North West,65+,74,24/05/2021,1,2086,Round 12
South East,5-12,74,24/05/2021,0,605,Round 12
South East,13-17,74,24/05/2021,0,478,Round 12
South East,18-24,74,24/05/2021,1,294,Round 12
South East,25-34,74,24/05/2021,1,563,Round 12
South East,35-44,74,24/05/2021,0,1011,Round 12
South East,45-54,74,24/05/2021,3,1430,Round 12
South East,55-64,74,24/05/2021,0,1774,Round 12
South East,65+,74,24/05/2021,3,2842,Round 12
South West,5-12,74,24/05/2021,1,368,Round 12
South West,13-17,74,24/05/2021,0,292,Round 12
South West,18-24,74,24/05/2021,0,168,Round 12
South West,25-34,74,24/05/2021,0,396,Round 12
South West,35-44,74,24/05/2021,0,561,Round 12
South West,45-54,74,24/05/2021,1,918,Round 12
South West,55-64,74,24/05/2021,2,1237,Round 12
South West,65+,74,24/05/2021,0,2101,Round 12
East of England,5-12,75,31/05/2021,2,369,Round 12
East of England,13-17,75,31/05/2021,0,230,Round 12
East of England,18-24,75,31/05/2021,0,163,Round 12
East of England,25-34,75,31/05/2021,0,340,Round 12
East of England,35-44,75,31/05/2021,2,559,Round 12
East of England,45-54,75,31/05/2021,1,844,Round 12
East of England,55-64,75,31/05/2021,1,961,Round 12
East of England,65+,75,31/05/2021,1,1246,Round 12
London,5-12,75,31/05/2021,1,537,Round 12
London,13-17,75,31/05/2021,0,345,Round 12
London,18-24,75,31/05/2021,0,245,Round 12
London,25-34,75,31/05/2021,3,946,Round 12
London,35-44,75,31/05/2021,2,1046,Round 12
London,45-54,75,31/05/2021,1,1099,Round 12
London,55-64,75,31/05/2021,2,1141,Round 12
London,65+,75,31/05/2021,3,1095,Round 12
Midlands,5-12,75,31/05/2021,3,497,Round 12
Midlands,13-17,75,31/05/2021,1,385,Round 12
Midlands,18-24,75,31/05/2021,0,303,Round 12
Midlands,25-34,75,31/05/2021,1,635,Round 12
Midlands,35-44,75,31/05/2021,0,863,Round 12
Midlands,45-54,75,31/05/2021,2,1405,Round 12
Midlands,55-64,75,31/05/2021,1,1656,Round 12
Midlands,65+,75,31/05/2021,3,1971,Round 12
NA,55-64,75,31/05/2021,0,1,Round 12
North East and Yorkshire,5-12,75,31/05/2021,4,374,Round 12
North East and Yorkshire,13-17,75,31/05/2021,2,273,Round 12
North East and Yorkshire,18-24,75,31/05/2021,1,227,Round 12
North East and Yorkshire,25-34,75,31/05/2021,0,480,Round 12
North East and Yorkshire,35-44,75,31/05/2021,3,694,Round 12
North East and Yorkshire,45-54,75,31/05/2021,2,997,Round 12
North East and Yorkshire,55-64,75,31/05/2021,0,1299,Round 12
North East and Yorkshire,65+,75,31/05/2021,1,1586,Round 12
North West,5-12,75,31/05/2021,1,305,Round 12
North West,13-17,75,31/05/2021,0,212,Round 12
North West,18-24,75,31/05/2021,2,136,Round 12
North West,25-34,75,31/05/2021,2,398,Round 12
North West,35-44,75,31/05/2021,0,555,Round 12
North West,45-54,75,31/05/2021,1,814,Round 12
North West,55-64,75,31/05/2021,0,1025,Round 12
North West,65+,75,31/05/2021,1,1230,Round 12
South East,5-12,75,31/05/2021,1,480,Round 12
South East,13-17,75,31/05/2021,1,330,Round 12
South East,18-24,75,31/05/2021,1,229,Round 12
South East,25-34,75,31/05/2021,0,527,Round 12
South East,35-44,75,31/05/2021,0,738,Round 12
South East,45-54,75,31/05/2021,1,1165,Round 12
South East,55-64,75,31/05/2021,3,1394,Round 12
South East,65+,75,31/05/2021,2,1694,Round 12
South West,5-12,75,31/05/2021,0,270,Round 12
South West,13-17,75,31/05/2021,1,223,Round 12
South West,18-24,75,31/05/2021,0,141,Round 12
South West,25-34,75,31/05/2021,0,311,Round 12
