"nhs_region","age_group","react_week_number","react_week_start_date","number_positive","number_samples"
"East of England","35-44",18,2020-04-27,0,3
"East of England","35-44",19,2020-05-04,1,81
"East of England","35-44",20,2020-05-11,2,464
"East of England","35-44",21,2020-05-18,1,1291
"East of England","35-44",22,2020-05-25,0,403
"East of England","35-44",23,2020-06-01,0,7
"East of England","5-12",19,2020-05-04,0,13
"East of England","5-12",20,2020-05-11,1,359
"East of England","5-12",21,2020-05-18,0,790
"East of England","5-12",22,2020-05-25,0,299
"East of England","5-12",23,2020-06-01,0,14
"East of England","13-17",19,2020-05-04,0,17
"East of England","13-17",20,2020-05-11,0,227
"East of England","13-17",21,2020-05-18,2,535
"East of England","13-17",22,2020-05-25,0,184
"East of England","13-17",23,2020-06-01,0,6
"East of England","18-24",18,2020-04-27,0,2
"East of England","18-24",19,2020-05-04,0,18
"East of England","18-24",20,2020-05-11,1,289
"East of England","18-24",21,2020-05-18,1,526
"East of England","18-24",22,2020-05-25,0,150
"East of England","18-24",23,2020-06-01,0,5
"East of England","25-34",18,2020-04-27,0,5
"East of England","25-34",19,2020-05-04,0,60
"East of England","25-34",20,2020-05-11,0,435
"East of England","25-34",21,2020-05-18,0,981
"East of England","25-34",22,2020-05-25,0,316
"East of England","25-34",23,2020-06-01,0,8
"East of England","45-54",18,2020-04-27,0,4
"East of England","45-54",19,2020-05-04,0,113
"East of England","45-54",20,2020-05-11,2,616
"East of England","45-54",21,2020-05-18,2,1647
"East of England","45-54",22,2020-05-25,0,497
"East of England","45-54",23,2020-06-01,0,4
"East of England","55-64",18,2020-04-27,0,6
"East of England","55-64",19,2020-05-04,0,39
"East of England","55-64",20,2020-05-11,1,712
"East of England","55-64",21,2020-05-18,0,1702
"East of England","55-64",22,2020-05-25,0,417
"East of England","55-64",23,2020-06-01,0,10
"East of England","65+",18,2020-04-27,0,6
"East of England","65+",19,2020-05-04,0,91
"East of England","65+",20,2020-05-11,1,804
"East of England","65+",21,2020-05-18,1,1985
"East of England","65+",22,2020-05-25,1,511
"East of England","65+",23,2020-06-01,0,9
"London","35-44",18,2020-04-27,0,5
"London","35-44",19,2020-05-04,0,45
"London","35-44",20,2020-05-11,1,289
"London","35-44",21,2020-05-18,1,1090
"London","35-44",22,2020-05-25,0,428
"London","35-44",23,2020-06-01,0,6
"London","5-12",18,2020-04-27,0,1
"London","5-12",19,2020-05-04,0,6
"London","5-12",20,2020-05-11,2,129
"London","5-12",21,2020-05-18,2,429
"London","5-12",22,2020-05-25,0,207
"London","5-12",23,2020-06-01,0,10
"London","13-17",18,2020-04-27,0,1
"London","13-17",19,2020-05-04,0,5
"London","13-17",20,2020-05-11,0,99
"London","13-17",21,2020-05-18,1,327
"London","13-17",22,2020-05-25,0,133
"London","13-17",23,2020-06-01,0,4
"London","18-24",19,2020-05-04,0,10
"London","18-24",20,2020-05-11,1,120
"London","18-24",21,2020-05-18,0,332
"London","18-24",22,2020-05-25,0,111
"London","18-24",23,2020-06-01,0,4
"London","25-34",18,2020-04-27,0,3
"London","25-34",19,2020-05-04,1,44
"London","25-34",20,2020-05-11,0,256
"London","25-34",21,2020-05-18,2,962
"London","25-34",22,2020-05-25,0,383
"London","25-34",23,2020-06-01,0,14
"London","45-54",19,2020-05-04,0,37
"London","45-54",20,2020-05-11,2,271
"London","45-54",21,2020-05-18,1,908
"London","45-54",22,2020-05-25,1,337
"London","45-54",23,2020-06-01,0,13
"London","55-64",18,2020-04-27,0,1
"London","55-64",19,2020-05-04,0,16
"London","55-64",20,2020-05-11,0,222
"London","55-64",21,2020-05-18,2,784
"London","55-64",22,2020-05-25,1,295
"London","55-64",23,2020-06-01,0,5
"London","65+",19,2020-05-04,0,31
"London","65+",20,2020-05-11,1,197
"London","65+",21,2020-05-18,0,760
"London","65+",22,2020-05-25,0,287
"London","65+",23,2020-06-01,0,9
"Midlands","35-44",18,2020-04-27,0,4
"Midlands","35-44",19,2020-05-04,0,103
"Midlands","35-44",20,2020-05-11,3,773
"Midlands","35-44",21,2020-05-18,2,1696
"Midlands","35-44",22,2020-05-25,1,536
"Midlands","35-44",23,2020-06-01,0,7
"Midlands","5-12",18,2020-04-27,0,1
"Midlands","5-12",19,2020-05-04,0,18
"Midlands","5-12",20,2020-05-11,2,571
"Midlands","5-12",21,2020-05-18,1,996
"Midlands","5-12",22,2020-05-25,0,378
"Midlands","5-12",23,2020-06-01,0,20
"Midlands","13-17",18,2020-04-27,0,2
"Midlands","13-17",19,2020-05-04,0,28
"Midlands","13-17",20,2020-05-11,0,371
"Midlands","13-17",21,2020-05-18,0,749
"Midlands","13-17",22,2020-05-25,0,261
"Midlands","13-17",23,2020-06-01,0,7
"Midlands","18-24",18,2020-04-27,0,1
"Midlands","18-24",19,2020-05-04,0,34
"Midlands","18-24",20,2020-05-11,0,433
"Midlands","18-24",21,2020-05-18,0,761
"Midlands","18-24",22,2020-05-25,0,207
"Midlands","18-24",23,2020-06-01,0,4
"Midlands","25-34",18,2020-04-27,0,5
"Midlands","25-34",19,2020-05-04,0,112
"Midlands","25-34",20,2020-05-11,3,667
"Midlands","25-34",21,2020-05-18,2,1378
"Midlands","25-34",22,2020-05-25,1,377
"Midlands","25-34",23,2020-06-01,0,5
"Midlands","45-54",18,2020-04-27,0,7
"Midlands","45-54",19,2020-05-04,1,167
"Midlands","45-54",20,2020-05-11,4,1028
"Midlands","45-54",21,2020-05-18,3,2338
"Midlands","45-54",22,2020-05-25,1,648
"Midlands","45-54",23,2020-06-01,0,18
"Midlands","55-64",18,2020-04-27,0,8
"Midlands","55-64",19,2020-05-04,1,55
"Midlands","55-64",20,2020-05-11,2,1087
"Midlands","55-64",21,2020-05-18,2,2518
"Midlands","55-64",22,2020-05-25,0,660
"Midlands","55-64",23,2020-06-01,0,10
"Midlands","65+",18,2020-04-27,0,14
"Midlands","65+",19,2020-05-04,0,100
"Midlands","65+",20,2020-05-11,2,1209
"Midlands","65+",21,2020-05-18,2,2859
"Midlands","65+",22,2020-05-25,1,713
"Midlands","65+",23,2020-06-01,0,11
"North East and Yorkshire","35-44",18,2020-04-27,0,1
"North East and Yorkshire","35-44",19,2020-05-04,0,42
"North East and Yorkshire","35-44",20,2020-05-11,1,290
"North East and Yorkshire","35-44",21,2020-05-18,1,932
"North East and Yorkshire","35-44",22,2020-05-25,0,332
"North East and Yorkshire","35-44",23,2020-06-01,0,7
"North East and Yorkshire","5-12",19,2020-05-04,0,14
"North East and Yorkshire","5-12",20,2020-05-11,0,207
"North East and Yorkshire","5-12",21,2020-05-18,1,547
"North East and Yorkshire","5-12",22,2020-05-25,0,230
"North East and Yorkshire","5-12",23,2020-06-01,0,8
"North East and Yorkshire","13-17",19,2020-05-04,0,12
"North East and Yorkshire","13-17",20,2020-05-11,0,155
"North East and Yorkshire","13-17",21,2020-05-18,1,429
"North East and Yorkshire","13-17",22,2020-05-25,1,163
"North East and Yorkshire","13-17",23,2020-06-01,0,2
"North East and Yorkshire","18-24",18,2020-04-27,0,1
"North East and Yorkshire","18-24",19,2020-05-04,0,10
"North East and Yorkshire","18-24",20,2020-05-11,1,154
"North East and Yorkshire","18-24",21,2020-05-18,2,444
"North East and Yorkshire","18-24",22,2020-05-25,1,137
"North East and Yorkshire","18-24",23,2020-06-01,0,5
