"region","age_group","react_week_number","react_week_start_date","number_positive","number_samples","round"
"South East","25-34",65,2021-03-22,0,873,"Round 10"
"South East","25-34",66,2021-03-29,0,89,"Round 10"
"South East","45-54",63,2021-03-08,0,412,"Round 10"
"South East","45-54",64,2021-03-15,1,2751,"Round 10"
"South East","45-54",65,2021-03-22,3,1722,"Round 10"
"South East","45-54",66,2021-03-29,0,136,"Round 10"
"South East","55-64",63,2021-03-08,0,584,"Round 10"
"South East","55-64",64,2021-03-15,1,3162,"Round 10"
"South East","55-64",65,2021-03-22,0,1819,"Round 10"
"South East","55-64",66,2021-03-29,0,123,"Round 10"
"South East","65+",63,2021-03-08,0,967,"Round 10"
"South East","65+",64,2021-03-15,2,5454,"Round 10"
"South East","65+",65,2021-03-22,1,2078,"Round 10"
"South East","65+",66,2021-03-29,0,71,"Round 10"
"North East","35-44",63,2021-03-08,0,46,"Round 10"
"North East","35-44",64,2021-03-15,0,282,"Round 10"
"North East","35-44",65,2021-03-22,2,224,"Round 10"
"North East","35-44",66,2021-03-29,0,22,"Round 10"
"North East","5-12",63,2021-03-08,2,30,"Round 10"
"North East","5-12",64,2021-03-15,1,181,"Round 10"
"North East","5-12",65,2021-03-22,1,114,"Round 10"
"North East","5-12",66,2021-03-29,0,8,"Round 10"
"North East","13-17",63,2021-03-08,0,33,"Round 10"
"North East","13-17",64,2021-03-15,0,154,"Round 10"
"North East","13-17",65,2021-03-22,0,46,"Round 10"
"North East","13-17",66,2021-03-29,0,4,"Round 10"
"North East","18-24",63,2021-03-08,1,26,"Round 10"
"North East","18-24",64,2021-03-15,1,112,"Round 10"
"North East","18-24",65,2021-03-22,0,65,"Round 10"
"North East","18-24",66,2021-03-29,0,9,"Round 10"
"North East","25-34",63,2021-03-08,0,39,"Round 10"
"North East","25-34",64,2021-03-15,0,227,"Round 10"
"North East","25-34",65,2021-03-22,1,163,"Round 10"
"North East","25-34",66,2021-03-29,0,14,"Round 10"
"North East","45-54",63,2021-03-08,0,60,"Round 10"
"North East","45-54",64,2021-03-15,1,379,"Round 10"
"North East","45-54",65,2021-03-22,0,266,"Round 10"
"North East","45-54",66,2021-03-29,0,23,"Round 10"
"North East","55-64",63,2021-03-08,0,94,"Round 10"
"North East","55-64",64,2021-03-15,2,571,"Round 10"
"North East","55-64",65,2021-03-22,1,293,"Round 10"
"North East","55-64",66,2021-03-29,0,19,"Round 10"
"North East","65+",63,2021-03-08,1,177,"Round 10"
"North East","65+",64,2021-03-15,1,905,"Round 10"
"North East","65+",65,2021-03-22,1,331,"Round 10"
"North East","65+",66,2021-03-29,0,17,"Round 10"
"North West","35-44",63,2021-03-08,0,167,"Round 10"
"North West","35-44",64,2021-03-15,4,931,"Round 10"
"North West","35-44",65,2021-03-22,1,626,"Round 10"
"North West","35-44",66,2021-03-29,1,61,"Round 10"
"North West","5-12",63,2021-03-08,2,121,"Round 10"
"North West","5-12",64,2021-03-15,1,577,"Round 10"
"North West","5-12",65,2021-03-22,1,404,"Round 10"
"North West","5-12",66,2021-03-29,0,24,"Round 10"
"North West","13-17",63,2021-03-08,0,162,"Round 10"
"North West","13-17",64,2021-03-15,1,524,"Round 10"
"North West","13-17",65,2021-03-22,2,191,"Round 10"
"North West","13-17",66,2021-03-29,0,19,"Round 10"
"North West","18-24",63,2021-03-08,0,100,"Round 10"
"North West","18-24",64,2021-03-15,1,324,"Round 10"
"North West","18-24",65,2021-03-22,2,211,"Round 10"
"North West","18-24",66,2021-03-29,0,17,"Round 10"
"North West","25-34",63,2021-03-08,1,140,"Round 10"
"North West","25-34",64,2021-03-15,0,649,"Round 10"
"North West","25-34",65,2021-03-22,0,467,"Round 10"
"North West","25-34",66,2021-03-29,0,42,"Round 10"
"North West","45-54",63,2021-03-08,2,227,"Round 10"
"North West","45-54",64,2021-03-15,3,1316,"Round 10"
"North West","45-54",65,2021-03-22,5,897,"Round 10"
"North West","45-54",66,2021-03-29,0,73,"Round 10"
"North West","55-64",63,2021-03-08,3,333,"Round 10"
"North West","55-64",64,2021-03-15,5,1794,"Round 10"
"North West","55-64",65,2021-03-22,2,975,"Round 10"
"North West","55-64",66,2021-03-29,0,52,"Round 10"
"North West","65+",63,2021-03-08,1,663,"Round 10"
"North West","65+",64,2021-03-15,2,2924,"Round 10"
"North West","65+",65,2021-03-22,1,1050,"Round 10"
"North West","65+",66,2021-03-29,0,39,"Round 10"
"Yorkshire and The Humber","35-44",63,2021-03-08,0,107,"Round 10"
"Yorkshire and The Humber","35-44",64,2021-03-15,5,568,"Round 10"
"Yorkshire and The Humber","35-44",65,2021-03-22,2,356,"Round 10"
"Yorkshire and The Humber","35-44",66,2021-03-29,0,36,"Round 10"
"Yorkshire and The Humber","5-12",63,2021-03-08,0,89,"Round 10"
"Yorkshire and The Humber","5-12",64,2021-03-15,1,354,"Round 10"
"Yorkshire and The Humber","5-12",65,2021-03-22,4,224,"Round 10"
"Yorkshire and The Humber","5-12",66,2021-03-29,0,14,"Round 10"
"Yorkshire and The Humber","13-17",63,2021-03-08,3,88,"Round 10"
"Yorkshire and The Humber","13-17",64,2021-03-15,1,307,"Round 10"
"Yorkshire and The Humber","13-17",65,2021-03-22,0,129,"Round 10"
"Yorkshire and The Humber","13-17",66,2021-03-29,0,7,"Round 10"
"Yorkshire and The Humber","18-24",63,2021-03-08,0,55,"Round 10"
"Yorkshire and The Humber","18-24",64,2021-03-15,2,238,"Round 10"
"Yorkshire and The Humber","18-24",65,2021-03-22,0,126,"Round 10"
"Yorkshire and The Humber","18-24",66,2021-03-29,0,15,"Round 10"
"Yorkshire and The Humber","25-34",63,2021-03-08,0,77,"Round 10"
"Yorkshire and The Humber","25-34",64,2021-03-15,1,395,"Round 10"
"Yorkshire and The Humber","25-34",65,2021-03-22,2,256,"Round 10"
"Yorkshire and The Humber","25-34",66,2021-03-29,0,21,"Round 10"
"Yorkshire and The Humber","45-54",63,2021-03-08,3,144,"Round 10"
"Yorkshire and The Humber","45-54",64,2021-03-15,0,844,"Round 10"
"Yorkshire and The Humber","45-54",65,2021-03-22,0,497,"Round 10"
"Yorkshire and The Humber","45-54",66,2021-03-29,0,32,"Round 10"
"Yorkshire and The Humber","55-64",63,2021-03-08,0,215,"Round 10"
"Yorkshire and The Humber","55-64",64,2021-03-15,0,1048,"Round 10"
"Yorkshire and The Humber","55-64",65,2021-03-22,2,521,"Round 10"
"Yorkshire and The Humber","55-64",66,2021-03-29,0,33,"Round 10"
"Yorkshire and The Humber","65+",63,2021-03-08,0,351,"Round 10"
"Yorkshire and The Humber","65+",64,2021-03-15,1,1849,"Round 10"
"Yorkshire and The Humber","65+",65,2021-03-22,1,580,"Round 10"
"Yorkshire and The Humber","65+",66,2021-03-29,0,15,"Round 10"
"East Midlands","35-44",63,2021-03-08,0,218,"Round 10"
"East Midlands","35-44",64,2021-03-15,6,1070,"Round 10"
"East Midlands","35-44",65,2021-03-22,1,676,"Round 10"
"East Midlands","35-44",66,2021-03-29,0,72,"Round 10"
"East Midlands","5-12",63,2021-03-08,1,154,"Round 10"
"East Midlands","5-12",64,2021-03-15,2,767,"Round 10"
"East Midlands","5-12",65,2021-03-22,1,416,"Round 10"
"East Midlands","5-12",66,2021-03-29,1,38,"Round 10"
"East Midlands","13-17",63,2021-03-08,0,177,"Round 10"
"East Midlands","13-17",64,2021-03-15,0,602,"Round 10"
"East Midlands","13-17",65,2021-03-22,1,234,"Round 10"
"East Midlands","13-17",66,2021-03-29,0,12,"Round 10"
"East Midlands","18-24",63,2021-03-08,0,99,"Round 10"
"East Midlands","18-24",64,2021-03-15,0,379,"Round 10"
"East Midlands","18-24",65,2021-03-22,0,212,"Round 10"
"East Midlands","18-24",66,2021-03-29,0,14,"Round 10"
"East Midlands","25-34",63,2021-03-08,1,153,"Round 10"
"East Midlands","25-34",64,2021-03-15,1,737,"Round 10"
"East Midlands","25-34",65,2021-03-22,0,482,"Round 10"
"East Midlands","25-34",66,2021-03-29,1,51,"Round 10"
"East Midlands","45-54",63,2021-03-08,1,272,"Round 10"
"East Midlands","45-54",64,2021-03-15,2,1563,"Round 10"
"East Midlands","45-54",65,2021-03-22,2,909,"Round 10"
"East Midlands","45-54",66,2021-03-29,0,72,"Round 10"
"East Midlands","55-64",63,2021-03-08,2,398,"Round 10"
"East Midlands","55-64",64,2021-03-15,4,1972,"Round 10"
"East Midlands","55-64",65,2021-03-22,2,966,"Round 10"
"East Midlands","55-64",66,2021-03-29,0,56,"Round 10"
"East Midlands","65+",63,2021-03-08,0,701,"Round 10"
"East Midlands","65+",64,2021-03-15,3,3272,"Round 10"
"East Midlands","65+",65,2021-03-22,1,1121,"Round 10"
"East Midlands","65+",66,2021-03-29,1,51,"Round 10"
"West Midlands","35-44",63,2021-03-08,0,151,"Round 10"
"West Midlands","35-44",64,2021-03-15,1,749,"Round 10"
"West Midlands","35-44",65,2021-03-22,0,561,"Round 10"
"West Midlands","35-44",66,2021-03-29,0,62,"Round 10"
"West Midlands","5-12",63,2021-03-08,0,114,"Round 10"
"West Midlands","5-12",64,2021-03-15,2,515,"Round 10"
"West Midlands","5-12",65,2021-03-22,0,338,"Round 10"
"West Midlands","5-12",66,2021-03-29,0,29,"Round 10"
"West Midlands","13-17",63,2021-03-08,0,146,"Round 10"
"West Midlands","13-17",64,2021-03-15,0,432,"Round 10"
"West Midlands","13-17",65,2021-03-22,0,170,"Round 10"
"West Midlands","13-17",66,2021-03-29,0,13,"Round 10"
"West Midlands","18-24",63,2021-03-08,0,75,"Round 10"
"West Midlands","18-24",64,2021-03-15,3,268,"Round 10"
"West Midlands","18-24",65,2021-03-22,1,139,"Round 10"
"West Midlands","18-24",66,2021-03-29,0,13,"Round 10"
"West Midlands","25-34",63,2021-03-08,1,88,"Round 10"
"West Midlands","25-34",64,2021-03-15,2,526,"Round 10"
"West Midlands","25-34",65,2021-03-22,0,366,"Round 10"
"West Midlands","25-34",66,2021-03-29,1,38,"Round 10"
"West Midlands","45-54",63,2021-03-08,0,184,"Round 10"
"West Midlands","45-54",64,2021-03-15,2,1066,"Round 10"
"West Midlands","45-54",65,2021-03-22,3,699,"Round 10"
"West Midlands","45-54",66,2021-03-29,1,68,"Round 10"
"West Midlands","55-64",63,2021-03-08,1,261,"Round 10"
"West Midlands","55-64",64,2021-03-15,3,1338,"Round 10"
"West Midlands","55-64",65,2021-03-22,1,697,"Round 10"
"West Midlands","55-64",66,2021-03-29,0,60,"Round 10"
"West Midlands","65+",63,2021-03-08,1,444,"Round 10"
"West Midlands","65+",64,2021-03-15,3,2426,"Round 10"
"West Midlands","65+",65,2021-03-22,0,843,"Round 10"
"West Midlands","65+",66,2021-03-29,0,37,"Round 10"
"East of England","35-44",63,2021-03-08,0,194,"Round 10"
"East of England","35-44",64,2021-03-15,3,1220,"Round 10"
"East of England","35-44",65,2021-03-22,0,922,"Round 10"
"East of England","35-44",66,2021-03-29,0,71,"Round 10"
"East of England","5-12",63,2021-03-08,0,161,"Round 10"
"East of England","5-12",64,2021-03-15,3,795,"Round 10"
"East of England","5-12",65,2021-03-22,2,520,"Round 10"
"East of England","5-12",66,2021-03-29,0,49,"Round 10"
"East of England","13-17",63,2021-03-08,1,184,"Round 10"
"East of England","13-17",64,2021-03-15,0,606,"Round 10"
"East of England","13-17",65,2021-03-22,1,274,"Round 10"
"East of England","13-17",66,2021-03-29,0,16,"Round 10"
"East of England","18-24",63,2021-03-08,0,120,"Round 10"
"East of England","18-24",64,2021-03-15,0,433,"Round 10"
"East of England","18-24",65,2021-03-22,0,251,"Round 10"
"East of England","18-24",66,2021-03-29,0,37,"Round 10"
"East of England","25-34",63,2021-03-08,1,147,"Round 10"
"East of England","25-34",64,2021-03-15,2,815,"Round 10"
"East of England","25-34",65,2021-03-22,1,579,"Round 10"
"East of England","25-34",66,2021-03-29,0,56,"Round 10"
"East of England","45-54",63,2021-03-08,1,289,"Round 10"
"East of England","45-54",64,2021-03-15,2,1722,"Round 10"
"East of England","45-54",65,2021-03-22,1,1045,"Round 10"
"East of England","45-54",66,2021-03-29,0,96,"Round 10"
"East of England","55-64",63,2021-03-08,1,380,"Round 10"
"East of England","55-64",64,2021-03-15,1,2196,"Round 10"
"East of England","55-64",65,2021-03-22,1,1105,"Round 10"
"East of England","55-64",66,2021-03-29,0,74,"Round 10"
"East of England","65+",63,2021-03-08,0,662,"Round 10"
"East of England","65+",64,2021-03-15,4,3745,"Round 10"
"East of England","65+",65,2021-03-22,2,1284,"Round 10"
"East of England","65+",66,2021-03-29,0,46,"Round 10"
"London","35-44",63,2021-03-08,1,148,"Round 10"
"London","35-44",64,2021-03-15,2,1179,"Round 10"
"London","35-44",65,2021-03-22,2,1068,"Round 10"
"London","35-44",66,2021-03-29,0,100,"Round 10"
"London","5-12",63,2021-03-08,1,85,"Round 10"
"London","5-12",64,2021-03-15,3,583,"Round 10"
"London","5-12",65,2021-03-22,1,487,"Round 10"
"London","5-12",66,2021-03-29,0,50,"Round 10"
"London","13-17",63,2021-03-08,0,127,"Round 10"
"London","13-17",64,2021-03-15,0,391,"Round 10"
"London","13-17",65,2021-03-22,0,206,"Round 10"
"London","13-17",66,2021-03-29,0,15,"Round 10"
"London","18-24",63,2021-03-08,0,87,"Round 10"
"London","18-24",64,2021-03-15,0,299,"Round 10"
"London","18-24",65,2021-03-22,0,239,"Round 10"
"London","18-24",66,2021-03-29,2,30,"Round 10"
"London","25-34",63,2021-03-08,0,141,"Round 10"
"London","25-34",64,2021-03-15,1,1059,"Round 10"
"London","25-34",65,2021-03-22,2,881,"Round 10"
"London","25-34",66,2021-03-29,0,84,"Round 10"
"London","45-54",63,2021-03-08,0,165,"Round 10"
"London","45-54",64,2021-03-15,1,1108,"Round 10"
"London","45-54",65,2021-03-22,2,912,"Round 10"
"London","45-54",66,2021-03-29,0,70,"Round 10"
"London","55-64",63,2021-03-08,0,166,"Round 10"
"London","55-64",64,2021-03-15,1,995,"Round 10"
"London","55-64",65,2021-03-22,1,794,"Round 10"
"London","55-64",66,2021-03-29,0,44,"Round 10"
"London","65+",63,2021-03-08,0,213,"Round 10"
"London","65+",64,2021-03-15,0,1437,"Round 10"
"London","65+",65,2021-03-22,2,751,"Round 10"
"London","65+",66,2021-03-29,0,37,"Round 10"
"South West","35-44",63,2021-03-08,1,143,"Round 10"
"South West","35-44",64,2021-03-15,0,728,"Round 10"
"South West","35-44",65,2021-03-22,0,630,"Round 10"
"South West","35-44",66,2021-03-29,0,61,"Round 10"
"South West","5-12",63,2021-03-08,0,109,"Round 10"
"South West","5-12",64,2021-03-15,1,496,"Round 10"
"South West","5-12",65,2021-03-22,0,358,"Round 10"
"South West","5-12",66,2021-03-29,0,24,"Round 10"
"South West","13-17",63,2021-03-08,0,129,"Round 10"
"South West","13-17",64,2021-03-15,0,437,"Round 10"
"South West","13-17",65,2021-03-22,0,210,"Round 10"
"South West","13-17",66,2021-03-29,0,10,"Round 10"
"South West","18-24",63,2021-03-08,0,86,"Round 10"
"South West","18-24",64,2021-03-15,0,237,"Round 10"
"South West","18-24",65,2021-03-22,0,215,"Round 10"
"South West","18-24",66,2021-03-29,0,15,"Round 10"
"South West","25-34",63,2021-03-08,0,105,"Round 10"
"South West","25-34",64,2021-03-15,0,477,"Round 10"
"South West","25-34",65,2021-03-22,1,444,"Round 10"
"South West","25-34",66,2021-03-29,0,46,"Round 10"
"South West","45-54",63,2021-03-08,1,203,"Round 10"
"South West","45-54",64,2021-03-15,0,1120,"Round 10"
"South West","45-54",65,2021-03-22,0,829,"Round 10"
"South West","45-54",66,2021-03-29,0,63,"Round 10"
"South West","55-64",63,2021-03-08,1,272,"Round 10"
"South West","55-64",64,2021-03-15,1,1453,"Round 10"
"South West","55-64",65,2021-03-22,3,875,"Round 10"
"South West","55-64",66,2021-03-29,0,46,"Round 10"
"South West","65+",63,2021-03-08,0,492,"Round 10"
"South West","65+",64,2021-03-15,5,2694,"Round 10"
"South West","65+",65,2021-03-22,0,1012,"Round 10"
"South West","65+",66,2021-03-29,1,23,"Round 10"
"South East","35-44",68,2021-04-12,0,254,"Round 11"
"South East","35-44",69,2021-04-19,0,1673,"Round 11"
"South East","35-44",70,2021-04-26,2,1316,"Round 11"
"South East","35-44",71,2021-05-03,0,115,"Round 11"
"South East","5-12",68,2021-04-12,0,187,"Round 11"
"South East","5-12",69,2021-04-19,1,989,"Round 11"
"South East","5-12",70,2021-04-26,1,756,"Round 11"
"South East","5-12",71,2021-05-03,0,70,"Round 11"
"South East","13-17",68,2021-04-12,1,240,"Round 11"
"South East","13-17",69,2021-04-19,0,867,"Round 11"
"South East","13-17",70,2021-04-26,0,408,"Round 11"
"South East","13-17",71,2021-05-03,0,16,"Round 11"
"South East","18-24",68,2021-04-12,1,119,"Round 11"
"South East","18-24",69,2021-04-19,0,494,"Round 11"
"South East","18-24",70,2021-04-26,1,322,"Round 11"
"South East","18-24",71,2021-05-03,0,24,"Round 11"
"South East","25-34",68,2021-04-12,0,162,"Round 11"
"South East","25-34",69,2021-04-19,3,1027,"Round 11"
"South East","25-34",70,2021-04-26,2,762,"Round 11"
"South East","25-34",71,2021-05-03,0,76,"Round 11"
"South East","45-54",68,2021-04-12,1,343,"Round 11"
"South East","45-54",69,2021-04-19,1,2343,"Round 11"
"South East","45-54",70,2021-04-26,1,1709,"Round 11"
"South East","45-54",71,2021-05-03,0,110,"Round 11"
"South East","55-64",68,2021-04-12,0,434,"Round 11"
"South East","55-64",69,2021-04-19,2,3219,"Round 11"
"South East","55-64",70,2021-04-26,4,1801,"Round 11"
"South East","55-64",71,2021-05-03,0,121,"Round 11"
"South East","65+",68,2021-04-12,0,762,"Round 11"
"South East","65+",69,2021-04-19,2,5276,"Round 11"
"South East","65+",70,2021-04-26,3,2154,"Round 11"
"South East","65+",71,2021-05-03,0,103,"Round 11"
"North East","35-44",68,2021-04-12,0,34,"Round 11"
"North East","35-44",69,2021-04-19,1,265,"Round 11"
"North East","35-44",70,2021-04-26,0,188,"Round 11"
"North East","35-44",71,2021-05-03,0,8,"Round 11"
"North East","5-12",68,2021-04-12,0,23,"Round 11"
"North East","5-12",69,2021-04-19,0,127,"Round 11"
"North East","5-12",70,2021-04-26,0,107,"Round 11"
"North East","5-12",71,2021-05-03,0,6,"Round 11"
"North East","13-17",68,2021-04-12,0,55,"Round 11"
"North East","13-17",69,2021-04-19,0,143,"Round 11"
"North East","13-17",70,2021-04-26,0,50,"Round 11"
"North East","13-17",71,2021-05-03,0,3,"Round 11"
"North East","18-24",68,2021-04-12,0,23,"Round 11"
"North East","18-24",69,2021-04-19,0,89,"Round 11"
"North East","18-24",70,2021-04-26,0,48,"Round 11"
"North East","18-24",71,2021-05-03,0,7,"Round 11"
"North East","25-34",68,2021-04-12,1,41,"Round 11"
"North East","25-34",69,2021-04-19,0,214,"Round 11"
"North East","25-34",70,2021-04-26,0,120,"Round 11"
"North East","25-34",71,2021-05-03,0,6,"Round 11"
"North East","45-54",68,2021-04-12,1,57,"Round 11"
"North East","45-54",69,2021-04-19,0,375,"Round 11"
"North East","45-54",70,2021-04-26,0,220,"Round 11"
"North East","45-54",71,2021-05-03,0,21,"Round 11"
"North East","55-64",68,2021-04-12,1,76,"Round 11"
"North East","55-64",69,2021-04-19,0,567,"Round 11"
"North East","55-64",70,2021-04-26,0,334,"Round 11"
"North East","55-64",71,2021-05-03,0,15,"Round 11"
"North East","65+",68,2021-04-12,0,135,"Round 11"
"North East","65+",69,2021-04-19,0,949,"Round 11"
"North East","65+",70,2021-04-26,2,324,"Round 11"
"North East","65+",71,2021-05-03,0,24,"Round 11"
"North West","35-44",68,2021-04-12,0,115,"Round 11"
"North West","35-44",69,2021-04-19,0,796,"Round 11"
"North West","35-44",70,2021-04-26,1,577,"Round 11"
"North West","35-44",71,2021-05-03,0,50,"Round 11"
"North West","5-12",68,2021-04-12,1,98,"Round 11"
"North West","5-12",69,2021-04-19,0,417,"Round 11"
"North West","5-12",70,2021-04-26,0,338,"Round 11"
"North West","5-12",71,2021-05-03,0,17,"Round 11"
"North West","13-17",68,2021-04-12,0,131,"Round 11"
"North West","13-17",69,2021-04-19,1,435,"Round 11"
"North West","13-17",70,2021-04-26,0,157,"Round 11"
"North West","13-17",71,2021-05-03,0,11,"Round 11"
"North West","18-24",68,2021-04-12,0,62,"Round 11"
"North West","18-24",69,2021-04-19,0,298,"Round 11"
"North West","18-24",70,2021-04-26,0,165,"Round 11"
"North West","18-24",71,2021-05-03,0,8,"Round 11"
"North West","25-34",68,2021-04-12,0,96,"Round 11"
"North West","25-34",69,2021-04-19,1,563,"Round 11"
"North West","25-34",70,2021-04-26,0,368,"Round 11"
"North West","25-34",71,2021-05-03,0,24,"Round 11"
"North West","45-54",68,2021-04-12,0,184,"Round 11"
"North West","45-54",69,2021-04-19,1,1113,"Round 11"
"North West","45-54",70,2021-04-26,1,819,"Round 11"
"North West","45-54",71,2021-05-03,0,41,"Round 11"
"North West","55-64",68,2021-04-12,0,254,"Round 11"
"North West","55-64",69,2021-04-19,2,1762,"Round 11"
"North West","55-64",70,2021-04-26,1,1069,"Round 11"
"North West","55-64",71,2021-05-03,0,52,"Round 11"
"North West","65+",68,2021-04-12,0,479,"Round 11"
"North West","65+",69,2021-04-19,3,2817,"Round 11"
"North West","65+",70,2021-04-26,3,1165,"Round 11"
"North West","65+",71,2021-05-03,0,41,"Round 11"
"Yorkshire and The Humber","35-44",68,2021-04-12,0,73,"Round 11"
"Yorkshire and The Humber","35-44",69,2021-04-19,0,422,"Round 11"
"Yorkshire and The Humber","35-44",70,2021-04-26,0,362,"Round 11"
"Yorkshire and The Humber","35-44",71,2021-05-03,0,29,"Round 11"
"Yorkshire and The Humber","5-12",68,2021-04-12,0,65,"Round 11"
"Yorkshire and The Humber","5-12",69,2021-04-19,0,283,"Round 11"
"Yorkshire and The Humber","5-12",70,2021-04-26,0,218,"Round 11"
"Yorkshire and The Humber","5-12",71,2021-05-03,0,8,"Round 11"
"Yorkshire and The Humber","13-17",68,2021-04-12,0,62,"Round 11"
"Yorkshire and The Humber","13-17",69,2021-04-19,0,262,"Round 11"
"Yorkshire and The Humber","13-17",70,2021-04-26,0,108,"Round 11"
"Yorkshire and The Humber","13-17",71,2021-05-03,0,3,"Round 11"
"Yorkshire and The Humber","18-24",68,2021-04-12,0,40,"Round 11"
"Yorkshire and The Humber","18-24",69,2021-04-19,1,163,"Round 11"
"Yorkshire and The Humber","18-24",70,2021-04-26,0,116,"Round 11"
"Yorkshire and The Humber","18-24",71,2021-05-03,0,10,"Round 11"
"Yorkshire and The Humber","25-34",68,2021-04-12,0,41,"Round 11"
"Yorkshire and The Humber","25-34",69,2021-04-19,1,311,"Round 11"
"Yorkshire and The Humber","25-34",70,2021-04-26,2,223,"Round 11"
"Yorkshire and The Humber","25-34",71,2021-05-03,0,13,"Round 11"
"Yorkshire and The Humber","45-54",68,2021-04-12,0,84,"Round 11"
"Yorkshire and The Humber","45-54",69,2021-04-19,1,659,"Round 11"
"Yorkshire and The Humber","45-54",70,2021-04-26,0,492,"Round 11"
"Yorkshire and The Humber","45-54",71,2021-05-03,0,42,"Round 11"
"Yorkshire and The Humber","55-64",68,2021-04-12,0,156,"Round 11"
"Yorkshire and The Humber","55-64",69,2021-04-19,0,1031,"Round 11"
"Yorkshire and The Humber","55-64",70,2021-04-26,0,582,"Round 11"
"Yorkshire and The Humber","55-64",71,2021-05-03,0,42,"Round 11"
"Yorkshire and The Humber","65+",68,2021-04-12,1,270,"Round 11"
"Yorkshire and The Humber","65+",69,2021-04-19,0,1770,"Round 11"
"Yorkshire and The Humber","65+",70,2021-04-26,0,659,"Round 11"
"Yorkshire and The Humber","65+",71,2021-05-03,0,26,"Round 11"
"East Midlands","35-44",68,2021-04-12,0,136,"Round 11"
"East Midlands","35-44",69,2021-04-19,1,867,"Round 11"
"East Midlands","35-44",70,2021-04-26,1,594,"Round 11"
"East Midlands","35-44",71,2021-05-03,0,66,"Round 11"
"East Midlands","5-12",68,2021-04-12,1,120,"Round 11"
"East Midlands","5-12",69,2021-04-19,1,555,"Round 11"
"East Midlands","5-12",70,2021-04-26,0,361,"Round 11"
"East Midlands","5-12",71,2021-05-03,0,52,"Round 11"
"East Midlands","13-17",68,2021-04-12,1,161,"Round 11"
"East Midlands","13-17",69,2021-04-19,1,475,"Round 11"
"East Midlands","13-17",70,2021-04-26,0,197,"Round 11"
"East Midlands","13-17",71,2021-05-03,0,23,"Round 11"
"East Midlands","18-24",68,2021-04-12,0,67,"Round 11"
"East Midlands","18-24",69,2021-04-19,0,304,"Round 11"
"East Midlands","18-24",70,2021-04-26,0,168,"Round 11"
"East Midlands","18-24",71,2021-05-03,0,30,"Round 11"
"East Midlands","25-34",68,2021-04-12,0,128,"Round 11"
"East Midlands","25-34",69,2021-04-19,0,651,"Round 11"
"East Midlands","25-34",70,2021-04-26,1,398,"Round 11"
"East Midlands","25-34",71,2021-05-03,0,60,"Round 11"
"East Midlands","45-54",68,2021-04-12,1,198,"Round 11"
"East Midlands","45-54",69,2021-04-19,0,1309,"Round 11"
"East Midlands","45-54",70,2021-04-26,0,869,"Round 11"
"East Midlands","45-54",71,2021-05-03,0,91,"Round 11"
"East Midlands","55-64",68,2021-04-12,0,293,"Round 11"
"East Midlands","55-64",69,2021-04-19,3,1911,"Round 11"
"East Midlands","55-64",70,2021-04-26,0,1096,"Round 11"
"East Midlands","55-64",71,2021-05-03,0,93,"Round 11"
"East Midlands","65+",68,2021-04-12,0,495,"Round 11"
"East Midlands","65+",69,2021-04-19,1,3151,"Round 11"
"East Midlands","65+",70,2021-04-26,3,1245,"Round 11"
"East Midlands","65+",71,2021-05-03,0,52,"Round 11"
"West Midlands","35-44",68,2021-04-12,1,98,"Round 11"
"West Midlands","35-44",69,2021-04-19,1,662,"Round 11"
"West Midlands","35-44",70,2021-04-26,0,474,"Round 11"
"West Midlands","35-44",71,2021-05-03,0,48,"Round 11"
"West Midlands","5-12",68,2021-04-12,1,100,"Round 11"
"West Midlands","5-12",69,2021-04-19,1,379,"Round 11"
"West Midlands","5-12",70,2021-04-26,2,266,"Round 11"
"West Midlands","5-12",71,2021-05-03,0,24,"Round 11"
"West Midlands","13-17",68,2021-04-12,0,102,"Round 11"
"West Midlands","13-17",69,2021-04-19,1,376,"Round 11"
"West Midlands","13-17",70,2021-04-26,0,166,"Round 11"
"West Midlands","13-17",71,2021-05-03,0,13,"Round 11"
"West Midlands","18-24",68,2021-04-12,0,58,"Round 11"
"West Midlands","18-24",69,2021-04-19,0,227,"Round 11"
"West Midlands","18-24",70,2021-04-26,0,146,"Round 11"
"West Midlands","18-24",71,2021-05-03,0,11,"Round 11"
"West Midlands","25-34",68,2021-04-12,1,85,"Round 11"
"West Midlands","25-34",69,2021-04-19,0,442,"Round 11"
"West Midlands","25-34",70,2021-04-26,2,297,"Round 11"
"West Midlands","25-34",71,2021-05-03,0,34,"Round 11"
"West Midlands","45-54",68,2021-04-12,0,157,"Round 11"
"West Midlands","45-54",69,2021-04-19,3,979,"Round 11"
"West Midlands","45-54",70,2021-04-26,1,670,"Round 11"
"West Midlands","45-54",71,2021-05-03,0,52,"Round 11"
"West Midlands","55-64",68,2021-04-12,0,188,"Round 11"
"West Midlands","55-64",69,2021-04-19,0,1333,"Round 11"
"West Midlands","55-64",70,2021-04-26,0,795,"Round 11"
"West Midlands","55-64",71,2021-05-03,0,59,"Round 11"
"West Midlands","65+",68,2021-04-12,0,362,"Round 11"
"West Midlands","65+",69,2021-04-19,1,2311,"Round 11"
"West Midlands","65+",70,2021-04-26,0,900,"Round 11"
"West Midlands","65+",71,2021-05-03,0,43,"Round 11"
"East of England","35-44",68,2021-04-12,0,173,"Round 11"
"East of England","35-44",69,2021-04-19,1,1052,"Round 11"
