"region","age_group","react_week_number","react_week_start_date","number_positive","number_samples","round"
"North West","18-24",34,2020-08-17,0,148,"Round 4"
"North West","18-24",35,2020-08-24,2,333,"Round 4"
"North West","18-24",36,2020-08-31,3,193,"Round 4"
"North West","18-24",37,2020-09-07,0,17,"Round 4"
"North West","25-34",34,2020-08-17,0,245,"Round 4"
"North West","25-34",35,2020-08-24,1,734,"Round 4"
"North West","25-34",36,2020-08-31,1,453,"Round 4"
"North West","25-34",37,2020-09-07,0,62,"Round 4"
"North West","45-54",34,2020-08-17,0,407,"Round 4"
"North West","45-54",35,2020-08-24,3,1485,"Round 4"
"North West","45-54",36,2020-08-31,0,895,"Round 4"
"North West","45-54",37,2020-09-07,1,73,"Round 4"
"North West","55-64",34,2020-08-17,1,574,"Round 4"
"North West","55-64",35,2020-08-24,1,1767,"Round 4"
"North West","55-64",36,2020-08-31,2,913,"Round 4"
"North West","55-64",37,2020-09-07,1,82,"Round 4"
"North West","65+",34,2020-08-17,1,970,"Round 4"
"North West","65+",35,2020-08-24,1,2864,"Round 4"
"North West","65+",36,2020-08-31,1,835,"Round 4"
"North West","65+",37,2020-09-07,0,64,"Round 4"
"Yorkshire and The Humber","35-44",34,2020-08-17,0,150,"Round 4"
"Yorkshire and The Humber","35-44",35,2020-08-24,3,559,"Round 4"
"Yorkshire and The Humber","35-44",36,2020-08-31,0,356,"Round 4"
"Yorkshire and The Humber","35-44",37,2020-09-07,0,28,"Round 4"
"Yorkshire and The Humber","5-12",34,2020-08-17,0,106,"Round 4"
"Yorkshire and The Humber","5-12",35,2020-08-24,0,321,"Round 4"
"Yorkshire and The Humber","5-12",36,2020-08-31,0,233,"Round 4"
"Yorkshire and The Humber","5-12",37,2020-09-07,0,14,"Round 4"
"Yorkshire and The Humber","13-17",34,2020-08-17,0,127,"Round 4"
"Yorkshire and The Humber","13-17",35,2020-08-24,0,291,"Round 4"
"Yorkshire and The Humber","13-17",36,2020-08-31,1,149,"Round 4"
"Yorkshire and The Humber","13-17",37,2020-09-07,1,14,"Round 4"
"Yorkshire and The Humber","18-24",34,2020-08-17,1,73,"Round 4"
"Yorkshire and The Humber","18-24",35,2020-08-24,0,193,"Round 4"
"Yorkshire and The Humber","18-24",36,2020-08-31,0,107,"Round 4"
"Yorkshire and The Humber","18-24",37,2020-09-07,0,15,"Round 4"
"Yorkshire and The Humber","25-34",34,2020-08-17,1,128,"Round 4"
"Yorkshire and The Humber","25-34",35,2020-08-24,2,474,"Round 4"
"Yorkshire and The Humber","25-34",36,2020-08-31,0,220,"Round 4"
"Yorkshire and The Humber","25-34",37,2020-09-07,0,20,"Round 4"
"Yorkshire and The Humber","45-54",34,2020-08-17,0,241,"Round 4"
"Yorkshire and The Humber","45-54",35,2020-08-24,2,838,"Round 4"
"Yorkshire and The Humber","45-54",36,2020-08-31,0,515,"Round 4"
"Yorkshire and The Humber","45-54",37,2020-09-07,0,36,"Round 4"
"Yorkshire and The Humber","55-64",34,2020-08-17,0,325,"Round 4"
"Yorkshire and The Humber","55-64",35,2020-08-24,3,1149,"Round 4"
"Yorkshire and The Humber","55-64",36,2020-08-31,0,480,"Round 4"
"Yorkshire and The Humber","55-64",37,2020-09-07,0,47,"Round 4"
"Yorkshire and The Humber","65+",34,2020-08-17,1,624,"Round 4"
"Yorkshire and The Humber","65+",35,2020-08-24,2,1739,"Round 4"
"Yorkshire and The Humber","65+",36,2020-08-31,0,493,"Round 4"
"Yorkshire and The Humber","65+",37,2020-09-07,0,30,"Round 4"
"East Midlands","35-44",34,2020-08-17,0,330,"Round 4"
"East Midlands","35-44",35,2020-08-24,2,1131,"Round 4"
"East Midlands","35-44",36,2020-08-31,0,738,"Round 4"
"East Midlands","35-44",37,2020-09-07,0,71,"Round 4"
"East Midlands","5-12",34,2020-08-17,0,226,"Round 4"
"East Midlands","5-12",35,2020-08-24,0,636,"Round 4"
"East Midlands","5-12",36,2020-08-31,1,450,"Round 4"
"East Midlands","5-12",37,2020-09-07,0,29,"Round 4"
"East Midlands","13-17",34,2020-08-17,0,227,"Round 4"
"East Midlands","13-17",35,2020-08-24,0,579,"Round 4"
"East Midlands","13-17",36,2020-08-31,0,271,"Round 4"
"East Midlands","13-17",37,2020-09-07,1,19,"Round 4"
"East Midlands","18-24",34,2020-08-17,0,140,"Round 4"
"East Midlands","18-24",35,2020-08-24,0,404,"Round 4"
"East Midlands","18-24",36,2020-08-31,1,210,"Round 4"
"East Midlands","18-24",37,2020-09-07,0,20,"Round 4"
"East Midlands","25-34",34,2020-08-17,1,261,"Round 4"
"East Midlands","25-34",35,2020-08-24,1,766,"Round 4"
"East Midlands","25-34",36,2020-08-31,1,539,"Round 4"
"East Midlands","25-34",37,2020-09-07,1,50,"Round 4"
"East Midlands","45-54",34,2020-08-17,0,471,"Round 4"
"East Midlands","45-54",35,2020-08-24,0,1746,"Round 4"
"East Midlands","45-54",36,2020-08-31,1,977,"Round 4"
"East Midlands","45-54",37,2020-09-07,0,85,"Round 4"
"East Midlands","55-64",34,2020-08-17,0,572,"Round 4"
"East Midlands","55-64",35,2020-08-24,0,2158,"Round 4"
"East Midlands","55-64",36,2020-08-31,0,923,"Round 4"
"East Midlands","55-64",37,2020-09-07,0,75,"Round 4"
"East Midlands","65+",34,2020-08-17,0,1022,"Round 4"
"East Midlands","65+",35,2020-08-24,0,3246,"Round 4"
"East Midlands","65+",36,2020-08-31,0,995,"Round 4"
"East Midlands","65+",37,2020-09-07,0,66,"Round 4"
"West Midlands","35-44",34,2020-08-17,0,246,"Round 4"
"West Midlands","35-44",35,2020-08-24,0,812,"Round 4"
"West Midlands","35-44",36,2020-08-31,1,622,"Round 4"
"West Midlands","35-44",37,2020-09-07,0,57,"Round 4"
"West Midlands","5-12",34,2020-08-17,0,157,"Round 4"
"West Midlands","5-12",35,2020-08-24,1,472,"Round 4"
"West Midlands","5-12",36,2020-08-31,0,332,"Round 4"
"West Midlands","5-12",37,2020-09-07,0,23,"Round 4"
"West Midlands","13-17",34,2020-08-17,0,145,"Round 4"
"West Midlands","13-17",35,2020-08-24,0,420,"Round 4"
"West Midlands","13-17",36,2020-08-31,1,211,"Round 4"
"West Midlands","13-17",37,2020-09-07,0,15,"Round 4"
"West Midlands","18-24",34,2020-08-17,0,111,"Round 4"
"West Midlands","18-24",35,2020-08-24,0,285,"Round 4"
"West Midlands","18-24",36,2020-08-31,0,199,"Round 4"
"West Midlands","18-24",37,2020-09-07,0,18,"Round 4"
"West Midlands","25-34",34,2020-08-17,0,198,"Round 4"
"West Midlands","25-34",35,2020-08-24,0,655,"Round 4"
"West Midlands","25-34",36,2020-08-31,1,393,"Round 4"
"West Midlands","25-34",37,2020-09-07,0,44,"Round 4"
"West Midlands","45-54",34,2020-08-17,0,309,"Round 4"
"West Midlands","45-54",35,2020-08-24,1,1211,"Round 4"
"West Midlands","45-54",36,2020-08-31,1,821,"Round 4"
"West Midlands","45-54",37,2020-09-07,0,81,"Round 4"
"West Midlands","55-64",34,2020-08-17,0,369,"Round 4"
"West Midlands","55-64",35,2020-08-24,3,1514,"Round 4"
"West Midlands","55-64",36,2020-08-31,0,772,"Round 4"
"West Midlands","55-64",37,2020-09-07,0,70,"Round 4"
"West Midlands","65+",34,2020-08-17,0,689,"Round 4"
"West Midlands","65+",35,2020-08-24,1,2323,"Round 4"
"West Midlands","65+",36,2020-08-31,0,797,"Round 4"
"West Midlands","65+",37,2020-09-07,0,59,"Round 4"
"East of England","35-44",34,2020-08-17,2,331,"Round 4"
"East of England","35-44",35,2020-08-24,2,1419,"Round 4"
"East of England","35-44",36,2020-08-31,0,1002,"Round 4"
"East of England","35-44",37,2020-09-07,1,104,"Round 4"
"East of England","5-12",34,2020-08-17,0,249,"Round 4"
"East of England","5-12",35,2020-08-24,0,809,"Round 4"
"East of England","5-12",36,2020-08-31,1,600,"Round 4"
"East of England","5-12",37,2020-09-07,0,52,"Round 4"
"East of England","13-17",34,2020-08-17,0,257,"Round 4"
"East of England","13-17",35,2020-08-24,0,641,"Round 4"
"East of England","13-17",36,2020-08-31,0,344,"Round 4"
"East of England","13-17",37,2020-09-07,0,20,"Round 4"
"East of England","18-24",34,2020-08-17,0,163,"Round 4"
"East of England","18-24",35,2020-08-24,2,475,"Round 4"
"East of England","18-24",36,2020-08-31,1,299,"Round 4"
"East of England","18-24",37,2020-09-07,0,25,"Round 4"
"East of England","25-34",34,2020-08-17,0,241,"Round 4"
"East of England","25-34",35,2020-08-24,0,991,"Round 4"
"East of England","25-34",36,2020-08-31,3,656,"Round 4"
"East of England","25-34",37,2020-09-07,0,65,"Round 4"
"East of England","45-54",34,2020-08-17,0,440,"Round 4"
"East of England","45-54",35,2020-08-24,1,1951,"Round 4"
"East of England","45-54",36,2020-08-31,0,1238,"Round 4"
"East of England","45-54",37,2020-09-07,0,126,"Round 4"
"East of England","55-64",34,2020-08-17,0,605,"Round 4"
"East of England","55-64",35,2020-08-24,1,2297,"Round 4"
"East of England","55-64",36,2020-08-31,0,1282,"Round 4"
"East of England","55-64",37,2020-09-07,1,112,"Round 4"
"East of England","65+",34,2020-08-17,0,1062,"Round 4"
"East of England","65+",35,2020-08-24,2,3703,"Round 4"
"East of England","65+",36,2020-08-31,0,1211,"Round 4"
"East of England","65+",37,2020-09-07,0,78,"Round 4"
"London","35-44",34,2020-08-17,0,218,"Round 4"
"London","35-44",35,2020-08-24,2,1295,"Round 4"
"London","35-44",36,2020-08-31,4,999,"Round 4"
"London","35-44",37,2020-09-07,0,121,"Round 4"
"London","5-12",34,2020-08-17,0,110,"Round 4"
"London","5-12",35,2020-08-24,2,519,"Round 4"
"London","5-12",36,2020-08-31,2,534,"Round 4"
"London","5-12",37,2020-09-07,0,54,"Round 4"
"London","13-17",34,2020-08-17,0,140,"Round 4"
"London","13-17",35,2020-08-24,0,429,"Round 4"
"London","13-17",36,2020-08-31,1,270,"Round 4"
"London","13-17",37,2020-09-07,0,10,"Round 4"
"London","18-24",34,2020-08-17,0,91,"Round 4"
"London","18-24",35,2020-08-24,2,362,"Round 4"
"London","18-24",36,2020-08-31,1,252,"Round 4"
"London","18-24",37,2020-09-07,0,28,"Round 4"
"London","25-34",34,2020-08-17,0,198,"Round 4"
"London","25-34",35,2020-08-24,0,1115,"Round 4"
"London","25-34",36,2020-08-31,1,763,"Round 4"
"London","25-34",37,2020-09-07,0,115,"Round 4"
"London","45-54",34,2020-08-17,0,240,"Round 4"
"London","45-54",35,2020-08-24,0,1237,"Round 4"
"London","45-54",36,2020-08-31,0,934,"Round 4"
"London","45-54",37,2020-09-07,0,103,"Round 4"
"London","55-64",34,2020-08-17,0,273,"Round 4"
"London","55-64",35,2020-08-24,0,1180,"Round 4"
"London","55-64",36,2020-08-31,0,755,"Round 4"
"London","55-64",37,2020-09-07,0,88,"Round 4"
"London","65+",34,2020-08-17,0,338,"Round 4"
"London","65+",35,2020-08-24,0,1469,"Round 4"
"London","65+",36,2020-08-31,0,661,"Round 4"
"London","65+",37,2020-09-07,0,45,"Round 4"
"South West","35-44",34,2020-08-17,0,184,"Round 4"
"South West","35-44",35,2020-08-24,0,659,"Round 4"
"South West","35-44",36,2020-08-31,0,697,"Round 4"
"South West","35-44",37,2020-09-07,1,92,"Round 4"
"South West","5-12",34,2020-08-17,0,119,"Round 4"
"South West","5-12",35,2020-08-24,0,381,"Round 4"
"South West","5-12",36,2020-08-31,0,426,"Round 4"
"South West","5-12",37,2020-09-07,0,44,"Round 4"
"South West","13-17",34,2020-08-17,0,118,"Round 4"
"South West","13-17",35,2020-08-24,0,342,"Round 4"
"South West","13-17",36,2020-08-31,0,262,"Round 4"
"South West","13-17",37,2020-09-07,0,29,"Round 4"
"South West","18-24",34,2020-08-17,0,81,"Round 4"
"South West","18-24",35,2020-08-24,2,222,"Round 4"
"South West","18-24",36,2020-08-31,0,212,"Round 4"
"South West","18-24",37,2020-09-07,0,19,"Round 4"
"South West","25-34",34,2020-08-17,0,133,"Round 4"
"South West","25-34",35,2020-08-24,1,487,"Round 4"
"South West","25-34",36,2020-08-31,0,436,"Round 4"
"South West","25-34",37,2020-09-07,0,53,"Round 4"
"South West","45-54",34,2020-08-17,0,260,"Round 4"
"South West","45-54",35,2020-08-24,0,1026,"Round 4"
"South West","45-54",36,2020-08-31,1,910,"Round 4"
"South West","45-54",37,2020-09-07,0,144,"Round 4"
"South West","55-64",34,2020-08-17,0,337,"Round 4"
"South West","55-64",35,2020-08-24,0,1388,"Round 4"
"South West","55-64",36,2020-08-31,1,981,"Round 4"
"South West","55-64",37,2020-09-07,1,135,"Round 4"
"South West","65+",34,2020-08-17,0,677,"Round 4"
"South West","65+",35,2020-08-24,1,2423,"Round 4"
"South West","65+",36,2020-08-31,2,1174,"Round 4"
"South West","65+",37,2020-09-07,0,129,"Round 4"
"South East","35-44",38,2020-09-14,2,603,"Round 5"
"South East","35-44",39,2020-09-21,10,2706,"Round 5"
"South East","35-44",40,2020-09-28,6,1737,"Round 5"
"South East","35-44",41,2020-10-05,0,135,"Round 5"
"South East","5-12",38,2020-09-14,2,548,"Round 5"
"South East","5-12",39,2020-09-21,2,1711,"Round 5"
"South East","5-12",40,2020-09-28,5,900,"Round 5"
"South East","5-12",41,2020-10-05,0,75,"Round 5"
"South East","13-17",38,2020-09-14,3,515,"Round 5"
"South East","13-17",39,2020-09-21,3,1282,"Round 5"
"South East","13-17",40,2020-09-28,2,564,"Round 5"
"South East","13-17",41,2020-10-05,0,39,"Round 5"
"South East","18-24",38,2020-09-14,1,244,"Round 5"
"South East","18-24",39,2020-09-21,2,744,"Round 5"
"South East","18-24",40,2020-09-28,4,428,"Round 5"
"South East","18-24",41,2020-10-05,1,43,"Round 5"
"South East","25-34",38,2020-09-14,1,399,"Round 5"
"South East","25-34",39,2020-09-21,4,1593,"Round 5"
"South East","25-34",40,2020-09-28,3,1085,"Round 5"
"South East","25-34",41,2020-10-05,0,86,"Round 5"
"South East","45-54",38,2020-09-14,0,716,"Round 5"
"South East","45-54",39,2020-09-21,8,3619,"Round 5"
"South East","45-54",40,2020-09-28,8,2290,"Round 5"
"South East","45-54",41,2020-10-05,1,150,"Round 5"
"South East","55-64",38,2020-09-14,0,770,"Round 5"
"South East","55-64",39,2020-09-21,8,4036,"Round 5"
"South East","55-64",40,2020-09-28,3,2287,"Round 5"
"South East","55-64",41,2020-10-05,0,131,"Round 5"
"South East","65+",38,2020-09-14,0,1421,"Round 5"
"South East","65+",39,2020-09-21,18,6068,"Round 5"
"South East","65+",40,2020-09-28,5,2258,"Round 5"
"South East","65+",41,2020-10-05,1,94,"Round 5"
"North East","35-44",38,2020-09-14,1,123,"Round 5"
"North East","35-44",39,2020-09-21,1,414,"Round 5"
"North East","35-44",40,2020-09-28,3,259,"Round 5"
"North East","35-44",41,2020-10-05,0,23,"Round 5"
"North East","5-12",38,2020-09-14,2,107,"Round 5"
"North East","5-12",39,2020-09-21,3,217,"Round 5"
"North East","5-12",40,2020-09-28,3,105,"Round 5"
"North East","5-12",41,2020-10-05,0,10,"Round 5"
"North East","13-17",38,2020-09-14,1,98,"Round 5"
"North East","13-17",39,2020-09-21,2,193,"Round 5"
"North East","13-17",40,2020-09-28,4,79,"Round 5"
"North East","13-17",41,2020-10-05,0,3,"Round 5"
"North East","18-24",38,2020-09-14,3,62,"Round 5"
"North East","18-24",39,2020-09-21,3,156,"Round 5"
"North East","18-24",40,2020-09-28,3,86,"Round 5"
"North East","18-24",41,2020-10-05,0,8,"Round 5"
"North East","25-34",38,2020-09-14,3,112,"Round 5"
"North East","25-34",39,2020-09-21,3,304,"Round 5"
"North East","25-34",40,2020-09-28,1,182,"Round 5"
"North East","25-34",41,2020-10-05,0,17,"Round 5"
"North East","45-54",38,2020-09-14,5,152,"Round 5"
"North East","45-54",39,2020-09-21,5,570,"Round 5"
"North East","45-54",40,2020-09-28,4,321,"Round 5"
"North East","45-54",41,2020-10-05,0,16,"Round 5"
"North East","55-64",38,2020-09-14,3,187,"Round 5"
"North East","55-64",39,2020-09-21,0,725,"Round 5"
"North East","55-64",40,2020-09-28,2,379,"Round 5"
"North East","55-64",41,2020-10-05,0,21,"Round 5"
"North East","65+",38,2020-09-14,1,309,"Round 5"
"North East","65+",39,2020-09-21,2,1051,"Round 5"
"North East","65+",40,2020-09-28,2,389,"Round 5"
"North East","65+",41,2020-10-05,1,22,"Round 5"
"North West","35-44",38,2020-09-14,4,310,"Round 5"
"North West","35-44",39,2020-09-21,17,1313,"Round 5"
"North West","35-44",40,2020-09-28,13,758,"Round 5"
"North West","35-44",41,2020-10-05,1,34,"Round 5"
"North West","5-12",38,2020-09-14,1,254,"Round 5"
"North West","5-12",39,2020-09-21,5,780,"Round 5"
"North West","5-12",40,2020-09-28,4,357,"Round 5"
"North West","5-12",41,2020-10-05,0,10,"Round 5"
"North West","13-17",38,2020-09-14,1,262,"Round 5"
"North West","13-17",39,2020-09-21,7,642,"Round 5"
"North West","13-17",40,2020-09-28,3,223,"Round 5"
"North West","13-17",41,2020-10-05,0,8,"Round 5"
"North West","18-24",38,2020-09-14,3,130,"Round 5"
"North West","18-24",39,2020-09-21,13,397,"Round 5"
"North West","18-24",40,2020-09-28,9,220,"Round 5"
"North West","18-24",41,2020-10-05,0,21,"Round 5"
"North West","25-34",38,2020-09-14,5,243,"Round 5"
"North West","25-34",39,2020-09-21,15,869,"Round 5"
"North West","25-34",40,2020-09-28,2,498,"Round 5"
"North West","25-34",41,2020-10-05,1,32,"Round 5"
"North West","45-54",38,2020-09-14,2,401,"Round 5"
"North West","45-54",39,2020-09-21,17,1678,"Round 5"
"North West","45-54",40,2020-09-28,10,992,"Round 5"
"North West","45-54",41,2020-10-05,2,53,"Round 5"
"North West","55-64",38,2020-09-14,1,451,"Round 5"
"North West","55-64",39,2020-09-21,22,2059,"Round 5"
"North West","55-64",40,2020-09-28,12,1088,"Round 5"
"North West","55-64",41,2020-10-05,0,61,"Round 5"
"North West","65+",38,2020-09-14,3,748,"Round 5"
"North West","65+",39,2020-09-21,15,3072,"Round 5"
"North West","65+",40,2020-09-28,7,1123,"Round 5"
"North West","65+",41,2020-10-05,0,34,"Round 5"
"Yorkshire and The Humber","35-44",38,2020-09-14,0,212,"Round 5"
"Yorkshire and The Humber","35-44",39,2020-09-21,1,715,"Round 5"
"Yorkshire and The Humber","35-44",40,2020-09-28,4,427,"Round 5"
"Yorkshire and The Humber","35-44",41,2020-10-05,1,25,"Round 5"
"Yorkshire and The Humber","5-12",38,2020-09-14,1,152,"Round 5"
"Yorkshire and The Humber","5-12",39,2020-09-21,3,437,"Round 5"
"Yorkshire and The Humber","5-12",40,2020-09-28,0,219,"Round 5"
"Yorkshire and The Humber","5-12",41,2020-10-05,0,9,"Round 5"
"Yorkshire and The Humber","13-17",38,2020-09-14,0,161,"Round 5"
"Yorkshire and The Humber","13-17",39,2020-09-21,3,381,"Round 5"
"Yorkshire and The Humber","13-17",40,2020-09-28,2,136,"Round 5"
"Yorkshire and The Humber","13-17",41,2020-10-05,0,5,"Round 5"
"Yorkshire and The Humber","18-24",38,2020-09-14,1,85,"Round 5"
"Yorkshire and The Humber","18-24",39,2020-09-21,3,219,"Round 5"
"Yorkshire and The Humber","18-24",40,2020-09-28,6,152,"Round 5"
"Yorkshire and The Humber","18-24",41,2020-10-05,0,17,"Round 5"
"Yorkshire and The Humber","25-34",38,2020-09-14,3,148,"Round 5"
"Yorkshire and The Humber","25-34",39,2020-09-21,1,508,"Round 5"
"Yorkshire and The Humber","25-34",40,2020-09-28,4,299,"Round 5"
"Yorkshire and The Humber","25-34",41,2020-10-05,0,10,"Round 5"
"Yorkshire and The Humber","45-54",38,2020-09-14,2,228,"Round 5"
"Yorkshire and The Humber","45-54",39,2020-09-21,7,1033,"Round 5"
"Yorkshire and The Humber","45-54",40,2020-09-28,4,569,"Round 5"
"Yorkshire and The Humber","45-54",41,2020-10-05,0,28,"Round 5"
"Yorkshire and The Humber","55-64",38,2020-09-14,0,288,"Round 5"
"Yorkshire and The Humber","55-64",39,2020-09-21,8,1301,"Round 5"
"Yorkshire and The Humber","55-64",40,2020-09-28,2,666,"Round 5"
"Yorkshire and The Humber","55-64",41,2020-10-05,0,27,"Round 5"
"Yorkshire and The Humber","65+",38,2020-09-14,0,504,"Round 5"
"Yorkshire and The Humber","65+",39,2020-09-21,11,1942,"Round 5"
"Yorkshire and The Humber","65+",40,2020-09-28,7,674,"Round 5"
"Yorkshire and The Humber","65+",41,2020-10-05,0,16,"Round 5"
"East Midlands","35-44",38,2020-09-14,4,389,"Round 5"
"East Midlands","35-44",39,2020-09-21,5,1363,"Round 5"
"East Midlands","35-44",40,2020-09-28,6,850,"Round 5"
"East Midlands","35-44",41,2020-10-05,0,69,"Round 5"
"East Midlands","5-12",38,2020-09-14,0,308,"Round 5"
"East Midlands","5-12",39,2020-09-21,3,882,"Round 5"
"East Midlands","5-12",40,2020-09-28,1,446,"Round 5"
"East Midlands","5-12",41,2020-10-05,1,35,"Round 5"
"East Midlands","13-17",38,2020-09-14,0,341,"Round 5"
"East Midlands","13-17",39,2020-09-21,3,663,"Round 5"
"East Midlands","13-17",40,2020-09-28,1,263,"Round 5"
"East Midlands","13-17",41,2020-10-05,1,12,"Round 5"
"East Midlands","18-24",38,2020-09-14,3,158,"Round 5"
"East Midlands","18-24",39,2020-09-21,6,450,"Round 5"
"East Midlands","18-24",40,2020-09-28,3,214,"Round 5"
"East Midlands","18-24",41,2020-10-05,3,27,"Round 5"
"East Midlands","25-34",38,2020-09-14,1,267,"Round 5"
"East Midlands","25-34",39,2020-09-21,4,970,"Round 5"
"East Midlands","25-34",40,2020-09-28,1,542,"Round 5"
"East Midlands","25-34",41,2020-10-05,0,35,"Round 5"
"East Midlands","45-54",38,2020-09-14,6,449,"Round 5"
"East Midlands","45-54",39,2020-09-21,5,1981,"Round 5"
"East Midlands","45-54",40,2020-09-28,9,1217,"Round 5"
"East Midlands","45-54",41,2020-10-05,0,96,"Round 5"
"East Midlands","55-64",38,2020-09-14,5,528,"Round 5"
"East Midlands","55-64",39,2020-09-21,6,2288,"Round 5"
"East Midlands","55-64",40,2020-09-28,4,1244,"Round 5"
"East Midlands","55-64",41,2020-10-05,0,70,"Round 5"
"East Midlands","65+",38,2020-09-14,2,879,"Round 5"
"East Midlands","65+",39,2020-09-21,11,3374,"Round 5"
"East Midlands","65+",40,2020-09-28,5,1397,"Round 5"
"East Midlands","65+",41,2020-10-05,2,51,"Round 5"
"West Midlands","35-44",38,2020-09-14,0,272,"Round 5"
"West Midlands","35-44",39,2020-09-21,6,999,"Round 5"
"West Midlands","35-44",40,2020-09-28,3,648,"Round 5"
"West Midlands","35-44",41,2020-10-05,0,47,"Round 5"
"West Midlands","5-12",38,2020-09-14,1,273,"Round 5"
"West Midlands","5-12",39,2020-09-21,0,613,"Round 5"
"West Midlands","5-12",40,2020-09-28,0,326,"Round 5"
"West Midlands","5-12",41,2020-10-05,0,29,"Round 5"
"West Midlands","13-17",38,2020-09-14,1,247,"Round 5"
"West Midlands","13-17",39,2020-09-21,4,510,"Round 5"
"West Midlands","13-17",40,2020-09-28,2,247,"Round 5"
"West Midlands","13-17",41,2020-10-05,0,19,"Round 5"
"West Midlands","18-24",38,2020-09-14,0,99,"Round 5"
"West Midlands","18-24",39,2020-09-21,3,341,"Round 5"
"West Midlands","18-24",40,2020-09-28,3,198,"Round 5"
"West Midlands","18-24",41,2020-10-05,0,14,"Round 5"
"West Midlands","25-34",38,2020-09-14,1,201,"Round 5"
"West Midlands","25-34",39,2020-09-21,4,735,"Round 5"
"West Midlands","25-34",40,2020-09-28,6,436,"Round 5"
"West Midlands","25-34",41,2020-10-05,0,38,"Round 5"
"West Midlands","45-54",38,2020-09-14,1,340,"Round 5"
"West Midlands","45-54",39,2020-09-21,6,1416,"Round 5"
"West Midlands","45-54",40,2020-09-28,4,953,"Round 5"
"West Midlands","45-54",41,2020-10-05,1,72,"Round 5"
"West Midlands","55-64",38,2020-09-14,1,328,"Round 5"
"West Midlands","55-64",39,2020-09-21,5,1547,"Round 5"
"West Midlands","55-64",40,2020-09-28,3,957,"Round 5"
"West Midlands","55-64",41,2020-10-05,0,63,"Round 5"
"West Midlands","65+",38,2020-09-14,1,572,"Round 5"
"West Midlands","65+",39,2020-09-21,4,2514,"Round 5"
"West Midlands","65+",40,2020-09-28,8,1146,"Round 5"
"West Midlands","65+",41,2020-10-05,0,43,"Round 5"
"East of England","35-44",38,2020-09-14,0,411,"Round 5"
"East of England","35-44",39,2020-09-21,5,1737,"Round 5"
"East of England","35-44",40,2020-09-28,0,1156,"Round 5"
"East of England","35-44",41,2020-10-05,0,84,"Round 5"
"East of England","5-12",38,2020-09-14,2,376,"Round 5"
"East of England","5-12",39,2020-09-21,5,1112,"Round 5"
"East of England","5-12",40,2020-09-28,1,570,"Round 5"
"East of England","5-12",41,2020-10-05,0,42,"Round 5"
"East of England","13-17",38,2020-09-14,2,348,"Round 5"
"East of England","13-17",39,2020-09-21,3,840,"Round 5"
"East of England","13-17",40,2020-09-28,3,353,"Round 5"
"East of England","13-17",41,2020-10-05,0,21,"Round 5"
"East of England","18-24",38,2020-09-14,1,142,"Round 5"
"East of England","18-24",39,2020-09-21,2,568,"Round 5"
"East of England","18-24",40,2020-09-28,2,301,"Round 5"
"East of England","18-24",41,2020-10-05,0,27,"Round 5"
"East of England","25-34",38,2020-09-14,1,284,"Round 5"
"East of England","25-34",39,2020-09-21,1,1091,"Round 5"
"East of England","25-34",40,2020-09-28,1,701,"Round 5"
"East of England","25-34",41,2020-10-05,1,64,"Round 5"
"East of England","45-54",38,2020-09-14,3,475,"Round 5"
"East of England","45-54",39,2020-09-21,6,2279,"Round 5"
"East of England","45-54",40,2020-09-28,7,1473,"Round 5"
"East of England","45-54",41,2020-10-05,1,102,"Round 5"
"East of England","55-64",38,2020-09-14,0,536,"Round 5"
"East of England","55-64",39,2020-09-21,5,2449,"Round 5"
"East of England","55-64",40,2020-09-28,7,1490,"Round 5"
"East of England","55-64",41,2020-10-05,0,78,"Round 5"
"East of England","65+",38,2020-09-14,2,913,"Round 5"
"East of England","65+",39,2020-09-21,12,3939,"Round 5"
"East of England","65+",40,2020-09-28,8,1564,"Round 5"
"East of England","65+",41,2020-10-05,0,73,"Round 5"
"London","35-44",38,2020-09-14,1,231,"Round 5"
"London","35-44",39,2020-09-21,12,1558,"Round 5"
"London","35-44",40,2020-09-28,11,1239,"Round 5"
"London","35-44",41,2020-10-05,0,112,"Round 5"
"London","5-12",38,2020-09-14,0,198,"Round 5"
"London","5-12",39,2020-09-21,3,850,"Round 5"
"London","5-12",40,2020-09-28,4,533,"Round 5"
"London","5-12",41,2020-10-05,0,36,"Round 5"
"London","13-17",38,2020-09-14,0,226,"Round 5"
"London","13-17",39,2020-09-21,2,587,"Round 5"
"London","13-17",40,2020-09-28,1,242,"Round 5"
"London","13-17",41,2020-10-05,0,17,"Round 5"
"London","18-24",38,2020-09-14,0,89,"Round 5"
"London","18-24",39,2020-09-21,2,355,"Round 5"
"London","18-24",40,2020-09-28,0,243,"Round 5"
"London","18-24",41,2020-10-05,0,21,"Round 5"
"London","25-34",38,2020-09-14,1,218,"Round 5"
"London","25-34",39,2020-09-21,9,1249,"Round 5"
"London","25-34",40,2020-09-28,5,980,"Round 5"
"London","25-34",41,2020-10-05,0,91,"Round 5"
"London","45-54",38,2020-09-14,2,244,"Round 5"
"London","45-54",39,2020-09-21,10,1457,"Round 5"
"London","45-54",40,2020-09-28,5,1087,"Round 5"
"London","45-54",41,2020-10-05,0,92,"Round 5"
"London","55-64",38,2020-09-14,1,249,"Round 5"
"London","55-64",39,2020-09-21,4,1353,"Round 5"
"London","55-64",40,2020-09-28,0,924,"Round 5"
