"nhs_region","age_group","react_week_number","react_week_start_date","number_positive","number_samples"
"Midlands","35-44",65,2021-03-22,1,1210
"Midlands","35-44",66,2021-03-29,0,129
"Midlands","5-12",63,2021-03-08,1,265
"Midlands","5-12",64,2021-03-15,4,1254
"Midlands","5-12",65,2021-03-22,1,734
"Midlands","5-12",66,2021-03-29,1,65
"Midlands","13-17",63,2021-03-08,0,317
"Midlands","13-17",64,2021-03-15,0,1005
"Midlands","13-17",65,2021-03-22,1,397
"Midlands","13-17",66,2021-03-29,0,24
"Midlands","18-24",63,2021-03-08,0,171
"Midlands","18-24",64,2021-03-15,3,628
"Midlands","18-24",65,2021-03-22,1,347
"Midlands","18-24",66,2021-03-29,0,27
"Midlands","25-34",63,2021-03-08,2,235
"Midlands","25-34",64,2021-03-15,3,1237
"Midlands","25-34",65,2021-03-22,0,834
"Midlands","25-34",66,2021-03-29,2,87
"Midlands","45-54",63,2021-03-08,1,448
"Midlands","45-54",64,2021-03-15,4,2578
"Midlands","45-54",65,2021-03-22,5,1560
"Midlands","45-54",66,2021-03-29,1,135
"Midlands","55-64",63,2021-03-08,3,638
"Midlands","55-64",64,2021-03-15,7,3226
"Midlands","55-64",65,2021-03-22,3,1620
"Midlands","55-64",66,2021-03-29,0,113
"Midlands","65+",63,2021-03-08,1,1111
"Midlands","65+",64,2021-03-15,5,5558
"Midlands","65+",65,2021-03-22,1,1922
"Midlands","65+",66,2021-03-29,1,87
"North East and Yorkshire","35-44",63,2021-03-08,0,170
"North East and Yorkshire","35-44",64,2021-03-15,6,950
"North East and Yorkshire","35-44",65,2021-03-22,5,645
"North East and Yorkshire","35-44",66,2021-03-29,0,67
"North East and Yorkshire","5-12",63,2021-03-08,2,132
"North East and Yorkshire","5-12",64,2021-03-15,2,594
"North East and Yorkshire","5-12",65,2021-03-22,5,387
"North East and Yorkshire","5-12",66,2021-03-29,0,23
"North East and Yorkshire","13-17",63,2021-03-08,3,142
"North East and Yorkshire","13-17",64,2021-03-15,1,527
"North East and Yorkshire","13-17",65,2021-03-22,0,197
"North East and Yorkshire","13-17",66,2021-03-29,0,12
"North East and Yorkshire","18-24",63,2021-03-08,1,93
"North East and Yorkshire","18-24",64,2021-03-15,3,393
"North East and Yorkshire","18-24",65,2021-03-22,0,211
"North East and Yorkshire","18-24",66,2021-03-29,0,25
"North East and Yorkshire","25-34",63,2021-03-08,0,145
"North East and Yorkshire","25-34",64,2021-03-15,1,699
"North East and Yorkshire","25-34",65,2021-03-22,3,465
"North East and Yorkshire","25-34",66,2021-03-29,0,39
"North East and Yorkshire","45-54",63,2021-03-08,3,228
"North East and Yorkshire","45-54",64,2021-03-15,1,1403
"North East and Yorkshire","45-54",65,2021-03-22,0,875
"North East and Yorkshire","45-54",66,2021-03-29,0,62
"North East and Yorkshire","55-64",63,2021-03-08,0,353
"North East and Yorkshire","55-64",64,2021-03-15,2,1867
"North East and Yorkshire","55-64",65,2021-03-22,3,939
"North East and Yorkshire","55-64",66,2021-03-29,0,57
"North East and Yorkshire","65+",63,2021-03-08,1,638
"North East and Yorkshire","65+",64,2021-03-15,3,3186
"North East and Yorkshire","65+",65,2021-03-22,2,1050
"North East and Yorkshire","65+",66,2021-03-29,0,34
"North West","35-44",63,2021-03-08,0,152
"North West","35-44",64,2021-03-15,3,861
"North West","35-44",65,2021-03-22,0,578
"North West","35-44",66,2021-03-29,1,57
"North West","5-12",63,2021-03-08,2,111
"North West","5-12",64,2021-03-15,1,544
"North West","5-12",65,2021-03-22,1,371
"North West","5-12",66,2021-03-29,0,23
"North West","13-17",63,2021-03-08,0,145
"North West","13-17",64,2021-03-15,1,482
"North West","13-17",65,2021-03-22,2,172
"North West","13-17",66,2021-03-29,0,19
"North West","18-24",63,2021-03-08,0,91
"North West","18-24",64,2021-03-15,1,298
"North West","18-24",65,2021-03-22,2,193
"North West","18-24",66,2021-03-29,0,16
"North West","25-34",63,2021-03-08,1,117
"North West","25-34",64,2021-03-15,0,598
"North West","25-34",65,2021-03-22,0,432
"North West","25-34",66,2021-03-29,0,39
"North West","45-54",63,2021-03-08,2,210
"North West","45-54",64,2021-03-15,3,1178
"North West","45-54",65,2021-03-22,5,825
"North West","45-54",66,2021-03-29,0,69
"North West","55-64",63,2021-03-08,3,305
"North West","55-64",64,2021-03-15,5,1613
"North West","55-64",65,2021-03-22,2,890
"North West","55-64",66,2021-03-29,0,48
"North West","65+",63,2021-03-08,1,582
"North West","65+",64,2021-03-15,2,2615
"North West","65+",65,2021-03-22,1,947
"North West","65+",66,2021-03-29,0,37
"South East","35-44",63,2021-03-08,1,263
"South East","35-44",64,2021-03-15,0,1903
"South East","35-44",65,2021-03-22,2,1505
"South East","35-44",66,2021-03-29,0,121
"South East","5-12",63,2021-03-08,0,226
"South East","5-12",64,2021-03-15,2,1298
"South East","5-12",65,2021-03-22,0,861
"South East","5-12",66,2021-03-29,0,72
"South East","13-17",63,2021-03-08,1,265
"South East","13-17",64,2021-03-15,3,1057
"South East","13-17",65,2021-03-22,0,421
"South East","13-17",66,2021-03-29,0,37
"South East","18-24",63,2021-03-08,0,124
"South East","18-24",64,2021-03-15,0,649
"South East","18-24",65,2021-03-22,0,402
"South East","18-24",66,2021-03-29,0,44
"South East","25-34",63,2021-03-08,0,215
"South East","25-34",64,2021-03-15,1,1209
"South East","25-34",65,2021-03-22,0,854
"South East","25-34",66,2021-03-29,0,88
"South East","45-54",63,2021-03-08,0,405
"South East","45-54",64,2021-03-15,1,2695
"South East","45-54",65,2021-03-22,3,1694
"South East","45-54",66,2021-03-29,0,134
"South East","55-64",63,2021-03-08,0,576
"South East","55-64",64,2021-03-15,1,3104
"South East","55-64",65,2021-03-22,0,1794
"South East","55-64",66,2021-03-29,0,122
"South East","65+",63,2021-03-08,0,951
"South East","65+",64,2021-03-15,2,5382
"South East","65+",65,2021-03-22,1,2053
"South East","65+",66,2021-03-29,0,71
"South West","35-44",63,2021-03-08,1,143
"South West","35-44",64,2021-03-15,0,728
"South West","35-44",65,2021-03-22,0,630
"South West","35-44",66,2021-03-29,0,61
"South West","5-12",63,2021-03-08,0,109
"South West","5-12",64,2021-03-15,1,498
"South West","5-12",65,2021-03-22,0,359
"South West","5-12",66,2021-03-29,0,24
"South West","13-17",63,2021-03-08,0,129
"South West","13-17",64,2021-03-15,0,437
"South West","13-17",65,2021-03-22,0,210
"South West","13-17",66,2021-03-29,0,10
"South West","18-24",63,2021-03-08,0,86
"South West","18-24",64,2021-03-15,0,237
"South West","18-24",65,2021-03-22,0,216
"South West","18-24",66,2021-03-29,0,15
"South West","25-34",63,2021-03-08,0,105
"South West","25-34",64,2021-03-15,0,477
"South West","25-34",65,2021-03-22,1,444
"South West","25-34",66,2021-03-29,0,46
"South West","45-54",63,2021-03-08,1,203
"South West","45-54",64,2021-03-15,0,1121
"South West","45-54",65,2021-03-22,0,830
"South West","45-54",66,2021-03-29,0,63
"South West","55-64",63,2021-03-08,1,271
"South West","55-64",64,2021-03-15,1,1454
"South West","55-64",65,2021-03-22,3,876
"South West","55-64",66,2021-03-29,0,46
"South West","65+",63,2021-03-08,0,494
"South West","65+",64,2021-03-15,5,2696
"South West","65+",65,2021-03-22,0,1017
"South West","65+",66,2021-03-29,1,23
NA,"55-64",64,2021-03-15,0,1
