"nhs_region","age_group","react_week_number","react_week_start_date","number_positive","number_samples"
"Midlands","18-24",32,2020-08-03,1,506
"Midlands","18-24",33,2020-08-10,0,53
"Midlands","25-34",30,2020-07-20,0,424
"Midlands","25-34",31,2020-07-27,0,1553
"Midlands","25-34",32,2020-08-03,1,1046
"Midlands","25-34",33,2020-08-10,0,88
"Midlands","45-54",30,2020-07-20,0,654
"Midlands","45-54",31,2020-07-27,0,3100
"Midlands","45-54",32,2020-08-03,1,1944
"Midlands","45-54",33,2020-08-10,0,197
"Midlands","55-64",30,2020-07-20,0,733
"Midlands","55-64",31,2020-07-27,0,3633
"Midlands","55-64",32,2020-08-03,0,2214
"Midlands","55-64",33,2020-08-10,0,172
"Midlands","65+",30,2020-07-20,1,1213
"Midlands","65+",31,2020-07-27,2,5533
"Midlands","65+",32,2020-08-03,1,2514
"Midlands","65+",33,2020-08-10,0,155
"North East and Yorkshire","35-44",30,2020-07-20,0,215
"North East and Yorkshire","35-44",31,2020-07-27,0,1098
"North East and Yorkshire","35-44",32,2020-08-03,1,785
"North East and Yorkshire","35-44",33,2020-08-10,0,59
"North East and Yorkshire","5-12",30,2020-07-20,0,149
"North East and Yorkshire","5-12",31,2020-07-27,1,694
"North East and Yorkshire","5-12",32,2020-08-03,0,377
"North East and Yorkshire","5-12",33,2020-08-10,0,26
"North East and Yorkshire","13-17",30,2020-07-20,0,161
"North East and Yorkshire","13-17",31,2020-07-27,0,597
"North East and Yorkshire","13-17",32,2020-08-03,0,243
"North East and Yorkshire","13-17",33,2020-08-10,0,17
"North East and Yorkshire","18-24",30,2020-07-20,0,134
"North East and Yorkshire","18-24",31,2020-07-27,0,444
"North East and Yorkshire","18-24",32,2020-08-03,1,268
"North East and Yorkshire","18-24",33,2020-08-10,0,32
"North East and Yorkshire","25-34",30,2020-07-20,1,223
"North East and Yorkshire","25-34",31,2020-07-27,0,841
"North East and Yorkshire","25-34",32,2020-08-03,0,588
"North East and Yorkshire","25-34",33,2020-08-10,0,49
"North East and Yorkshire","45-54",30,2020-07-20,0,297
"North East and Yorkshire","45-54",31,2020-07-27,0,1663
"North East and Yorkshire","45-54",32,2020-08-03,0,1091
"North East and Yorkshire","45-54",33,2020-08-10,0,89
"North East and Yorkshire","55-64",30,2020-07-20,0,382
"North East and Yorkshire","55-64",31,2020-07-27,0,2149
"North East and Yorkshire","55-64",32,2020-08-03,2,1212
"North East and Yorkshire","55-64",33,2020-08-10,0,107
"North East and Yorkshire","65+",30,2020-07-20,0,698
"North East and Yorkshire","65+",31,2020-07-27,2,3165
"North East and Yorkshire","65+",32,2020-08-03,2,1425
"North East and Yorkshire","65+",33,2020-08-10,0,62
"North West","35-44",30,2020-07-20,0,235
"North West","35-44",31,2020-07-27,1,1026
"North West","35-44",32,2020-08-03,1,757
"North West","35-44",33,2020-08-10,0,72
"North West","5-12",30,2020-07-20,0,149
"North West","5-12",31,2020-07-27,0,644
"North West","5-12",32,2020-08-03,0,363
"North West","5-12",33,2020-08-10,0,30
"North West","13-17",30,2020-07-20,0,148
"North West","13-17",31,2020-07-27,0,562
"North West","13-17",32,2020-08-03,0,234
"North West","13-17",33,2020-08-10,0,19
"North West","18-24",30,2020-07-20,0,118
"North West","18-24",31,2020-07-27,1,377
"North West","18-24",32,2020-08-03,0,258
"North West","18-24",33,2020-08-10,0,31
"North West","25-34",30,2020-07-20,0,203
"North West","25-34",31,2020-07-27,1,819
"North West","25-34",32,2020-08-03,1,564
"North West","25-34",33,2020-08-10,0,49
"North West","45-54",30,2020-07-20,0,256
"North West","45-54",31,2020-07-27,0,1466
"North West","45-54",32,2020-08-03,1,1047
"North West","45-54",33,2020-08-10,0,61
"North West","55-64",30,2020-07-20,0,361
"North West","55-64",31,2020-07-27,1,1821
"North West","55-64",32,2020-08-03,0,1128
"North West","55-64",33,2020-08-10,0,76
"North West","65+",30,2020-07-20,0,653
"North West","65+",31,2020-07-27,0,2714
"North West","65+",32,2020-08-03,2,1283
"North West","65+",33,2020-08-10,0,69
"South East","35-44",30,2020-07-20,1,435
"South East","35-44",31,2020-07-27,0,2139
"South East","35-44",32,2020-08-03,0,1686
"South East","35-44",33,2020-08-10,0,186
"South East","5-12",30,2020-07-20,0,297
"South East","5-12",31,2020-07-27,0,1353
"South East","5-12",32,2020-08-03,1,823
"South East","5-12",33,2020-08-10,0,95
"South East","13-17",30,2020-07-20,0,304
"South East","13-17",31,2020-07-27,0,1208
"South East","13-17",32,2020-08-03,0,526
"South East","13-17",33,2020-08-10,0,48
"South East","18-24",30,2020-07-20,0,224
"South East","18-24",31,2020-07-27,0,738
"South East","18-24",32,2020-08-03,1,550
"South East","18-24",33,2020-08-10,0,58
"South East","25-34",30,2020-07-20,0,336
"South East","25-34",31,2020-07-27,0,1433
"South East","25-34",32,2020-08-03,0,1109
"South East","25-34",33,2020-08-10,0,115
"South East","45-54",30,2020-07-20,0,602
"South East","45-54",31,2020-07-27,0,3022
"South East","45-54",32,2020-08-03,0,2065
"South East","45-54",33,2020-08-10,0,194
"South East","55-64",30,2020-07-20,0,688
"South East","55-64",31,2020-07-27,1,3601
"South East","55-64",32,2020-08-03,0,2153
"South East","55-64",33,2020-08-10,0,164
"South East","65+",30,2020-07-20,0,1190
"South East","65+",31,2020-07-27,1,5466
"South East","65+",32,2020-08-03,2,2496
"South East","65+",33,2020-08-10,0,164
"South West","35-44",30,2020-07-20,0,157
"South West","35-44",31,2020-07-27,0,762
"South West","35-44",32,2020-08-03,0,652
"South West","35-44",33,2020-08-10,0,82
"South West","5-12",30,2020-07-20,0,132
"South West","5-12",31,2020-07-27,0,478
"South West","5-12",32,2020-08-03,0,350
"South West","5-12",33,2020-08-10,0,39
"South West","13-17",30,2020-07-20,0,134
"South West","13-17",31,2020-07-27,0,438
"South West","13-17",32,2020-08-03,0,228
"South West","13-17",33,2020-08-10,0,28
"South West","18-24",30,2020-07-20,0,86
"South West","18-24",31,2020-07-27,0,305
"South West","18-24",32,2020-08-03,0,251
"South West","18-24",33,2020-08-10,0,29
"South West","25-34",30,2020-07-20,1,154
"South West","25-34",31,2020-07-27,0,597
"South West","25-34",32,2020-08-03,0,505
"South West","25-34",33,2020-08-10,0,44
"South West","45-54",30,2020-07-20,0,222
"South West","45-54",31,2020-07-27,0,1219
"South West","45-54",32,2020-08-03,0,882
"South West","45-54",33,2020-08-10,0,105
"South West","55-64",30,2020-07-20,0,268
"South West","55-64",31,2020-07-27,1,1649
"South West","55-64",32,2020-08-03,1,1029
"South West","55-64",33,2020-08-10,0,97
"South West","65+",30,2020-07-20,0,562
"South West","65+",31,2020-07-27,0,2705
"South West","65+",32,2020-08-03,0,1377
"South West","65+",33,2020-08-10,0,95
