"nhs_region","age_group","react_week_number","react_week_start_date","number_positive","number_samples"
"North East and Yorkshire","45-54",40,2020-09-28,8,1012
"North East and Yorkshire","45-54",41,2020-10-05,0,49
"North East and Yorkshire","55-64",38,2020-09-14,3,526
"North East and Yorkshire","55-64",39,2020-09-21,8,2288
"North East and Yorkshire","55-64",40,2020-09-28,4,1175
"North East and Yorkshire","55-64",41,2020-10-05,0,48
"North East and Yorkshire","65+",38,2020-09-14,1,918
"North East and Yorkshire","65+",39,2020-09-21,13,3438
"North East and Yorkshire","65+",40,2020-09-28,10,1214
"North East and Yorkshire","65+",41,2020-10-05,1,39
"North West","35-44",38,2020-09-14,4,291
"North West","35-44",39,2020-09-21,17,1206
"North West","35-44",40,2020-09-28,13,718
"North West","35-44",41,2020-10-05,1,34
"North West","5-12",38,2020-09-14,1,231
"North West","5-12",39,2020-09-21,5,735
"North West","5-12",40,2020-09-28,4,340
"North West","5-12",41,2020-10-05,0,10
"North West","13-17",38,2020-09-14,1,243
"North West","13-17",39,2020-09-21,7,584
"North West","13-17",40,2020-09-28,3,209
"North West","13-17",41,2020-10-05,0,8
"North West","18-24",38,2020-09-14,3,117
"North West","18-24",39,2020-09-21,14,364
"North West","18-24",40,2020-09-28,9,200
"North West","18-24",41,2020-10-05,0,20
"North West","25-34",38,2020-09-14,5,229
"North West","25-34",39,2020-09-21,14,797
"North West","25-34",40,2020-09-28,2,458
"North West","25-34",41,2020-10-05,1,30
"North West","45-54",38,2020-09-14,2,357
"North West","45-54",39,2020-09-21,18,1534
"North West","45-54",40,2020-09-28,11,919
"North West","45-54",41,2020-10-05,2,53
"North West","55-64",38,2020-09-14,1,413
"North West","55-64",39,2020-09-21,22,1870
"North West","55-64",40,2020-09-28,12,1007
"North West","55-64",41,2020-10-05,0,62
"North West","65+",38,2020-09-14,3,672
"North West","65+",39,2020-09-21,16,2744
"North West","65+",40,2020-09-28,6,1016
"North West","65+",41,2020-10-05,0,35
"South East","35-44",38,2020-09-14,2,594
"South East","35-44",39,2020-09-21,10,2653
"South East","35-44",40,2020-09-28,6,1711
"South East","35-44",41,2020-10-05,0,130
"South East","5-12",38,2020-09-14,2,535
"South East","5-12",39,2020-09-21,2,1689
"South East","5-12",40,2020-09-28,5,891
"South East","5-12",41,2020-10-05,0,74
"South East","13-17",38,2020-09-14,3,506
"South East","13-17",39,2020-09-21,3,1261
"South East","13-17",40,2020-09-28,2,556
"South East","13-17",41,2020-10-05,0,39
"South East","18-24",38,2020-09-14,1,242
"South East","18-24",39,2020-09-21,2,730
"South East","18-24",40,2020-09-28,4,423
"South East","18-24",41,2020-10-05,1,41
"South East","25-34",38,2020-09-14,1,390
"South East","25-34",39,2020-09-21,4,1559
"South East","25-34",40,2020-09-28,3,1067
"South East","25-34",41,2020-10-05,0,82
"South East","45-54",38,2020-09-14,0,711
"South East","45-54",39,2020-09-21,7,3561
"South East","45-54",40,2020-09-28,7,2255
"South East","45-54",41,2020-10-05,1,148
"South East","55-64",38,2020-09-14,0,758
"South East","55-64",39,2020-09-21,8,3981
"South East","55-64",40,2020-09-28,3,2249
"South East","55-64",41,2020-10-05,0,128
"South East","65+",38,2020-09-14,0,1397
"South East","65+",39,2020-09-21,18,5991
"South East","65+",40,2020-09-28,5,2234
"South East","65+",41,2020-10-05,1,93
"South West","35-44",38,2020-09-14,0,181
"South West","35-44",39,2020-09-21,0,850
"South West","35-44",40,2020-09-28,3,748
"South West","35-44",41,2020-10-05,0,84
"South West","5-12",38,2020-09-14,0,172
"South West","5-12",39,2020-09-21,5,585
"South West","5-12",40,2020-09-28,1,376
"South West","5-12",41,2020-10-05,0,35
"South West","13-17",38,2020-09-14,0,164
"South West","13-17",39,2020-09-21,4,445
"South West","13-17",40,2020-09-28,0,257
"South West","13-17",41,2020-10-05,1,28
"South West","18-24",38,2020-09-14,0,79
"South West","18-24",39,2020-09-21,0,240
"South West","18-24",40,2020-09-28,2,213
"South West","18-24",41,2020-10-05,0,13
"South West","25-34",38,2020-09-14,0,131
"South West","25-34",39,2020-09-21,3,560
"South West","25-34",40,2020-09-28,1,533
"South West","25-34",41,2020-10-05,0,54
"South West","45-54",38,2020-09-14,1,261
"South West","45-54",39,2020-09-21,7,1176
"South West","45-54",40,2020-09-28,5,1095
"South West","45-54",41,2020-10-05,0,113
"South West","55-64",38,2020-09-14,1,269
"South West","55-64",39,2020-09-21,6,1459
"South West","55-64",40,2020-09-28,5,1227
"South West","55-64",41,2020-10-05,1,107
"South West","65+",38,2020-09-14,0,577
"South West","65+",39,2020-09-21,4,2593
"South West","65+",40,2020-09-28,5,1450
"South West","65+",41,2020-10-05,0,98
