"nhs_region","age_group","react_week_number","react_week_start_date","number_positive","number_samples","round"
"South East","65+",53,2020-12-28,0,35,"Round 8"
"South East","65+",54,2021-01-04,71,7215,"Round 8"
"South East","65+",55,2021-01-11,30,2230,"Round 8"
"South East","65+",56,2021-01-18,2,366,"Round 8"
"South West","35-44",53,2020-12-28,0,1,"Round 8"
"South West","35-44",54,2021-01-04,11,868,"Round 8"
"South West","35-44",55,2021-01-11,1,656,"Round 8"
"South West","35-44",56,2021-01-18,1,324,"Round 8"
"South West","5-12",53,2020-12-28,0,1,"Round 8"
"South West","5-12",54,2021-01-04,2,404,"Round 8"
"South West","5-12",55,2021-01-11,4,494,"Round 8"
"South West","5-12",56,2021-01-18,3,175,"Round 8"
"South West","13-17",53,2020-12-28,0,2,"Round 8"
"South West","13-17",54,2021-01-04,1,360,"Round 8"
"South West","13-17",55,2021-01-11,4,352,"Round 8"
"South West","13-17",56,2021-01-18,0,114,"Round 8"
"South West","18-24",54,2021-01-04,7,292,"Round 8"
"South West","18-24",55,2021-01-11,0,231,"Round 8"
"South West","18-24",56,2021-01-18,1,124,"Round 8"
"South West","25-34",53,2020-12-28,1,7,"Round 8"
"South West","25-34",54,2021-01-04,12,597,"Round 8"
"South West","25-34",55,2021-01-11,3,440,"Round 8"
"South West","25-34",56,2021-01-18,1,207,"Round 8"
"South West","45-54",53,2020-12-28,0,5,"Round 8"
"South West","45-54",54,2021-01-04,13,1272,"Round 8"
"South West","45-54",55,2021-01-11,5,911,"Round 8"
"South West","45-54",56,2021-01-18,1,393,"Round 8"
"South West","55-64",53,2020-12-28,0,7,"Round 8"
"South West","55-64",54,2021-01-04,12,1873,"Round 8"
"South West","55-64",55,2021-01-11,2,1021,"Round 8"
"South West","55-64",56,2021-01-18,3,397,"Round 8"
"South West","65+",53,2020-12-28,0,14,"Round 8"
"South West","65+",54,2021-01-04,29,3100,"Round 8"
"South West","65+",55,2021-01-11,5,1328,"Round 8"
"South West","65+",56,2021-01-18,1,364,"Round 8"
"East of England","35-44",58,2021-02-01,0,285,"Round 9"
"East of England","35-44",59,2021-02-08,5,1572,"Round 9"
"East of England","35-44",60,2021-02-15,3,1201,"Round 9"
"East of England","35-44",61,2021-02-22,0,102,"Round 9"
"East of England","5-12",58,2021-02-01,0,216,"Round 9"
"East of England","5-12",59,2021-02-08,9,1043,"Round 9"
"East of England","5-12",60,2021-02-15,3,794,"Round 9"
"East of England","5-12",61,2021-02-22,0,49,"Round 9"
"East of England","13-17",58,2021-02-01,3,222,"Round 9"
"East of England","13-17",59,2021-02-08,1,851,"Round 9"
"East of England","13-17",60,2021-02-15,1,411,"Round 9"
"East of England","13-17",61,2021-02-22,0,16,"Round 9"
"East of England","18-24",58,2021-02-01,1,152,"Round 9"
"East of England","18-24",59,2021-02-08,6,495,"Round 9"
"East of England","18-24",60,2021-02-15,1,352,"Round 9"
"East of England","18-24",61,2021-02-22,0,37,"Round 9"
"East of England","25-34",58,2021-02-01,1,234,"Round 9"
"East of England","25-34",59,2021-02-08,8,1034,"Round 9"
"East of England","25-34",60,2021-02-15,1,809,"Round 9"
"East of England","25-34",61,2021-02-22,0,67,"Round 9"
"East of England","45-54",58,2021-02-01,1,386,"Round 9"
"East of England","45-54",59,2021-02-08,10,1987,"Round 9"
"East of England","45-54",60,2021-02-15,3,1561,"Round 9"
"East of England","45-54",61,2021-02-22,0,93,"Round 9"
"East of England","55-64",58,2021-02-01,5,547,"Round 9"
"East of England","55-64",59,2021-02-08,10,2432,"Round 9"
"East of England","55-64",60,2021-02-15,4,1535,"Round 9"
"East of England","55-64",61,2021-02-22,1,73,"Round 9"
"East of England","65+",58,2021-02-01,0,686,"Round 9"
"East of England","65+",59,2021-02-08,8,3405,"Round 9"
"East of England","65+",60,2021-02-15,3,1637,"Round 9"
"East of England","65+",61,2021-02-22,0,50,"Round 9"
"London","35-44",58,2021-02-01,1,182,"Round 9"
"London","35-44",59,2021-02-08,7,1255,"Round 9"
"London","35-44",60,2021-02-15,10,1215,"Round 9"
"London","35-44",61,2021-02-22,0,126,"Round 9"
"London","5-12",58,2021-02-01,0,89,"Round 9"
"London","5-12",59,2021-02-08,5,718,"Round 9"
"London","5-12",60,2021-02-15,2,582,"Round 9"
"London","5-12",61,2021-02-22,0,61,"Round 9"
"London","13-17",58,2021-02-01,0,107,"Round 9"
"London","13-17",59,2021-02-08,2,554,"Round 9"
"London","13-17",60,2021-02-15,1,261,"Round 9"
"London","13-17",61,2021-02-22,0,14,"Round 9"
"London","18-24",58,2021-02-01,0,57,"Round 9"
"London","18-24",59,2021-02-08,2,359,"Round 9"
"London","18-24",60,2021-02-15,0,262,"Round 9"
"London","18-24",61,2021-02-22,0,29,"Round 9"
"London","25-34",58,2021-02-01,1,128,"Round 9"
"London","25-34",59,2021-02-08,5,1102,"Round 9"
"London","25-34",60,2021-02-15,6,992,"Round 9"
"London","25-34",61,2021-02-22,0,94,"Round 9"
"London","45-54",58,2021-02-01,2,201,"Round 9"
"London","45-54",59,2021-02-08,5,1209,"Round 9"
"London","45-54",60,2021-02-15,10,1104,"Round 9"
"London","45-54",61,2021-02-22,1,97,"Round 9"
"London","55-64",58,2021-02-01,3,178,"Round 9"
"London","55-64",59,2021-02-08,8,1147,"Round 9"
"London","55-64",60,2021-02-15,8,918,"Round 9"
"London","55-64",61,2021-02-22,2,50,"Round 9"
"London","65+",58,2021-02-01,2,223,"Round 9"
"London","65+",59,2021-02-08,5,1291,"Round 9"
"London","65+",60,2021-02-15,3,841,"Round 9"
"London","65+",61,2021-02-22,0,33,"Round 9"
"Midlands","35-44",58,2021-02-01,3,449,"Round 9"
"Midlands","35-44",59,2021-02-08,14,2226,"Round 9"
"Midlands","35-44",60,2021-02-15,11,1480,"Round 9"
"Midlands","35-44",61,2021-02-22,0,105,"Round 9"
"Midlands","5-12",58,2021-02-01,2,324,"Round 9"
"Midlands","5-12",59,2021-02-08,13,1612,"Round 9"
"Midlands","5-12",60,2021-02-15,3,903,"Round 9"
"Midlands","5-12",61,2021-02-22,2,75,"Round 9"
"Midlands","13-17",58,2021-02-01,2,338,"Round 9"
"Midlands","13-17",59,2021-02-08,5,1328,"Round 9"
"Midlands","13-17",60,2021-02-15,2,505,"Round 9"
"Midlands","13-17",61,2021-02-22,0,34,"Round 9"
"Midlands","18-24",58,2021-02-01,0,223,"Round 9"
"Midlands","18-24",59,2021-02-08,10,718,"Round 9"
"Midlands","18-24",60,2021-02-15,2,439,"Round 9"
"Midlands","18-24",61,2021-02-22,0,47,"Round 9"
"Midlands","25-34",58,2021-02-01,2,362,"Round 9"
"Midlands","25-34",59,2021-02-08,13,1590,"Round 9"
"Midlands","25-34",60,2021-02-15,0,1021,"Round 9"
"Midlands","25-34",61,2021-02-22,0,88,"Round 9"
"Midlands","45-54",58,2021-02-01,3,559,"Round 9"
"Midlands","45-54",59,2021-02-08,18,3177,"Round 9"
"Midlands","45-54",60,2021-02-15,12,2034,"Round 9"
"Midlands","45-54",61,2021-02-22,1,154,"Round 9"
"Midlands","55-64",58,2021-02-01,6,778,"Round 9"
"Midlands","55-64",59,2021-02-08,17,4174,"Round 9"
"Midlands","55-64",60,2021-02-15,7,2046,"Round 9"
"Midlands","55-64",61,2021-02-22,0,113,"Round 9"
"Midlands","65+",58,2021-02-01,2,1157,"Round 9"
"Midlands","65+",59,2021-02-08,8,5524,"Round 9"
"Midlands","65+",60,2021-02-15,4,2097,"Round 9"
"Midlands","65+",61,2021-02-22,0,67,"Round 9"
"North East and Yorkshire","35-44",58,2021-02-01,2,221,"Round 9"
"North East and Yorkshire","35-44",59,2021-02-08,2,1162,"Round 9"
"North East and Yorkshire","35-44",60,2021-02-15,4,827,"Round 9"
"North East and Yorkshire","35-44",61,2021-02-22,0,66,"Round 9"
"North East and Yorkshire","5-12",58,2021-02-01,1,170,"Round 9"
"North East and Yorkshire","5-12",59,2021-02-08,6,794,"Round 9"
"North East and Yorkshire","5-12",60,2021-02-15,1,471,"Round 9"
"North East and Yorkshire","5-12",61,2021-02-22,0,43,"Round 9"
"North East and Yorkshire","13-17",58,2021-02-01,1,154,"Round 9"
"North East and Yorkshire","13-17",59,2021-02-08,8,685,"Round 9"
"North East and Yorkshire","13-17",60,2021-02-15,1,307,"Round 9"
"North East and Yorkshire","13-17",61,2021-02-22,0,15,"Round 9"
"North East and Yorkshire","18-24",58,2021-02-01,1,98,"Round 9"
"North East and Yorkshire","18-24",59,2021-02-08,2,400,"Round 9"
"North East and Yorkshire","18-24",60,2021-02-15,0,258,"Round 9"
"North East and Yorkshire","18-24",61,2021-02-22,1,20,"Round 9"
"North East and Yorkshire","25-34",58,2021-02-01,1,173,"Round 9"
"North East and Yorkshire","25-34",59,2021-02-08,4,849,"Round 9"
"North East and Yorkshire","25-34",60,2021-02-15,1,533,"Round 9"
"North East and Yorkshire","25-34",61,2021-02-22,0,59,"Round 9"
"North East and Yorkshire","45-54",58,2021-02-01,3,304,"Round 9"
"North East and Yorkshire","45-54",59,2021-02-08,9,1664,"Round 9"
"North East and Yorkshire","45-54",60,2021-02-15,7,1147,"Round 9"
"North East and Yorkshire","45-54",61,2021-02-22,0,90,"Round 9"
"North East and Yorkshire","55-64",58,2021-02-01,2,399,"Round 9"
"North East and Yorkshire","55-64",59,2021-02-08,13,2324,"Round 9"
"North East and Yorkshire","55-64",60,2021-02-15,4,1225,"Round 9"
"North East and Yorkshire","55-64",61,2021-02-22,0,62,"Round 9"
"North East and Yorkshire","65+",58,2021-02-01,6,668,"Round 9"
"North East and Yorkshire","65+",59,2021-02-08,8,3136,"Round 9"
"North East and Yorkshire","65+",60,2021-02-15,2,1285,"Round 9"
"North East and Yorkshire","65+",61,2021-02-22,0,28,"Round 9"
"North West","35-44",58,2021-02-01,3,184,"Round 9"
"North West","35-44",59,2021-02-08,6,1049,"Round 9"
"North West","35-44",60,2021-02-15,1,758,"Round 9"
"North West","35-44",61,2021-02-22,1,69,"Round 9"
"North West","5-12",58,2021-02-01,5,145,"Round 9"
"North West","5-12",59,2021-02-08,11,661,"Round 9"
"North West","5-12",60,2021-02-15,2,453,"Round 9"
"North West","5-12",61,2021-02-22,0,31,"Round 9"
"North West","13-17",58,2021-02-01,3,168,"Round 9"
"North West","13-17",59,2021-02-08,5,654,"Round 9"
"North West","13-17",60,2021-02-15,0,251,"Round 9"
"North West","13-17",61,2021-02-22,0,15,"Round 9"
"North West","18-24",58,2021-02-01,1,91,"Round 9"
"North West","18-24",59,2021-02-08,3,371,"Round 9"
"North West","18-24",60,2021-02-15,1,212,"Round 9"
"North West","18-24",61,2021-02-22,0,15,"Round 9"
"North West","25-34",58,2021-02-01,3,169,"Round 9"
"North West","25-34",59,2021-02-08,7,714,"Round 9"
"North West","25-34",60,2021-02-15,6,535,"Round 9"
"North West","25-34",61,2021-02-22,1,49,"Round 9"
"North West","45-54",58,2021-02-01,4,276,"Round 9"
"North West","45-54",59,2021-02-08,9,1513,"Round 9"
"North West","45-54",60,2021-02-15,4,1056,"Round 9"
"North West","45-54",61,2021-02-22,0,73,"Round 9"
"North West","55-64",58,2021-02-01,4,375,"Round 9"
"North West","55-64",59,2021-02-08,9,1985,"Round 9"
"North West","55-64",60,2021-02-15,2,1125,"Round 9"
"North West","55-64",61,2021-02-22,0,60,"Round 9"
"North West","65+",58,2021-02-01,2,567,"Round 9"
"North West","65+",59,2021-02-08,10,2756,"Round 9"
"North West","65+",60,2021-02-15,2,1097,"Round 9"
"North West","65+",61,2021-02-22,1,35,"Round 9"
"South East","35-44",58,2021-02-01,1,417,"Round 9"
"South East","35-44",59,2021-02-08,9,2283,"Round 9"
"South East","35-44",60,2021-02-15,8,1758,"Round 9"
"South East","35-44",61,2021-02-22,0,163,"Round 9"
"South East","5-12",58,2021-02-01,4,295,"Round 9"
"South East","5-12",59,2021-02-08,5,1628,"Round 9"
"South East","5-12",60,2021-02-15,3,1067,"Round 9"
"South East","5-12",61,2021-02-22,1,74,"Round 9"
"South East","13-17",58,2021-02-01,1,359,"Round 9"
"South East","13-17",59,2021-02-08,4,1350,"Round 9"
"South East","13-17",60,2021-02-15,2,556,"Round 9"
"South East","13-17",61,2021-02-22,0,51,"Round 9"
"South East","18-24",58,2021-02-01,0,160,"Round 9"
"South East","18-24",59,2021-02-08,5,766,"Round 9"
"South East","18-24",60,2021-02-15,4,512,"Round 9"
"South East","18-24",61,2021-02-22,0,33,"Round 9"
"South East","25-34",58,2021-02-01,1,273,"Round 9"
"South East","25-34",59,2021-02-08,4,1401,"Round 9"
"South East","25-34",60,2021-02-15,2,1089,"Round 9"
"South East","25-34",61,2021-02-22,0,99,"Round 9"
"South East","45-54",58,2021-02-01,1,569,"Round 9"
"South East","45-54",59,2021-02-08,10,3188,"Round 9"
"South East","45-54",60,2021-02-15,8,2268,"Round 9"
"South East","45-54",61,2021-02-22,2,180,"Round 9"
"South East","55-64",58,2021-02-01,3,705,"Round 9"
"South East","55-64",59,2021-02-08,12,3832,"Round 9"
"South East","55-64",60,2021-02-15,6,2218,"Round 9"
"South East","55-64",61,2021-02-22,0,107,"Round 9"
"South East","65+",58,2021-02-01,3,1159,"Round 9"
"South East","65+",59,2021-02-08,15,5116,"Round 9"
"South East","65+",60,2021-02-15,2,2267,"Round 9"
"South East","65+",61,2021-02-22,1,75,"Round 9"
"South West","35-44",58,2021-02-01,1,176,"Round 9"
"South West","35-44",59,2021-02-08,1,917,"Round 9"
"South West","35-44",60,2021-02-15,1,743,"Round 9"
"South West","35-44",61,2021-02-22,0,64,"Round 9"
"South West","5-12",58,2021-02-01,2,136,"Round 9"
"South West","5-12",59,2021-02-08,0,664,"Round 9"
"South West","5-12",60,2021-02-15,1,447,"Round 9"
"South West","5-12",61,2021-02-22,0,34,"Round 9"
"South West","13-17",58,2021-02-01,0,117,"Round 9"
"South West","13-17",59,2021-02-08,2,546,"Round 9"
"South West","13-17",60,2021-02-15,1,252,"Round 9"
"South West","13-17",61,2021-02-22,0,21,"Round 9"
"South West","18-24",58,2021-02-01,0,93,"Round 9"
"South West","18-24",59,2021-02-08,0,302,"Round 9"
"South West","18-24",60,2021-02-15,0,248,"Round 9"
"South West","18-24",61,2021-02-22,0,25,"Round 9"
"South West","25-34",58,2021-02-01,0,154,"Round 9"
"South West","25-34",59,2021-02-08,1,603,"Round 9"
"South West","25-34",60,2021-02-15,0,499,"Round 9"
"South West","25-34",61,2021-02-22,0,56,"Round 9"
"South West","45-54",58,2021-02-01,2,231,"Round 9"
"South West","45-54",59,2021-02-08,6,1341,"Round 9"
"South West","45-54",60,2021-02-15,1,1010,"Round 9"
"South West","45-54",61,2021-02-22,0,97,"Round 9"
"South West","55-64",58,2021-02-01,2,369,"Round 9"
"South West","55-64",59,2021-02-08,4,1769,"Round 9"
"South West","55-64",60,2021-02-15,3,1088,"Round 9"
"South West","55-64",61,2021-02-22,0,66,"Round 9"
"South West","65+",58,2021-02-01,1,606,"Round 9"
"South West","65+",59,2021-02-08,5,2669,"Round 9"
"South West","65+",60,2021-02-15,1,1140,"Round 9"
"South West","65+",61,2021-02-22,0,44,"Round 9"
"East of England","35-44",63,2021-03-08,0,197,"Round 10"
"East of England","35-44",64,2021-03-15,3,1252,"Round 10"
"East of England","35-44",65,2021-03-22,0,954,"Round 10"
"East of England","35-44",66,2021-03-29,0,71,"Round 10"
"East of England","5-12",63,2021-03-08,0,167,"Round 10"
"East of England","5-12",64,2021-03-15,3,817,"Round 10"
"East of England","5-12",65,2021-03-22,2,537,"Round 10"
"East of England","5-12",66,2021-03-29,0,52,"Round 10"
"East of England","13-17",63,2021-03-08,1,191,"Round 10"
"East of England","13-17",64,2021-03-15,0,630,"Round 10"
"East of England","13-17",65,2021-03-22,1,286,"Round 10"
"East of England","13-17",66,2021-03-29,0,16,"Round 10"
"East of England","18-24",63,2021-03-08,0,121,"Round 10"
"East of England","18-24",64,2021-03-15,0,450,"Round 10"
"East of England","18-24",65,2021-03-22,0,260,"Round 10"
"East of England","18-24",66,2021-03-29,0,37,"Round 10"
"East of England","25-34",63,2021-03-08,1,153,"Round 10"
"East of England","25-34",64,2021-03-15,2,835,"Round 10"
"East of England","25-34",65,2021-03-22,1,599,"Round 10"
"East of England","25-34",66,2021-03-29,0,57,"Round 10"
"East of England","45-54",63,2021-03-08,1,296,"Round 10"
"East of England","45-54",64,2021-03-15,2,1781,"Round 10"
"East of England","45-54",65,2021-03-22,1,1078,"Round 10"
"East of England","45-54",66,2021-03-29,0,100,"Round 10"
"East of England","55-64",63,2021-03-08,1,392,"Round 10"
"East of England","55-64",64,2021-03-15,1,2265,"Round 10"
"East of England","55-64",65,2021-03-22,1,1130,"Round 10"
"East of England","55-64",66,2021-03-29,0,76,"Round 10"
"East of England","65+",63,2021-03-08,0,680,"Round 10"
"East of England","65+",64,2021-03-15,4,3823,"Round 10"
"East of England","65+",65,2021-03-22,2,1307,"Round 10"
"East of England","65+",66,2021-03-29,0,47,"Round 10"
"London","35-44",63,2021-03-08,1,147,"Round 10"
"London","35-44",64,2021-03-15,2,1178,"Round 10"
"London","35-44",65,2021-03-22,2,1066,"Round 10"
"London","35-44",66,2021-03-29,0,100,"Round 10"
"London","5-12",63,2021-03-08,1,85,"Round 10"
"London","5-12",64,2021-03-15,3,582,"Round 10"
"London","5-12",65,2021-03-22,1,487,"Round 10"
"London","5-12",66,2021-03-29,0,50,"Round 10"
"London","13-17",63,2021-03-08,0,127,"Round 10"
"London","13-17",64,2021-03-15,0,391,"Round 10"
"London","13-17",65,2021-03-22,0,206,"Round 10"
"London","13-17",66,2021-03-29,0,15,"Round 10"
"London","18-24",63,2021-03-08,0,87,"Round 10"
"London","18-24",64,2021-03-15,0,299,"Round 10"
"London","18-24",65,2021-03-22,0,238,"Round 10"
"London","18-24",66,2021-03-29,2,30,"Round 10"
"London","25-34",63,2021-03-08,0,141,"Round 10"
"London","25-34",64,2021-03-15,1,1057,"Round 10"
"London","25-34",65,2021-03-22,2,881,"Round 10"
"London","25-34",66,2021-03-29,0,84,"Round 10"
"London","45-54",63,2021-03-08,0,165,"Round 10"
"London","45-54",64,2021-03-15,1,1107,"Round 10"
"London","45-54",65,2021-03-22,2,912,"Round 10"
"London","45-54",66,2021-03-29,0,70,"Round 10"
"London","55-64",63,2021-03-08,0,166,"Round 10"
"London","55-64",64,2021-03-15,1,995,"Round 10"
"London","55-64",65,2021-03-22,1,794,"Round 10"
"London","55-64",66,2021-03-29,0,44,"Round 10"
"London","65+",63,2021-03-08,0,213,"Round 10"
"London","65+",64,2021-03-15,0,1437,"Round 10"
"London","65+",65,2021-03-22,2,751,"Round 10"
"London","65+",66,2021-03-29,0,37,"Round 10"
"Midlands","35-44",63,2021-03-08,0,367,"Round 10"
"Midlands","35-44",64,2021-03-15,7,1784,"Round 10"
"Midlands","35-44",65,2021-03-22,1,1210,"Round 10"
"Midlands","35-44",66,2021-03-29,0,129,"Round 10"
"Midlands","5-12",63,2021-03-08,1,265,"Round 10"
"Midlands","5-12",64,2021-03-15,4,1254,"Round 10"
"Midlands","5-12",65,2021-03-22,1,734,"Round 10"
"Midlands","5-12",66,2021-03-29,1,65,"Round 10"
"Midlands","13-17",63,2021-03-08,0,317,"Round 10"
"Midlands","13-17",64,2021-03-15,0,1005,"Round 10"
"Midlands","13-17",65,2021-03-22,1,397,"Round 10"
"Midlands","13-17",66,2021-03-29,0,24,"Round 10"
"Midlands","18-24",63,2021-03-08,0,171,"Round 10"
"Midlands","18-24",64,2021-03-15,3,628,"Round 10"
"Midlands","18-24",65,2021-03-22,1,347,"Round 10"
"Midlands","18-24",66,2021-03-29,0,27,"Round 10"
"Midlands","25-34",63,2021-03-08,2,235,"Round 10"
"Midlands","25-34",64,2021-03-15,3,1237,"Round 10"
"Midlands","25-34",65,2021-03-22,0,834,"Round 10"
"Midlands","25-34",66,2021-03-29,2,87,"Round 10"
"Midlands","45-54",63,2021-03-08,1,448,"Round 10"
"Midlands","45-54",64,2021-03-15,4,2578,"Round 10"
"Midlands","45-54",65,2021-03-22,5,1560,"Round 10"
"Midlands","45-54",66,2021-03-29,1,135,"Round 10"
"Midlands","55-64",63,2021-03-08,3,638,"Round 10"
"Midlands","55-64",64,2021-03-15,7,3226,"Round 10"
"Midlands","55-64",65,2021-03-22,3,1620,"Round 10"
"Midlands","55-64",66,2021-03-29,0,113,"Round 10"
"Midlands","65+",63,2021-03-08,1,1111,"Round 10"
"Midlands","65+",64,2021-03-15,5,5558,"Round 10"
"Midlands","65+",65,2021-03-22,1,1922,"Round 10"
"Midlands","65+",66,2021-03-29,1,87,"Round 10"
"North East and Yorkshire","35-44",63,2021-03-08,0,170,"Round 10"
"North East and Yorkshire","35-44",64,2021-03-15,6,950,"Round 10"
"North East and Yorkshire","35-44",65,2021-03-22,5,645,"Round 10"
"North East and Yorkshire","35-44",66,2021-03-29,0,67,"Round 10"
"North East and Yorkshire","5-12",63,2021-03-08,2,132,"Round 10"
"North East and Yorkshire","5-12",64,2021-03-15,2,594,"Round 10"
"North East and Yorkshire","5-12",65,2021-03-22,5,387,"Round 10"
"North East and Yorkshire","5-12",66,2021-03-29,0,23,"Round 10"
"North East and Yorkshire","13-17",63,2021-03-08,3,142,"Round 10"
"North East and Yorkshire","13-17",64,2021-03-15,1,527,"Round 10"
"North East and Yorkshire","13-17",65,2021-03-22,0,197,"Round 10"
"North East and Yorkshire","13-17",66,2021-03-29,0,12,"Round 10"
"North East and Yorkshire","18-24",63,2021-03-08,1,93,"Round 10"
"North East and Yorkshire","18-24",64,2021-03-15,3,393,"Round 10"
"North East and Yorkshire","18-24",65,2021-03-22,0,211,"Round 10"
"North East and Yorkshire","18-24",66,2021-03-29,0,25,"Round 10"
"North East and Yorkshire","25-34",63,2021-03-08,0,145,"Round 10"
"North East and Yorkshire","25-34",64,2021-03-15,1,699,"Round 10"
"North East and Yorkshire","25-34",65,2021-03-22,3,465,"Round 10"
"North East and Yorkshire","25-34",66,2021-03-29,0,39,"Round 10"
"North East and Yorkshire","45-54",63,2021-03-08,3,228,"Round 10"
"North East and Yorkshire","45-54",64,2021-03-15,1,1403,"Round 10"
"North East and Yorkshire","45-54",65,2021-03-22,0,875,"Round 10"
"North East and Yorkshire","45-54",66,2021-03-29,0,62,"Round 10"
"North East and Yorkshire","55-64",63,2021-03-08,0,353,"Round 10"
"North East and Yorkshire","55-64",64,2021-03-15,2,1867,"Round 10"
"North East and Yorkshire","55-64",65,2021-03-22,3,939,"Round 10"
"North East and Yorkshire","55-64",66,2021-03-29,0,57,"Round 10"
"North East and Yorkshire","65+",63,2021-03-08,1,638,"Round 10"
"North East and Yorkshire","65+",64,2021-03-15,3,3186,"Round 10"
"North East and Yorkshire","65+",65,2021-03-22,2,1050,"Round 10"
"North East and Yorkshire","65+",66,2021-03-29,0,34,"Round 10"
"North West","35-44",63,2021-03-08,0,152,"Round 10"
"North West","35-44",64,2021-03-15,3,861,"Round 10"
"North West","35-44",65,2021-03-22,0,578,"Round 10"
"North West","35-44",66,2021-03-29,1,57,"Round 10"
"North West","5-12",63,2021-03-08,2,111,"Round 10"
"North West","5-12",64,2021-03-15,1,544,"Round 10"
"North West","5-12",65,2021-03-22,1,371,"Round 10"
"North West","5-12",66,2021-03-29,0,23,"Round 10"
"North West","13-17",63,2021-03-08,0,145,"Round 10"
"North West","13-17",64,2021-03-15,1,482,"Round 10"
"North West","13-17",65,2021-03-22,2,172,"Round 10"
"North West","13-17",66,2021-03-29,0,19,"Round 10"
"North West","18-24",63,2021-03-08,0,91,"Round 10"
"North West","18-24",64,2021-03-15,1,298,"Round 10"
"North West","18-24",65,2021-03-22,2,193,"Round 10"
"North West","18-24",66,2021-03-29,0,16,"Round 10"
"North West","25-34",63,2021-03-08,1,117,"Round 10"
"North West","25-34",64,2021-03-15,0,598,"Round 10"
"North West","25-34",65,2021-03-22,0,432,"Round 10"
"North West","25-34",66,2021-03-29,0,39,"Round 10"
"North West","45-54",63,2021-03-08,2,210,"Round 10"
"North West","45-54",64,2021-03-15,3,1178,"Round 10"
"North West","45-54",65,2021-03-22,5,825,"Round 10"
"North West","45-54",66,2021-03-29,0,69,"Round 10"
"North West","55-64",63,2021-03-08,3,305,"Round 10"
"North West","55-64",64,2021-03-15,5,1613,"Round 10"
"North West","55-64",65,2021-03-22,2,890,"Round 10"
"North West","55-64",66,2021-03-29,0,48,"Round 10"
"North West","65+",63,2021-03-08,1,582,"Round 10"
"North West","65+",64,2021-03-15,2,2615,"Round 10"
"North West","65+",65,2021-03-22,1,947,"Round 10"
"North West","65+",66,2021-03-29,0,37,"Round 10"
"South East","35-44",63,2021-03-08,1,263,"Round 10"
"South East","35-44",64,2021-03-15,0,1903,"Round 10"
"South East","35-44",65,2021-03-22,2,1505,"Round 10"
"South East","35-44",66,2021-03-29,0,121,"Round 10"
"South East","5-12",63,2021-03-08,0,226,"Round 10"
"South East","5-12",64,2021-03-15,2,1298,"Round 10"
"South East","5-12",65,2021-03-22,0,861,"Round 10"
"South East","5-12",66,2021-03-29,0,72,"Round 10"
"South East","13-17",63,2021-03-08,1,265,"Round 10"
"South East","13-17",64,2021-03-15,3,1057,"Round 10"
"South East","13-17",65,2021-03-22,0,421,"Round 10"
"South East","13-17",66,2021-03-29,0,37,"Round 10"
"South East","18-24",63,2021-03-08,0,124,"Round 10"
"South East","18-24",64,2021-03-15,0,649,"Round 10"
"South East","18-24",65,2021-03-22,0,402,"Round 10"
"South East","18-24",66,2021-03-29,0,44,"Round 10"
"South East","25-34",63,2021-03-08,0,215,"Round 10"
"South East","25-34",64,2021-03-15,1,1209,"Round 10"
"South East","25-34",65,2021-03-22,0,854,"Round 10"
"South East","25-34",66,2021-03-29,0,88,"Round 10"
"South East","45-54",63,2021-03-08,0,405,"Round 10"
"South East","45-54",64,2021-03-15,1,2695,"Round 10"
"South East","45-54",65,2021-03-22,3,1694,"Round 10"
"South East","45-54",66,2021-03-29,0,134,"Round 10"
"South East","55-64",63,2021-03-08,0,576,"Round 10"
"South East","55-64",64,2021-03-15,1,3104,"Round 10"
"South East","55-64",65,2021-03-22,0,1794,"Round 10"
"South East","55-64",66,2021-03-29,0,122,"Round 10"
"South East","65+",63,2021-03-08,0,951,"Round 10"
"South East","65+",64,2021-03-15,2,5382,"Round 10"
"South East","65+",65,2021-03-22,1,2053,"Round 10"
"South East","65+",66,2021-03-29,0,71,"Round 10"
"South West","35-44",63,2021-03-08,1,143,"Round 10"
"South West","35-44",64,2021-03-15,0,728,"Round 10"
"South West","35-44",65,2021-03-22,0,630,"Round 10"
"South West","35-44",66,2021-03-29,0,61,"Round 10"
"South West","5-12",63,2021-03-08,0,109,"Round 10"
"South West","5-12",64,2021-03-15,1,498,"Round 10"
"South West","5-12",65,2021-03-22,0,359,"Round 10"
"South West","5-12",66,2021-03-29,0,24,"Round 10"
"South West","13-17",63,2021-03-08,0,129,"Round 10"
"South West","13-17",64,2021-03-15,0,437,"Round 10"
"South West","13-17",65,2021-03-22,0,210,"Round 10"
"South West","13-17",66,2021-03-29,0,10,"Round 10"
"South West","18-24",63,2021-03-08,0,86,"Round 10"
"South West","18-24",64,2021-03-15,0,237,"Round 10"
"South West","18-24",65,2021-03-22,0,216,"Round 10"
"South West","18-24",66,2021-03-29,0,15,"Round 10"
"South West","25-34",63,2021-03-08,0,105,"Round 10"
"South West","25-34",64,2021-03-15,0,477,"Round 10"
"South West","25-34",65,2021-03-22,1,444,"Round 10"
"South West","25-34",66,2021-03-29,0,46,"Round 10"
"South West","45-54",63,2021-03-08,1,203,"Round 10"
"South West","45-54",64,2021-03-15,0,1121,"Round 10"
"South West","45-54",65,2021-03-22,0,830,"Round 10"
"South West","45-54",66,2021-03-29,0,63,"Round 10"
"South West","55-64",63,2021-03-08,1,271,"Round 10"
