"nhs_region","age_group","react_week_number","react_week_start_date","number_positive","number_samples"
"Midlands","13-17",70,2021-04-26,0,356
"Midlands","13-17",71,2021-05-03,0,34
"Midlands","18-24",68,2021-04-12,0,122
"Midlands","18-24",69,2021-04-19,0,522
"Midlands","18-24",70,2021-04-26,0,309
"Midlands","18-24",71,2021-05-03,0,39
"Midlands","25-34",68,2021-04-12,1,207
"Midlands","25-34",69,2021-04-19,0,1077
"Midlands","25-34",70,2021-04-26,3,678
"Midlands","25-34",71,2021-05-03,0,94
"Midlands","45-54",68,2021-04-12,1,350
"Midlands","45-54",69,2021-04-19,3,2248
"Midlands","45-54",70,2021-04-26,1,1498
"Midlands","45-54",71,2021-05-03,0,140
"Midlands","55-64",68,2021-04-12,0,466
"Midlands","55-64",69,2021-04-19,3,3166
"Midlands","55-64",70,2021-04-26,0,1850
"Midlands","55-64",71,2021-05-03,0,149
"Midlands","65+",68,2021-04-12,0,840
"Midlands","65+",69,2021-04-19,2,5344
"Midlands","65+",70,2021-04-26,3,2080
"Midlands","65+",71,2021-05-03,0,93
"North East and Yorkshire","35-44",68,2021-04-12,0,126
"North East and Yorkshire","35-44",69,2021-04-19,1,781
"North East and Yorkshire","35-44",70,2021-04-26,0,618
"North East and Yorkshire","35-44",71,2021-05-03,0,42
"North East and Yorkshire","5-12",68,2021-04-12,0,95
"North East and Yorkshire","5-12",69,2021-04-19,0,453
"North East and Yorkshire","5-12",70,2021-04-26,0,366
"North East and Yorkshire","5-12",71,2021-05-03,0,17
"North East and Yorkshire","13-17",68,2021-04-12,0,132
"North East and Yorkshire","13-17",69,2021-04-19,0,447
"North East and Yorkshire","13-17",70,2021-04-26,0,176
"North East and Yorkshire","13-17",71,2021-05-03,0,10
"North East and Yorkshire","18-24",68,2021-04-12,0,69
"North East and Yorkshire","18-24",69,2021-04-19,1,278
"North East and Yorkshire","18-24",70,2021-04-26,0,188
"North East and Yorkshire","18-24",71,2021-05-03,0,18
"North East and Yorkshire","25-34",68,2021-04-12,1,93
"North East and Yorkshire","25-34",69,2021-04-19,1,580
"North East and Yorkshire","25-34",70,2021-04-26,2,380
"North East and Yorkshire","25-34",71,2021-05-03,0,24
"North East and Yorkshire","45-54",68,2021-04-12,1,164
"North East and Yorkshire","45-54",69,2021-04-19,1,1167
"North East and Yorkshire","45-54",70,2021-04-26,0,801
"North East and Yorkshire","45-54",71,2021-05-03,0,65
"North East and Yorkshire","55-64",68,2021-04-12,1,269
"North East and Yorkshire","55-64",69,2021-04-19,0,1860
"North East and Yorkshire","55-64",70,2021-04-26,0,1041
"North East and Yorkshire","55-64",71,2021-05-03,0,66
"North East and Yorkshire","65+",68,2021-04-12,1,470
"North East and Yorkshire","65+",69,2021-04-19,0,3107
"North East and Yorkshire","65+",70,2021-04-26,2,1135
"North East and Yorkshire","65+",71,2021-05-03,0,59
"North West","35-44",68,2021-04-12,0,102
"North West","35-44",69,2021-04-19,0,733
"North West","35-44",70,2021-04-26,1,530
"North West","35-44",71,2021-05-03,0,47
"North West","5-12",68,2021-04-12,1,92
"North West","5-12",69,2021-04-19,0,390
"North West","5-12",70,2021-04-26,0,310
"North West","5-12",71,2021-05-03,0,17
"North West","13-17",68,2021-04-12,0,123
"North West","13-17",69,2021-04-19,1,405
"North West","13-17",70,2021-04-26,0,144
"North West","13-17",71,2021-05-03,0,9
"North West","18-24",68,2021-04-12,0,59
"North West","18-24",69,2021-04-19,0,280
"North West","18-24",70,2021-04-26,0,144
"North West","18-24",71,2021-05-03,0,9
"North West","25-34",68,2021-04-12,0,89
"North West","25-34",69,2021-04-19,1,520
"North West","25-34",70,2021-04-26,0,347
"North West","25-34",71,2021-05-03,0,19
"North West","45-54",68,2021-04-12,0,165
"North West","45-54",69,2021-04-19,1,1011
"North West","45-54",70,2021-04-26,1,766
"North West","45-54",71,2021-05-03,0,40
"North West","55-64",68,2021-04-12,0,229
"North West","55-64",69,2021-04-19,2,1567
"North West","55-64",70,2021-04-26,1,976
"North West","55-64",71,2021-05-03,0,46
"North West","65+",68,2021-04-12,0,429
"North West","65+",69,2021-04-19,3,2529
"North West","65+",70,2021-04-26,3,1064
"North West","65+",71,2021-05-03,0,33
"South East","35-44",68,2021-04-12,0,246
"South East","35-44",69,2021-04-19,0,1638
"South East","35-44",70,2021-04-26,2,1297
"South East","35-44",71,2021-05-03,0,110
"South East","5-12",68,2021-04-12,0,184
"South East","5-12",69,2021-04-19,1,963
"South East","5-12",70,2021-04-26,1,747
"South East","5-12",71,2021-05-03,0,69
"South East","13-17",68,2021-04-12,1,237
"South East","13-17",69,2021-04-19,0,848
"South East","13-17",70,2021-04-26,0,404
"South East","13-17",71,2021-05-03,0,16
"South East","18-24",68,2021-04-12,1,118
"South East","18-24",69,2021-04-19,0,485
"South East","18-24",70,2021-04-26,1,318
"South East","18-24",71,2021-05-03,0,23
"South East","25-34",68,2021-04-12,0,157
"South East","25-34",69,2021-04-19,3,1005
"South East","25-34",70,2021-04-26,2,748
"South East","25-34",71,2021-05-03,0,72
"South East","45-54",68,2021-04-12,1,333
"South East","45-54",69,2021-04-19,1,2298
"South East","45-54",70,2021-04-26,1,1685
"South East","45-54",71,2021-05-03,0,107
"South East","55-64",68,2021-04-12,0,427
"South East","55-64",69,2021-04-19,2,3154
"South East","55-64",70,2021-04-26,4,1776
"South East","55-64",71,2021-05-03,0,116
"South East","65+",68,2021-04-12,0,753
"South East","65+",69,2021-04-19,2,5211
"South East","65+",70,2021-04-26,3,2122
"South East","65+",71,2021-05-03,0,102
"South West","35-44",68,2021-04-12,0,84
"South West","35-44",69,2021-04-19,1,645
"South West","35-44",70,2021-04-26,2,528
"South West","35-44",71,2021-05-03,0,40
"South West","5-12",68,2021-04-12,0,74
"South West","5-12",69,2021-04-19,0,391
"South West","5-12",70,2021-04-26,0,299
"South West","5-12",71,2021-05-03,0,27
"South West","13-17",68,2021-04-12,0,92
"South West","13-17",69,2021-04-19,0,353
"South West","13-17",70,2021-04-26,0,150
"South West","13-17",71,2021-05-03,0,8
"South West","18-24",68,2021-04-12,0,70
"South West","18-24",69,2021-04-19,0,232
"South West","18-24",70,2021-04-26,0,141
"South West","18-24",71,2021-05-03,0,4
"South West","25-34",68,2021-04-12,0,74
"South West","25-34",69,2021-04-19,0,471
"South West","25-34",70,2021-04-26,0,297
"South West","25-34",71,2021-05-03,0,38
"South West","45-54",68,2021-04-12,1,149
"South West","45-54",69,2021-04-19,0,947
"South West","45-54",70,2021-04-26,0,685
"South West","45-54",71,2021-05-03,0,49
"South West","55-64",68,2021-04-12,0,224
"South West","55-64",69,2021-04-19,1,1410
"South West","55-64",70,2021-04-26,1,854
"South West","55-64",71,2021-05-03,0,59
"South West","65+",68,2021-04-12,0,410
"South West","65+",69,2021-04-19,1,2574
"South West","65+",70,2021-04-26,1,1011
"South West","65+",71,2021-05-03,0,42
