"nhs_region","age_group","react_week_number","react_week_start_date","number_positive","number_samples"
"East of England","35-44",68,2021-04-12,0,181
"East of England","35-44",69,2021-04-19,1,1087
"East of England","35-44",70,2021-04-26,0,827
"East of England","35-44",71,2021-05-03,0,69
"East of England","5-12",68,2021-04-12,1,122
"East of England","5-12",69,2021-04-19,0,614
"East of England","5-12",70,2021-04-26,0,460
"East of England","5-12",71,2021-05-03,0,55
"East of England","13-17",68,2021-04-12,0,159
"East of England","13-17",69,2021-04-19,2,603
"East of England","13-17",70,2021-04-26,0,238
"East of England","13-17",71,2021-05-03,0,11
"East of England","18-24",68,2021-04-12,0,73
"East of England","18-24",69,2021-04-19,0,382
"East of England","18-24",70,2021-04-26,0,204
"East of England","18-24",71,2021-05-03,0,26
"East of England","25-34",68,2021-04-12,0,106
"East of England","25-34",69,2021-04-19,2,725
"East of England","25-34",70,2021-04-26,0,529
"East of England","25-34",71,2021-05-03,0,49
"East of England","45-54",68,2021-04-12,0,232
"East of England","45-54",69,2021-04-19,0,1596
"East of England","45-54",70,2021-04-26,2,1002
"East of England","45-54",71,2021-05-03,0,72
"East of England","55-64",68,2021-04-12,1,262
"East of England","55-64",69,2021-04-19,1,2158
"East of England","55-64",70,2021-04-26,0,1192
"East of England","55-64",71,2021-05-03,0,75
"East of England","65+",68,2021-04-12,0,567
"East of England","65+",69,2021-04-19,2,3617
"East of England","65+",70,2021-04-26,1,1441
"East of England","65+",71,2021-05-03,0,54
"London","35-44",68,2021-04-12,0,110
"London","35-44",69,2021-04-19,1,1074
"London","35-44",70,2021-04-26,1,1017
"London","35-44",71,2021-05-03,0,51
"London","5-12",68,2021-04-12,0,77
"London","5-12",69,2021-04-19,0,438
"London","5-12",70,2021-04-26,2,429
"London","5-12",71,2021-05-03,0,31
"London","13-17",68,2021-04-12,1,136
"London","13-17",69,2021-04-19,0,350
"London","13-17",70,2021-04-26,0,174
"London","13-17",71,2021-05-03,0,6
"London","18-24",68,2021-04-12,0,50
"London","18-24",69,2021-04-19,0,258
"London","18-24",70,2021-04-26,1,199
"London","18-24",71,2021-05-03,0,10
"London","25-34",68,2021-04-12,0,71
"London","25-34",69,2021-04-19,1,938
"London","25-34",70,2021-04-26,0,764
"London","25-34",71,2021-05-03,0,49
"London","45-54",68,2021-04-12,0,128
"London","45-54",69,2021-04-19,0,1005
"London","45-54",70,2021-04-26,1,884
"London","45-54",71,2021-05-03,0,46
"London","55-64",68,2021-04-12,0,114
"London","55-64",69,2021-04-19,1,1034
"London","55-64",70,2021-04-26,0,725
"London","55-64",71,2021-05-03,0,47
"London","65+",68,2021-04-12,0,184
"London","65+",69,2021-04-19,2,1336
"London","65+",70,2021-04-26,0,707
"London","65+",71,2021-05-03,0,25
"Midlands","35-44",68,2021-04-12,1,228
"Midlands","35-44",69,2021-04-19,2,1493
"Midlands","35-44",70,2021-04-26,1,1044
"Midlands","35-44",71,2021-05-03,0,112
"Midlands","5-12",68,2021-04-12,2,217
"Midlands","5-12",69,2021-04-19,2,917
"Midlands","5-12",70,2021-04-26,2,613
"Midlands","5-12",71,2021-05-03,0,73
"Midlands","13-17",68,2021-04-12,1,255
"Midlands","13-17",69,2021-04-19,2,834
