"ltla","ltla_code","region","positive","number_samples","prevalence","lower","upper"
"Bolton","E08000001","North West",2,388,0.00515463917525773,0.00141472802465978,0.0185970870709
"Wigan","E08000010","North West",2,402,0.00497512437810945,0.00136542050715855,0.017956062427286
"Redcar and Cleveland","E06000003","North East",2,407,0.00491400491400491,0.00134863339296808,0.0177377042984683
"Bradford","E08000032","Yorkshire and The Humber",2,408,0.00490196078431373,0.00134532538192299,0.0176946684136218
"Darlington","E06000005","North East",2,413,0.00484261501210654,0.00132902580040188,0.0174825838770011
"Peterborough","E06000031","East of England",2,413,0.00484261501210654,0.00132902580040188,0.0174825838770011
"Watford","E07000103","East of England",2,413,0.00484261501210654,0.00132902580040188,0.0174825838770011
"North East Lincolnshire","E06000012","Yorkshire and The Humber",2,418,0.00478468899521531,0.00131311645338148,0.0172755230857852
"Calderdale","E08000033","Yorkshire and The Humber",2,425,0.00470588235294118,0.00129147271840307,0.016993743553032
"Lincoln","E07000138","East Midlands",2,426,0.00469483568075117,0.00128843886399361,0.0169542379643603
"Tower Hamlets","E09000030","London",2,427,0.00468384074941452,0.00128541923010357,0.0169149156266159
"Derby","E06000015","East Midlands",2,435,0.00459770114942529,0.001261762320492,0.0166067837411463
"Hammersmith and Fulham","E09000013","London",2,438,0.0045662100456621,0.00125311393501555,0.0164941088847342
"Gateshead","E08000037","North East",2,440,0.00454545454545455,0.00124741390942754,0.0164198379095648
"Dudley","E08000027","West Midlands",2,445,0.00449438202247191,0.00123338816160088,0.0162370541662917
"East Staffordshire","E07000193","West Midlands",2,446,0.00448430493273543,0.00123062077598523,0.0162009846639654
"Northumberland","E06000057","North East",2,450,0.00444444444444444,0.00121967431407618,0.0160582950478903
"Tendring","E07000076","East of England",2,451,0.00443458980044346,0.00121696805909386,0.0160230145076346
"Lambeth","E09000022","London",2,451,0.00443458980044346,0.00121696805909386,0.0160230145076346
"Aylesbury Vale","E07000004","South East",2,453,0.00441501103752759,0.00121159141835743,0.0159529164635155
"North West Leicestershire","E07000134","East Midlands",2,455,0.0043956043956044,0.00120626207733998,0.0158834290783984
"Waltham Forest","E09000031","London",2,462,0.00432900432900433,0.00118797299434987,0.0156449186949069
"Wakefield","E08000036","Yorkshire and The Humber",2,466,0.00429184549356223,0.00117776895080894,0.0155118157452208
"Daventry","E07000151","East Midlands",2,467,0.00428265524625268,0.0011752452709967,0.0154788931312044
"Trafford","E08000009","North West",2,474,0.00421940928270042,0.00115787786563287,0.0152522905614574
"Breckland","E07000143","East of England",2,481,0.00415800415800416,0.00114101628569437,0.015032226901403
"Surrey Heath","E07000214","South East",2,490,0.00408163265306122,0.00112004545543675,0.0147584489087661
"Solihull","E08000029","West Midlands",2,492,0.0040650406504065,0.00111548952838741,0.0146989581770227
"Guildford","E07000209","South East",2,502,0.00398406374501992,0.00109325476602202,0.0144085564911563
"Wokingham","E06000041","South East",2,504,0.00396825396825397,0.0010889137591711,0.0143518476920572
"East Cambridgeshire","E07000009","East of England",2,517,0.00386847195357834,0.00106151637243192,0.0139938496855025
"Hyndburn","E07000120","North West",1,336,0.00297619047619048,0.00052556403224744,0.0166632122899969
"Knowsley","E08000011","North West",1,348,0.0028735632183908,0.000507434693162812,0.0160950965726908
"Stoke-on-Trent","E06000021","West Midlands",1,350,0.00285714285714286,0.000504534041637359,0.0160041555849624
"Barking and Dagenham","E09000002","London",1,352,0.00284090909090909,0.000501666363647569,0.0159142364939157
"Tamworth","E07000199","West Midlands",1,366,0.00273224043715847,0.000482470455181916,0.0153120238649537
"Ashfield","E07000170","East Midlands",1,372,0.00268817204301075,0.000474686086413327,0.0150676621128069
"North Warwickshire","E07000218","West Midlands",1,372,0.00268817204301075,0.000474686086413327,0.0150676621128069
"Mansfield","E07000174","East Midlands",1,376,0.00265957446808511,0.000469634573372381,0.014909041674424
"Southend-on-Sea","E06000033","East of England",1,378,0.00264550264550265,0.000467148921347218,0.0148309772662472
"Slough","E06000039","South East",1,383,0.00261096605744125,0.000461048402150198,0.0146393465723236
"Newcastle-under-Lyme","E07000195","West Midlands",1,385,0.0025974025974026,0.000458652576140889,0.0145640737514748
"South Tyneside","E08000023","North East",1,386,0.00259067357512953,0.000457463976324927,0.0145267268749126
"Newham","E09000025","London",1,387,0.00258397932816537,0.000456281521107342,0.0144895710461199
"Redditch","E07000236","West Midlands",1,388,0.00257731958762887,0.000455105162963198,0.0144526048028859
"Hertsmere","E07000098","East of England",1,389,0.0025706940874036,0.000453934854856402,0.0144158266978833
"Corby","E07000150","East Midlands",1,391,0.00255754475703325,0.000451612203017196,0.0143428291865504
"Bolsover","E07000033","East Midlands",1,401,0.00249376558603491,0.00044034657999019,0.0139886569062395
"Hackney","E09000012","London",1,402,0.00248756218905473,0.000439250853505567,0.0139541993318658
"Kingston upon Hull, City of","E06000010","Yorkshire and The Humber",1,404,0.00247524752475248,0.000437075678684941,0.0138857909508754
"Nottingham","E06000018","East Midlands",1,405,0.00246913580246914,0.000435996149938458,0.0138518376659956
"South Staffordshire","E07000196","West Midlands",1,407,0.00245700245700246,0.000433853011711383,0.0137844268022631
"County Durham","E06000047","North East",1,408,0.00245098039215686,0.000432789324171503,0.0137509668168958
"Great Yarmouth","E07000145","East of England",1,409,0.00244498777506112,0.000431730839610913,0.0137176688776088
"Havering","E09000016","London",1,410,0.0024390243902439,0.000430677519947541,0.0136845318100705
"Brentwood","E07000068","East of England",1,412,0.00242718446601942,0.00042858622483337,0.0136187356493737
"West Lancashire","E07000127","North West",1,412,0.00242718446601942,0.00042858622483337,0.0136187356493737
"South Ribble","E07000126","North West",1,414,0.00241545893719807,0.000426515141506669,0.0135535691641075
"Wellingborough","E07000156","East Midlands",1,415,0.00240963855421687,0.000425487087918075,0.0135212192317991
"Bury","E08000002","North West",1,416,0.00240384615384615,0.000424463978364559,0.0134890233582657
"Erewash","E07000036","East Midlands",1,417,0.00239808153477218,0.000423445777266973,0.0134569804456232
"Hounslow","E09000018","London",1,417,0.00239808153477218,0.000423445777266973,0.0134569804456232
"Stockton-on-Tees","E06000004","North East",1,419,0.00238663484486874,0.000421423959821763,0.0133933491633861
"Preston","E07000123","North West",1,420,0.00238095238095238,0.000420420274002489,0.0133617586495684
"Tonbridge and Malling","E07000115","South East",1,421,0.00237529691211401,0.000419421357687879,0.0133303168079546
"Epping Forest","E07000072","East of England",1,426,0.00234741784037559,0.000414497142761225,0.0131753013767223
"Stafford","E07000197","West Midlands",1,427,0.00234192037470726,0.000413526142327999,0.0131447299193877
"North Tyneside","E08000022","North East",1,428,0.00233644859813084,0.000412559680591364,0.0131143000068653
"Carlisle","E07000028","North West",1,429,0.00233100233100233,0.000411597725803029,0.0130840106584067
"Warrington","E06000007","North West",1,433,0.0023094688221709,0.000407794351434818,0.0129642396044627
"Maidstone","E07000110","South East",1,434,0.00230414746543779,0.000406854465384245,0.0129346386778823
"Ribble Valley","E07000124","North West",1,436,0.00229357798165138,0.000404987631164365,0.0128758405025825
"Ealing","E09000009","London",1,439,0.00227790432801822,0.000402219282344277,0.0127886387648001
"Lichfield","E07000194","West Midlands",1,441,0.00226757369614512,0.000400394647116628,0.0127311575157151
"Worcester","E07000237","West Midlands",1,441,0.00226757369614512,0.000400394647116628,0.0127311575157151
"Sefton","E08000014","North West",1,441,0.00226757369614512,0.000400394647116628,0.0127311575157151
"Bassetlaw","E07000171","East Midlands",1,442,0.00226244343891403,0.000399488523436712,0.0127026102274186
"Newcastle upon Tyne","E08000021","North East",1,443,0.00225733634311512,0.000398586491750877,0.0126741906764889
"Brent","E09000005","London",1,443,0.00225733634311512,0.000398586491750877,0.0126741906764889
"Bristol, City of","E06000023","South West",1,446,0.00224215246636771,0.000395904673335258,0.012589689931502
"Fylde","E07000119","North West",1,448,0.00223214285714286,0.000394136753906922,0.0125339793068466
"Torbay","E06000027","South West",1,451,0.00221729490022173,0.00039151428281826,0.0124513317405846
"Newark and Sherwood","E07000175","East Midlands",1,452,0.00221238938053097,0.000390647863808594,0.0124240242281212
"Westminster","E09000033","London",1,452,0.00221238938053097,0.000390647863808594,0.0124240242281212
"Southampton","E06000045","South East",1,455,0.0021978021978022,0.000388071463602773,0.0123428156617841
"Three Rivers","E07000102","East of England",1,455,0.0021978021978022,0.000388071463602773,0.0123428156617841
"Selby","E07000169","Yorkshire and The Humber",1,456,0.00219298245614035,0.000387220198911535,0.0123159815429999
"Southwark","E09000028","London",1,457,0.00218818380743982,0.000386372660675846,0.0122892638492045
"Barnet","E09000003","London",1,458,0.00218340611353712,0.000385528824480013,0.0122626618243418
"Bromsgrove","E07000234","West Midlands",1,459,0.00217864923747277,0.000384688666121176,0.0122361747188876
"Haringey","E09000014","London",1,459,0.00217864923747277,0.000384688666121176,0.0122361747188876
"Lewisham","E09000023","London",1,460,0.00217391304347826,0.00038385216160699,0.0122098017897795
"South Bucks","E07000006","South East",1,461,0.00216919739696312,0.000383019287153341,0.0121835423003478
"Allerdale","E07000026","North West",1,461,0.00216919739696312,0.000383019287153341,0.0121835423003478
"Wychavon","E07000238","West Midlands",1,462,0.00216450216450216,0.000382190019182097,0.0121573955202461
"Mid Devon","E07000042","South West",1,465,0.0021505376344086,0.000379723621424595,0.0120796242259
"Gloucester","E07000081","South West",1,467,0.00214132762312634,0.000378096965467767,0.0120283271317753
"Richmondshire","E07000166","Yorkshire and The Humber",1,468,0.00213675213675214,0.000377288852508151,0.0120028416160905
"Plymouth","E06000026","South West",1,469,0.00213219616204691,0.000376484186568063,0.0119774638687975
"Lancaster","E07000121","North West",1,470,0.00212765957446809,0.000375682945639459,0.0119521932077737
"Leeds","E08000035","Yorkshire and The Humber",1,473,0.00211416490486258,0.000373299555634559,0.0118770170068997
"Teignbridge","E07000045","South West",1,474,0.00210970464135021,0.000372511798380965,0.0118521679837182
"Ipswich","E07000202","East of England",1,474,0.00210970464135021,0.000372511798380965,0.0118521679837182
"York","E06000014","Yorkshire and The Humber",1,476,0.00210084033613445,0.000370946216167226,0.0118027805706983
"Brighton and Hove","E06000043","South East",1,476,0.00210084033613445,0.000370946216167226,0.0118027805706983
"Gedling","E07000173","East Midlands",1,477,0.00209643605870021,0.000370168349551442,0.0117782408891627
"East Riding of Yorkshire","E06000011","Yorkshire and The Humber",1,478,0.00209205020920502,0.000369393738449852,0.0117538030387455
"Cornwall","E06000052","South West",1,478,0.00209205020920502,0.000369393738449852,0.0117538030387455
"Camden","E09000007","London",1,479,0.00208768267223382,0.000368622362467747,0.0117294663869149
"South Northamptonshire","E07000155","East Midlands",1,481,0.00207900207900208,0.000367089235131393,0.0116810941749726
"Mendip","E07000187","South West",1,482,0.0020746887966805,0.000366327443830675,0.0116570573757221
"Sutton","E09000029","London",1,482,0.0020746887966805,0.000366327443830675,0.0116570573757221
"Scarborough","E07000168","Yorkshire and The Humber",1,485,0.00206185567010309,0.000364060923179747,0.0115855368764552
"South Cambridgeshire","E07000012","East of England",1,486,0.00205761316872428,0.00036331163604222,0.0115618913362778
"North Kesteven","E07000139","East Midlands",1,486,0.00205761316872428,0.00036331163604222,0.0115618913362778
"Wycombe","E07000007","South East",1,488,0.00204918032786885,0.000361822276648831,0.0115148886348315
"Tewkesbury","E07000083","South West",1,490,0.00204081632653061,0.000360345078360134,0.0114682665466008
"North Hertfordshire","E07000099","East of England",1,490,0.00204081632653061,0.000360345078360134,0.0114682665466008
"South Kesteven","E07000141","East Midlands",1,490,0.00204081632653061,0.000360345078360134,0.0114682665466008
"Chiltern","E07000005","South East",1,492,0.00203252032520325,0.000358879892832681,0.0114220204671078
"Runnymede","E07000212","South East",1,496,0.00201612903225806,0.000355984978653889,0.0113306382848029
"East Devon","E07000040","South West",1,498,0.00200803212851406,0.000354554965137616,0.011285493337012
"South Gloucestershire","E06000025","South West",1,500,0.002,0.000353136394559276,0.0112407067051468
"South Oxfordshire","E07000179","South East",1,500,0.002,0.000353136394559276,0.0112407067051468
"East Suffolk","E07000244","East of England",1,500,0.002,0.000353136394559276,0.0112407067051468
"Harborough","E07000131","East Midlands",1,507,0.0019723865877712,0.000348259555076894,0.0110867144859484
"South Norfolk","E07000149","East of England",1,510,0.00196078431372549,0.00034621047279566,0.0110220018822384
"South Hams","E07000044","South West",1,513,0.00194931773879142,0.000344185362166846,0.0109580403416745
"Bath and North East Somerset","E06000022","South West",1,514,0.00194552529182879,0.000343515579759831,0.0109368844754948
"Stroud","E07000082","South West",1,516,0.00193798449612403,0.000342183804979996,0.0108948168643125
"Dorset","E06000059","South West",1,539,0.00185528756957328,0.00032757892024625,0.0104333140177849
"Hartlepool","E06000001","North East",0,352,0,0,0.00762757589788148
"Middlesbrough","E06000002","North East",0,367,0,0,0.00731810356106101
"Halton","E06000006","North West",0,373,0,0,0.00720123378862516
"Blackpool","E06000009","North West",0,389,0,0,0.00690708492465458
"Leicester","E06000016","East Midlands",0,415,0,0,0.00647715477204995
"Telford and Wrekin","E06000020","West Midlands",0,456,0,0,0.00589821399088055
"North Somerset","E06000024","South West",0,500,0,0,0.00538196462984194
"Swindon","E06000030","South West",0,459,0,0,0.00585988947382956
"Luton","E06000032","East of England",0,438,0,0,0.0061391182713299
"Thurrock","E06000034","East of England",0,332,0,0,0.00808335418103547
"Medway","E06000035","South East",0,403,0,0,0.00666873671742554
"Bracknell Forest","E06000036","South East",0,462,0,0,0.00582205978001782
"West Berkshire","E06000037","South East",0,496,0,0,0.00542513210371893
"Reading","E06000038","South East",0,417,0,0,0.00644628953868303
"Windsor and Maidenhead","E06000040","South East",0,500,0,0,0.00538196462984194
"Milton Keynes","E06000042","South East",0,467,0,0,0.0057600841459088
"Portsmouth","E06000044","South East",0,453,0,0,0.00593704310372943
"Isle of Wight","E06000046","South East",0,424,0,0,0.00634053973659349
"Cheshire East","E06000049","North West",0,495,0,0,0.00543603238838538
"Cheshire West and Chester","E06000050","North West",0,447,0,0,0.00601625551091652
"Shropshire","E06000051","West Midlands",0,514,0,0,0.00523614172205175
"Wiltshire","E06000054","South West",0,566,0,0,0.00475737134135003
"Bedford","E06000055","East of England",0,495,0,0,0.00543603238838538
"Central Bedfordshire","E06000056","East of England",0,483,0,0,0.00557033678235364
"Bournemouth, Christchurch and Poole","E06000058","South West",0,430,0,0,0.0062526202749756
"Cambridge","E07000008","East of England",0,498,0,0,0.00540346215348713
"Huntingdonshire","E07000011","East of England",0,549,0,0,0.00490396278630201
"Barrow-in-Furness","E07000027","North West",0,416,0,0,0.00646168529744348
"Copeland","E07000029","North West",0,408,0,0,0.00658755036842547
"Eden","E07000030","North West",0,449,0,0,0.0059896175579487
"South Lakeland","E07000031","North West",0,527,0,0,0.00510763666253735
"Amber Valley","E07000032","East Midlands",0,440,0,0,0.00611138372694886
"Chesterfield","E07000034","East Midlands",0,420,0,0,0.0064005393257617
"Derbyshire Dales","E07000035","East Midlands",0,486,0,0,0.00553614234652025
"High Peak","E07000037","East Midlands",0,487,0,0,0.00552483730327432
"North East Derbyshire","E07000038","East Midlands",0,456,0,0,0.00589821399088055
"South Derbyshire","E07000039","East Midlands",0,459,0,0,0.00585988947382956
"Exeter","E07000041","South West",0,465,0,0,0.00578471538762285
"North Devon","E07000043","South West",0,476,0,0,0.00565179052361413
"Torridge","E07000046","South West",0,441,0,0,0.00609761021472412
"West Devon","E07000047","South West",0,514,0,0,0.00523614172205175
"Eastbourne","E07000061","South East",0,483,0,0,0.00557033678235364
"Hastings","E07000062","South East",0,388,0,0,0.00692476341691141
"Lewes","E07000063","South East",0,540,0,0,0.00498528803829006
"Rother","E07000064","South East",0,484,0,0,0.00555889179912451
"Wealden","E07000065","South East",0,484,0,0,0.00555889179912451
"Basildon","E07000066","East of England",0,387,0,0,0.00694253263660363
"Braintree","E07000067","East of England",0,407,0,0,0.00660362911198576
"Castle Point","E07000069","East of England",0,362,0,0,0.00741843249343412
"Chelmsford","E07000070","East of England",0,450,0,0,0.00597638684397898
"Colchester","E07000071","East of England",0,437,0,0,0.00615308015642033
"Harlow","E07000073","East of England",0,351,0,0,0.00764914065998104
"Maldon","E07000074","East of England",0,445,0,0,0.00604313145917707
"Rochford","E07000075","East of England",0,409,0,0,0.00657154973284219
"Uttlesford","E07000077","East of England",0,432,0,0,0.00622385312273137
"Cheltenham","E07000078","South West",0,482,0,0,0.00558182899006114
"Cotswold","E07000079","South West",0,495,0,0,0.00543603238838538
"Forest of Dean","E07000080","South West",0,443,0,0,0.00607024860657598
"Basingstoke and Deane","E07000084","South East",0,432,0,0,0.00622385312273137
"East Hampshire","E07000085","South East",0,477,0,0,0.00564000873247009
"Eastleigh","E07000086","South East",0,472,0,0,0.00569941407131901
"Fareham","E07000087","South East",0,483,0,0,0.00557033678235364
"Gosport","E07000088","South East",0,478,0,0,0.00562827596007071
"Hart","E07000089","South East",0,453,0,0,0.00593704310372943
"Havant","E07000090","South East",0,457,0,0,0.00588538357350824
"New Forest","E07000091","South East",0,550,0,0,0.0048950901363994
"Rushmoor","E07000092","South East",0,425,0,0,0.0063257151923863
"Test Valley","E07000093","South East",0,492,0,0,0.00546899764899534
"Winchester","E07000094","South East",0,514,0,0,0.00523614172205175
"Broxbourne","E07000095","East of England",0,364,0,0,0.00737797260606205
"Dacorum","E07000096","East of England",0,464,0,0,0.00579711017373318
"Ashford","E07000105","South East",0,411,0,0,0.0065397805199959
"Canterbury","E07000106","South East",0,465,0,0,0.00578471538762285
"Dartford","E07000107","South East",0,355,0,0,0.00756360504779992
"Dover","E07000108","South East",0,414,0,0,0.006492698493207
"Gravesham","E07000109","South East",0,378,0,0,0.00710665631382286
"Sevenoaks","E07000111","South East",0,443,0,0,0.00607024860657598
"Folkestone and Hythe","E07000112","South East",0,427,0,0,0.00629627309982432
"Swale","E07000113","South East",0,415,0,0,0.00647715477204995
"Thanet","E07000114","South East",0,403,0,0,0.00666873671742554
"Tunbridge Wells","E07000116","South East",0,438,0,0,0.0061391182713299
"Pendle","E07000122","North West",0,393,0,0,0.00683726447317075
"Blaby","E07000129","East Midlands",0,439,0,0,0.00612521960430543
"Hinckley and Bosworth","E07000132","East Midlands",0,466,0,0,0.00577237349094931
"Melton","E07000133","East Midlands",0,433,0,0,0.00620956858305489
"Oadby and Wigston","E07000135","East Midlands",0,446,0,0,0.00602966353673364
"Boston","E07000136","East Midlands",0,356,0,0,0.00754251921518366
"East Lindsey","E07000137","East Midlands",0,461,0,0,0.00583461529043214
"Broadland","E07000144","East of England",0,475,0,0,0.00566362164134149
"King's Lynn and West Norfolk","E07000146","East of England",0,468,0,0,0.00574784701756814
"North Norfolk","E07000147","East of England",0,479,0,0,0.00561659190113356
"Norwich","E07000148","East of England",0,492,0,0,0.00546899764899534
"East Northamptonshire","E07000152","East Midlands",0,467,0,0,0.0057600841459088
"Kettering","E07000153","East Midlands",0,445,0,0,0.00604313145917707
"Northampton","E07000154","East Midlands",0,493,0,0,0.00545796489432634
"Craven","E07000163","Yorkshire and The Humber",0,496,0,0,0.00542513210371893
"Hambleton","E07000164","Yorkshire and The Humber",0,461,0,0,0.00583461529043214
"Harrogate","E07000165","Yorkshire and The Humber",0,503,0,0,0.00535003716909226
"Ryedale","E07000167","Yorkshire and The Humber",0,475,0,0,0.00566362164134149
"Broxtowe","E07000172","East Midlands",0,486,0,0,0.00553614234652025
"Rushcliffe","E07000176","East Midlands",0,486,0,0,0.00553614234652025
"Cherwell","E07000177","South East",0,487,0,0,0.00552483730327432
"Oxford","E07000178","South East",0,438,0,0,0.0061391182713299
"Vale of White Horse","E07000180","South East",0,514,0,0,0.00523614172205175
"West Oxfordshire","E07000181","South East",0,495,0,0,0.00543603238838538
"Sedgemoor","E07000188","South West",0,474,0,0,0.00567550239607386
"South Somerset","E07000189","South West",0,509,0,0,0.00528730534328894
"Cannock Chase","E07000192","West Midlands",0,378,0,0,0.00710665631382286
"Staffordshire Moorlands","E07000198","West Midlands",0,447,0,0,0.00601625551091652
"Babergh","E07000200","East of England",0,476,0,0,0.00565179052361413
"Mid Suffolk","E07000203","East of England",0,495,0,0,0.00543603238838538
"Elmbridge","E07000207","South East",0,488,0,0,0.00551357833671693
"Epsom and Ewell","E07000208","South East",0,481,0,0,0.00559336871513893
"Mole Valley","E07000210","South East",0,489,0,0,0.00550236516572442
"Reigate and Banstead","E07000211","South East",0,497,0,0,0.00541427544588356
"Spelthorne","E07000213","South East",0,460,0,0,0.00584722507082698
"Tandridge","E07000215","South East",0,491,0,0,0.00548007509732767
"Waverley","E07000216","South East",0,528,0,0,0.00509801242415218
"Woking","E07000217","South East",0,468,0,0,0.00574784701756814
"Nuneaton and Bedworth","E07000219","West Midlands",0,406,0,0,0.00661978653685496
"Rugby","E07000220","West Midlands",0,464,0,0,0.00579711017373318
"Stratford-on-Avon","E07000221","West Midlands",0,481,0,0,0.00559336871513893
"Warwick","E07000222","West Midlands",0,488,0,0,0.00551357833671693
"Adur","E07000223","South East",0,431,0,0,0.00623820353447194
"Arun","E07000224","South East",0,514,0,0,0.00523614172205175
"Chichester","E07000225","South East",0,515,0,0,0.00522602759098196
"Crawley","E07000226","South East",0,433,0,0,0.00620956858305489
"Horsham","E07000227","South East",0,504,0,0,0.00533947869536288
"Mid Sussex","E07000228","South East",0,494,0,0,0.00544697656338005
"Worthing","E07000229","South East",0,463,0,0,0.00580955818998555
"Malvern Hills","E07000235","West Midlands",0,531,0,0,0.00506935610334
"Wyre Forest","E07000239","West Midlands",0,415,0,0,0.00647715477204995
"St Albans","E07000240","East of England",0,464,0,0,0.00579711017373318
"Welwyn Hatfield","E07000241","East of England",0,463,0,0,0.00580955818998555
"East Hertfordshire","E07000242","East of England",0,474,0,0,0.00567550239607386
"West Suffolk","E07000245","East of England",0,450,0,0,0.00597638684397898
"Somerset West and Taunton","E07000246","South West",0,493,0,0,0.00545796489432634
"Oldham","E08000004","North West",0,387,0,0,0.00694253263660363
"Stockport","E08000007","North West",0,454,0,0,0.00592404338610213
"Liverpool","E08000012","North West",0,397,0,0,0.00676884145942832
"St. Helens","E08000013","North West",0,368,0,0,0.00729836254641938
"Wirral","E08000015","North West",0,407,0,0,0.00660362911198576
"Rotherham","E08000018","Yorkshire and The Humber",0,490,0,0,0.0054911975114554
"Sheffield","E08000019","Yorkshire and The Humber",0,478,0,0,0.00562827596007071
"Birmingham","E08000025","West Midlands",0,415,0,0,0.00647715477204995
"Coventry","E08000026","West Midlands",0,401,0,0,0.00670177434510025
"Sandwell","E08000028","West Midlands",0,394,0,0,0.00682002936116894
"Kirklees","E08000034","Yorkshire and The Humber",0,458,0,0,0.00587260885512872
"Bexley","E09000004","London",0,429,0,0,0.00626710380517293
"Bromley","E09000006","London",0,485,0,0,0.00554749374988408
"Croydon","E09000008","London",0,423,0,0,0.00635543392774061
"Enfield","E09000010","London",0,404,0,0,0.00665233975204172
"Greenwich","E09000011","London",0,375,0,0,0.00716310231868289
"Harrow","E09000015","London",0,450,0,0,0.00597638684397898
"Hillingdon","E09000017","London",0,389,0,0,0.00690708492465458
"Islington","E09000019","London",0,466,0,0,0.00577237349094931
"Kensington and Chelsea","E09000020","London",0,434,0,0,0.00619534946292663
"Kingston upon Thames","E09000021","London",0,492,0,0,0.00546899764899534
"Merton","E09000024","London",0,464,0,0,0.00579711017373318
"Redbridge","E09000026","London",0,415,0,0,0.00647715477204995
"Richmond upon Thames","E09000027","London",0,489,0,0,0.00550236516572442
"Wandsworth","E09000032","London",0,472,0,0,0.00569941407131901
