date,logit(p),lb_2.5,lb_25,ub_97.5,ub_75
2021-04-27,-6.902165738,-7.125421454,-6.978051475,-6.68841982,-6.827710323
2021-04-28,-6.899752897,-7.14232069,-6.981654565,-6.666742222,-6.819128296
2021-04-29,-6.898662585,-7.161842019,-6.986658415,-6.644530533,-6.811317618
2021-04-30,-6.899713826,-7.186818665,-6.994225146,-6.622048938,-6.805064116
2021-05-01,-6.90288379,-7.213889404,-7.005185128,-6.600810051,-6.800049243
2021-05-02,-6.908016302,-7.244680224,-7.018346409,-6.579911833,-6.796148492
2021-05-03,-6.915143445,-7.276133651,-7.033856962,-6.562129041,-6.794983868
2021-05-04,-6.923979436,-7.310123815,-7.051647379,-6.546702872,-6.796800842
2021-05-05,-6.934437458,-7.344132395,-7.070034185,-6.535935191,-6.800299953
2021-05-06,-6.946492423,-7.38149316,-7.089683131,-6.529112194,-6.806391853
2021-05-07,-6.95993847,-7.418563058,-7.109107529,-6.524250707,-6.814005631
2021-05-08,-6.974212284,-7.454793437,-7.128561236,-6.522776463,-6.823128126
2021-05-09,-6.987604397,-7.489860089,-7.146759108,-6.526579879,-6.833034597
2021-05-10,-7.000610315,-7.520454575,-7.162552126,-6.534861799,-6.843367062
2021-05-11,-7.01166258,-7.54439462,-7.176712687,-6.545798998,-6.852936357
2021-05-12,-7.021004577,-7.564360759,-7.186496002,-6.558368606,-6.861692449
2021-05-13,-7.027267112,-7.574470212,-7.192868868,-6.570455917,-6.869202568
2021-05-14,-7.030512219,-7.574981692,-7.19322065,-6.584755339,-6.875430666
2021-05-15,-7.029661311,-7.562332404,-7.18923599,-6.599307349,-6.879518389
2021-05-16,-7.025123235,-7.539234755,-7.179452039,-6.611134691,-6.880819347
2021-05-17,-7.016144056,-7.505590015,-7.164218353,-6.62072466,-6.878424989
2021-05-18,-7.002110489,-7.460953317,-7.143454595,-6.627075534,-6.871336577
2021-05-19,-6.98216504,-7.407097256,-7.115993836,-6.629879576,-6.859753247
2021-05-20,-6.956895701,-7.346096529,-7.082870896,-6.629663979,-6.842695416
2021-05-21,-6.926739662,-7.281113454,-7.042701178,-6.625677552,-6.820208656
2021-05-22,-6.891814203,-7.212877358,-6.997051558,-6.613732185,-6.793055973
2021-05-23,-6.851734865,-7.142170196,-6.947200815,-6.59591867,-6.76126817
2021-05-24,-6.807370907,-7.069480051,-6.89397692,-6.572060694,-6.724362929
2021-05-25,-6.759260679,-6.995707642,-6.837817805,-6.543072995,-6.683139272
2021-05-26,-6.7082887,-6.924689358,-6.780590175,-6.507601777,-6.637845488
2021-05-27,-6.65580363,-6.857577217,-6.723479664,-6.46685053,-6.58976241
2021-05-28,-6.603091297,-6.793869101,-6.667496105,-6.42248215,-6.539652582
2021-05-29,-6.550597306,-6.734396496,-6.613103627,-6.376437828,-6.489568167
2021-05-30,-6.49936276,-6.679601142,-6.560411943,-6.328725317,-6.439561085
2021-05-31,-6.448962853,-6.629955275,-6.509894063,-6.278516457,-6.38911795
2021-06-01,-6.399892207,-6.584669145,-6.462131567,-6.225855608,-6.338643453
2021-06-02,-6.351799362,-6.54307678,-6.41618645,-6.170297676,-6.288407973
2021-06-03,-6.304889714,-6.504752636,-6.372737052,-6.113050998,-6.238584822
2021-06-04,-6.258982194,-6.470225933,-6.33097548,-6.054625158,-6.188730686
2021-06-05,-6.214380254,-6.440650051,-6.291029713,-5.994334511,-6.139058844
2021-06-06,-6.170402055,-6.416362582,-6.253035686,-5.93312454,-6.088752986
2021-06-07,-6.127090998,-6.394216264,-6.216258566,-5.869595544,-6.038502545
2021-06-08,-6.083885852,-6.374867216,-6.180291769,-5.805203219,-5.988561955
2021-06-09,-6.040977049,-6.358235381,-6.145307368,-5.741021324,-5.939078966
2021-06-10,-5.9988077,-6.342177318,-6.110573585,-5.677694946,-5.889791715
2021-06-11,-5.957509941,-6.326251859,-6.075769592,-5.61684225,-5.841565214
2021-06-12,-5.91681632,-6.306481212,-6.040833813,-5.561077723,-5.795468563
2021-06-13,-5.876992688,-6.280953904,-6.004295671,-5.51148939,-5.751668485
2021-06-14,-5.837456289,-6.249419587,-5.966687814,-5.467267692,-5.710491087
2021-06-15,-5.798258503,-6.212043156,-5.928647647,-5.42687163,-5.670744066
2021-06-16,-5.758854089,-6.169463666,-5.888856038,-5.391390501,-5.631643575
2021-06-17,-5.719088679,-6.122424232,-5.847664169,-5.360397926,-5.594097045
2021-06-18,-5.678918504,-6.069934517,-5.805092824,-5.333607545,-5.557350031
2021-06-19,-5.637985074,-6.013214867,-5.760289926,-5.309583863,-5.521153792
2021-06-20,-5.596858048,-5.952791148,-5.713633327,-5.287635651,-5.485921961
2021-06-21,-5.555704905,-5.889835572,-5.665816531,-5.266390495,-5.45155606
2021-06-22,-5.51434398,-5.825286283,-5.616354266,-5.247339868,-5.418013378
2021-06-23,-5.47279623,-5.756582436,-5.565617518,-5.229273526,-5.385301159
2021-06-24,-5.431050148,-5.683848003,-5.513581265,-5.21282002,-5.352841025
2021-06-25,-5.388846065,-5.610378915,-5.461164468,-5.194826421,-5.319559972
2021-06-26,-5.345758823,-5.538048379,-5.408909615,-5.173059994,-5.284478771
2021-06-27,-5.301466914,-5.467395314,-5.356460583,-5.14794525,-5.247471298
2021-06-28,-5.255520747,-5.399675772,-5.303917848,-5.118616911,-5.207980946
2021-06-29,-5.209498481,-5.336393552,-5.252745232,-5.086557764,-5.166941721
2021-06-30,-5.164399088,-5.2798924,-5.203947456,-5.051559165,-5.125409763
2021-07-01,-5.121851347,-5.230712197,-5.159178759,-5.015533078,-5.085107818
2021-07-02,-5.083521378,-5.188229451,-5.119212828,-4.980336217,-5.048072498
2021-07-03,-5.04998196,-5.151479283,-5.084530902,-4.95073212,-5.015583064
2021-07-04,-5.0215251,-5.120469027,-5.055541505,-4.924071789,-4.987730405
2021-07-05,-4.997572566,-5.096494952,-5.031436019,-4.899325985,-4.963591781
2021-07-06,-4.977256168,-5.079059092,-5.012006849,-4.876534795,-4.942644944
2021-07-07,-4.960533814,-5.067615747,-4.996984629,-4.856086725,-4.924372304
2021-07-08,-4.946880897,-5.062124768,-4.986094871,-4.835639924,-4.908171827
2021-07-09,-4.936304187,-5.065122243,-4.980546267,-4.811147328,-4.892644486
2021-07-10,-4.927868002,-5.079716931,-4.980231335,-4.780402897,-4.876066562
2021-07-11,-4.920986572,-5.10664201,-4.984932403,-4.743762061,-4.857832949
2021-07-12,-4.915598594,-5.146307214,-4.993716262,-4.699534438,-4.838290661
