,NorthWest,NorthEast,SouthWest,SouthEast,London,EastMidlands,WestMidlands,Yorkshire,EastofEngland
2020-05-27,639.9578718,290.0883102,501.6499186,862.8995556,905.2136185,401.6133239,578.628967,445.7593687,488.5404114
2020-05-28,550.3223084,307.904769,333.7123131,652.9223522,771.3368942,246.2353778,387.0936179,374.4612987,402.3876887
2020-05-29,180.5376455,92.69741014,105.6131245,278.7872601,297.6404782,106.4766868,189.3528095,128.3275124,157.4530056
2020-05-30,131.3265884,48.54293435,110.7022429,193.3499351,278.7297719,74.05948713,110.5483409,99.22350462,120.4068905
2020-05-31,239.2720985,76.37857815,121.8039583,289.2514372,369.1682255,90.50596814,166.9952443,141.2327426,183.9824075
2020-06-01,86.83309659,19.31124902,36.59416702,93.97090546,114.406565,32.41390325,48.48416601,25.42666447,43.04022763
2020-06-19,87.58749594,23.90189746,49.61357854,52.24803337,56.79870149,58.63624637,41.07272383,47.86848765,53.93065918
2020-06-20,674.3295106,159.7361924,623.9124262,598.442649,458.7217238,456.9449391,376.4403272,511.2989762,577.8590762
2020-06-21,609.8509002,217.682132,373.3301536,768.9616865,650.0129983,456.2581673,320.7728058,654.6712025,564.4314296
2020-06-22,1492.000937,381.759689,1532.279943,1495.363474,1393.288549,1079.413395,912.6320215,1039.377889,1312.231723
2020-06-23,1542.822675,464.2658033,1305.605417,1616.270446,1323.206387,1017.243672,1094.041428,1128.781042,1336.508271
2020-06-24,1526.89992,568.8606157,1180.229267,1983.429757,1612.429294,1103.586927,1193.421886,1132.944361,1416.87548
2020-06-25,1715.604686,641.1057559,1397.176121,2684.309989,2131.868983,1311.120745,1429.277141,1397.284446,1707.442442
2020-06-26,1924.164941,707.0870185,1459.172047,2847.446711,2295.198469,1323.067086,1637.284063,1492.683252,1713.455668
2020-06-27,1630.045795,703.5164969,1241.396612,2312.518174,1706.217102,1222.938965,1289.771826,1229.756061,1509.331315
2020-06-28,1191.866006,666.5479482,817.1557499,1773.489778,1359.482368,888.614412,1158.376292,1035.6119,1136.395573
2020-06-29,1447.150235,555.4984117,1181.806831,2421.745043,2106.320639,1045.316666,1262.642164,1151.203333,1386.476444
2020-06-30,1554.911642,690.264938,1244.401689,2364.27121,2263.621649,1040.473165,1332.469916,1161.904013,1391.00391
2020-07-01,1159.501958,519.3728874,960.6296887,1766.098028,1851.84787,845.0673481,1066.335278,996.0595849,1056.091838
2020-07-02,855.6272877,303.2977956,691.4460985,1215.198944,1223.73272,517.7899289,767.8154245,604.327747,767.4747508
2020-07-03,671.179908,261.537263,672.930513,900.0443282,1078.641481,449.3074447,619.4934224,367.8256769,533.5206792
2020-07-04,525.8564885,196.0275766,450.8543454,622.3850265,671.6886776,331.4712071,499.3432765,316.6735453,394.1609778
2020-07-05,202.4899628,61.08946712,233.6276853,244.7821077,318.3669456,104.0291322,139.2858965,161.5763969,131.6668854
2020-07-06,268.7997199,105.3290352,342.6656718,355.9114909,429.0784935,190.6071444,307.513743,166.710829,239.3151297
2020-07-07,0,0,0.485955531,0.798874529,2.215506172,3.172704164,1.412968725,0,1.036839428
2020-07-24,142.0332144,50.32450449,115.1784681,144.8761598,99.46038227,87.49649211,96.06165465,106.6783446,122.8387199
2020-07-25,1011.190149,347.6686882,852.6505593,1305.113845,764.1923527,784.336748,789.9505928,740.7757966,834.5954105
2020-07-26,1257.888977,506.2309722,891.978555,1633.747202,1102.651377,905.3726135,1023.801752,966.9151786,1091.857702
2020-07-27,1788.652065,731.8864026,1475.237252,2367.625921,1764.315434,1277.555673,1465.426785,1522.511773,1617.47985
2020-07-28,1719.113472,641.3433385,1413.748441,2219.609885,1771.598224,1172.031833,1353.063447,1379.056811,1590.482017
2020-07-29,1673.058122,618.4187504,1251.436163,2180.962227,1794.528215,1119.540012,1221.019792,1186.48916,1484.543278
2020-07-30,1587.757374,661.9047394,1239.053394,2108.748663,1822.473767,1112.551275,1295.96059,1251.31526,1492.701848
2020-07-31,1479.398482,553.3215751,1358.333621,2103.64532,1763.745973,1131.355888,1219.631115,1149.678758,1437.698891
2020-08-01,1277.479704,422.5027041,984.9630209,1639.769994,1316.607537,855.3508955,905.8186534,925.2734894,1145.465214
2020-08-02,1057.616176,391.534121,747.5282905,1338.820303,1135.103087,735.3764091,985.0068285,782.6383597,930.5647194
2020-08-03,1576.793507,558.2065082,1263.003437,2055.666254,1961.309141,946.312729,1226.639609,1254.650652,1384.792221
2020-08-04,1354.006194,524.5258486,1077.296559,1737.945903,1925.125689,909.9733863,1079.32439,1077.627539,1190.901089
2020-08-05,1164.118718,410.1865288,894.1716539,1551.064027,1486.998536,749.9201521,1041.359617,910.425486,1016.264772
2020-08-06,894.4657277,254.1046816,685.1486379,1163.975625,1170.084815,548.3817083,740.8669633,703.159948,733.2764933
2020-08-07,734.8655709,246.6983912,641.0533319,973.7305441,1056.503674,469.8560345,595.3341751,485.5323291,568.4702546
2020-08-08,501.9928561,151.6061586,520.0328437,668.5703353,696.7741596,328.0656027,419.8793792,346.9015236,423.3185758
2020-08-09,344.101366,88.53598122,284.8111562,416.2408584,514.7804408,194.9704063,278.084065,225.1360478,273.6326009
2020-08-10,534.7634356,205.3556333,476.7506028,793.4674679,863.4583193,387.4476337,511.8682336,311.742034,487.6482972
2020-08-11,3.731463106,0.85762976,5.165577315,1.781663936,6.458828916,0,1.804972886,0,1.293703752
2020-08-20,57.08609233,9.659421447,36.95751196,50.28158991,42.22902033,23.03091674,48.9727588,32.61290628,59.583338
2020-08-21,139.980106,58.9302602,104.16515,151.6904164,122.9401301,76.32062423,114.5531981,127.754458,106.230966
2020-08-22,1601.907097,593.3743767,1132.765353,1871.501917,1152.538519,1124.32054,1228.638175,1239.93524,1280.53728
2020-08-23,1404.522725,557.0698853,814.256694,1670.908297,1027.53754,952.8892531,1061.849598,1016.834057,1096.344319
2020-08-24,1853.851175,672.4944936,1286.353675,2427.522411,1835.918662,1276.010889,1301.286333,1508.3494,1598.121734
2020-08-25,1605.466829,662.1741525,1388.398204,2190.490336,1653.925749,1136.863726,1255.841158,1249.030048,1521.886308
2020-08-26,1511.412664,603.0324551,1278.719998,2080.953521,1637.604839,1068.906922,1213.347739,1218.059267,1468.313253
2020-08-27,1463.013193,557.8524337,1242.39778,2022.19012,1785.023041,1027.42472,1184.531901,1152.802726,1427.058622
2020-08-28,1560.25536,577.3185915,1250.86107,2152.295825,1914.293617,1115.089331,1409.568495,1274.717609,1403.381898
2020-08-29,1115.076772,457.6033549,914.8167776,1530.610195,1306.341795,737.1225367,915.9897601,880.275348,1128.097517
2020-08-30,673.808182,307.6201351,193.3366645,658.4895682,881.2673797,514.7932302,645.8952968,519.2836864,511.5023953
2020-08-31,414.3671688,90.81404696,730.5962039,1278.253167,1080.755299,197.7381454,195.6803867,525.7796452,825.0727406
2020-09-01,1324.285911,514.6348651,1068.362077,1747.270616,1729.969614,932.2519812,1151.859294,937.629032,1179.587772
2020-09-02,948.3877543,356.4730367,801.1225819,1425.548711,1374.524244,671.4783898,913.8688611,757.2281224,866.5211397
2020-09-03,810.063265,270.9393529,692.1103459,987.6023146,1124.428114,495.8575115,629.5452647,593.8242785,695.4637428
2020-09-04,727.6404976,253.6920948,673.2055457,981.3208381,1056.16016,435.9159696,565.5989011,479.7164758,604.0388634
2020-09-05,586.9083852,206.6177513,608.3963639,846.4825322,816.9358142,381.128022,561.8496545,359.2192344,513.2952291
2020-09-06,408.6106586,212.1751298,443.2613924,543.3768888,644.0702752,328.4374651,461.2086589,365.4628923,377.7130044
2020-09-07,491.3880674,146.312385,533.5206354,620.4397107,840.4567471,281.2868371,414.7964458,297.6952188,430.9559883
2020-09-08,9.369778908,1.269289839,2.305831812,4.913938846,6.591109682,0.402749586,0.344706273,0.591371685,5.039912659
2020-09-18,146.5578892,53.95627709,81.81880527,158.1978467,140.4544077,89.05916813,110.8632897,116.4113391,94.69304592
2020-09-19,1497.136891,653.9397046,977.4502017,1685.163742,1174.682247,1064.054965,1339.777791,1206.437576,1240.310858
2020-09-20,1487.007633,720.6569893,943.9975459,1990.029133,1305.972304,1113.312637,1312.278707,1248.386949,1308.939189
2020-09-21,1753.188926,697.5833435,1346.016999,2462.191003,1877.037967,1289.818997,1341.418558,1506.973446,1607.375968
2020-09-22,1610.588047,652.0878459,1148.851284,2155.699134,1714.241656,1130.903859,1249.735505,1157.616331,1508.30009
2020-09-23,1800.630987,609.7567075,1271.194294,2307.762667,1780.353967,1203.795916,1275.628532,1387.900303,1539.415963
2020-09-24,1743.529122,563.6732721,1342.749261,2358.101882,1999.572382,1168.06145,1349.313229,1318.993863,1560.730811
2020-09-25,1772.390433,610.9826342,1422.908817,2346.687412,1933.167772,1116.235012,1395.145583,1335.981071,1560.617012
2020-09-26,1566.557727,562.930612,1221.504528,2058.845858,1707.97756,1013.578607,1247.120934,1287.166442,1402.906157
2020-09-27,1346.105906,618.771616,953.0645972,1865.669091,1720.48873,965.8505529,1249.722476,1037.945721,1274.857521
2020-09-28,1593.926323,572.2185561,1278.115607,2016.769493,2001.480648,995.7668702,1105.707494,1130.721044,1338.98495
2020-09-29,1147.856301,435.886906,1144.332551,1616.380513,1749.81903,796.8148163,982.9169519,806.2818169,1106.980396
2020-09-30,945.521396,379.0713011,931.5914268,1418.246775,1529.353617,678.179921,813.3213974,783.5099811,953.6688539
2020-10-01,717.3034277,263.9824103,763.7441578,1014.905985,1255.150244,554.9961351,652.5109772,602.3530606,680.294283
2020-10-02,634.0508971,238.6029536,747.318071,967.5328284,953.2066386,449.3144462,635.138025,508.7910946,647.5560926
2020-10-03,637.4191829,231.273411,730.2318625,871.0630452,907.7498635,484.8180539,626.7710631,498.1446725,618.3713946
2020-10-04,333.8021362,102.0836226,379.2651119,472.0376495,506.7554596,235.8652147,269.58308,293.6934229,286.2432763
2020-10-05,283.5599162,154.7728018,467.6360108,571.5173132,696.2257057,260.0347339,333.7015004,226.3308278,373.7900946
2020-10-16,133.1312869,55.35066549,82.88782654,130.958674,124.3065058,98.20542674,102.8165659,101.7733844,92.66189309
2020-10-17,1622.931163,590.3833656,1031.650644,1632.115377,1154.183872,1074.303583,1238.121353,1396.326375,1211.826067
2020-10-18,1567.231743,586.8933277,1026.100261,1797.380367,1278.317011,1169.673669,1313.111116,1300.707345,1358.94336
2020-10-19,1871.842831,697.6528291,1534.195774,2479.989282,1875.682218,1272.109659,1431.811347,1493.948606,1635.837061
2020-10-20,1616.12493,571.4100174,1325.229675,2233.233301,1632.906425,1113.796407,1210.15727,1243.160796,1447.964859
2020-10-21,1478.438575,615.5419429,1289.683307,2186.845681,1694.659227,1079.449005,1252.898998,1208.990359,1385.362891
2020-10-22,1505.705346,616.7192985,1255.729616,2100.217541,1813.735727,1048.456115,1214.505749,1050.821627,1412.741469
2020-10-23,1494.392674,542.5246501,1234.172386,2061.388945,1692.805813,1062.1778,1297.3625,1178.585165,1288.154949
2020-10-24,1250.959073,498.8259936,1047.322344,1655.137747,1333.029996,816.1593683,1068.521614,1030.761927,1132.728679
2020-10-25,1029.439475,357.9449274,678.6809362,1384.187437,1134.445263,709.308317,871.0696002,786.73834,857.0377072
2020-10-26,1143.630199,377.4915482,956.6407992,1504.462119,1643.542789,772.3715581,829.1734697,871.9598932,1069.68871
2020-10-27,1100.467908,392.7672773,903.8333303,1431.034559,1509.462189,772.8585459,938.6191523,826.3882618,973.2304232
2020-10-28,898.6369296,320.4108865,847.159797,1226.500881,1340.056933,567.6172169,730.0017779,658.8081863,764.8780993
2020-10-29,776.1335881,266.8842365,640.9961028,1009.87588,1126.112254,499.1845904,566.1807052,561.5184662,676.9956388
2020-10-30,680.2624298,217.3842752,601.8073619,1039.375992,984.7809965,428.6470456,521.1177032,460.0216814,629.6862962
2020-10-31,583.7212752,188.4967931,505.0650078,718.9959239,764.7267722,405.4431923,497.3199224,449.8413214,539.3951474
2020-11-01,333.919813,98.47256978,258.043238,460.9099955,633.1152264,192.1165318,173.3505071,318.901442,318.8604845
2020-11-02,495.5656189,172.5388481,517.0803339,800.1514014,1017.512874,332.2557546,490.414788,284.701068,521.7507314
2020-11-13,34.15585129,2.123304023,28.26588081,19.32795551,8.675159486,15.63455979,22.88505982,27.02171477,21.80627509
2020-11-14,57.48876922,12.32332986,24.42912482,45.85559826,40.38237579,32.06833338,52.53333013,72.05995785,42.43125369
2020-11-15,166.9516202,32.73065598,134.067679,135.9821423,134.2770252,101.707192,144.1372947,133.559679,137.9983227
2020-11-16,2241.407991,572.5963359,1845.452747,2878.263601,2330.891324,1634.562269,1997.065975,1924.995688,2142.238452
2020-11-17,1877.078456,619.1276048,1479.307553,2430.926938,1732.938017,1521.778338,1487.13601,1500.826569,1712.798771
2020-11-18,1890.174456,723.993902,1534.487798,2573.808119,1931.206043,1388.018083,1428.452802,1302.915782,1666.580257
2020-11-19,1945.972401,645.8502589,1538.524406,2566.980763,1980.412068,1267.919326,1490.241499,1374.420506,1638.861053
2020-11-20,1766.344604,669.4083938,1521.345504,2414.760502,1880.989229,1212.035076,1419.480159,1330.692389,1546.401189
2020-11-21,1704.740541,724.1790187,1448.88178,2437.38459,1816.714182,1359.656371,1601.214299,1408.136644,1693.002131
2020-11-22,1112.337237,571.2451568,873.5318029,1672.222222,1342.892023,867.3170324,1121.041134,930.3365551,1133.180935
2020-11-23,1198.941394,476.3044506,1045.260921,1720.075861,1450.94956,854.1032103,1009.453993,871.4188263,1062.808758
2020-11-24,1103.187602,481.3988329,942.1546541,1391.880429,1341.512657,731.8340394,846.7380324,776.124137,984.5756507
2020-11-25,883.3233634,369.4892584,791.2399015,1192.152008,1139.65907,520.5085368,621.132125,631.0229869,821.2970672
2020-11-26,729.8705914,281.4471007,686.7973575,1009.640002,1027.502907,478.4388451,643.1826444,495.0677855,671.8160163
2020-11-27,785.4626314,302.2078771,630.5422234,991.2964606,1113.292588,445.8310096,661.7093155,621.2161234,650.257458
2020-11-28,772.5430633,306.6461238,631.6246188,1030.103879,952.4641339,510.86728,627.8566935,616.4105924,669.5951507
2020-11-29,597.8473613,182.5726612,395.6727711,776.387643,976.3366402,383.05121,516.2439134,520.5154105,504.3788028
2020-11-30,485.7987146,202.777313,453.9943505,688.5927176,822.3880466,270.8954123,383.8821451,403.5214045,443.8622596
2020-12-01,522.9830221,204.6318868,428.5322202,659.0183975,914.3346532,279.6413868,317.3872663,305.6028669,420.8689166
2020-12-02,374.0256999,170.3985215,373.6475893,607.1293716,921.9004996,241.1477968,311.7661338,354.5752466,411.0805375
2020-12-03,1.64317174,0,6.833542313,3.823625066,0,0.870681724,0,0,4.240062982
2020-12-30,4.422188331,1.964440823,0.921314171,4.004855964,5.282420629,2.556782081,1.805137149,9.937289613,0.716821666
2020-12-31,2.391678975,0.856801945,2.162288234,4.460046523,1.707544138,1.821816102,1.176197305,15.04928533,1.247175363
2021-01-01,11.08837201,8.568584516,9.675746393,11.78539949,10.81857687,9.440890382,8.868871154,8.852187108,11.95606874
2021-01-02,33.13417903,11.78836065,19.53572318,27.94293695,16.06979259,26.76112134,20.97905287,23.10352053,29.84179213
2021-01-03,26.62006492,8.416080023,4.228907865,23.74042099,9.791554534,6.582464317,10.04811163,17.15097207,15.89027861
2021-01-04,68.8130037,23.98567388,38.2406392,79.78574405,58.63265911,38.57973856,38.87939125,44.54963056,40.83226639
2021-01-05,197.7096549,110.9004377,151.7198192,204.6660245,201.3953268,101.8258749,165.4114009,216.4121212,148.9101361
2021-01-06,2935.777966,1316.478095,2343.086835,2944.585378,3144.013151,1541.718992,2080.194928,2491.809737,2127.326358
2021-01-07,2703.430734,1055.309772,2314.054887,3225.755785,2891.089555,1655.936887,2159.374998,2209.528839,2206.254704
2021-01-08,2560.403345,897.0728908,2068.738098,3383.51653,2421.53891,1679.658518,2159.149181,2000.634908,2227.109912
2021-01-09,2297.537633,866.3666075,1738.218869,3297.979143,1937.451904,1665.98359,2098.232922,1800.844616,2159.059763
2021-01-10,1697.299094,597.2886741,987.1975851,2468.606136,1226.231014,1192.707372,1353.632985,1221.708229,1412.501442
2021-01-11,1513.851283,471.8007715,1241.229919,2568.899969,1465.406019,1477.747344,1155.19389,1040.179089,1392.740887
2021-01-12,1071.247322,372.4443103,871.033835,1955.232479,1475.818127,1016.849624,889.9738214,833.3534757,1201.69378
2021-01-13,821.9915089,289.9017546,665.3394417,1238.777373,1126.047564,698.8068326,665.8163184,594.7506832,933.1810806
2021-01-14,841.1109314,320.3664984,681.3921064,1090.283506,1082.61503,648.8692377,702.5275495,327.9248308,884.0849731
2021-01-15,762.0279864,256.0055088,647.5779561,905.2573802,997.7427413,505.6941126,630.1333673,468.4341085,745.065534
2021-01-16,610.723635,231.7046106,647.2628242,907.0534844,961.1195862,498.5453245,564.0890629,401.3053768,654.6353562
2021-01-17,507.2499352,136.9088538,309.1209466,579.5829491,594.4888217,274.2351102,303.1129974,272.8826905,394.3799334
2021-01-18,509.1839527,227.8123659,528.7429449,700.0252292,901.2377852,326.412186,492.2533083,303.2412704,497.5658712
2021-01-19,448.1257611,159.6998041,507.7329095,534.160029,793.9097998,250.1276902,386.3735076,376.0361081,409.455589
2021-01-20,312.5961082,131.2622284,429.5701987,424.8784704,667.3694549,217.007365,228.5280727,206.7449205,296.2414104
2021-01-21,246.19448,105.378843,339.490821,390.6305961,603.0750875,180.0809192,279.7053103,240.7740572,272.5942505
2021-01-22,63.89308224,19.10370121,64.3060139,98.58691802,142.5708828,27.76877525,44.41179294,52.2080659,58.89894635
2021-02-04,31.46391518,14.40567694,17.80552783,29.74931858,22.89590627,19.54015548,24.33826735,31.54460277,19.65572386
2021-02-05,120.5916838,68.00323012,98.78278586,131.0995435,92.49519329,79.42726825,111.7606699,102.2658447,97.40279246
2021-02-06,975.9269715,393.4417274,973.7195106,1394.462511,820.0782601,775.5000669,857.3515898,690.3949923,952.8336685
2021-02-07,1001.719409,383.0366485,833.353263,1291.465396,769.5395604,804.2517509,832.1354122,817.483037,902.6453728
2021-02-08,1291.500039,470.1535958,1346.467037,1684.917149,1293.021193,973.0078351,989.9031933,995.7765922,1080.900009
2021-02-09,1725.647874,617.2507038,1537.499818,2177.763606,1502.862919,1251.831334,1279.330564,1324.796847,1146.197235
2021-02-10,1990.081167,741.5043387,1651.570494,2463.891085,1921.861707,1288.569663,1635.147544,1425.346784,1510.440268
2021-02-11,1722.068693,616.357421,1441.26728,2377.101619,2046.326416,1283.998214,1483.544856,1384.734129,1497.247299
2021-02-12,1682.988898,587.7280216,1316.18944,2252.562885,1829.732424,1179.332838,1380.848961,1256.388359,1608.433817
2021-02-13,1442.502585,601.2480505,1139.014475,1877.113178,1541.589705,1088.354759,1252.095595,1147.366524,1419.930305
2021-02-14,1063.974457,415.3765768,744.8924843,1393.984662,1344.237411,702.1608431,953.2501314,939.221804,1032.641423
2021-02-15,1348.416285,506.0229434,1174.045242,1824.193655,1825.307089,860.72203,1147.044988,1006.090287,1396.123943
2021-02-16,1497.38885,504.0203706,1093.141774,1886.511453,2011.075346,876.0809173,1102.958875,966.1447756,1365.695587
2021-02-17,1146.355374,448.8124915,878.0459487,1578.964412,1768.722845,784.2957134,919.059981,870.0327547,1138.126599
2021-02-18,980.3040326,326.9973059,691.2358494,1335.669527,1473.255692,565.4128604,810.7571279,770.7310146,842.7062241
2021-02-19,756.7578737,321.0463896,654.7534336,1089.998336,1302.706962,485.6563036,573.4179725,608.0318988,708.5661096
2021-02-20,619.6892879,218.7296569,529.2559323,888.2840024,971.3951859,375.8749908,563.9109825,511.6759525,563.2623596
2021-02-21,366.4117124,101.2908327,231.9686989,488.6404135,490.6673401,227.9781416,229.295702,246.9827836,350.3604454
2021-02-22,409.0390667,153.1921197,392.7802688,621.3078139,847.4013319,271.1863573,436.4442383,323.805213,382.3987131
2021-03-11,20.88211022,10.53928321,26.00920857,40.09790772,31.98882642,22.42199992,22.64916745,18.86011887,28.44880979
2021-03-12,106.8727619,27.71134128,71.95176916,110.513508,99.04153369,69.87208445,64.81999892,84.45369608,63.44100832
2021-03-13,907.02259,314.7518477,756.3676811,1050.985142,739.2641324,644.2214307,711.1684181,628.0243486,777.4861449
2021-03-14,885.445682,266.8876716,661.3084309,998.107479,767.8531288,679.7826905,756.1573999,730.6716224,756.9609622
2021-03-15,1088.241152,387.5203131,1037.926537,1560.563594,1165.388573,846.780897,930.7610545,984.1342375,1026.769637
2021-03-16,1282.87263,493.0204869,1089.969153,1764.783415,1316.284382,953.7502009,1033.311745,1092.599531,1188.944625
2021-03-17,1456.286602,573.8929058,1155.238444,2025.654526,1556.069433,940.391284,1083.768514,1161.734849,1387.382697
2021-03-18,1406.318541,554.9554445,1270.173823,2032.436864,1634.843351,1011.051786,1145.308592,1166.912315,1352.826734
2021-03-19,1469.211426,561.2039557,1208.610028,1892.011302,1536.569633,935.054238,1164.051485,1112.625618,1310.155907
2021-03-20,1471.014447,528.0975525,1226.14776,2004.442184,1569.466966,1086.463729,1359.743021,1229.651547,1340.765813
2021-03-21,1161.637097,409.4849427,784.5346346,1407.94974,1318.089692,864.2662023,985.4998838,850.2274085,1063.102373
2021-03-22,1212.364295,459.8865066,1087.307104,1655.314582,1748.804317,775.9344157,900.4433688,867.9634888,1045.980178
2021-03-23,1120.725584,404.1518478,921.6480164,1442.41192,1587.142461,713.9881382,840.4090543,766.9551518,948.488895
2021-03-24,905.1410656,305.214632,744.6990351,1199.679587,1311.787968,567.9995194,706.8563071,587.7483959,794.9739523
2021-03-25,731.9927783,231.8121782,546.7676048,940.5315086,1038.768875,376.5440619,537.2131723,470.2099294,580.3858756
2021-03-26,593.851901,196.9760822,497.3852848,763.2711192,928.8468822,341.7291791,441.3883219,402.3697274,520.3668472
2021-03-27,615.6382274,218.5383044,486.4559137,802.867749,869.2387802,418.7088613,565.4669131,472.7075985,491.8053845
2021-03-28,346.396546,97.05974291,249.3760037,470.818517,511.2189387,256.3215398,241.8615371,299.1436194,290.4719836
2021-03-29,404.7034508,154.1768654,311.018501,534.3850958,695.3027212,259.9892511,404.4593645,256.601733,366.3816386
2021-03-30,0,0,0,0,0,0,0,2.325180387,0
2021-04-15,50.62324914,8.606625707,24.73711378,45.85815085,33.46964578,15.2288676,52.92889216,30.36087759,34.0682371
2021-04-16,67.13074324,40.11841908,59.71582453,92.08120482,75.92042305,61.1964209,84.35579948,37.05512534,54.37361472
2021-04-17,646.842283,248.9709641,564.6231887,821.396561,518.4177766,452.503986,571.7096504,503.7303318,532.8320153
2021-04-18,776.1605562,288.2291868,595.5717873,874.7796823,637.7702745,575.0387943,560.0946599,491.2230692,659.3065812
2021-04-19,988.907046,381.6033414,889.7291038,1267.724792,1010.900256,678.228189,774.7008812,801.5118242,901.2707747
2021-04-20,1243.989093,490.8850084,1014.287485,1543.360994,1234.532305,791.7979232,842.5743661,853.3245114,1081.954126
2021-04-21,1351.749281,514.7804391,1124.212569,1839.160416,1565.037127,967.7483876,1133.586395,1018.447422,1306.840838
2021-04-22,1385.451932,527.7201798,1172.601999,1800.15368,1484.137844,958.7492725,1044.469287,1096.467326,1257.580824
2021-04-23,1239.332663,482.0177692,1120.449591,1826.88922,1561.424023,911.4000385,1044.026186,1025.299502,1174.309725
2021-04-24,1292.973152,432.4043892,1000.240387,1663.271911,1337.747626,859.1620098,1033.656463,924.4153818,1140.90801
2021-04-25,955.7367492,359.07205,687.666215,1418.92969,1112.185901,754.3490573,902.3322934,801.7476494,930.7374411
2021-04-26,1048.354919,365.2132918,892.6198309,1532.305419,1557.765938,712.7794648,816.0765829,908.6908142,992.8021037
2021-04-27,908.5864296,346.639684,799.7526683,1189.649568,1301.999584,597.6650318,693.6760129,678.6034096,812.4066867
2021-04-28,759.5331747,328.8838854,634.9020174,1132.317021,1212.361527,549.842255,718.6596331,529.9323603,725.5582421
2021-04-29,728.7554235,228.8582847,574.8663997,909.1347535,1017.020356,472.5485649,635.2331768,544.897112,574.3333766
2021-04-30,650.6613478,191.3110801,532.1836641,906.9617403,884.2406189,372.1688484,518.9265467,491.6405979,548.0343868
2021-05-01,659.3309252,231.7955077,525.8784139,839.8591536,809.0199501,448.7841537,548.4474226,475.8659899,566.2107163
2021-05-02,237.3668382,34.98574409,115.627071,305.6496443,459.3068391,116.9993016,84.18366346,291.1133323,190.4092791
2021-05-03,288.8050373,96.44357621,256.659271,520.1899923,411.7927886,369.7897461,323.2304648,228.8747705,335.6131419
2021-05-20,29.46878461,5.329692576,28.74383526,43.29950185,33.06044468,22.74585809,26.69831588,21.32961713,23.95380194
