"ltla","ltla_code","region","positive","number_samples","prevalence","lower","upper"
"Sutton","E09000029","London",9,448,0.0200892857142857,0.0106043239989196,0.0377344426067397
"Croydon","E09000008","London",8,404,0.0198019801980198,0.0100673748872451,0.0385825560885494
"Ribble Valley","E07000124","North West",8,405,0.0197530864197531,0.0100424347151283,0.0384885016481431
"Worthing","E07000229","South East",10,510,0.0196078431372549,0.010684792003172,0.0357136805440065
"South Derbyshire","E07000039","East Midlands",9,463,0.019438444924406,0.0102596670020435,0.0365259352790149
"Cheshire East","E06000049","North West",10,518,0.0193050193050193,0.0105192574611272,0.0351679113479077
"Liverpool","E08000012","North West",6,313,0.0191693290734824,0.00881435986543251,0.0411837018770463
"Bexley","E09000004","London",8,421,0.0190023752969121,0.00965955696008803,0.0370436505747215
"Maidstone","E07000110","South East",9,474,0.0189873417721519,0.0100208260960485,0.0356877628459795
"Southampton","E06000045","South East",9,477,0.0188679245283019,0.00995760547591523,0.035465804714758
"Rossendale","E07000125","North West",7,374,0.018716577540107,0.00909524177429577,0.0381241895617473
"Tunbridge Wells","E07000116","South East",10,537,0.0186219739292365,0.0101459401259172,0.0339362182069156
"Wandsworth","E09000032","London",8,433,0.0184757505773672,0.00939102560388621,0.0360292485483394
"Chelmsford","E07000070","East of England",8,437,0.0183066361556064,0.00930480253196138,0.0357033481845627
"Waverley","E07000216","South East",10,551,0.0181488203266788,0.00988738764074975,0.0330824705803153
"North Warwickshire","E07000218","West Midlands",7,389,0.0179948586118252,0.00874345170887788,0.036672983904242
"Hartlepool","E06000001","North East",7,392,0.0178571428571429,0.008676334275622,0.0363958996279415
"South Northamptonshire","E07000155","East Midlands",10,560,0.0178571428571429,0.00972802181250247,0.0325559543792445
"Ashfield","E07000170","East Midlands",9,505,0.0178217821782178,0.0094038749249264,0.033520022965223
"Medway","E06000035","South East",8,449,0.0178173719376392,0.00905537859187801,0.0347600858145082
"St. Helens","E08000013","North West",6,337,0.0178041543026706,0.00818470714729153,0.0382927926131699
"Dacorum","E07000096","East of England",9,510,0.0176470588235294,0.00931141134620857,0.0331948100685094
"Brighton and Hove","E06000043","South East",8,460,0.0173913043478261,0.00883820538979762,0.0339381752966994
"Lambeth","E09000022","London",7,404,0.0173267326732673,0.00841786196863151,0.0353282026719867
"Uttlesford","E07000077","East of England",9,520,0.0173076923076923,0.00913183393517756,0.0325629545412157
"South Staffordshire","E07000196","West Midlands",8,463,0.0172786177105832,0.00878077248761906,0.03372072014077
"Ashford","E07000105","South East",8,466,0.0171673819742489,0.00872408120169828,0.033506033761967
"Redbridge","E09000026","London",5,292,0.0171232876712329,0.00733565955798595,0.0394510851933075
"Selby","E07000169","Yorkshire and The Humber",8,473,0.0169133192389006,0.0085946061052519,0.0330155736592452
"Eastbourne","E07000061","South East",9,534,0.0168539325842697,0.00889175638045917,0.0317177177731048
"Rother","E07000064","South East",9,534,0.0168539325842697,0.00889175638045917,0.0317177177731048
"Fenland","E07000010","East of England",8,476,0.0168067226890756,0.00854028581726632,0.0328097443978353
"Stroud","E07000082","South West",5,298,0.0167785234899329,0.00718753252849724,0.0386691860110076
"West Berkshire","E06000037","South East",9,538,0.016728624535316,0.00882546410862677,0.0314842214370891
"Bristol, City of","E06000023","South West",8,484,0.0165289256198347,0.00839873300966189,0.0322732075602494
"Solihull","E08000029","West Midlands",8,484,0.0165289256198347,0.00839873300966189,0.0322732075602494
"South Oxfordshire","E07000179","South East",9,545,0.0165137614678899,0.00871180055576356,0.0310837696761669
"Northampton","E07000154","East Midlands",7,424,0.0165094339622642,0.00801967863812909,0.0336814198712872
"Bournemouth, Christchurch and Poole","E06000058","South West",8,485,0.0164948453608247,0.00838136816396222,0.032207371728437
"Wirral","E08000015","North West",6,365,0.0164383561643836,0.00755506404247591,0.0353941718469613
"York","E06000014","Yorkshire and The Humber",8,487,0.0164271047227926,0.00834685300432688,0.0320765025703339
"East Suffolk","E07000244","East of England",9,548,0.0164233576642336,0.00866397894566946,0.0309152488770645
"Central Bedfordshire","E06000056","East of England",8,495,0.0161616161616162,0.00821158905091105,0.031563490726141
"Forest of Dean","E07000080","South West",5,313,0.0159744408945687,0.00684212950329379,0.0368436270015935
"Mansfield","E07000174","East Midlands",7,439,0.0159453302961276,0.00774491526816853,0.0325436766541115
"Oxford","E07000178","South East",7,440,0.0159090909090909,0.00772726561022578,0.032470553827597
"Merton","E09000024","London",6,381,0.015748031496063,0.00723693215004862,0.0339266651121554
"Kingston upon Thames","E09000021","London",8,509,0.0157170923379175,0.00798513533445206,0.0307041291144882
"St Albans","E07000240","East of England",9,573,0.0157068062827225,0.00828498978924947,0.0295788954892935
"Canterbury","E07000106","South East",8,513,0.0155945419103314,0.00792271043691228,0.0304671255216184
"Middlesbrough","E06000002","North East",6,386,0.0155440414507772,0.00714293908799143,0.0334927051264951
"Guildford","E07000209","South East",9,586,0.015358361774744,0.00810072748906793,0.0289286445465348
"Eastleigh","E07000086","South East",8,521,0.0153550863723608,0.00780074368224795,0.030003927589868
"Newcastle upon Tyne","E08000021","North East",6,391,0.0153452685421995,0.00705135630107137,0.0330697061324662
"Wyre Forest","E07000239","West Midlands",7,461,0.0151843817787419,0.00737435651731077,0.0310074583620204
"Cherwell","E07000177","South East",8,527,0.015180265654649,0.00771170489305724,0.0296656673731811
"Telford and Wrekin","E06000020","West Midlands",6,399,0.0150375939849624,0.00690961045880677,0.032414690637385
"Surrey Heath","E07000214","South East",8,532,0.0150375939849624,0.00763904396809671,0.0293895556187329
"Bury","E08000002","North West",6,399,0.0150375939849624,0.00690961045880677,0.032414690637385
"Redditch","E07000236","West Midlands",7,467,0.0149892933618844,0.00727936987813342,0.0306133400488582
"Tandridge","E07000215","South East",8,535,0.0149532710280374,0.00759610096196882,0.029226341884428
"Hackney","E09000012","London",5,335,0.0149253731343284,0.00639163525790663,0.0344577308995524
"South Gloucestershire","E06000025","South West",8,539,0.0148423005565863,0.00753958907635637,0.0290115226677596
"Bedford","E06000055","East of England",7,475,0.0147368421052632,0.00715646320559533,0.0301031735531653
"Bracknell Forest","E06000036","South East",7,483,0.0144927536231884,0.00703763802593877,0.0296097314563411
"Chorley","E07000118","North West",6,414,0.0144927536231884,0.00665863907359803,0.031253967457608
"Carlisle","E07000028","North West",7,485,0.0144329896907217,0.00700854573746591,0.0294888881416813
"Bromsgrove","E07000234","West Midlands",7,485,0.0144329896907217,0.00700854573746591,0.0294888881416813
"South Norfolk","E07000149","East of England",8,563,0.0142095914742451,0.00721742123126044,0.0277861207855391
"Thanet","E07000114","South East",7,496,0.0141129032258065,0.00685274197568398,0.0288414936781342
"Dorset","E06000059","South West",8,568,0.0140845070422535,0.00715373784870531,0.0275437443198892
"North Kesteven","E07000139","East Midlands",7,504,0.0138888888888889,0.00674371192511616,0.0283882342970876
"Oadby and Wigston","E07000135","East Midlands",6,433,0.0138568129330254,0.00636576346430103,0.0298978706318309
"Rochdale","E08000005","North West",5,361,0.0138504155124654,0.00593019340967126,0.0320080904285607
"Tonbridge and Malling","E07000115","South East",7,506,0.0138339920948617,0.00671699436697671,0.0282771366751769
"Wellingborough","E07000156","East Midlands",6,434,0.0138248847926267,0.00635106099562584,0.029829749435991
"Kingston upon Hull, City of","E06000010","Yorkshire and The Humber",6,435,0.0137931034482759,0.00633642628504854,0.0297619379471394
"Trafford","E08000009","North West",6,437,0.0137299771167048,0.00630735827314154,0.0296272356805941
"Test Valley","E07000093","South East",7,510,0.0137254901960784,0.00666418936768313,0.0280575297821139
"Doncaster","E08000017","Yorkshire and The Humber",6,440,0.0136363636363636,0.00626425289600714,0.0294274530180496
"Stratford-on-Avon","E07000221","West Midlands",7,514,0.0136186770428016,0.0066122081409222,0.0278413075380374
"Hambleton","E07000164","Yorkshire and The Humber",7,517,0.0135396518375242,0.00657375129284985,0.0276813152317915
"Burnley","E07000117","North West",5,371,0.0134770889487871,0.00576997756918281,0.0311561908014168
"Babergh","E07000200","East of England",7,526,0.0133079847908745,0.00646101873606835,0.0272121839242239
"Lancaster","E07000121","North West",6,452,0.0132743362831858,0.00609756641488167,0.0286545574083386
"South Tyneside","E08000023","North East",5,378,0.0132275132275132,0.00566288187656088,0.0305863480091698
"South Kesteven","E07000141","East Midlands",7,530,0.0132075471698113,0.00641214708926524,0.0270087469344166
"Rochford","E07000075","East of England",6,455,0.0131868131868132,0.00605727170228336,0.028467635574861
"Great Yarmouth","E07000145","East of England",6,456,0.0131578947368421,0.00604395821900912,0.028405869035195
"Swale","E07000113","South East",6,458,0.0131004366812227,0.00601750605810345,0.028283136550174
"Gedling","E07000173","East Midlands",6,458,0.0131004366812227,0.00601750605810345,0.028283136550174
"South Holland","E07000140","East Midlands",7,537,0.0130353817504655,0.00632837750864222,0.0266599567429469
"Nuneaton and Bedworth","E07000219","West Midlands",5,385,0.012987012987013,0.00555968933689708,0.0300369748219955
"Vale of White Horse","E07000180","South East",7,542,0.0129151291512915,0.00626986977337718,0.0264162857620435
"Charnwood","E07000130","East Midlands",6,474,0.0126582278481013,0.00581394237219883,0.0273381806348559
"Cannock Chase","E07000192","West Midlands",5,397,0.0125944584382872,0.00539127263122387,0.0291397333715403
"Derby","E06000015","East Midlands",6,478,0.0125523012552301,0.00576518537594578,0.0271117257546698
"Erewash","E07000036","East Midlands",6,489,0.0122699386503067,0.00563522525254761,0.0265078879883731
"Blaby","E07000129","East Midlands",6,489,0.0122699386503067,0.00563522525254761,0.0265078879883731
"Swindon","E06000030","South West",6,492,0.0121951219512195,0.00560079225738279,0.0263478448299058
"Wealden","E07000065","South East",7,577,0.0121317157712305,0.00588876615903344,0.0248278064095266
"Kirklees","E08000034","Yorkshire and The Humber",5,416,0.0120192307692308,0.00514452549085177,0.0278237736846842
"Havant","E07000090","South East",6,507,0.0118343195266272,0.00543475208435904,0.0255757670251608
"Nottingham","E06000018","East Midlands",5,423,0.0118203309692671,0.00505921773909096,0.027368416771709
"Lichfield","E07000194","West Midlands",5,426,0.0117370892018779,0.00502351724454232,0.0271777945104227
"Ipswich","E07000202","East of England",6,513,0.0116959064327485,0.00537106026799271,0.0252794584749124
"County Durham","E06000047","North East",5,429,0.0116550116550117,0.00498831706483997,0.0269898091950754
"Woking","E07000217","South East",6,515,0.0116504854368932,0.00535016011877808,0.025182208780001
"Blackburn with Darwen","E06000008","North West",4,344,0.0116279069767442,0.00453090213014005,0.0295117874930028
"Folkestone and Hythe","E07000112","South East",6,516,0.0116279069767442,0.00533977092184332,0.0251338639756731
"Sedgemoor","E07000188","South West",6,518,0.0115830115830116,0.00531911310572867,0.0250377290978289
"Stafford","E07000197","West Midlands",5,432,0.0115740740740741,0.00495360675582685,0.0268044064862969
"Rutland","E06000017","East Midlands",6,520,0.0115384615384615,0.00529861451101189,0.0249423268156968
"Huntingdonshire","E07000011","East of England",6,527,0.0113851992409867,0.00522809707484676,0.0246140687120667
"Wokingham","E06000041","South East",6,531,0.0112994350282486,0.0051886377682386,0.0244303428837549
"Mole Valley","E07000210","South East",6,532,0.0112781954887218,0.00517886583579489,0.0243848391741884
"North Somerset","E06000024","South West",6,534,0.0112359550561798,0.00515943197987225,0.0242943383847797
"Cambridge","E07000008","East of England",6,538,0.0111524163568773,0.00512099856751485,0.0241153371960362
"Calderdale","E08000033","Yorkshire and The Humber",5,452,0.0110619469026549,0.00473400211687735,0.0256306313600848
"Wakefield","E08000036","Yorkshire and The Humber",5,453,0.011037527593819,0.00472353187430046,0.0255746351450084
"Hinckley and Bosworth","E07000132","East Midlands",5,454,0.0110132158590308,0.00471310784401241,0.0255188830646897
"Islington","E09000019","London",4,365,0.010958904109589,0.00426972809643208,0.0278347399277296
"Rugby","E07000220","West Midlands",5,463,0.0107991360691145,0.00462132162568881,0.025027842044692
"South Bucks","E07000006","South East",5,464,0.0107758620689655,0.00461134336121694,0.0249744459264294
"Newark and Sherwood","E07000175","East Midlands",5,465,0.010752688172043,0.0046014080938228,0.0249212771557078
"Manchester","E08000003","North West",4,376,0.0106382978723404,0.00414458704315138,0.02703015322206
"Richmondshire","E07000166","Yorkshire and The Humber",5,472,0.0105932203389831,0.00453304214202337,0.0245553413187163
"Broxtowe","E07000172","East Midlands",5,472,0.0105932203389831,0.00453304214202337,0.0245553413187163
"East Northamptonshire","E07000152","East Midlands",5,483,0.010351966873706,0.00442962078343512,0.0240015215728941
"Gosport","E07000088","South East",5,486,0.0102880658436214,0.00440222891709668,0.0238547888821272
"Bradford","E08000032","Yorkshire and The Humber",4,391,0.010230179028133,0.00398530754299243,0.0260051064729572
"Wychavon","E07000238","West Midlands",5,492,0.0101626016260163,0.00434844908648504,0.023566640655334
"Dover","E07000108","South East",5,497,0.0100603621730382,0.00430462620100582,0.0233317816420787
"Reigate and Banstead","E07000211","South East",5,497,0.0100603621730382,0.00430462620100582,0.0233317816420787
"Ryedale","E07000167","Yorkshire and The Humber",5,498,0.0100401606425703,0.00429596740448323,0.0232853704411801
"Gateshead","E08000037","North East",4,402,0.00995024875621891,0.0038760700912902,0.0253014783413006
"Richmond upon Thames","E09000027","London",5,506,0.00988142292490119,0.00422793121824848,0.0229206236535161
"Hart","E07000089","South East",5,507,0.00986193293885602,0.00421957792015029,0.0228758321756706
"Chesterfield","E07000034","East Midlands",5,510,0.00980392156862745,0.00419471490705589,0.0227425019778201
"Harborough","E07000131","East Midlands",5,511,0.00978473581213307,0.00418649221985955,0.0226984032825338
"Stockton-on-Tees","E06000004","North East",4,412,0.00970873786407767,0.00378183354416607,0.0246940641074916
"Runnymede","E07000212","South East",5,519,0.00963391136801541,0.00412185334090819,0.0223516762294409
"Mid Sussex","E07000228","South East",5,538,0.00929368029739777,0.00397605277594599,0.0215691663935501
"North Lincolnshire","E06000013","Yorkshire and The Humber",4,434,0.00921658986175115,0.00358982372464194,0.0234552597916348
"Staffordshire Moorlands","E07000198","West Midlands",4,438,0.0091324200913242,0.00355698844538574,0.0232432553622004
"Copeland","E07000029","North West",4,441,0.0090702947845805,0.00353275349313271,0.0230867501207765
"Hyndburn","E07000120","North West",3,332,0.00903614457831325,0.00307777022105027,0.0262261127934303
"East Staffordshire","E07000193","West Midlands",4,443,0.0090293453724605,0.00351677949683039,0.0229835789344265
"Peterborough","E06000031","East of England",4,446,0.00896860986547085,0.00349308753852682,0.0228305395716505
"Cotswold","E07000079","South West",3,336,0.00892857142857143,0.00304107504179223,0.0259178955759941
"New Forest","E07000091","South East",5,563,0.0088809946714032,0.00379922597317697,0.0206193457549586
"Warrington","E06000007","North West",4,451,0.00886917960088692,0.00345430243919963,0.0225799532141801
"Mid Suffolk","E07000203","East of England",5,568,0.00880281690140845,0.00376573134093452,0.0204393321555795
"Eden","E07000030","North West",4,457,0.0087527352297593,0.00340888227923741,0.0222864161667764
"Herefordshire, County of","E06000019","West Midlands",4,459,0.00871459694989107,0.00339400650102261,0.0221902591152552
"Portsmouth","E06000044","South East",4,462,0.00865800865800866,0.00337193468379985,0.0220475693051141
"South Somerset","E07000189","South West",5,585,0.00854700854700855,0.0036561386438777,0.0198501186234268
"Stockport","E08000007","North West",4,468,0.00854700854700855,0.00332864121528954,0.0217676249125117
"Worcester","E07000237","West Midlands",4,471,0.00849256900212314,0.00330740871799151,0.0216303017551068
"Maldon","E07000074","East of England",4,473,0.00845665961945032,0.00329340356774937,0.0215397115099118
"Horsham","E07000227","South East",4,481,0.00831600831600832,0.00323854930438879,0.0211848134366951
"Malvern Hills","E07000235","West Midlands",4,485,0.00824742268041237,0.00321180174604485,0.0210117140933462
"Cheshire West and Chester","E06000050","North West",4,487,0.0082135523613963,0.00319859296928951,0.0209262208741553
"North West Leicestershire","E07000134","East Midlands",4,488,0.00819672131147541,0.00319202923896988,0.0208837346242205
"Bolton","E08000001","North West",3,367,0.00817438692098093,0.00278384620461994,0.0237543376650875
"Oldham","E08000004","North West",3,367,0.00817438692098093,0.00278384620461994,0.0237543376650875
"Windsor and Maidenhead","E06000040","South East",4,492,0.00813008130081301,0.0031660415095481,0.0207155008868013
"Colchester","E07000071","East of England",4,494,0.00809716599190283,0.0031532056851069,0.020632396359256
"Amber Valley","E07000032","East Midlands",4,502,0.00796812749003984,0.00310288656544225,0.020306540665574
"Daventry","E07000151","East Midlands",4,506,0.00790513833992095,0.00307832448712455,0.0201474422994455
"Braintree","E07000067","East of England",4,510,0.00784313725490196,0.00305414821656951,0.019990817535846
"Elmbridge","E07000207","South East",4,514,0.00778210116731518,0.0030303487345052,0.019836609132602
"Sunderland","E08000024","North East",3,386,0.0077720207253886,0.00264663837385661,0.0225981338226805
"Chichester","E07000225","South East",4,516,0.00775193798449612,0.00301858754720852,0.0197603936590183
"West Suffolk","E07000245","East of England",4,518,0.00772200772200772,0.00300691730061879,0.0196847616002002
"Aylesbury Vale","E07000004","South East",4,533,0.0075046904315197,0.00292218572051937,0.0191354602122423
"West Lancashire","E07000127","North West",3,400,0.0075,0.00255388919524994,0.0218157207240321
"Mendip","E07000187","South West",4,536,0.00746268656716418,0.00290580922818024,0.0190292582387799
"Bath and North East Somerset","E06000022","South West",4,543,0.00736648250460405,0.00286830202156393,0.0187859793605228
"East Riding of Yorkshire","E06000011","Yorkshire and The Humber",4,554,0.0072202166064982,0.00281127951956499,0.018416004027498
"Allerdale","E07000026","North West",3,420,0.00714285714285714,0.00243212936529429,0.0207875406690559
"Newcastle-under-Lyme","E07000195","West Midlands",3,422,0.00710900473933649,0.00242058890895139,0.0206900280045558
"East Hampshire","E07000085","South East",4,566,0.00706713780918728,0.00275160404820748,0.0180286649852188
"Winchester","E07000094","South East",4,569,0.0070298769771529,0.00273707894784182,0.017934362754496
"Cheltenham","E07000078","South West",2,286,0.00699300699300699,0.0019198342285316,0.025134469364196
"Salford","E08000006","North West",2,304,0.00657894736842105,0.00180604263171081,0.0236663510177147
"Bassetlaw","E07000171","East Midlands",3,457,0.00656455142231947,0.00223500007438731,0.019120411059582
"Sheffield","E08000019","Yorkshire and The Humber",3,461,0.00650759219088937,0.00221558623838329,0.0189560597797278
"West Oxfordshire","E07000181","South East",3,477,0.00628930817610063,0.00214119032939729,0.0183259691473067
"Wyre","E07000128","North West",3,480,0.00625,0.00212779383424806,0.0182124615144389
"East Devon","E07000040","South West",3,483,0.0062111801242236,0.00211456392909294,0.0181003513012855
"North Hertfordshire","E07000099","East of England",3,489,0.00613496932515337,0.00208859161179741,0.0178802211667449
"Torbay","E06000027","South West",3,491,0.00610997963340122,0.00208007537576352,0.0178080294813927
"Cornwall","E06000052","South West",3,495,0.00606060606060606,0.00206324956839453,0.017665380934692
"Fylde","E07000119","North West",3,499,0.00601202404809619,0.00204669378626311,0.0175249995338842
"Northumberland","E06000057","North East",3,501,0.00598802395209581,0.00203851513147626,0.0174556421900791
"Exeter","E07000041","South West",2,334,0.00598802395209581,0.00164367104336211,0.0215667982935463
"Shropshire","E06000051","West Midlands",3,506,0.00592885375494071,0.00201835163521804,0.0172846270661576
"Somerset West and Taunton","E07000246","South West",3,523,0.00573613766730402,0.00195268233428962,0.0167274322541175
"Preston","E07000123","North West",2,350,0.00571428571428571,0.00156846453717499,0.0205924739996167
"East Cambridgeshire","E07000009","East of England",3,534,0.00561797752808989,0.00191242057856424,0.0163856459971756
"Fareham","E07000087","South East",3,537,0.00558659217877095,0.00190172663814603,0.0162948421717848
"Mid Devon","E07000042","South West",2,368,0.00543478260869565,0.00149168085902057,0.0195964970046408
"Barnsley","E08000016","Yorkshire and The Humber",2,373,0.00536193029490617,0.00147166834568766,0.0193367077953918
"North Devon","E07000043","South West",2,377,0.00530503978779841,0.00145604085469776,0.0191337837011051
"South Ribble","E07000126","North West",2,380,0.00526315789473684,0.00144453632069963,0.018984363790263
"Tamworth","E07000199","West Midlands",2,383,0.00522193211488251,0.00143321216190377,0.0188372594793707
"Blackpool","E06000009","North West",2,384,0.00520833333333333,0.00142947679439981,0.0187887300072597
"Stoke-on-Trent","E06000021","West Midlands",2,391,0.0051150895140665,0.00140386463947006,0.0184559009588915
"Rotherham","E08000018","Yorkshire and The Humber",2,406,0.00492610837438424,0.00135195771221358,0.0177809500303503
"North Tyneside","E08000022","North East",2,416,0.00480769230769231,0.00131943426526969,0.017357756031087
"Harrogate","E07000165","Yorkshire and The Humber",2,428,0.00467289719626168,0.00128241371698336,0.0168757752677153
"North East Lincolnshire","E06000012","Yorkshire and The Humber",2,429,0.00466200466200466,0.00127942222581417,0.016836815627322
"Craven","E07000163","Yorkshire and The Humber",2,430,0.00465116279069767,0.00127644465869708,0.0167980354567107
"Bolsover","E07000033","East Midlands",2,435,0.00459770114942529,0.001261762320492,0.0166067837411463
"Plymouth","E06000026","South West",2,456,0.0043859649122807,0.00120361494960317,0.0158489118947668
"Kettering","E07000153","East Midlands",2,476,0.00420168067226891,0.00115300963307896,0.0151887605006774
"Melton","E07000133","East Midlands",2,493,0.00405679513184584,0.00111322543551711,0.0146693923019532
"North East Derbyshire","E07000038","East Midlands",2,502,0.00398406374501992,0.00109325476602202,0.0144085564911563
"South Lakeland","E07000031","North West",2,504,0.00396825396825397,0.0010889137591711,0.0143518476920572
"Warwick","E07000222","West Midlands",2,504,0.00396825396825397,0.0010889137591711,0.0143518476920572
"Teignbridge","E07000045","South West",2,512,0.00390625,0.00107188908039367,0.014129407144654
"Arun","E07000224","South East",2,514,0.00389105058365759,0.00106771576601416,0.0140748702265247
"Gloucester","E07000081","South West",1,260,0.00384615384615385,0.000679263544139752,0.0214607702731534
"East Lindsey","E07000137","East Midlands",2,532,0.0037593984962406,0.00103156879151635,0.0136023470647744
