"ltla","ltla_code","region","positive","number_samples","prevalence","lower","upper"
"Barrow-in-Furness","E07000027","North West",5,227,0.0220264317180617,0.0094442079627881,0.0505166798751521
"Liverpool","E08000012","North West",5,243,0.0205761316872428,0.00882014558011371,0.0472541414818039
"Hounslow","E09000018","London",5,249,0.0200803212851406,0.00860687134169433,0.0461367568799336
"Middlesbrough","E06000002","North East",4,221,0.0180995475113122,0.007060507525038,0.0456053081248125
"Tamworth","E07000199","West Midlands",4,261,0.0153256704980843,0.00597557294671856,0.0387359268064646
"Central Bedfordshire","E06000056","East of England",4,266,0.0150375939849624,0.00586295859173695,0.0380200639521139
"Ashfield","E07000170","East Midlands",3,206,0.0145631067961165,0.0049649131654717,0.0419345836070106
"South Derbyshire","E07000039","East Midlands",3,207,0.0144927536231884,0.00494086939662996,0.0417361877426094
"Barking and Dagenham","E09000002","London",3,212,0.0141509433962264,0.00482406112195258,0.0407717149373156
"Woking","E07000217","South East",4,289,0.013840830449827,0.00539524215308434,0.0350411730607349
"Westminster","E09000033","London",3,222,0.0135135135135135,0.00460626556808109,0.038970581978355
"North West Leicestershire","E07000134","East Midlands",3,226,0.0132743362831858,0.00452455616881301,0.0382939104002307
"Slough","E06000039","South East",3,229,0.0131004366812227,0.00446515152010081,0.0378016289344608
"Chesterfield","E07000034","East Midlands",3,229,0.0131004366812227,0.00446515152010081,0.0378016289344608
"Sunderland","E08000024","North East",3,230,0.0130434782608696,0.00444569510489895,0.0376403356200479
"Worthing","E07000229","South East",3,231,0.012987012987013,0.00442640751343764,0.0374804128159671
"Dartford","E07000107","South East",3,237,0.0126582278481013,0.00431410733394104,0.0365487028686041
"Stockport","E08000007","North West",3,241,0.012448132780083,0.00424235359027759,0.0359528766950532
"Greenwich","E09000011","London",3,242,0.012396694214876,0.00422478655979892,0.0358069431081903
"Nottingham","E06000018","East Midlands",3,243,0.0123456790123457,0.0042073644156208,0.0356621893769735
"Dudley","E08000027","West Midlands",3,248,0.0120967741935484,0.00412236552054738,0.0349556277009779
"Southampton","E06000045","South East",3,253,0.0118577075098814,0.00404073299697495,0.0342765186877098
"Mid Sussex","E07000228","South East",3,255,0.0117647058823529,0.00400897812629819,0.0340122062138486
"Broxtowe","E07000172","East Midlands",3,258,0.0116279069767442,0.00396227074024854,0.0336232929249518
"Epping Forest","E07000072","East of England",3,259,0.0115830115830116,0.00394694253189327,0.033495624043602
"Wychavon","E07000238","West Midlands",3,271,0.011070110701107,0.00377184414592247,0.0320359224949709
"Leicester","E06000016","East Midlands",2,183,0.0109289617486339,0.00300225002794882,0.0389662663291158
"Kingston upon Thames","E09000021","London",3,279,0.010752688172043,0.00366349498464192,0.03113147058274
"Newham","E09000025","London",2,186,0.010752688172043,0.00295374487494391,0.0383515572935377
"Oxford","E07000178","South East",3,282,0.0106382978723404,0.00362445179007162,0.0308053291846595
"Wandsworth","E09000032","London",3,282,0.0106382978723404,0.00362445179007162,0.0308053291846595
"Bromley","E09000006","London",3,283,0.0106007067137809,0.00361162167012216,0.0306981286050152
"Bolsover","E07000033","East Midlands",2,195,0.0102564102564103,0.00281719866017395,0.0366185350504964
"South Holland","E07000140","East Midlands",2,197,0.0101522842639594,0.00278855207504646,0.036254476524416
"Lichfield","E07000194","West Midlands",2,201,0.00995024875621891,0.00273297182460462,0.0355476519604372
"Oldham","E08000004","North West",2,203,0.00985221674876847,0.00270600435479927,0.0352044748373423
"Ribble Valley","E07000124","North West",2,211,0.00947867298578199,0.0026032544100313,0.0338955613387417
