date,p,lb_2.5,lb_5,ub_95,ub_97.5
2020-08-17,0.045856369,0.031174142,0.033410382,0.060577613,0.064224805
2020-08-18,0.047734654,0.033003638,0.035279613,0.062181204,0.065726619
2020-08-19,0.049909874,0.035278569,0.037517373,0.064028427,0.067379184
2020-08-20,0.052451365,0.037998069,0.040167876,0.066267068,0.069359107
2020-08-21,0.055422044,0.041160232,0.043280119,0.068966295,0.071854649
2020-08-22,0.058909773,0.044890152,0.046933494,0.072244554,0.074991835
2020-08-23,0.063027216,0.049166679,0.051195722,0.076141915,0.078788214
2020-08-24,0.067788587,0.054014231,0.056012008,0.080850619,0.083413082
2020-08-25,0.073182327,0.059230276,0.061312431,0.086320535,0.08895079
2020-08-26,0.079201658,0.064789926,0.066986364,0.092742533,0.095466786
2020-08-27,0.085780748,0.070616266,0.072944439,0.100074415,0.102936996
2020-08-28,0.092866825,0.07681468,0.079239759,0.108089776,0.11116538
2020-08-29,0.100484934,0.08328616,0.085912831,0.116821488,0.12021486
2020-08-30,0.108599535,0.09011674,0.092889513,0.126529539,0.130184966
2020-08-31,0.117319284,0.097179142,0.10016811,0.137209475,0.14132243
2020-09-01,0.126713394,0.104572131,0.107848338,0.148992503,0.153623992
2020-09-02,0.136854909,0.11235556,0.115954234,0.161782621,0.167161695
2020-09-03,0.147721608,0.120514345,0.124492629,0.17602848,0.182134745
2020-09-04,0.15939633,0.128926965,0.1334259,0.191850073,0.198647656
2020-09-05,0.172020028,0.137876725,0.142942735,0.20922553,0.216951232
2020-09-06,0.185702699,0.147660168,0.1532533,0.227808021,0.236660595
2020-09-07,0.200446194,0.158737111,0.164731834,0.247199884,0.257172637
2020-09-08,0.216253932,0.170945306,0.177462092,0.267422183,0.278686292
2020-09-09,0.232978483,0.184255236,0.191191676,0.288307856,0.301192687
2020-09-10,0.250422109,0.19860743,0.205790571,0.309458176,0.32386414
2020-09-11,0.268377201,0.21378154,0.221597957,0.330191205,0.345788224
2020-09-12,0.286678143,0.230115143,0.23840146,0.349942276,0.365938381
2020-09-13,0.305121925,0.247675754,0.256182865,0.368322704,0.383825419
2020-09-14,0.323357028,0.266124371,0.274551926,0.385505868,0.400404548
2020-09-15,0.34126747,0.285058649,0.293404003,0.401388197,0.415459956
2020-09-16,0.358501265,0.304529687,0.312476805,0.415285025,0.428440668
2020-09-17,0.374982108,0.324299672,0.331710165,0.427125542,0.438619948
2020-09-18,0.390632052,0.343626432,0.350528111,0.437145917,0.446662064
2020-09-19,0.405172924,0.361591336,0.368239473,0.446162216,0.454432881
2020-09-20,0.418528409,0.377771493,0.38415742,0.455482834,0.462770308
2020-09-21,0.430551502,0.392229666,0.398330969,0.465099652,0.471837987
2020-09-22,0.441480156,0.404692289,0.410591398,0.474478508,0.481098762
2020-09-23,0.451907977,0.41509546,0.420996182,0.484488496,0.490947027
2020-09-24,0.46234021,0.423980865,0.430068755,0.495531222,0.501925037
2020-09-25,0.473287698,0.432359923,0.438941896,0.508106635,0.514743541
2020-09-26,0.485221847,0.4422604,0.449000462,0.522047164,0.529122887
2020-09-27,0.498430055,0.453625925,0.460723662,0.537838578,0.545455365
2020-09-28,0.512876269,0.465264311,0.472720964,0.555375963,0.5640618
2020-09-29,0.527971861,0.475739134,0.483902003,0.575369141,0.584723757
2020-09-30,0.5432692,0.485288782,0.494218718,0.59637845,0.606793492
2020-10-01,0.558213486,0.493934966,0.50376434,0.617256955,0.628502579
2020-10-02,0.572393632,0.501474004,0.512442918,0.637437014,0.649871135
2020-10-03,0.586100971,0.507206274,0.519897151,0.658190358,0.672003933
2020-10-04,0.599830934,0.512003439,0.526194289,0.679954403,0.69581368
2020-10-05,0.613881477,0.515989305,0.532129681,0.702468256,0.720491369
2020-10-06,0.62889122,0.521414692,0.539439584,0.724340789,0.74455629
2020-10-07,0.64497857,0.529919476,0.549154593,0.746038042,0.767700946
2020-10-08,0.662282786,0.541107851,0.560744259,0.767962937,0.790304772
2020-10-09,0.680968731,0.55452237,0.57535064,0.790272825,0.813604647
2020-10-10,0.701404493,0.571752088,0.593350467,0.81245838,0.83594142
2020-10-11,0.724110208,0.594829074,0.616567192,0.834089393,0.857141691
2020-10-12,0.749365455,0.624684274,0.645746822,0.855077471,0.876423303
2020-10-13,0.77809467,0.661478659,0.680621247,0.876968912,0.896501771
2020-10-14,0.811180039,0.704098126,0.72132175,0.901289569,0.91943821
2020-10-15,0.849134566,0.752099161,0.767985334,0.930263799,0.946266065
2020-10-16,0.893168763,0.807838546,0.821371885,0.96483491,0.978905621
2020-10-17,0.942908819,0.869503875,0.881347111,1.005260476,1.017786404
2020-10-18,0.99592478,0.931513602,0.941678258,1.051995029,1.063154412
2020-10-19,1.048905838,0.986638998,0.996327503,1.104951281,1.115962502
2020-10-20,1.097666503,1.031336013,1.041708862,1.158975779,1.171590026
2020-10-21,1.13778465,1.066782102,1.077679389,1.203669834,1.217419007
2020-10-22,1.166633226,1.093196078,1.104554627,1.233847448,1.247952776
2020-10-23,1.184301267,1.109885423,1.121736662,1.251662154,1.26533572
2020-10-24,1.191926731,1.116381997,1.128080296,1.260527623,1.274629098
2020-10-25,1.190747925,1.112334976,1.124481376,1.261750765,1.275883034
2020-10-26,1.182776348,1.100149631,1.113131559,1.255774074,1.269940566
2020-10-27,1.16935511,1.080902996,1.095017496,1.245922892,1.261059644
2020-10-28,1.153060365,1.056372633,1.071743526,1.236729223,1.253133224
2020-10-29,1.135976942,1.029209429,1.046503896,1.229446358,1.247978155
2020-10-30,1.120299403,1.004134201,1.022745642,1.224489694,1.245851179
2020-10-31,1.107860449,0.9830114,1.002889146,1.224009452,1.247749991
2020-11-01,1.099328258,0.963760987,0.984969922,1.229134241,1.256306534
2020-11-02,1.092648059,0.943859464,0.966734236,1.240651538,1.273497942
2020-11-03,1.08550593,0.924535289,0.948223192,1.255429172,1.2969067
2020-11-04,1.076903826,0.906538505,0.93099374,1.26800215,1.317441774
2020-11-05,1.06523615,0.890757285,0.915545962,1.271147865,1.325077136
2020-11-06,1.05082292,0.876749594,0.90130187,1.262739128,1.317171429
2020-11-07,1.033463731,0.863557473,0.8865868,1.244160682,1.296395392
2020-11-08,1.013543412,0.849113355,0.871551587,1.216944832,1.266167157
2020-11-09,0.991506599,0.834853991,0.856784732,1.182386409,1.228283925
2020-11-10,0.967667801,0.822144944,0.843104739,1.13974144,1.181212249
2020-11-11,0.9420625,0.811149615,0.830449013,1.090884234,1.126622435
2020-11-12,0.915387517,0.801191706,0.817901611,1.039158496,1.068317461
2020-11-13,0.887689552,0.790343423,0.804721641,0.987714846,1.010077371
2020-11-14,0.859633844,0.777830673,0.790254539,0.938651765,0.955313337
2020-11-15,0.831414705,0.763239242,0.773852791,0.893508647,0.905792203
2020-11-16,0.804074686,0.746991117,0.755949828,0.854647458,0.864598864
2020-11-17,0.779465162,0.727924822,0.736259767,0.824152995,0.832884021
2020-11-18,0.758887226,0.707354968,0.716052516,0.802197184,0.810681631
2020-11-19,0.743378239,0.689588499,0.698536318,0.787451383,0.795828327
2020-11-20,0.733668666,0.678386251,0.687535381,0.778725021,0.787432101
2020-11-21,0.729324202,0.673421018,0.682615132,0.775634714,0.784655078
2020-11-22,0.729394408,0.672031493,0.681377031,0.777762242,0.787378702
2020-11-23,0.73301514,0.673050738,0.682551767,0.784444368,0.794688564
2020-11-24,0.739147101,0.676079276,0.686072091,0.794526392,0.805200502
2020-11-25,0.746802095,0.680755896,0.691290143,0.80597808,0.817653828
2020-11-26,0.755759633,0.685354744,0.696207436,0.819530847,0.832309488
2020-11-27,0.765589613,0.68734301,0.699516341,0.836889443,0.851006071
2020-11-28,0.77590611,0.686645266,0.700479024,0.858361079,0.875432238
2020-11-29,0.786109837,0.683336498,0.699340879,0.883730411,0.90351645
2020-11-30,0.796032675,0.677767889,0.696217069,0.912658776,0.936496548
2020-12-01,0.805904253,0.669291866,0.69049446,0.945888334,0.975077765
2020-12-02,0.816146429,0.657499329,0.681914503,0.983818373,1.020267815
2020-12-03,0.827095063,0.643083147,0.671498464,1.025736296,1.071002737
2020-12-04,NA,NA,NA,NA,NA
2020-12-05,NA,NA,NA,NA,NA
2020-12-06,NA,NA,NA,NA,NA
2020-12-07,NA,NA,NA,NA,NA
2020-12-08,NA,NA,NA,NA,NA
2020-12-09,NA,NA,NA,NA,NA
2020-12-10,NA,NA,NA,NA,NA
2020-12-11,NA,NA,NA,NA,NA
2020-12-12,NA,NA,NA,NA,NA
2020-12-13,NA,NA,NA,NA,NA
2020-12-14,NA,NA,NA,NA,NA
2020-12-15,NA,NA,NA,NA,NA
2020-12-16,NA,NA,NA,NA,NA
2020-12-17,NA,NA,NA,NA,NA
2020-12-18,NA,NA,NA,NA,NA
2020-12-19,NA,NA,NA,NA,NA
2020-12-20,NA,NA,NA,NA,NA
2020-12-21,NA,NA,NA,NA,NA
2020-12-22,NA,NA,NA,NA,NA
2020-12-23,NA,NA,NA,NA,NA
2020-12-24,NA,NA,NA,NA,NA
2020-12-25,NA,NA,NA,NA,NA
2020-12-26,NA,NA,NA,NA,NA
2020-12-27,NA,NA,NA,NA,NA
2020-12-28,NA,NA,NA,NA,NA
2020-12-29,NA,NA,NA,NA,NA
2020-12-30,NA,NA,NA,NA,NA
2020-12-31,NA,NA,NA,NA,NA
2021-01-01,NA,NA,NA,NA,NA
2021-01-02,NA,NA,NA,NA,NA
2021-01-03,NA,NA,NA,NA,NA
2021-01-04,NA,NA,NA,NA,NA
2021-01-05,NA,NA,NA,NA,NA
2021-01-06,1.360276283,1.290522665,1.301696249,1.420343862,1.43176497
2021-01-07,1.363649534,1.29655646,1.307282416,1.420768111,1.431828464
2021-01-08,1.36963989,1.300208184,1.31158845,1.428295605,1.439478612
2021-01-09,1.37840263,1.306046216,1.317511286,1.440411941,1.452591078
2021-01-10,1.387642592,1.310189219,1.322391789,1.455914436,1.469112114
2021-01-11,1.394572439,1.30938561,1.323049229,1.471313516,1.486905444
2021-01-12,1.396406616,1.303368352,1.317818117,1.482289706,1.499716765
2021-01-13,1.390252829,1.291355399,1.306541354,1.4825969,1.501287477
2021-01-14,1.374575151,1.271568844,1.287417617,1.470193399,1.488937224
2021-01-15,1.349778804,1.241414525,1.258099932,1.449107105,1.468955336
2021-01-16,1.316362836,1.20024413,1.218158216,1.423492063,1.444896051
2021-01-17,1.27590253,1.148993808,1.1687773,1.393314526,1.417528926
2021-01-18,1.229763078,1.090535889,1.112393311,1.358409824,1.384951831
2021-01-19,1.179171106,1.02685162,1.050804411,1.319669204,1.349499976
2021-01-20,1.125877253,0.960076585,0.985787234,1.278781218,1.312509021
2021-01-21,1.071938272,0.89285637,0.921208082,1.235863139,1.274258271
2021-01-22,1.018304193,0.829671674,0.859564558,1.191475404,1.232583162
2021-01-23,0.966102099,0.773280758,0.804295612,1.144387966,1.187165692
2021-01-24,0.916098736,0.724099474,0.755364209,1.095446104,1.138405669
2021-01-25,0.868105469,0.68067585,0.711784664,1.046091091,1.088556181
2021-01-26,0.822506667,0.642732723,0.672750221,0.996930061,1.038822
2021-01-27,0.778541283,0.608933661,0.637550785,0.947773041,0.987654016
2021-01-28,0.736815739,0.579216606,0.60554476,0.897888124,0.935718659
2021-01-29,0.697336405,0.553196673,0.577498646,0.847563207,0.882782335
2021-01-30,0.660267865,0.529987347,0.551609041,0.797677173,0.829766991
2021-01-31,0.625967024,0.508631941,0.527282754,0.750189427,0.77803737
2021-02-01,0.594330351,0.488766231,0.505202289,0.704518652,0.729193958
2021-02-02,0.565487415,0.471103342,0.485531461,0.660618774,0.681452798
2021-02-03,0.539152636,0.456155407,0.469282849,0.619039252,0.635928176
2021-02-04,0.515209229,0.443966906,0.455187855,0.581166605,0.594338898
2021-02-05,0.493562613,0.433206481,0.442758946,0.54773208,0.558598358
2021-02-06,0.474268939,0.423024239,0.431065239,0.519522569,0.528507346
2021-02-07,0.457422206,0.413072061,0.419887467,0.496462185,0.504105598
2021-02-08,0.442811671,0.403105232,0.409323857,0.477468171,0.484389621
2021-02-09,0.430020969,0.393155021,0.398975973,0.462265749,0.46848803
2021-02-10,0.418699634,0.382724319,0.388518899,0.450060308,0.456140704
2021-02-11,0.408522792,0.372398804,0.378266646,0.439968375,0.446180217
2021-02-12,0.399107163,0.36281689,0.368642606,0.43114129,0.437376646
2021-02-13,0.390341373,0.353739466,0.359488475,0.423025713,0.42952596
2021-02-14,0.382141784,0.344299762,0.350257696,0.416100132,0.422903881
2021-02-15,0.374251528,0.334398007,0.340551806,0.410648202,0.417836472
2021-02-16,0.366786745,0.3238805,0.330599237,0.40635255,0.414294077
2021-02-17,0.359597888,0.313150178,0.320457463,0.403071144,0.411962671
2021-02-18,0.352495238,0.301896342,0.310031248,0.400789429,0.410814695
2021-02-19,0.345319051,0.290230217,0.298949441,0.399575279,0.4112637
2021-02-20,0.337788178,0.278056878,0.287524333,0.399211377,0.412692329
2021-02-21,0.32983103,0.265977179,0.275899784,0.398956849,0.414196029
2021-02-22,0.321291442,0.25403453,0.264094254,0.397664911,0.414504247
2021-02-23,0.312217519,0.242041306,0.252235876,0.395053874,0.413756964
2021-02-24,0.302886236,0.229970793,0.240745677,0.391297551,0.411872455
2021-02-25,0.29337809,0.218424117,0.229389077,0.386681816,0.408602285
2021-02-26,0.283813928,0.207777717,0.218821662,0.380555836,0.403787737
2021-02-27,0.274389503,0.197937931,0.209218643,0.372408622,0.396759451
2021-02-28,0.26525445,0.189083303,0.20059047,0.36244411,0.387126774
2021-03-01,0.256212571,0.181066717,0.192687791,0.350749745,0.375244086
2021-03-02,0.247321831,0.17371488,0.185355764,0.338214162,0.36181647
2021-03-03,0.238511754,0.167153586,0.178616064,0.324899256,0.34713317
2021-03-04,0.229799247,0.161701263,0.172644482,0.310484091,0.33134645
2021-03-05,0.221181341,0.15702552,0.167283733,0.295658058,0.31454367
2021-03-06,0.212810095,0.152986667,0.162540821,0.280594882,0.297568628
2021-03-07,0.204751913,0.1494332,0.158119899,0.265548017,0.280717217
2021-03-08,0.197102375,0.146455927,0.154426246,0.250777945,0.264156716
2021-03-09,0.189859122,0.144029137,0.151193914,0.236769161,0.248098506
2021-03-10,0.183117151,0.142025246,0.148506899,0.223631253,0.233005783
2021-03-11,0.176977378,0.140454199,0.146121408,0.212060336,0.219792576
2021-03-12,0.171590783,0.139004993,0.144110124,0.202281245,0.208778578
2021-03-13,0.167013363,0.137888915,0.14230456,0.19422465,0.199698057
2021-03-14,0.163377558,0.137104158,0.141094487,0.187648474,0.19259971
2021-03-15,0.160657922,0.136544921,0.14017826,0.182767439,0.1872816
2021-03-16,0.158645136,0.135758375,0.139259863,0.179648012,0.183899105
2021-03-17,0.157363139,0.134643065,0.138219889,0.178051979,0.18220671
2021-03-18,0.156668271,0.133722513,0.137300449,0.177492769,0.181724363
2021-03-19,0.156438754,0.133228796,0.136798867,0.177535646,0.181763036
2021-03-20,0.156643564,0.133013034,0.136676987,0.178333531,0.18266597
2021-03-21,0.157298193,0.132659963,0.136415614,0.18032309,0.184915198
2021-03-22,0.158482771,0.131591631,0.135655857,0.18402802,0.189161378
2021-03-23,0.1602062,0.129655831,0.134266354,0.18944794,0.195592124
2021-03-24,0.162449106,0.127118032,0.132546905,0.196763235,0.204127932
2021-03-25,0.165124745,0.124353869,0.130313414,0.206322098,0.215232759
2021-03-26,0.168128234,0.121043493,0.127796619,0.218195255,0.229294692
2021-03-27,0.171456323,0.117502738,0.124850209,0.232693393,0.246711501
2021-03-28,0.175018377,0.113433943,0.121747033,0.249887502,0.267836351
2021-03-29,0.178711815,0.109034322,0.118022081,0.270331574,0.293319666
2021-03-30,0.182666283,0.104188198,0.114089199,0.294352943,0.323914987
