"ltla","ltla_code","region","positive","number_samples","prevalence","lower","upper"
"Newham","E09000025","London",13,307,0.0423452768729642,0.0249112193096419,0.0710909643563017
"Luton","E06000032","East of England",16,435,0.0367816091954023,0.0227651530577121,0.0589077566008499
"Harrow","E09000015","London",17,463,0.0367170626349892,0.0230486810082233,0.0580097984941904
"Enfield","E09000010","London",16,456,0.0350877192982456,0.0217112472461982,0.0562318310325913
"Wigan","E08000010","North West",16,475,0.0336842105263158,0.020838419405669,0.0540119473711878
"Brent","E09000005","London",14,418,0.0334928229665072,0.0200539931317252,0.0554280586080695
"Havering","E09000016","London",16,480,0.0333333333333333,0.0206202701972414,0.0534565956175513
"Southwark","E09000028","London",16,494,0.0323886639676113,0.0200330601028823,0.051960660359043
"Hastings","E07000062","South East",18,577,0.0311958405545927,0.0198224239811834,0.0487702327854081
"Waltham Forest","E09000031","London",14,452,0.0309734513274336,0.0185383122761325,0.0513137343171525
"Three Rivers","E07000102","East of England",18,584,0.0308219178082192,0.0195837634628087,0.0481920938246691
"Hounslow","E09000018","London",15,500,0.03,0.0182632131979134,0.0489036668359457
"Gravesham","E07000109","South East",15,505,0.0297029702970297,0.0180815757853102,0.0484253061404002
"Southend-on-Sea","E06000033","East of England",15,514,0.0291828793774319,0.0177635732589085,0.0475874299183244
"Thurrock","E06000034","East of England",9,309,0.029126213592233,0.0153976190808122,0.0544187630030362
"Tower Hamlets","E09000030","London",13,449,0.0289532293986637,0.0169971178371153,0.048901130301225
"Bromley","E09000006","London",16,554,0.0288808664259928,0.0178540606662948,0.04639619942815
"Adur","E07000223","South East",16,568,0.028169014084507,0.0174121474033686,0.0452651178907739
"Hammersmith and Fulham","E09000013","London",14,508,0.0275590551181102,0.0164860633656606,0.0457235491461088
"Hillingdon","E09000017","London",13,473,0.0274841437632135,0.0161309870389957,0.0464505235840464
"Reading","E06000038","South East",14,520,0.0269230769230769,0.0161040432729689,0.0446804904528987
"Hertsmere","E07000098","East of England",15,570,0.0263157894736842,0.0160114345119635,0.0429620995548185
"Haringey","E09000014","London",12,459,0.0261437908496732,0.0150174170808117,0.0451359211521835
"Epsom and Ewell","E07000208","South East",16,614,0.0260586319218241,0.016102590613726,0.0419081794778547
"Knowsley","E08000011","North West",8,308,0.025974025974026,0.0132189785872987,0.0504077723127565
"Stevenage","E07000243","East of England",13,501,0.0259481037924152,0.015225808952782,0.0438847460527509
"Westminster","E09000033","London",12,467,0.0256959314775161,0.0147591132047314,0.0443721682470507
"Camden","E09000007","London",14,547,0.0255941499085923,0.0153060241288552,0.0424990998515802
