"ltla","ltla_code","region","positive","number_samples","prevalence","lower","upper"
"Stockton-on-Tees","E06000004","North East",2,353,0.0056657223796034,0.00155512298069095,0.0204195064432805
"Warrington","E06000007","North West",2,354,0.00564971751412429,0.00155072609039154,0.020362494492088
"Dudley","E08000027","West Midlands",3,533,0.00562851782363977,0.00191601200226238,0.0164161392483384
"Barnet","E09000003","London",4,713,0.00561009817671809,0.00218375629052029,0.0143351806026876
"Wyre","E07000128","North West",1,180,0.00555555555555556,0.000981366067216012,0.0307930707663791
"Stoke-on-Trent","E06000021","West Midlands",2,362,0.00552486187845304,0.00151642624509905,0.0199176092684576
"Chesterfield","E07000034","East Midlands",1,181,0.00552486187845304,0.000975940446386298,0.0306265953589638
"South Northamptonshire","E07000155","East Midlands",1,182,0.00549450549450549,0.000970574488352284,0.0304619102637727
"South Gloucestershire","E06000025","South West",3,551,0.00544464609800363,0.00185336271295544,0.0158840623915275
"South Holland","E07000140","East Midlands",1,185,0.00540540540540541,0.000954824909492439,0.0299783126397182
"Bath and North East Somerset","E06000022","South West",2,374,0.0053475935828877,0.00146773010811949,0.0192855743205915
"Carlisle","E07000028","North West",1,189,0.00529100529100529,0.000934603737816062,0.029356905444997
"West Lancashire","E07000127","North West",1,191,0.00523560209424084,0.000924810968010514,0.029055763269374
"Wakefield","E08000036","Yorkshire and The Humber",3,573,0.00523560209424084,0.00178214136007983,0.0152788008974586
"Tewkesbury","E07000083","South West",1,192,0.00520833333333333,0.000919991138484853,0.0289074971567406
"Havering","E09000016","London",2,384,0.00520833333333333,0.00142947679439981,0.0187887300072597
"New Forest","E07000091","South East",2,385,0.00519480519480519,0.00142576084720186,0.018740449938233
"Folkestone and Hythe","E07000112","South East",1,193,0.00518134715025907,0.000915221287437913,0.0287607364894001
"East Staffordshire","E07000193","West Midlands",1,193,0.00518134715025907,0.000915221287437913,0.0287607364894001
"Runnymede","E07000212","South East",1,194,0.00515463917525773,0.000910500641512781,0.0286154584547973
"Halton","E06000006","North West",1,197,0.0050761421319797,0.000896626436587597,0.0281882988322994
"Eastbourne","E07000061","South East",1,199,0.0050251256281407,0.000887609510040955,0.0279105408023062
"Preston","E07000123","North West",1,199,0.0050251256281407,0.000887609510040955,0.0279105408023062
"Crawley","E07000226","South East",1,199,0.0050251256281407,0.000887609510040955,0.0279105408023062
"Erewash","E07000036","East Midlands",1,203,0.00492610837438424,0.000870109002473557,0.0273711287745136
"Nuneaton and Bedworth","E07000219","West Midlands",1,203,0.00492610837438424,0.000870109002473557,0.0273711287745136
"Herefordshire, County of","E06000019","West Midlands",2,411,0.0048661800486618,0.00133549800670201,0.0175668046777638
"Northampton","E07000154","East Midlands",2,413,0.00484261501210654,0.00132902580040188,0.0174825838770011
"Welwyn Hatfield","E07000241","East of England",1,208,0.00480769230769231,0.000849180473538017,0.0267254918933022
"Darlington","E06000005","North East",1,211,0.004739336492891,0.000837099734877873,0.026352525827893
"Bromley","E09000006","London",3,641,0.0046801872074883,0.00159293566283715,0.0136688913894936
"North Norfolk","E07000147","East of England",1,215,0.00465116279069767,0.000821516820593886,0.025871134801146
"Sedgemoor","E07000188","South West",1,216,0.00462962962962963,0.000817711322629948,0.025753522565781
"Tower Hamlets","E09000030","London",2,441,0.00453514739229025,0.00124458329825099,0.0163829526816066
"Epping Forest","E07000072","East of England",1,223,0.00448430493273543,0.000792029008326258,0.0249592549547675
"Amber Valley","E07000032","East Midlands",1,226,0.00442477876106195,0.000781509591451362,0.0246336563697568
"Fareham","E07000087","South East",1,227,0.00440528634361234,0.000778064940923822,0.0245270030938068
"Newark and Sherwood","E07000175","East Midlands",1,227,0.00440528634361234,0.000778064940923822,0.0245270030938068
"Harrow","E09000015","London",2,454,0.00440528634361234,0.00120892087447997,0.0159180969383938
"Plymouth","E06000026","South West",2,460,0.00434782608695652,0.00119314160955415,0.0157123304468482
"Hackney","E09000012","London",2,463,0.00431965442764579,0.00118540544305196,0.0156114292693207
"Chichester","E07000225","South East",1,237,0.00421940928270042,0.000745218053900729,0.0235091559616755
"Thurrock","E06000034","East of England",1,240,0.00416666666666667,0.000735898025082702,0.0232200725836298
"Stratford-on-Avon","E07000221","West Midlands",1,240,0.00416666666666667,0.000735898025082702,0.0232200725836298
"Cheshire East","E06000049","North West",3,726,0.00413223140495868,0.00140630556002268,0.012078073412633
"Thanet","E07000114","South East",1,242,0.00413223140495868,0.000729813113270386,0.0230312679050237
"West Oxfordshire","E07000181","South East",1,244,0.00409836065573771,0.000723828004727786,0.022845508814421
"Tendring","E07000076","East of England",1,245,0.00408163265306122,0.000720872112495908,0.0227537484285421
"Tonbridge and Malling","E07000115","South East",1,246,0.0040650406504065,0.000717940264003038,0.0226627222099798
"Bracknell Forest","E06000036","South East",1,250,0.004,0.000706447534065097,0.0223057855654159
"Waverley","E07000216","South East",1,258,0.00387596899224806,0.000684531678349369,0.021624612362489
"Warwick","E07000222","West Midlands",1,263,0.00380228136882129,0.000671511645503333,0.0212196099459857
"King's Lynn and West Norfolk","E07000146","East of England",1,264,0.00378787878787879,0.000668966848652654,0.0211404231032019
"Stockport","E08000007","North West",2,528,0.00378787878787879,0.00103938833895931,0.0137045897594796
"Enfield","E09000010","London",2,528,0.00378787878787879,0.00103938833895931,0.0137045897594796
"Stafford","E07000197","West Midlands",1,266,0.0037593984962406,0.000663934683097284,0.0209838093152617
"Breckland","E07000143","East of England",1,273,0.00366300366300366,0.000646903001417805,0.0204534728078194
"North Lincolnshire","E06000013","Yorkshire and The Humber",1,281,0.00355871886120996,0.000628477725203166,0.0198792771672168
"St Albans","E07000240","East of England",1,285,0.00350877192982456,0.000619653156114256,0.0196041015795948
"St. Helens","E08000013","North West",1,286,0.0034965034965035,0.000617485599454537,0.0195364939052783
"Cherwell","E07000177","South East",1,291,0.00343642611683849,0.000606871370649214,0.0192053315809261
"Telford and Wrekin","E06000020","West Midlands",1,292,0.00342465753424658,0.000604792163495675,0.0191404418006005
"Ealing","E09000009","London",2,587,0.00340715502555366,0.000934862606838525,0.0123368174752354
"Bury","E08000002","North West",1,295,0.00338983050847458,0.000598639155437772,0.0189483769906687
"South Norfolk","E07000149","East of England",1,297,0.00336700336700337,0.000594606236172848,0.0188224609579326
"Cheshire West and Chester","E06000050","North West",2,596,0.00335570469798658,0.000920738142274563,0.0121518141219698
"Leicester","E06000016","East Midlands",2,600,0.00333333333333333,0.000914596686804647,0.0120713596534714
"Dacorum","E07000096","East of England",1,302,0.0033112582781457,0.000584757729434397,0.0185148726582129
"South Oxfordshire","E07000179","South East",1,302,0.0033112582781457,0.000584757729434397,0.0185148726582129
"Mid Sussex","E07000228","South East",1,305,0.00327868852459016,0.00057900368117616,0.018335098211101
"Horsham","E07000227","South East",1,307,0.00325732899022801,0.000575230150283538,0.018217175608125
"Chelmsford","E07000070","East of England",1,308,0.00324675324675325,0.000573361769807039,0.0181587812966892
"Coventry","E08000026","West Midlands",2,617,0.00324149108589951,0.000889384322821039,0.0117409880682064
"Hammersmith and Fulham","E09000013","London",1,310,0.0032258064516129,0.00056966118549327,0.018043108595288
"Oxford","E07000178","South East",1,312,0.00320512820512821,0.00056600806338661,0.0179289002444248
"West Suffolk","E07000245","East of England",1,315,0.00317460317460317,0.000560615393495749,0.0177602731205013
"Reading","E06000038","South East",1,320,0.003125,0.000551852391817547,0.0174861679467965
"Peterborough","E06000031","East of England",1,332,0.00301204819277108,0.00053189848818406,0.0168616027227932
"Huntingdonshire","E07000011","East of England",1,344,0.00290697674418605,0.000513337218127702,0.0162801147197142
"North Tyneside","E08000022","North East",1,346,0.00289017341040462,0.000510368890223897,0.0161870769767855
"Richmond upon Thames","E09000027","London",1,368,0.00271739130434783,0.000479847451875318,0.0152296940264216
"Colchester","E07000071","East of England",1,374,0.00267379679144385,0.000472146818705411,0.0149879322285391
"Solihull","E08000029","West Midlands",1,383,0.00261096605744125,0.000461048402150198,0.0146393465723236
"Aylesbury Vale","E07000004","South East",1,388,0.00257731958762887,0.000455105162963198,0.0144526048028859
"Swindon","E06000030","South West",1,398,0.00251256281407035,0.000443666806692357,0.0140930582933941
"Southampton","E06000045","South East",1,412,0.00242718446601942,0.00042858622483337,0.0136187356493737
"Sandwell","E08000028","West Midlands",1,416,0.00240384615384615,0.000424463978364559,0.0134890233582657
"North Somerset","E06000024","South West",1,428,0.00233644859813084,0.000412559680591364,0.0131143000068653
"Greenwich","E09000011","London",1,430,0.00232558139534884,0.000410640246510118,0.0130538609023033
"Westminster","E09000033","London",1,432,0.00231481481481481,0.000408738590055649,0.0129939763249045
"Derby","E06000015","East Midlands",1,444,0.00225225225225225,0.000397688524402808,0.0126458980074839
"Medway","E06000035","South East",1,466,0.00214592274678112,0.000378908547643916,0.0120539211037798
"Sefton","E08000014","North West",1,472,0.00211864406779661,0.000374090651717315,0.0119019704447062
"Wiltshire","E06000054","South West",2,1016,0.00196850393700787,0.000540000872434362,0.00714889895888029
"Hillingdon","E09000017","London",1,512,0.001953125,0.000344857761543374,0.0109792782124218
"Cornwall","E06000052","South West",2,1130,0.00176991150442478,0.00048550783401837,0.00643032573309251
"Northumberland","E06000057","North East",1,586,0.00170648464163823,0.00030129998239651,0.00960213887111051
"East Riding of Yorkshire","E06000011","Yorkshire and The Humber",1,595,0.00168067226890756,0.000296741556692169,0.00945785832054041
"Bournemouth, Christchurch and Poole","E06000058","South West",1,728,0.00137362637362637,0.000242519951038665,0.00773934381233323
"Dorset","E06000059","South West",1,777,0.00128700128700129,0.00022722346690043,0.00725375587238374
"Redcar and Cleveland","E06000003","North East",0,226,0,0,0.0118298114389101
"Kingston upon Hull, City of","E06000010","Yorkshire and The Humber",0,375,0,0,0.00716310231868289
"West Berkshire","E06000037","South East",0,340,0,0,0.00789465914915325
"Slough","E06000039","South East",0,221,0,0,0.0120942173015511
"Windsor and Maidenhead","E06000040","South East",0,301,0,0,0.00890844277428986
"Wokingham","E06000041","South East",0,357,0,0,0.00752155062197612
"Isle of Wight","E06000046","South East",0,259,0,0,0.0103381205395444
"Shropshire","E06000051","West Midlands",0,665,0,0,0.00405200088664745
"Chiltern","E07000005","South East",0,182,0,0,0.0146478736019518
"Wycombe","E07000007","South East",0,346,0,0,0.0077588197402763
"Cambridge","E07000008","East of England",0,245,0,0,0.010922417869089
"East Cambridgeshire","E07000009","East of England",0,193,0,0,0.0138245621781788
"Fenland","E07000010","East of England",0,154,0,0,0.0172651419628174
"Allerdale","E07000026","North West",0,180,0,0,0.0148082176541905
"Copeland","E07000029","North West",0,109,0,0,0.024220315039309
"Eden","E07000030","North West",0,106,0,0,0.0248887349083344
"South Lakeland","E07000031","North West",0,216,0,0,0.0123707127463062
"Bolsover","E07000033","East Midlands",0,132,0,0,0.0200848709319628
"South Derbyshire","E07000039","East Midlands",0,185,0,0,0.0144137642624128
"Exeter","E07000041","South West",0,265,0,0,0.010106415501102
"Mid Devon","E07000042","South West",0,154,0,0,0.0172651419628174
"North Devon","E07000043","South West",0,190,0,0,0.0140397800997349
"South Hams","E07000044","South West",0,186,0,0,0.014337381958011
"Teignbridge","E07000045","South West",0,289,0,0,0.00927491271526409
"Torridge","E07000046","South West",0,132,0,0,0.0200848709319628
"West Devon","E07000047","South West",0,103,0,0,0.0255950952588437
"Hastings","E07000062","South East",0,151,0,0,0.0176021202182824
"Lewes","E07000063","South East",0,210,0,0,0.0127196659295309
"Rother","E07000064","South East",0,187,0,0,0.0142618049258539
"Wealden","E07000065","South East",0,332,0,0,0.00808335418103547
"Basildon","E07000066","East of England",0,304,0,0,0.0088213060110547
"Braintree","E07000067","East of England",0,240,0,0,0.0111474316391423
"Castle Point","E07000069","East of England",0,149,0,0,0.0178341766061705
"Rochford","E07000075","East of England",0,149,0,0,0.0178341766061705
"Uttlesford","E07000077","East of England",0,160,0,0,0.016628465119621
"Cotswold","E07000079","South West",0,165,0,0,0.0161327013906131
"Stroud","E07000082","South West",0,243,0,0,0.0110113244335526
"Basingstoke and Deane","E07000084","South East",0,365,0,0,0.00735790771246062
"East Hampshire","E07000085","South East",0,249,0,0,0.0107488433387993
"Eastleigh","E07000086","South East",0,270,0,0,0.00992111645339852
"Gosport","E07000088","South East",0,164,0,0,0.0162294750254686
"Hart","E07000089","South East",0,188,0,0,0.0141870204981569
"Havant","E07000090","South East",0,236,0,0,0.0113342296745434
"Rushmoor","E07000092","South East",0,163,0,0,0.016327416679605
"Winchester","E07000094","South East",0,265,0,0,0.010106415501102
"Three Rivers","E07000102","East of England",0,174,0,0,0.0153110276067726
"Canterbury","E07000106","South East",0,322,0,0,0.00833229831962478
"Dartford","E07000107","South East",0,177,0,0,0.0150554256818823
"Dover","E07000108","South East",0,211,0,0,0.0126601463413913
"Gravesham","E07000109","South East",0,171,0,0,0.0155754583319351
"Maidstone","E07000110","South East",0,325,0,0,0.00825601979624247
"Tunbridge Wells","E07000116","South East",0,224,0,0,0.0119341742282682
"Burnley","E07000117","North West",0,133,0,0,0.0199368676122697
"Chorley","E07000118","North West",0,180,0,0,0.0148082176541905
"Pendle","E07000122","North West",0,132,0,0,0.0200848709319628
"Rossendale","E07000125","North West",0,116,0,0,0.0227920565069623
"Harborough","E07000131","East Midlands",0,151,0,0,0.0176021202182824
"Hinckley and Bosworth","E07000132","East Midlands",0,196,0,0,0.0136158428550356
"Oadby and Wigston","E07000135","East Midlands",0,100,0,0,0.0263427207831743
"Boston","E07000136","East Midlands",0,136,0,0,0.019505662042922
"East Lindsey","E07000137","East Midlands",0,266,0,0,0.0100688040124398
"North Kesteven","E07000139","East Midlands",0,194,0,0,0.0137542816871696
"South Kesteven","E07000141","East Midlands",0,280,0,0,0.00957018182607631
"West Lindsey","E07000142","East Midlands",0,173,0,0,0.0153981678717055
"Broadland","E07000144","East of England",0,254,0,0,0.0105394819982889
"Great Yarmouth","E07000145","East of England",0,171,0,0,0.0155754583319351
"Norwich","E07000148","East of England",0,267,0,0,0.0100314714315685
"Corby","E07000150","East Midlands",0,104,0,0,0.0253552286649412
"Craven","E07000163","Yorkshire and The Humber",0,117,0,0,0.0226016554958704
"Richmondshire","E07000166","Yorkshire and The Humber",0,102,0,0,0.0258395435890323
"Ryedale","E07000167","Yorkshire and The Humber",0,89,0,0,0.0295025071788568
"Selby","E07000169","Yorkshire and The Humber",0,150,0,0,0.0177173885957108
"Ashfield","E07000170","East Midlands",0,197,0,0,0.0135476632611218
"Broxtowe","E07000172","East Midlands",0,220,0,0,0.0121485231671078
"Gedling","E07000173","East Midlands",0,207,0,0,0.0129016305889294
"Mendip","E07000187","South West",0,226,0,0,0.0118298114389101
"South Somerset","E07000189","South West",0,318,0,0,0.00843622291325523
"Cannock Chase","E07000192","West Midlands",0,161,0,0,0.0165268896642713
"Lichfield","E07000194","West Midlands",0,189,0,0,0.0141130162714531
"Newcastle-under-Lyme","E07000195","West Midlands",0,240,0,0,0.0111474316391423
"South Staffordshire","E07000196","West Midlands",0,206,0,0,0.0129634479722887
"Staffordshire Moorlands","E07000198","West Midlands",0,182,0,0,0.0146478736019518
"Tamworth","E07000199","West Midlands",0,113,0,0,0.0233830063221543
"Babergh","E07000200","East of England",0,155,0,0,0.0171556648855716
"Ipswich","E07000202","East of England",0,229,0,0,0.0116766453394389
"Mid Suffolk","E07000203","East of England",0,213,0,0,0.012542762743931
"Surrey Heath","E07000214","South East",0,165,0,0,0.0161327013906131
"Tandridge","E07000215","South East",0,143,0,0,0.0185685691152018
"North Warwickshire","E07000218","West Midlands",0,95,0,0,0.0276907876303512
"Adur","E07000223","South East",0,121,0,0,0.0218708343906947
"Worthing","E07000229","South East",0,214,0,0,0.0124848834550858
"Bromsgrove","E07000234","West Midlands",0,180,0,0,0.0148082176541905
"Redditch","E07000236","West Midlands",0,146,0,0,0.0181939650079729
"Wychavon","E07000238","West Midlands",0,213,0,0,0.012542762743931
"East Hertfordshire","E07000242","East of England",0,264,0,0,0.0101443090348104
"Stevenage","E07000243","East of England",0,149,0,0,0.0178341766061705
"East Suffolk","E07000244","East of England",0,529,0,0,0.00508842438715141
"Somerset West and Taunton","E07000246","South West",0,307,0,0,0.00873585736929642
"Knowsley","E08000011","North West",0,199,0,0,0.0134133321661095
"Barking and Dagenham","E09000002","London",0,264,0,0,0.0101443090348104
