"ltla","ltla_code","region","positive","number_samples","prevalence","lower","upper"
"Nuneaton and Bedworth","E07000219","West Midlands",1,101,0.0099009900990099,0.00174991124896823,0.053967157994455
"Bradford","E08000032","Yorkshire and The Humber",5,506,0.00988142292490119,0.00422793121824848,0.0229206236535161
"Trafford","E08000009","North West",2,203,0.00985221674876847,0.00270600435479927,0.0352044748373423
"Leeds","E08000035","Yorkshire and The Humber",7,711,0.00984528832630099,0.00477707790418403,0.020181545578746
"South Ribble","E07000126","North West",1,102,0.00980392156862745,0.00173273439742166,0.0534579147657775
"Welwyn Hatfield","E07000241","East of England",1,102,0.00980392156862745,0.00173273439742166,0.0534579147657775
"Preston","E07000123","North West",1,104,0.00961538461538462,0.00169937284965125,0.0524677247079458
"Folkestone and Hythe","E07000112","South East",1,105,0.00952380952380952,0.0016831692328562,0.0519862586118897
"North West Leicestershire","E07000134","East Midlands",1,105,0.00952380952380952,0.0016831692328562,0.0519862586118897
"Herefordshire, County of","E06000019","West Midlands",2,216,0.00925925925925926,0.00254290633495237,0.0331257926573052
"High Peak","E07000037","East Midlands",1,108,0.00925925925925926,0.00163636085388349,0.0505934551936632
"Tewkesbury","E07000083","South West",1,109,0.00917431192660551,0.0016213312925451,0.0501456245917832
"Elmbridge","E07000207","South East",1,111,0.00900900900900901,0.00159208548706721,0.049273332635273
"Amber Valley","E07000032","East Midlands",1,112,0.00892857142857143,0.00157785470329214,0.0488484683088849
"Cheltenham","E07000078","South West",1,112,0.00892857142857143,0.00157785470329214,0.0488484683088849
"Blackpool","E06000009","North West",1,113,0.00884955752212389,0.00156387606843923,0.0484308679175844
"Fareham","E07000087","South East",1,114,0.0087719298245614,0.00155014293977837,0.0480203467601362
"Thanet","E07000114","South East",1,114,0.0087719298245614,0.00155014293977837,0.0480203467601362
"North Norfolk","E07000147","East of England",1,114,0.0087719298245614,0.00155014293977837,0.0480203467601362
"Lambeth","E09000022","London",2,229,0.00873362445414847,0.00239835140946175,0.0312788934437955
"Epping Forest","E07000072","East of England",1,115,0.00869565217391304,0.0015366489058808,0.0476167263443138
"Swale","E07000113","South East",1,118,0.00847457627118644,0.00149754052196526,0.046445572415402
"Stratford-on-Avon","E07000221","West Midlands",1,119,0.00840336134453781,0.00148494304008963,0.0460678854330778
"County Durham","E06000047","North East",4,478,0.00836820083682008,0.00325890417201951,0.021316521217228
"Chichester","E07000225","South East",1,123,0.00813008130081301,0.00143660354987673,0.0446166260093302
"South Tyneside","E08000023","North East",1,124,0.00806451612903226,0.00142500645812517,0.0442679860544771
"Enfield","E09000010","London",2,252,0.00793650793650794,0.00217918179541253,0.028470498115105
"Birmingham","E08000025","West Midlands",7,887,0.00789177001127396,0.00382793701800828,0.0161997105999111
"St Albans","E07000240","East of England",1,129,0.00775193798449612,0.00136972059098037,0.0426034401417602
"Brighton and Hove","E06000043","South East",2,261,0.00766283524904215,0.002103947309018,0.0275041769461917
"Vale of White Horse","E07000180","South East",1,131,0.00763358778625954,0.00134878904569151,0.0419721515002115
"Nottingham","E06000018","East Midlands",2,269,0.00743494423791822,0.00204130345034417,0.0266986793022307
"Wirral","E08000015","North West",2,276,0.0072463768115942,0.00198947245025669,0.0260316036752736
"Guildford","E07000209","South East",1,139,0.00719424460431655,0.00127109170515931,0.0396236097976221
"Lancaster","E07000121","North West",1,143,0.00699300699300699,0.00123550589017383,0.0385452131765513
"Southend-on-Sea","E06000033","East of England",1,144,0.00694444444444444,0.00122691860705971,0.0382847235756571
"East Devon","E07000040","South West",1,146,0.00684931506849315,0.00121009724257094,0.0377741656354636
"North Lincolnshire","E06000013","Yorkshire and The Humber",1,149,0.00671140939597315,0.00118571261335133,0.0370333600503493
"Hammersmith and Fulham","E09000013","London",1,155,0.00645161290322581,0.00113977738314299,0.0356356266207208
"Chelmsford","E07000070","East of England",1,157,0.00636942675159236,0.0011252464719863,0.0351928699112167
"Dacorum","E07000096","East of England",1,157,0.00636942675159236,0.0011252464719863,0.0351928699112167
"Reading","E06000038","South East",1,159,0.00628930817610063,0.00111108140332111,0.0347609800667631
"Salford","E08000006","North West",1,159,0.00628930817610063,0.00111108140332111,0.0347609800667631
"Peterborough","E06000031","East of England",1,165,0.00606060606060606,0.00107064811862882,0.0335266531691883
"Sutton","E09000029","London",1,165,0.00606060606060606,0.00107064811862882,0.0335266531691883
"Gateshead","E08000037","North East",1,167,0.00598802395209581,0.00105781647748409,0.0331344624986923
"Havering","E09000016","London",1,172,0.00581395348837209,0.00102704386014175,0.0321929877516903
"Bath and North East Somerset","E06000022","South West",1,173,0.00578034682080925,0.00102110294124957,0.0320110766146598
"Harrogate","E07000165","Yorkshire and The Humber",1,175,0.00571428571428571,0.0010094249363413,0.0316533528066582
"North Tyneside","E08000022","North East",1,180,0.00555555555555556,0.000981366067216012,0.0307930707663791
"Solihull","E08000029","West Midlands",1,180,0.00555555555555556,0.000981366067216012,0.0307930707663791
"South Cambridgeshire","E07000012","East of England",1,186,0.00537634408602151,0.00094968802528116,0.0298205075736233
"Merton","E09000024","London",1,188,0.00531914893617021,0.000939578308007823,0.0295098295342974
"Westminster","E09000033","London",1,189,0.00529100529100529,0.000934603737816062,0.029356905444997
"Wolverhampton","E08000031","West Midlands",1,195,0.00512820512820513,0.000905828443226366,0.0284716406989694
"Richmond upon Thames","E09000027","London",1,195,0.00512820512820513,0.000905828443226366,0.0284716406989694
"Kirklees","E08000034","Yorkshire and The Humber",2,395,0.00506329113924051,0.00138963701716044,0.0182709540454637
"Swindon","E06000030","South West",1,199,0.0050251256281407,0.000887609510040955,0.0279105408023062
"Tower Hamlets","E09000030","London",1,199,0.0050251256281407,0.000887609510040955,0.0279105408023062
"Northampton","E07000154","East Midlands",1,204,0.00490196078431373,0.00086584117419313,0.0272395178520519
"Southampton","E06000045","South East",1,206,0.00485436893203883,0.000857429898050419,0.0269800568098815
"Bolton","E08000001","North West",1,208,0.00480769230769231,0.000849180473538017,0.0267254918933022
"Brent","E09000005","London",1,212,0.00471698113207547,0.00083314884586698,0.0262305063601831
"Redbridge","E09000026","London",1,216,0.00462962962962963,0.000817711322629948,0.025753522565781
"Harrow","E09000015","London",1,220,0.00454545454545455,0.000802835479877505,0.0252935760225751
"Derby","E06000015","East Midlands",1,238,0.00420168067226891,0.000742085257523169,0.023411998368912
"Stockport","E08000007","North West",1,249,0.00401606425702811,0.00070928608268135,0.0223939614936454
"Sunderland","E08000024","North East",1,249,0.00401606425702811,0.00070928608268135,0.0223939614936454
"Milton Keynes","E06000042","South East",1,254,0.00393700787401575,0.000695316956305254,0.0219599179598001
"Rotherham","E08000018","Yorkshire and The Humber",1,256,0.00390625,0.000689882166961793,0.0217909753805825
"Wiltshire","E06000054","South West",2,517,0.00386847195357834,0.00106151637243192,0.0139938496855025
"Ealing","E09000009","London",1,261,0.00383141762452107,0.000676659768028785,0.0213797767381943
"Dudley","E08000027","West Midlands",1,271,0.003690036900369,0.000651679372982108,0.0206022422360757
"Central Bedfordshire","E06000056","East of England",1,272,0.00367647058823529,0.000649282403109457,0.0205275879834819
"Sheffield","E08000019","Yorkshire and The Humber",2,545,0.0036697247706422,0.00100694843342206,0.0132803447268709
"Doncaster","E08000017","Yorkshire and The Humber",1,273,0.00366300366300366,0.000646903001417805,0.0204534728078194
"South Gloucestershire","E06000025","South West",1,282,0.00354609929078014,0.00062624810303104,0.0198097615814788
"Coventry","E08000026","West Midlands",1,284,0.00352112676056338,0.000621835983910093,0.0196721787998774
"Bromley","E09000006","London",1,289,0.00346020761245675,0.000611072970373803,0.0193364400771924
"Cheshire West and Chester","E06000050","North West",1,301,0.00332225913621262,0.000586701244586353,0.0185755834501934
"Wakefield","E08000036","Yorkshire and The Humber",1,309,0.00323624595469256,0.000571505487251422,0.018100760147599
"Northumberland","E06000057","North East",1,328,0.00304878048780488,0.00053838750133287,0.0170647740850874
"Barnet","E09000003","London",1,332,0.00301204819277108,0.00053189848818406,0.0168616027227932
"Cornwall","E06000052","South West",1,600,0.00166666666666667,0.000294268200849565,0.00937956047613881
"Redcar and Cleveland","E06000003","North East",0,119,0,0,0.0222302401132277
"Darlington","E06000005","North East",0,101,0,0,0.0260887061962411
"Halton","E06000006","North West",0,102,0,0,0.0258395435890323
"Kingston upon Hull, City of","E06000010","Yorkshire and The Humber",0,177,0,0,0.0150554256818823
"East Riding of Yorkshire","E06000011","Yorkshire and The Humber",0,322,0,0,0.00833229831962478
"Leicester","E06000016","East Midlands",0,303,0,0,0.00885016157550206
"Telford and Wrekin","E06000020","West Midlands",0,151,0,0,0.0176021202182824
"Stoke-on-Trent","E06000021","West Midlands",0,173,0,0,0.0153981678717055
"North Somerset","E06000024","South West",0,223,0,0,0.011987049199993
"Plymouth","E06000026","South West",0,241,0,0,0.0111016902436814
"Thurrock","E06000034","East of England",0,112,0,0,0.0235868587744249
"Medway","E06000035","South East",0,235,0,0,0.0113819114808229
"Bracknell Forest","E06000036","South East",0,130,0,0,0.0203875692278921
"West Berkshire","E06000037","South East",0,160,0,0,0.016628465119621
"Slough","E06000039","South East",0,91,0,0,0.0288728217602281
"Windsor and Maidenhead","E06000040","South East",0,161,0,0,0.0165268896642713
"Wokingham","E06000041","South East",0,182,0,0,0.0146478736019518
"Isle of Wight","E06000046","South East",0,131,0,0,0.0202350881212662
"Cheshire East","E06000049","North West",0,367,0,0,0.00731810356106101
"Shropshire","E06000051","West Midlands",0,334,0,0,0.00803533979969733
"Bournemouth, Christchurch and Poole","E06000058","South West",0,362,0,0,0.00741843249343412
"Dorset","E06000059","South West",0,400,0,0,0.00671841621768938
"Aylesbury Vale","E07000004","South East",0,205,0,0,0.0130258605962212
"Chiltern","E07000005","South East",0,90,0,0,0.0291842683111512
"Wycombe","E07000007","South East",0,174,0,0,0.0153110276067726
"Cambridge","E07000008","East of England",0,122,0,0,0.021695454581707
"East Cambridgeshire","E07000009","East of England",0,91,0,0,0.0288728217602281
"Fenland","E07000010","East of England",0,70,0,0,0.0372123407041669
"Huntingdonshire","E07000011","East of England",0,182,0,0,0.0146478736019518
"Allerdale","E07000026","North West",0,97,0,0,0.0271353363149868
"Barrow-in-Furness","E07000027","North West",0,66,0,0,0.0393788232808766
"Carlisle","E07000028","North West",0,108,0,0,0.0244390964506423
"Copeland","E07000029","North West",0,59,0,0,0.0438460355852492
"Eden","E07000030","North West",0,57,0,0,0.0453147781189793
"South Lakeland","E07000031","North West",0,122,0,0,0.021695454581707
"Bolsover","E07000033","East Midlands",0,65,0,0,0.0399604421745729
"Chesterfield","E07000034","East Midlands",0,81,0,0,0.032322153855666
"Derbyshire Dales","E07000035","East Midlands",0,72,0,0,0.0362161002919133
"Erewash","E07000036","East Midlands",0,117,0,0,0.0226016554958704
"North East Derbyshire","E07000038","East Midlands",0,91,0,0,0.0288728217602281
"South Derbyshire","E07000039","East Midlands",0,97,0,0,0.0271353363149868
"Exeter","E07000041","South West",0,138,0,0,0.0192284069815493
"Mid Devon","E07000042","South West",0,81,0,0,0.032322153855666
"North Devon","E07000043","South West",0,94,0,0,0.0279771288951981
"South Hams","E07000044","South West",0,85,0,0,0.0308480324908023
"Teignbridge","E07000045","South West",0,143,0,0,0.0185685691152018
"Torridge","E07000046","South West",0,58,0,0,0.0445683095834782
"West Devon","E07000047","South West",0,61,0,0,0.0424695137566004
"Eastbourne","E07000061","South East",0,102,0,0,0.0258395435890323
"Hastings","E07000062","South East",0,78,0,0,0.0335236383809781
"Lewes","E07000063","South East",0,88,0,0,0.0298277630127936
"Rother","E07000064","South East",0,101,0,0,0.0260887061962411
"Wealden","E07000065","South East",0,164,0,0,0.0162294750254686
"Basildon","E07000066","East of England",0,146,0,0,0.0181939650079729
"Braintree","E07000067","East of England",0,117,0,0,0.0226016554958704
"Castle Point","E07000069","East of England",0,58,0,0,0.0445683095834782
"Colchester","E07000071","East of England",0,166,0,0,0.0160370750047795
"Maldon","E07000074","East of England",0,43,0,0,0.0591950833450375
"Rochford","E07000075","East of England",0,76,0,0,0.0343755132784694
"Tendring","E07000076","East of England",0,130,0,0,0.0203875692278921
"Uttlesford","E07000077","East of England",0,85,0,0,0.0308480324908023
"Cotswold","E07000079","South West",0,85,0,0,0.0308480324908023
"Forest of Dean","E07000080","South West",0,82,0,0,0.0319405713459784
"Stroud","E07000082","South West",0,104,0,0,0.0253552286649412
"Basingstoke and Deane","E07000084","South East",0,168,0,0,0.015849183332602
"East Hampshire","E07000085","South East",0,122,0,0,0.021695454581707
"Eastleigh","E07000086","South East",0,124,0,0,0.0213529998794063
"Gosport","E07000088","South East",0,85,0,0,0.0308480324908023
"Hart","E07000089","South East",0,99,0,0,0.0266017304682763
"Havant","E07000090","South East",0,126,0,0,0.0210211882214722
"New Forest","E07000091","South East",0,181,0,0,0.0147276092121383
"Rushmoor","E07000092","South East",0,74,0,0,0.0352718112963315
"Test Valley","E07000093","South East",0,133,0,0,0.0199368676122697
"Winchester","E07000094","South East",0,115,0,0,0.0229856927269578
"Three Rivers","E07000102","East of England",0,79,0,0,0.0331133401690849
"Watford","E07000103","East of England",0,74,0,0,0.0352718112963315
"Canterbury","E07000106","South East",0,147,0,0,0.018072433335944
"Dartford","E07000107","South East",0,86,0,0,0.0305002748277565
"Dover","E07000108","South East",0,104,0,0,0.0253552286649412
"Gravesham","E07000109","South East",0,83,0,0,0.0315678933363805
"Maidstone","E07000110","South East",0,170,0,0,0.015665643383442
"Tonbridge and Malling","E07000115","South East",0,121,0,0,0.0218708343906947
"Tunbridge Wells","E07000116","South East",0,108,0,0,0.0244390964506423
"Burnley","E07000117","North West",0,75,0,0,0.03481789501535
"Chorley","E07000118","North West",0,103,0,0,0.0255950952588437
"Pendle","E07000122","North West",0,75,0,0,0.03481789501535
"Rossendale","E07000125","North West",0,51,0,0,0.0503773592088862
"West Lancashire","E07000127","North West",0,86,0,0,0.0305002748277565
"Wyre","E07000128","North West",0,94,0,0,0.0279771288951981
"Harborough","E07000131","East Midlands",0,83,0,0,0.0315678933363805
"Hinckley and Bosworth","E07000132","East Midlands",0,107,0,0,0.0246618663825999
"Oadby and Wigston","E07000135","East Midlands",0,50,0,0,0.0513331857862701
"Boston","E07000136","East Midlands",0,62,0,0,0.0418131632881629
"East Lindsey","E07000137","East Midlands",0,146,0,0,0.0181939650079729
"Lincoln","E07000138","East Midlands",0,76,0,0,0.0343755132784694
"North Kesteven","E07000139","East Midlands",0,99,0,0,0.0266017304682763
"South Holland","E07000140","East Midlands",0,97,0,0,0.0271353363149868
"South Kesteven","E07000141","East Midlands",0,136,0,0,0.019505662042922
"West Lindsey","E07000142","East Midlands",0,95,0,0,0.0276907876303512
"Breckland","E07000143","East of England",0,148,0,0,0.0179525145000357
"Broadland","E07000144","East of England",0,130,0,0,0.0203875692278921
"Great Yarmouth","E07000145","East of England",0,97,0,0,0.0271353363149868
"King's Lynn and West Norfolk","E07000146","East of England",0,124,0,0,0.0213529998794063
"Norwich","E07000148","East of England",0,129,0,0,0.0205423658195405
"South Norfolk","E07000149","East of England",0,150,0,0,0.0177173885957108
"Corby","E07000150","East Midlands",0,50,0,0,0.0513331857862701
"Kettering","E07000153","East Midlands",0,93,0,0,0.0282694539568976
"Craven","E07000163","Yorkshire and The Humber",0,60,0,0,0.0431467985932703
"Richmondshire","E07000166","Yorkshire and The Humber",0,46,0,0,0.0555489840010791
"Ryedale","E07000167","Yorkshire and The Humber",0,46,0,0,0.0555489840010791
"Selby","E07000169","Yorkshire and The Humber",0,75,0,0,0.03481789501535
"Ashfield","E07000170","East Midlands",0,101,0,0,0.0260887061962411
"Broxtowe","E07000172","East Midlands",0,122,0,0,0.021695454581707
"Gedling","E07000173","East Midlands",0,119,0,0,0.0222302401132277
"Newark and Sherwood","E07000175","East Midlands",0,105,0,0,0.0251198161889274
"Rushcliffe","E07000176","East Midlands",0,128,0,0,0.020699531042045
"Cherwell","E07000177","South East",0,142,0,0,0.0186968887957888
"Oxford","E07000178","South East",0,146,0,0,0.0181939650079729
"South Oxfordshire","E07000179","South East",0,152,0,0,0.0174883420056516
"West Oxfordshire","E07000181","South East",0,105,0,0,0.0251198161889274
"Mendip","E07000187","South West",0,106,0,0,0.0248887349083344
"Sedgemoor","E07000188","South West",0,114,0,0,0.0231826473192304
"South Somerset","E07000189","South West",0,166,0,0,0.0160370750047795
"Cannock Chase","E07000192","West Midlands",0,83,0,0,0.0315678933363805
"Lichfield","E07000194","West Midlands",0,99,0,0,0.0266017304682763
"Newcastle-under-Lyme","E07000195","West Midlands",0,127,0,0,0.0208591196802081
"South Staffordshire","E07000196","West Midlands",0,97,0,0,0.0271353363149868
"Stafford","E07000197","West Midlands",0,129,0,0,0.0205423658195405
"Staffordshire Moorlands","E07000198","West Midlands",0,88,0,0,0.0298277630127936
"Tamworth","E07000199","West Midlands",0,55,0,0,0.0468853301112685
"Babergh","E07000200","East of England",0,67,0,0,0.0388138922677957
"Ipswich","E07000202","East of England",0,112,0,0,0.0235868587744249
"Mid Suffolk","E07000203","East of England",0,119,0,0,0.0222302401132277
"Epsom and Ewell","E07000208","South East",0,82,0,0,0.0319405713459784
"Surrey Heath","E07000214","South East",0,80,0,0,0.0327129638607246
"Tandridge","E07000215","South East",0,70,0,0,0.0372123407041669
"Waverley","E07000216","South East",0,115,0,0,0.0229856927269578
"North Warwickshire","E07000218","West Midlands",0,42,0,0,0.0605191939311401
"Warwick","E07000222","West Midlands",0,124,0,0,0.0213529998794063
"Adur","E07000223","South East",0,55,0,0,0.0468853301112685
"Arun","E07000224","South East",0,160,0,0,0.016628465119621
"Horsham","E07000227","South East",0,134,0,0,0.0197910295788693
"Mid Sussex","E07000228","South East",0,147,0,0,0.018072433335944
"Worthing","E07000229","South East",0,106,0,0,0.0248887349083344
"Bromsgrove","E07000234","West Midlands",0,92,0,0,0.0285679523649723
"Malvern Hills","E07000235","West Midlands",0,90,0,0,0.0291842683111512
"Redditch","E07000236","West Midlands",0,80,0,0,0.0327129638607246
"Wychavon","E07000238","West Midlands",0,124,0,0,0.0213529998794063
"Wyre Forest","E07000239","West Midlands",0,83,0,0,0.0315678933363805
"East Hertfordshire","E07000242","East of England",0,133,0,0,0.0199368676122697
"Stevenage","E07000243","East of England",0,76,0,0,0.0343755132784694
"East Suffolk","E07000244","East of England",0,289,0,0,0.00927491271526409
"West Suffolk","E07000245","East of England",0,185,0,0,0.0144137642624128
"Somerset West and Taunton","E07000246","South West",0,143,0,0,0.0185685691152018
"Bury","E08000002","North West",0,157,0,0,0.0169408236907761
"Tameside","E08000008","North West",0,182,0,0,0.0146478736019518
"Wigan","E08000010","North West",0,282,0,0,0.00950295319603301
"Knowsley","E08000011","North West",0,90,0,0,0.0291842683111512
"St. Helens","E08000013","North West",0,142,0,0,0.0186968887957888
"Sefton","E08000014","North West",0,252,0,0,0.0106222401656642
"Newcastle upon Tyne","E08000021","North East",0,275,0,0,0.00974248990655326
"Sandwell","E08000028","West Midlands",0,194,0,0,0.0137542816871696
"Walsall","E08000030","West Midlands",0,185,0,0,0.0144137642624128
"Calderdale","E08000033","Yorkshire and The Humber",0,198,0,0,0.0134801630664188
"Barking and Dagenham","E09000002","London",0,104,0,0,0.0253552286649412
"Greenwich","E09000011","London",0,192,0,0,0.0138955645848536
"Hackney","E09000012","London",0,203,0,0,0.0131525062896478
"Hillingdon","E09000017","London",0,236,0,0,0.0113342296745434
"Kingston upon Thames","E09000021","London",0,159,0,0,0.016731296876433
"Lewisham","E09000023","London",0,223,0,0,0.011987049199993
