areaCode,areaName,areaType,date,age,deaths,rollingSum,rollingRate
E92000001,England,nation,2021-07-11,00_59,5,34,0.1
E92000001,England,nation,2021-07-11,05_09,0,0,0.0
E92000001,England,nation,2021-07-11,10_14,0,0,0.0
E92000001,England,nation,2021-07-11,15_19,0,0,0.0
E92000001,England,nation,2021-07-11,20_24,0,1,0.0
E92000001,England,nation,2021-07-11,25_29,0,2,0.1
E92000001,England,nation,2021-07-11,30_34,0,1,0.0
E92000001,England,nation,2021-07-11,35_39,0,1,0.0
E92000001,England,nation,2021-07-11,40_44,0,5,0.1
E92000001,England,nation,2021-07-11,45_49,0,4,0.1
E92000001,England,nation,2021-07-11,50_54,1,8,0.2
E92000001,England,nation,2021-07-11,55_59,4,12,0.3
E92000001,England,nation,2021-07-11,60+,20,145,1.1
E92000001,England,nation,2021-07-11,60_64,1,8,0.3
E92000001,England,nation,2021-07-11,65_69,0,15,0.5
E92000001,England,nation,2021-07-11,70_74,2,17,0.6
E92000001,England,nation,2021-07-11,75_79,3,24,1.2
E92000001,England,nation,2021-07-11,80_84,8,28,1.9
E92000001,England,nation,2021-07-11,85_89,3,29,3.3
E92000001,England,nation,2021-07-11,90+,3,24,4.6
E92000001,England,nation,2021-07-10,00_04,0,0,0.0
E92000001,England,nation,2021-07-10,00_59,6,35,0.1
E92000001,England,nation,2021-07-10,05_09,0,0,0.0
E92000001,England,nation,2021-07-10,10_14,0,0,0.0
E92000001,England,nation,2021-07-10,15_19,0,0,0.0
E92000001,England,nation,2021-07-10,20_24,0,1,0.0
E92000001,England,nation,2021-07-10,25_29,0,2,0.1
E92000001,England,nation,2021-07-10,30_34,0,2,0.1
E92000001,England,nation,2021-07-10,35_39,0,1,0.0
E92000001,England,nation,2021-07-10,40_44,0,6,0.2
E92000001,England,nation,2021-07-10,45_49,2,5,0.1
E92000001,England,nation,2021-07-10,50_54,2,10,0.3
E92000001,England,nation,2021-07-10,55_59,2,8,0.2
E92000001,England,nation,2021-07-10,60+,23,141,1.0
E92000001,England,nation,2021-07-10,60_64,2,8,0.3
E92000001,England,nation,2021-07-10,65_69,3,15,0.5
E92000001,England,nation,2021-07-10,70_74,4,16,0.6
E92000001,England,nation,2021-07-10,75_79,5,23,1.2
E92000001,England,nation,2021-07-10,80_84,1,24,1.7
E92000001,England,nation,2021-07-10,85_89,2,32,3.6
E92000001,England,nation,2021-07-10,90+,6,23,4.4
E92000001,England,nation,2021-07-09,00_04,0,0,0.0
E92000001,England,nation,2021-07-09,00_59,8,36,0.1
E92000001,England,nation,2021-07-09,05_09,0,0,0.0
E92000001,England,nation,2021-07-09,10_14,0,0,0.0
E92000001,England,nation,2021-07-09,15_19,0,0,0.0
E92000001,England,nation,2021-07-09,20_24,0,1,0.0
E92000001,England,nation,2021-07-09,25_29,1,2,0.1
E92000001,England,nation,2021-07-09,30_34,1,2,0.1
E92000001,England,nation,2021-07-09,35_39,0,1,0.0
E92000001,England,nation,2021-07-09,40_44,2,6,0.2
E92000001,England,nation,2021-07-09,45_49,0,5,0.1
E92000001,England,nation,2021-07-09,50_54,2,11,0.3
E92000001,England,nation,2021-07-09,55_59,2,8,0.2
E92000001,England,nation,2021-07-09,60+,30,134,1.0
E92000001,England,nation,2021-07-09,60_64,1,6,0.2
E92000001,England,nation,2021-07-09,65_69,3,13,0.5
E92000001,England,nation,2021-07-09,70_74,6,13,0.5
E92000001,England,nation,2021-07-09,75_79,7,22,1.1
E92000001,England,nation,2021-07-09,80_84,5,25,1.7
E92000001,England,nation,2021-07-09,85_89,6,35,4.0
E92000001,England,nation,2021-07-09,90+,2,20,3.9
E92000001,England,nation,2021-07-08,00_04,0,0,0.0
E92000001,England,nation,2021-07-08,00_59,3,34,0.1
E92000001,England,nation,2021-07-08,05_09,0,0,0.0
E92000001,England,nation,2021-07-08,10_14,0,0,0.0
E92000001,England,nation,2021-07-08,15_19,0,1,0.0
E92000001,England,nation,2021-07-08,20_24,0,1,0.0
E92000001,England,nation,2021-07-08,25_29,0,1,0.0
E92000001,England,nation,2021-07-08,30_34,0,1,0.0
E92000001,England,nation,2021-07-08,35_39,1,1,0.0
E92000001,England,nation,2021-07-08,40_44,1,5,0.1
E92000001,England,nation,2021-07-08,45_49,0,6,0.2
E92000001,England,nation,2021-07-08,50_54,1,10,0.3
E92000001,England,nation,2021-07-08,55_59,0,8,0.2
E92000001,England,nation,2021-07-08,60+,22,122,0.9
E92000001,England,nation,2021-07-08,60_64,2,5,0.2
E92000001,England,nation,2021-07-08,65_69,2,12,0.4
E92000001,England,nation,2021-07-08,70_74,3,11,0.4
E92000001,England,nation,2021-07-08,75_79,5,19,1.0
E92000001,England,nation,2021-07-08,80_84,3,22,1.5
E92000001,England,nation,2021-07-08,85_89,3,31,3.5
E92000001,England,nation,2021-07-08,90+,4,22,4.3
E92000001,England,nation,2021-07-07,00_04,0,0,0.0
E92000001,England,nation,2021-07-07,00_59,3,35,0.1
E92000001,England,nation,2021-07-07,05_09,0,0,0.0
E92000001,England,nation,2021-07-07,10_14,0,0,0.0
E92000001,England,nation,2021-07-07,15_19,0,3,0.1
E92000001,England,nation,2021-07-07,20_24,0,1,0.0
E92000001,England,nation,2021-07-07,25_29,0,1,0.0
E92000001,England,nation,2021-07-07,30_34,0,1,0.0
E92000001,England,nation,2021-07-07,35_39,0,0,0.0
E92000001,England,nation,2021-07-07,40_44,0,5,0.1
E92000001,England,nation,2021-07-07,45_49,0,7,0.2
E92000001,England,nation,2021-07-07,50_54,1,9,0.2
E92000001,England,nation,2021-07-07,55_59,2,8,0.2
E92000001,England,nation,2021-07-07,60+,19,114,0.8
E92000001,England,nation,2021-07-07,60_64,1,4,0.1
E92000001,England,nation,2021-07-07,65_69,3,11,0.4
E92000001,England,nation,2021-07-07,70_74,2,8,0.3
E92000001,England,nation,2021-07-07,75_79,2,18,0.9
E92000001,England,nation,2021-07-07,80_84,3,23,1.6
E92000001,England,nation,2021-07-07,85_89,4,30,3.4
E92000001,England,nation,2021-07-07,90+,4,20,3.9
E92000001,England,nation,2021-07-06,00_04,0,0,0.0
E92000001,England,nation,2021-07-06,00_59,2,33,0.1
E92000001,England,nation,2021-07-06,05_09,0,0,0.0
E92000001,England,nation,2021-07-06,10_14,0,0,0.0
E92000001,England,nation,2021-07-06,15_19,0,3,0.1
E92000001,England,nation,2021-07-06,20_24,0,1,0.0
E92000001,England,nation,2021-07-06,25_29,0,1,0.0
E92000001,England,nation,2021-07-06,30_34,0,1,0.0
E92000001,England,nation,2021-07-06,35_39,0,1,0.0
E92000001,England,nation,2021-07-06,40_44,1,5,0.1
E92000001,England,nation,2021-07-06,45_49,0,7,0.2
E92000001,England,nation,2021-07-06,50_54,0,8,0.2
E92000001,England,nation,2021-07-06,55_59,1,6,0.2
E92000001,England,nation,2021-07-06,60+,15,114,0.8
E92000001,England,nation,2021-07-06,60_64,1,5,0.2
E92000001,England,nation,2021-07-06,65_69,2,10,0.4
E92000001,England,nation,2021-07-06,70_74,0,10,0.4
E92000001,England,nation,2021-07-06,75_79,1,19,1.0
E92000001,England,nation,2021-07-06,80_84,4,24,1.7
E92000001,England,nation,2021-07-06,85_89,5,28,3.2
E92000001,England,nation,2021-07-06,90+,2,18,3.5
E92000001,England,nation,2021-07-05,00_04,0,0,0.0
E92000001,England,nation,2021-07-05,00_59,7,34,0.1
E92000001,England,nation,2021-07-05,05_09,0,0,0.0
E92000001,England,nation,2021-07-05,10_14,0,0,0.0
E92000001,England,nation,2021-07-05,15_19,0,3,0.1
E92000001,England,nation,2021-07-05,20_24,1,2,0.1
E92000001,England,nation,2021-07-05,25_29,1,1,0.0
E92000001,England,nation,2021-07-05,30_34,0,1,0.0
E92000001,England,nation,2021-07-05,35_39,0,2,0.1
E92000001,England,nation,2021-07-05,40_44,1,4,0.1
E92000001,England,nation,2021-07-05,45_49,2,7,0.2
E92000001,England,nation,2021-07-05,50_54,1,9,0.2
E92000001,England,nation,2021-07-05,55_59,1,5,0.1
E92000001,England,nation,2021-07-05,60+,16,115,0.9
E92000001,England,nation,2021-07-05,60_64,0,5,0.2
E92000001,England,nation,2021-07-05,65_69,2,10,0.4
E92000001,England,nation,2021-07-05,70_74,0,12,0.4
E92000001,England,nation,2021-07-05,75_79,1,21,1.1
E92000001,England,nation,2021-07-05,80_84,4,22,1.5
E92000001,England,nation,2021-07-05,85_89,6,27,3.1
E92000001,England,nation,2021-07-05,90+,3,18,3.5
E92000001,England,nation,2021-07-04,00_04,0,0,0.0
E92000001,England,nation,2021-07-04,00_59,6,28,0.1
E92000001,England,nation,2021-07-04,05_09,0,0,0.0
E92000001,England,nation,2021-07-04,10_14,0,0,0.0
E92000001,England,nation,2021-07-04,15_19,0,3,0.1
E92000001,England,nation,2021-07-04,20_24,0,1,0.0
E92000001,England,nation,2021-07-04,25_29,0,0,0.0
E92000001,England,nation,2021-07-04,30_34,1,1,0.0
E92000001,England,nation,2021-07-04,35_39,0,2,0.1
E92000001,England,nation,2021-07-04,40_44,1,3,0.1
E92000001,England,nation,2021-07-04,45_49,1,5,0.1
E92000001,England,nation,2021-07-04,50_54,3,8,0.2
E92000001,England,nation,2021-07-04,55_59,0,5,0.1
E92000001,England,nation,2021-07-04,60+,16,107,0.8
E92000001,England,nation,2021-07-04,60_64,1,7,0.2
E92000001,England,nation,2021-07-04,65_69,0,8,0.3
E92000001,England,nation,2021-07-04,70_74,1,14,0.5
E92000001,England,nation,2021-07-04,75_79,2,20,1.0
E92000001,England,nation,2021-07-04,80_84,4,19,1.3
E92000001,England,nation,2021-07-04,85_89,6,23,2.6
E92000001,England,nation,2021-07-04,90+,2,16,3.1
E92000001,England,nation,2021-07-03,00_04,0,0,0.0
E92000001,England,nation,2021-07-03,00_59,7,26,0.1
E92000001,England,nation,2021-07-03,05_09,0,0,0.0
E92000001,England,nation,2021-07-03,10_14,0,0,0.0
E92000001,England,nation,2021-07-03,15_19,0,3,0.1
E92000001,England,nation,2021-07-03,20_24,0,1,0.0
E92000001,England,nation,2021-07-03,25_29,0,0,0.0
E92000001,England,nation,2021-07-03,30_34,0,0,0.0
E92000001,England,nation,2021-07-03,35_39,0,3,0.1
E92000001,England,nation,2021-07-03,40_44,0,3,0.1
E92000001,England,nation,2021-07-03,45_49,2,4,0.1
E92000001,England,nation,2021-07-03,50_54,3,5,0.1
E92000001,England,nation,2021-07-03,55_59,2,7,0.2
E92000001,England,nation,2021-07-03,60+,16,104,0.8
E92000001,England,nation,2021-07-03,60_64,0,7,0.2
E92000001,England,nation,2021-07-03,65_69,1,10,0.4
E92000001,England,nation,2021-07-03,70_74,1,13,0.5
E92000001,England,nation,2021-07-03,75_79,4,21,1.1
E92000001,England,nation,2021-07-03,80_84,2,16,1.1
E92000001,England,nation,2021-07-03,85_89,5,20,2.3
E92000001,England,nation,2021-07-03,90+,3,17,3.3
E92000001,England,nation,2021-07-02,00_04,0,0,0.0
E92000001,England,nation,2021-07-02,00_59,6,22,0.1
E92000001,England,nation,2021-07-02,05_09,0,0,0.0
E92000001,England,nation,2021-07-02,10_14,0,0,0.0
E92000001,England,nation,2021-07-02,15_19,1,3,0.1
E92000001,England,nation,2021-07-02,20_24,0,1,0.0
E92000001,England,nation,2021-07-02,25_29,0,0,0.0
E92000001,England,nation,2021-07-02,30_34,0,0,0.0
E92000001,England,nation,2021-07-02,35_39,0,4,0.1
E92000001,England,nation,2021-07-02,40_44,1,3,0.1
E92000001,England,nation,2021-07-02,45_49,1,3,0.1
E92000001,England,nation,2021-07-02,50_54,1,3,0.1
E92000001,England,nation,2021-07-02,55_59,2,5,0.1
E92000001,England,nation,2021-07-02,60+,18,93,0.7
E92000001,England,nation,2021-07-02,60_64,0,7,0.2
E92000001,England,nation,2021-07-02,65_69,2,9,0.3
E92000001,England,nation,2021-07-02,70_74,4,13,0.5
E92000001,England,nation,2021-07-02,75_79,4,17,0.9
E92000001,England,nation,2021-07-02,80_84,2,14,1.0
E92000001,England,nation,2021-07-02,85_89,2,16,1.8
E92000001,England,nation,2021-07-02,90+,4,17,3.3
E92000001,England,nation,2021-07-01,00_04,0,0,0.0
E92000001,England,nation,2021-07-01,00_59,4,21,0.0
E92000001,England,nation,2021-07-01,05_09,0,0,0.0
E92000001,England,nation,2021-07-01,10_14,0,0,0.0
E92000001,England,nation,2021-07-01,15_19,2,3,0.1
E92000001,England,nation,2021-07-01,20_24,0,1,0.0
E92000001,England,nation,2021-07-01,25_29,0,0,0.0
E92000001,England,nation,2021-07-01,30_34,0,1,0.0
E92000001,England,nation,2021-07-01,35_39,0,4,0.1
E92000001,England,nation,2021-07-01,40_44,1,3,0.1
E92000001,England,nation,2021-07-01,45_49,1,3,0.1
E92000001,England,nation,2021-07-01,50_54,0,2,0.1
E92000001,England,nation,2021-07-01,55_59,0,4,0.1
E92000001,England,nation,2021-07-01,60+,14,89,0.7
E92000001,England,nation,2021-07-01,60_64,1,9,0.3
E92000001,England,nation,2021-07-01,65_69,1,7,0.3
E92000001,England,nation,2021-07-01,70_74,0,10,0.4
E92000001,England,nation,2021-07-01,75_79,4,14,0.7
E92000001,England,nation,2021-07-01,80_84,4,15,1.0
E92000001,England,nation,2021-07-01,85_89,2,18,2.0
E92000001,England,nation,2021-07-01,90+,2,16,3.1
E92000001,England,nation,2021-06-30,00_04,0,0,0.0
E92000001,England,nation,2021-06-30,00_59,1,19,0.0
E92000001,England,nation,2021-06-30,05_09,0,0,0.0
E92000001,England,nation,2021-06-30,10_14,0,0,0.0
E92000001,England,nation,2021-06-30,15_19,0,1,0.0
E92000001,England,nation,2021-06-30,20_24,0,1,0.0
E92000001,England,nation,2021-06-30,25_29,0,0,0.0
E92000001,England,nation,2021-06-30,30_34,0,1,0.0
E92000001,England,nation,2021-06-30,35_39,1,4,0.1
E92000001,England,nation,2021-06-30,40_44,0,2,0.1
E92000001,England,nation,2021-06-30,45_49,0,2,0.1
E92000001,England,nation,2021-06-30,50_54,0,3,0.1
E92000001,England,nation,2021-06-30,55_59,0,5,0.1
E92000001,England,nation,2021-06-30,60+,19,92,0.7
E92000001,England,nation,2021-06-30,60_64,2,9,0.3
E92000001,England,nation,2021-06-30,65_69,2,7,0.3
E92000001,England,nation,2021-06-30,70_74,4,13,0.5
E92000001,England,nation,2021-06-30,75_79,3,13,0.7
E92000001,England,nation,2021-06-30,80_84,4,11,0.8
E92000001,England,nation,2021-06-30,85_89,2,22,2.5
E92000001,England,nation,2021-06-30,90+,2,17,3.3
E92000001,England,nation,2021-06-29,00_04,0,0,0.0
E92000001,England,nation,2021-06-29,00_59,3,19,0.0
E92000001,England,nation,2021-06-29,05_09,0,0,0.0
E92000001,England,nation,2021-06-29,10_14,0,0,0.0
E92000001,England,nation,2021-06-29,15_19,0,1,0.0
E92000001,England,nation,2021-06-29,20_24,1,1,0.0
E92000001,England,nation,2021-06-29,25_29,0,0,0.0
E92000001,England,nation,2021-06-29,30_34,0,1,0.0
E92000001,England,nation,2021-06-29,35_39,1,4,0.1
E92000001,England,nation,2021-06-29,40_44,0,2,0.1
E92000001,England,nation,2021-06-29,45_49,0,2,0.1
E92000001,England,nation,2021-06-29,50_54,1,3,0.1
E92000001,England,nation,2021-06-29,55_59,0,5,0.1
E92000001,England,nation,2021-06-29,60+,16,77,0.6
E92000001,England,nation,2021-06-29,60_64,1,8,0.3
E92000001,England,nation,2021-06-29,65_69,2,6,0.2
E92000001,England,nation,2021-06-29,70_74,2,9,0.3
E92000001,England,nation,2021-06-29,75_79,3,10,0.5
E92000001,England,nation,2021-06-29,80_84,2,7,0.5
E92000001,England,nation,2021-06-29,85_89,4,21,2.4
E92000001,England,nation,2021-06-29,90+,2,16,3.1
E92000001,England,nation,2021-06-28,00_04,0,0,0.0
E92000001,England,nation,2021-06-28,00_59,1,18,0.0
E92000001,England,nation,2021-06-28,05_09,0,0,0.0
E92000001,England,nation,2021-06-28,10_14,0,0,0.0
E92000001,England,nation,2021-06-28,15_19,0,1,0.0
E92000001,England,nation,2021-06-28,20_24,0,0,0.0
E92000001,England,nation,2021-06-28,25_29,0,0,0.0
E92000001,England,nation,2021-06-28,30_34,0,2,0.1
E92000001,England,nation,2021-06-28,35_39,0,3,0.1
E92000001,England,nation,2021-06-28,40_44,0,2,0.1
E92000001,England,nation,2021-06-28,45_49,0,3,0.1
E92000001,England,nation,2021-06-28,50_54,0,2,0.1
E92000001,England,nation,2021-06-28,55_59,1,5,0.1
E92000001,England,nation,2021-06-28,60+,8,68,0.5
E92000001,England,nation,2021-06-28,60_64,2,9,0.3
E92000001,England,nation,2021-06-28,65_69,0,5,0.2
E92000001,England,nation,2021-06-28,70_74,2,7,0.3
E92000001,England,nation,2021-06-28,75_79,0,9,0.5
E92000001,England,nation,2021-06-28,80_84,1,6,0.4
E92000001,England,nation,2021-06-28,85_89,2,18,2.0
E92000001,England,nation,2021-06-28,90+,1,14,2.7
E92000001,England,nation,2021-06-27,00_04,0,0,0.0
E92000001,England,nation,2021-06-27,00_59,4,19,0.0
E92000001,England,nation,2021-06-27,05_09,0,0,0.0
E92000001,England,nation,2021-06-27,10_14,0,0,0.0
E92000001,England,nation,2021-06-27,15_19,0,1,0.0
E92000001,England,nation,2021-06-27,20_24,0,0,0.0
E92000001,England,nation,2021-06-27,25_29,0,0,0.0
E92000001,England,nation,2021-06-27,30_34,0,2,0.1
E92000001,England,nation,2021-06-27,35_39,1,4,0.1
E92000001,England,nation,2021-06-27,40_44,1,3,0.1
E92000001,England,nation,2021-06-27,45_49,0,3,0.1
E92000001,England,nation,2021-06-27,50_54,0,2,0.1
E92000001,England,nation,2021-06-27,55_59,2,4,0.1
E92000001,England,nation,2021-06-27,60+,13,71,0.5
E92000001,England,nation,2021-06-27,60_64,1,10,0.3
E92000001,England,nation,2021-06-27,65_69,2,5,0.2
E92000001,England,nation,2021-06-27,70_74,0,5,0.2
E92000001,England,nation,2021-06-27,75_79,3,11,0.6
E92000001,England,nation,2021-06-27,80_84,1,9,0.6
E92000001,England,nation,2021-06-27,85_89,3,17,1.9
E92000001,England,nation,2021-06-27,90+,3,14,2.7
E92000001,England,nation,2021-06-26,00_04,0,0,0.0
E92000001,England,nation,2021-06-26,00_59,3,20,0.0
E92000001,England,nation,2021-06-26,05_09,0,0,0.0
E92000001,England,nation,2021-06-26,10_14,0,0,0.0
E92000001,England,nation,2021-06-26,15_19,0,1,0.0
E92000001,England,nation,2021-06-26,20_24,0,0,0.0
E92000001,England,nation,2021-06-26,25_29,0,1,0.0
E92000001,England,nation,2021-06-26,30_34,0,2,0.1
E92000001,England,nation,2021-06-26,35_39,1,3,0.1
E92000001,England,nation,2021-06-26,40_44,0,3,0.1
E92000001,England,nation,2021-06-26,45_49,1,3,0.1
E92000001,England,nation,2021-06-26,50_54,1,3,0.1
E92000001,England,nation,2021-06-26,55_59,0,4,0.1
E92000001,England,nation,2021-06-26,60+,5,73,0.5
E92000001,England,nation,2021-06-26,60_64,0,10,0.3
E92000001,England,nation,2021-06-26,65_69,0,5,0.2
E92000001,England,nation,2021-06-26,70_74,1,6,0.2
E92000001,England,nation,2021-06-26,75_79,0,10,0.5
E92000001,England,nation,2021-06-26,80_84,0,8,0.6
E92000001,England,nation,2021-06-26,85_89,1,18,2.0
E92000001,England,nation,2021-06-26,90+,3,16,3.1
E92000001,England,nation,2021-06-25,00_04,0,0,0.0
E92000001,England,nation,2021-06-25,00_59,5,20,0.0
E92000001,England,nation,2021-06-25,05_09,0,0,0.0
E92000001,England,nation,2021-06-25,10_14,0,0,0.0
E92000001,England,nation,2021-06-25,15_19,1,1,0.0
E92000001,England,nation,2021-06-25,20_24,0,0,0.0
E92000001,England,nation,2021-06-25,25_29,0,1,0.0
E92000001,England,nation,2021-06-25,30_34,1,2,0.1
E92000001,England,nation,2021-06-25,35_39,0,2,0.1
E92000001,England,nation,2021-06-25,40_44,1,3,0.1
E92000001,England,nation,2021-06-25,45_49,1,3,0.1
E92000001,England,nation,2021-06-25,50_54,0,2,0.1
E92000001,England,nation,2021-06-25,55_59,1,6,0.2
E92000001,England,nation,2021-06-25,60+,14,83,0.6
E92000001,England,nation,2021-06-25,60_64,2,11,0.4
E92000001,England,nation,2021-06-25,65_69,0,6,0.2
E92000001,England,nation,2021-06-25,70_74,1,7,0.3
E92000001,England,nation,2021-06-25,75_79,1,12,0.6
E92000001,England,nation,2021-06-25,80_84,3,13,0.9
E92000001,England,nation,2021-06-25,85_89,4,19,2.2
E92000001,England,nation,2021-06-25,90+,3,15,2.9
E92000001,England,nation,2021-06-24,00_04,0,0,0.0
E92000001,England,nation,2021-06-24,00_59,2,17,0.0
E92000001,England,nation,2021-06-24,05_09,0,0,0.0
E92000001,England,nation,2021-06-24,10_14,0,0,0.0
E92000001,England,nation,2021-06-24,15_19,0,0,0.0
E92000001,England,nation,2021-06-24,20_24,0,0,0.0
E92000001,England,nation,2021-06-24,25_29,0,1,0.0
E92000001,England,nation,2021-06-24,30_34,0,1,0.0
E92000001,England,nation,2021-06-24,35_39,0,2,0.1
E92000001,England,nation,2021-06-24,40_44,0,3,0.1
E92000001,England,nation,2021-06-24,45_49,0,2,0.1
E92000001,England,nation,2021-06-24,50_54,1,2,0.1
E92000001,England,nation,2021-06-24,55_59,1,6,0.2
E92000001,England,nation,2021-06-24,60+,17,77,0.6
E92000001,England,nation,2021-06-24,60_64,1,9,0.3
E92000001,England,nation,2021-06-24,65_69,1,10,0.4
E92000001,England,nation,2021-06-24,70_74,3,8,0.3
E92000001,England,nation,2021-06-24,75_79,3,11,0.6
E92000001,England,nation,2021-06-24,80_84,0,11,0.8
E92000001,England,nation,2021-06-24,85_89,6,15,1.7
E92000001,England,nation,2021-06-24,90+,3,13,2.5
E92000001,England,nation,2021-06-23,00_04,0,1,0.0
E92000001,England,nation,2021-06-23,00_59,1,16,0.0
E92000001,England,nation,2021-06-23,05_09,0,0,0.0
E92000001,England,nation,2021-06-23,10_14,0,0,0.0
E92000001,England,nation,2021-06-23,15_19,0,0,0.0
E92000001,England,nation,2021-06-23,20_24,0,0,0.0
E92000001,England,nation,2021-06-23,25_29,0,1,0.0
E92000001,England,nation,2021-06-23,30_34,0,1,0.0
E92000001,England,nation,2021-06-23,35_39,1,2,0.1
E92000001,England,nation,2021-06-23,40_44,0,3,0.1
E92000001,England,nation,2021-06-23,45_49,0,2,0.1
E92000001,England,nation,2021-06-23,50_54,0,1,0.0
E92000001,England,nation,2021-06-23,55_59,0,5,0.1
E92000001,England,nation,2021-06-23,60+,4,64,0.5
E92000001,England,nation,2021-06-23,60_64,1,8,0.3
E92000001,England,nation,2021-06-23,65_69,1,9,0.3
E92000001,England,nation,2021-06-23,70_74,0,7,0.3
E92000001,England,nation,2021-06-23,75_79,0,8,0.4
E92000001,England,nation,2021-06-23,80_84,0,12,0.8
E92000001,England,nation,2021-06-23,85_89,1,10,1.1
E92000001,England,nation,2021-06-23,90+,1,10,1.9
E92000001,England,nation,2021-06-22,00_04,0,1,0.0
E92000001,England,nation,2021-06-22,00_59,2,16,0.0
E92000001,England,nation,2021-06-22,05_09,0,0,0.0
E92000001,England,nation,2021-06-22,10_14,0,0,0.0
E92000001,England,nation,2021-06-22,15_19,0,0,0.0
E92000001,England,nation,2021-06-22,20_24,0,0,0.0
E92000001,England,nation,2021-06-22,25_29,0,1,0.0
E92000001,England,nation,2021-06-22,30_34,1,1,0.0
E92000001,England,nation,2021-06-22,35_39,0,1,0.0
E92000001,England,nation,2021-06-22,40_44,0,3,0.1
E92000001,England,nation,2021-06-22,45_49,1,2,0.1
E92000001,England,nation,2021-06-22,50_54,0,1,0.0
E92000001,England,nation,2021-06-22,55_59,0,6,0.2
E92000001,England,nation,2021-06-22,60+,7,69,0.5
E92000001,England,nation,2021-06-22,60_64,2,10,0.3
E92000001,England,nation,2021-06-22,65_69,1,9,0.3
E92000001,England,nation,2021-06-22,70_74,0,7,0.3
E92000001,England,nation,2021-06-22,75_79,2,10,0.5
E92000001,England,nation,2021-06-22,80_84,1,13,0.9
E92000001,England,nation,2021-06-22,85_89,1,10,1.1
