"ltla","ltla_code","region","positive","number_samples","prevalence","lower","upper"
"North Warwickshire","E07000218","West Midlands",3,343,0.0087463556851312,0.00297892093782455,0.0253955959211356
"Crawley","E07000226","South East",3,363,0.00826446280991736,0.00281456484561735,0.0240129885403386
"Tameside","E08000008","North West",2,345,0.00579710144927536,0.00159121654902405,0.0208873582373653
"Brent","E09000005","London",2,350,0.00571428571428571,0.00156846453717499,0.0205924739996167
"South Holland","E07000140","East Midlands",2,365,0.00547945205479452,0.00150395177133886,0.0197557483875473
"South Staffordshire","E07000196","West Midlands",2,371,0.00539083557951483,0.00147960856581901,0.0194397925200814
"Nuneaton and Bedworth","E07000219","West Midlands",2,395,0.00506329113924051,0.00138963701716044,0.0182709540454637
"Welwyn Hatfield","E07000241","East of England",2,395,0.00506329113924051,0.00138963701716044,0.0182709540454637
"Test Valley","E07000093","South East",2,417,0.00479616306954436,0.00131626777831848,0.0173165419326542
"Reading","E06000038","South East",2,427,0.00468384074941452,0.00128541923010357,0.0169149156266159
"Melton","E07000133","East Midlands",2,429,0.00466200466200466,0.00127942222581417,0.016836815627322
"South Norfolk","E07000149","East of England",2,431,0.00464037122969838,0.00127348091864241,0.0167594335186342
"Wiltshire","E06000054","South West",2,467,0.00428265524625268,0.0011752452709967,0.0154788931312044
"Vale of White Horse","E07000180","South East",2,479,0.00417536534446764,0.00114578355903433,0.0150944515687576
"Walsall","E08000030","West Midlands",1,322,0.0031055900621118,0.000548423420445648,0.0173788803727423
"Blackpool","E06000009","North West",1,324,0.00308641975308642,0.000545036798222186,0.0172729013042586
"Newham","E09000025","London",1,330,0.00303030303030303,0.000535123323708782,0.0169625800512084
"Hastings","E07000062","South East",1,337,0.0029673590504451,0.000524003922646931,0.0166143419842902
"Halton","E06000006","North West",1,339,0.00294985250737463,0.000520911326084111,0.0165174563228798
"Tamworth","E07000199","West Midlands",1,340,0.00294117647058824,0.000519378676576535,0.0164694359961192
"Bexley","E09000004","London",1,343,0.00291545189504373,0.000514834367788263,0.0163270358070053
"Ashfield","E07000170","East Midlands",1,346,0.00289017341040462,0.000510368890223897,0.0161870769767855
"St. Helens","E08000013","North West",1,348,0.0028735632183908,0.000507434693162812,0.0160950965726908
"Southend-on-Sea","E06000033","East of England",1,351,0.00284900284900285,0.000503096116191066,0.0159590693819107
"Barrow-in-Furness","E07000027","North West",1,351,0.00284900284900285,0.000503096116191066,0.0159590693819107
"Middlesbrough","E06000002","North East",1,357,0.00280112044817927,0.000494637789843686,0.0156937980949497
"Stoke-on-Trent","E06000021","West Midlands",1,357,0.00280112044817927,0.000494637789843686,0.0156937980949497
"Luton","E06000032","East of England",1,358,0.00279329608938547,0.000493255642690617,0.0156504412120935
"Wolverhampton","E08000031","West Midlands",1,362,0.00276243093922652,0.000487803441899075,0.0154793831080461
"Castle Point","E07000069","East of England",1,363,0.00275482093663912,0.000486459172896594,0.0154372012537983
"Corby","E07000150","East Midlands",1,364,0.00274725274725275,0.000485122292498115,0.0153952486679204
"Redcar and Cleveland","E06000003","North East",1,365,0.00273972602739726,0.000483792739954787,0.0153535234862937
"Dartford","E07000107","South East",1,365,0.00273972602739726,0.000483792739954787,0.0153535234862937
"Bolton","E08000001","North West",1,367,0.00272479564032698,0.000481155378749897,0.0152707479798186
"Warrington","E06000007","North West",1,368,0.00271739130434783,0.000479847451875318,0.0152296940264216
"Ribble Valley","E07000124","North West",1,373,0.00268096514745308,0.000473413047586227,0.0150276914194612
"North East Lincolnshire","E06000012","Yorkshire and The Humber",1,374,0.00267379679144385,0.000472146818705411,0.0149879322285391
"Gateshead","E08000037","North East",1,377,0.0026525198938992,0.000468388449657228,0.0148699070152921
"Croydon","E09000008","London",1,377,0.0026525198938992,0.000468388449657228,0.0148699070152921
"Hyndburn","E07000120","North West",1,381,0.0026246719160105,0.000463469389356089,0.01471540151139
"Gedling","E07000173","East Midlands",1,384,0.00260416666666667,0.000459847368575371,0.0146016131530929
"Thanet","E07000114","South East",1,385,0.0025974025974026,0.000458652576140889,0.0145640737514748
"Dover","E07000108","South East",1,387,0.00258397932816537,0.000456281521107342,0.0144895710461199
"West Suffolk","E07000245","East of England",1,388,0.00257731958762887,0.000455105162963198,0.0144526048028859
"Barnsley","E08000016","Yorkshire and The Humber",1,388,0.00257731958762887,0.000455105162963198,0.0144526048028859
"Bradford","E08000032","Yorkshire and The Humber",1,388,0.00257731958762887,0.000455105162963198,0.0144526048028859
"Calderdale","E08000033","Yorkshire and The Humber",1,388,0.00257731958762887,0.000455105162963198,0.0144526048028859
"Sutton","E09000029","London",1,388,0.00257731958762887,0.000455105162963198,0.0144526048028859
"Wirral","E08000015","North West",1,390,0.00256410256410256,0.000452770550233439,0.0143792352984794
"Hillingdon","E09000017","London",1,390,0.00256410256410256,0.000452770550233439,0.0143792352984794
"Newark and Sherwood","E07000175","East Midlands",1,392,0.00255102040816327,0.000450459767600876,0.014306606958298
"Torbay","E06000027","South West",1,394,0.00253807106598985,0.000448172452056643,0.0142347086081771
"Enfield","E09000010","London",1,399,0.0025062656641604,0.000442554515158149,0.014058085110651
"Blaby","E07000129","East Midlands",1,400,0.0025,0.000441447786801635,0.0140232850758234
"Richmondshire","E07000166","Yorkshire and The Humber",1,401,0.00249376558603491,0.00044034657999019,0.0139886569062395
"High Peak","E07000037","East Midlands",1,402,0.00248756218905473,0.000439250853505567,0.0139541993318658
"Canterbury","E07000106","South East",1,404,0.00247524752475248,0.000437075678684941,0.0138857909508754
"North East Derbyshire","E07000038","East Midlands",1,406,0.00246305418719212,0.000434921940687927,0.0138180500195006
"Worcester","E07000237","West Midlands",1,406,0.00246305418719212,0.000434921940687927,0.0138180500195006
"Stockton-on-Tees","E06000004","North East",1,409,0.00244498777506112,0.000431730839610913,0.0137176688776088
"Fylde","E07000119","North West",1,409,0.00244498777506112,0.000431730839610913,0.0137176688776088
"Lancaster","E07000121","North West",1,410,0.0024390243902439,0.000430677519947541,0.0136845318100705
"Fenland","E07000010","East of England",1,412,0.00242718446601942,0.00042858622483337,0.0136187356493737
"Swale","E07000113","South East",1,412,0.00242718446601942,0.00042858622483337,0.0136187356493737
"Islington","E09000019","London",1,413,0.00242130750605327,0.00042754817505419,0.0135860742636074
"Tewkesbury","E07000083","South West",1,417,0.00239808153477218,0.000423445777266973,0.0134569804456232
"King's Lynn and West Norfolk","E07000146","East of England",1,419,0.00238663484486874,0.000421423959821763,0.0133933491633861
"North West Leicestershire","E07000134","East Midlands",1,420,0.00238095238095238,0.000420420274002489,0.0133617586495684
"East Lindsey","E07000137","East Midlands",1,420,0.00238095238095238,0.000420420274002489,0.0133617586495684
"North Tyneside","E08000022","North East",1,420,0.00238095238095238,0.000420420274002489,0.0133617586495684
