"ltla","ltla_code","region","positive","number_samples","prevalence","lower","upper"
"Liverpool","E08000012","North West",10,458,0.0218340611353712,0.0119022275083355,0.0397203766675065
"Hounslow","E09000018","London",8,486,0.0164609053497942,0.00836407497640061,0.0321418039430011
"Barking and Dagenham","E09000002","London",4,288,0.0138888888888889,0.00541402051157205,0.0351609508051985
"Newham","E09000025","London",4,292,0.0136986301369863,0.00533968061943045,0.0346866864350637
"Charnwood","E07000130","East Midlands",7,517,0.0135396518375242,0.00657375129284985,0.0276813152317915
"Westminster","E09000033","London",6,454,0.013215859030837,0.00607064396865541,0.0285296713053228
"Hyndburn","E07000120","North West",6,455,0.0131868131868132,0.00605727170228336,0.028467635574861
"Tamworth","E07000199","West Midlands",6,479,0.0125260960334029,0.00575312363744173,0.0270556970039874
"Chorley","E07000118","North West",6,482,0.012448132780083,0.0057172393571081,0.0268889916120374
"Waltham Forest","E09000031","London",6,483,0.0124223602484472,0.00570537720140806,0.0268338787178965
"Barrow-in-Furness","E07000027","North West",6,495,0.0121212121212121,0.00556677750176026,0.0261897225657056
"Redcar and Cleveland","E06000003","North East",6,498,0.0120481927710843,0.00553317341143426,0.0260334868201075
"Bury","E08000002","North West",6,499,0.0120240480961924,0.00552206202410771,0.0259818216410277
"Sunderland","E08000024","North East",6,503,0.0119284294234592,0.0054780591855082,0.0257771953817753
"South Derbyshire","E07000039","East Midlands",6,505,0.0118811881188119,0.00545631970314173,0.0256760861692272
"Chesterfield","E07000034","East Midlands",6,517,0.011605415860735,0.00532942199539092,0.025085704435909
"Sandwell","E08000028","West Midlands",5,447,0.0111856823266219,0.00478705739038453,0.0259143312017393
"Middlesbrough","E06000002","North East",5,450,0.0111111111111111,0.00475508247359952,0.0257433626368607
"Basildon","E07000066","East of England",5,483,0.010351966873706,0.00442962078343512,0.0240015215728941
"Southampton","E06000045","South East",5,485,0.0103092783505155,0.00441132182005197,0.0239035000325911
"North Tyneside","E08000022","North East",5,490,0.0102040816326531,0.00436622909887354,0.0236619134830552
"Lichfield","E07000194","West Midlands",5,494,0.0101214574898785,0.00433081329369553,0.0234721319521309
"Slough","E06000039","South East",4,407,0.00982800982800983,0.00382837198823886,0.0249940814581212
"Tower Hamlets","E09000030","London",4,416,0.00961538461538462,0.00374540959726687,0.0244591866185427
"Luton","E06000032","East of England",4,425,0.00941176470588235,0.00366596660857055,0.0239467060403331
"Bromley","E09000006","London",5,533,0.00938086303939963,0.00401341190755595,0.0217697287073666
"King's Lynn and West Norfolk","E07000146","East of England",5,534,0.00936329588014981,0.0040058840219679,0.0217293184130467
"Stockport","E08000007","North West",5,534,0.00936329588014981,0.0040058840219679,0.0217293184130467
"Dartford","E07000107","South East",4,428,0.00934579439252336,0.00364022926624646,0.0237806183129362
"Salford","E08000006","North West",4,435,0.00919540229885057,0.00358155820256193,0.0234018969443512
"Trafford","E08000009","North West",5,549,0.00910746812386157,0.00389626179422746,0.0211406789052279
"Wandsworth","E09000032","London",5,552,0.00905797101449275,0.00387505339476068,0.0210267573662807
"Greenwich","E09000011","London",4,443,0.0090293453724605,0.00351677949683039,0.0229835789344265
"Blackburn with Darwen","E06000008","North West",4,445,0.00898876404494382,0.00350094930941536,0.0228813257411268
"Oldham","E08000004","North West",4,447,0.00894854586129754,0.00348526099758507,0.0227799783432441
"Central Bedfordshire","E06000056","East of England",5,563,0.0088809946714032,0.00379922597317697,0.0206193457549586
"Hartlepool","E06000001","North East",4,451,0.00886917960088692,0.00345430243919963,0.0225799532141801
"Hambleton","E07000164","Yorkshire and The Humber",5,570,0.0087719298245614,0.00375249827229152,0.0203682037228899
"Bolsover","E07000033","East Midlands",4,459,0.00871459694989107,0.00339400650102261,0.0221902591152552
"Pendle","E07000122","North West",4,461,0.00867678958785249,0.00337925998974414,0.022094928243672
"Broxtowe","E07000172","East Midlands",5,579,0.00863557858376511,0.00369408247475383,0.0200541574817869
