areaCode,areaName,areaType,date,age,rate,value
E92000001,England,nation,2021-01-11,6_to_17,23.5,1858
E92000001,England,nation,2021-01-11,0_to_5,46.1,1868
E92000001,England,nation,2021-01-11,65_to_84,1342.2,118306
E92000001,England,nation,2021-01-10,18_to_64,274.7,92957
E92000001,England,nation,2021-01-10,85+,4376.0,59731
E92000001,England,nation,2021-01-10,6_to_17,23.2,1837
E92000001,England,nation,2021-01-10,0_to_5,45.7,1852
E92000001,England,nation,2021-01-10,65_to_84,1324.2,116716
E92000001,England,nation,2021-01-09,18_to_64,271.0,91724
E92000001,England,nation,2021-01-09,85+,4318.3,58944
E92000001,England,nation,2021-01-09,6_to_17,23.0,1817
E92000001,England,nation,2021-01-09,0_to_5,45.4,1838
E92000001,England,nation,2021-01-09,65_to_84,1307.0,115199
E92000001,England,nation,2021-01-08,18_to_64,267.0,90368
E92000001,England,nation,2021-01-08,85+,4262.1,58177
E92000001,England,nation,2021-01-08,6_to_17,22.9,1809
E92000001,England,nation,2021-01-08,0_to_5,44.9,1818
E92000001,England,nation,2021-01-08,65_to_84,1289.2,113632
E92000001,England,nation,2021-01-07,18_to_64,263.2,89092
E92000001,England,nation,2021-01-07,85+,4208.1,57439
E92000001,England,nation,2021-01-07,6_to_17,22.7,1793
E92000001,England,nation,2021-01-07,0_to_5,44.1,1788
E92000001,England,nation,2021-01-07,65_to_84,1272.3,112144
E92000001,England,nation,2021-01-06,18_to_64,259.1,87673
E92000001,England,nation,2021-01-06,85+,4148.8,56630
E92000001,England,nation,2021-01-06,6_to_17,22.4,1769
E92000001,England,nation,2021-01-06,0_to_5,43.6,1764
E92000001,England,nation,2021-01-06,65_to_84,1254.5,110571
E92000001,England,nation,2021-01-05,18_to_64,254.6,86161
E92000001,England,nation,2021-01-05,85+,4092.2,55858
E92000001,England,nation,2021-01-05,6_to_17,22.1,1744
E92000001,England,nation,2021-01-05,0_to_5,43.0,1740
E92000001,England,nation,2021-01-05,65_to_84,1235.9,108937
E92000001,England,nation,2021-01-04,18_to_64,250.5,84763
E92000001,England,nation,2021-01-04,85+,4037.9,55117
E92000001,England,nation,2021-01-04,6_to_17,21.8,1721
E92000001,England,nation,2021-01-04,0_to_5,42.3,1714
E92000001,England,nation,2021-01-04,65_to_84,1218.8,107432
E92000001,England,nation,2021-01-03,18_to_64,246.5,83416
E92000001,England,nation,2021-01-03,85+,3983.9,54379
E92000001,England,nation,2021-01-03,6_to_17,21.5,1696
E92000001,England,nation,2021-01-03,0_to_5,41.6,1686
E92000001,England,nation,2021-01-03,65_to_84,1202.4,105983
E92000001,England,nation,2021-01-02,18_to_64,242.6,82107
E92000001,England,nation,2021-01-02,85+,3935.2,53715
E92000001,England,nation,2021-01-02,6_to_17,21.2,1672
E92000001,England,nation,2021-01-02,0_to_5,41.1,1666
E92000001,England,nation,2021-01-02,65_to_84,1187.3,104649
E92000001,England,nation,2021-01-01,18_to_64,239.2,80945
E92000001,England,nation,2021-01-01,85+,3889.5,53091
E92000001,England,nation,2021-01-01,6_to_17,20.9,1651
E92000001,England,nation,2021-01-01,0_to_5,40.7,1648
E92000001,England,nation,2021-01-01,65_to_84,1172.3,103329
E92000001,England,nation,2020-12-31,18_to_64,235.9,79844
E92000001,England,nation,2020-12-31,85+,3845.6,52492
E92000001,England,nation,2020-12-31,6_to_17,20.6,1630
E92000001,England,nation,2020-12-31,0_to_5,40.2,1629
E92000001,England,nation,2020-12-31,65_to_84,1157.9,102059
E92000001,England,nation,2020-12-30,18_to_64,233.1,78872
E92000001,England,nation,2020-12-30,85+,3810.4,52011
E92000001,England,nation,2020-12-30,6_to_17,20.5,1617
E92000001,England,nation,2020-12-30,0_to_5,39.8,1610
E92000001,England,nation,2020-12-30,65_to_84,1146.1,101018
E92000001,England,nation,2020-12-29,18_to_64,229.7,77747
E92000001,England,nation,2020-12-29,85+,3766.7,51414
E92000001,England,nation,2020-12-29,6_to_17,20.2,1600
E92000001,England,nation,2020-12-29,0_to_5,39.3,1590
E92000001,England,nation,2020-12-29,65_to_84,1133.8,99939
E92000001,England,nation,2020-12-28,18_to_64,226.5,76650
E92000001,England,nation,2020-12-28,85+,3724.4,50837
E92000001,England,nation,2020-12-28,6_to_17,20.1,1585
E92000001,England,nation,2020-12-28,0_to_5,38.7,1568
E92000001,England,nation,2020-12-28,65_to_84,1120.8,98791
E92000001,England,nation,2020-12-27,18_to_64,223.4,75598
E92000001,England,nation,2020-12-27,85+,3683.4,50278
E92000001,England,nation,2020-12-27,6_to_17,19.8,1566
E92000001,England,nation,2020-12-27,0_to_5,38.0,1539
E92000001,England,nation,2020-12-27,65_to_84,1108.2,97679
E92000001,England,nation,2020-12-26,18_to_64,220.4,74574
E92000001,England,nation,2020-12-26,85+,3646.7,49776
E92000001,England,nation,2020-12-26,6_to_17,19.6,1546
E92000001,England,nation,2020-12-26,0_to_5,37.3,1512
E92000001,England,nation,2020-12-26,65_to_84,1096.9,96687
E92000001,England,nation,2020-12-25,18_to_64,217.8,73715
E92000001,England,nation,2020-12-25,85+,3611.7,49299
E92000001,England,nation,2020-12-25,6_to_17,19.4,1534
E92000001,England,nation,2020-12-25,0_to_5,36.9,1495
E92000001,England,nation,2020-12-25,65_to_84,1086.5,95769
E92000001,England,nation,2020-12-24,18_to_64,215.6,72965
E92000001,England,nation,2020-12-24,85+,3583.7,48917
E92000001,England,nation,2020-12-24,6_to_17,19.3,1523
E92000001,England,nation,2020-12-24,0_to_5,36.6,1483
E92000001,England,nation,2020-12-24,65_to_84,1077.7,94990
E92000001,England,nation,2020-12-23,18_to_64,213.6,72301
E92000001,England,nation,2020-12-23,85+,3557.1,48554
E92000001,England,nation,2020-12-23,6_to_17,19.1,1512
E92000001,England,nation,2020-12-23,0_to_5,36.3,1469
E92000001,England,nation,2020-12-23,65_to_84,1069.4,94259
E92000001,England,nation,2020-12-22,18_to_64,211.5,71581
E92000001,England,nation,2020-12-22,85+,3526.7,48139
E92000001,England,nation,2020-12-22,6_to_17,18.9,1497
E92000001,England,nation,2020-12-22,0_to_5,36.0,1458
E92000001,England,nation,2020-12-22,65_to_84,1060.3,93458
E92000001,England,nation,2020-12-21,18_to_64,209.2,70797
E92000001,England,nation,2020-12-21,85+,3492.4,47671
E92000001,England,nation,2020-12-21,6_to_17,18.7,1482
E92000001,England,nation,2020-12-21,0_to_5,35.4,1433
E92000001,England,nation,2020-12-21,65_to_84,1050.0,92547
E92000001,England,nation,2020-12-20,18_to_64,207.0,70049
E92000001,England,nation,2020-12-20,85+,3457.6,47196
E92000001,England,nation,2020-12-20,6_to_17,18.5,1464
E92000001,England,nation,2020-12-20,0_to_5,35.0,1416
E92000001,England,nation,2020-12-20,65_to_84,1040.3,91691
E92000001,England,nation,2020-12-19,18_to_64,204.9,69333
E92000001,England,nation,2020-12-19,85+,3424.5,46744
E92000001,England,nation,2020-12-19,6_to_17,18.3,1447
E92000001,England,nation,2020-12-19,0_to_5,34.6,1400
E92000001,England,nation,2020-12-19,65_to_84,1031.5,90916
E92000001,England,nation,2020-12-18,18_to_64,203.0,68700
E92000001,England,nation,2020-12-18,85+,3395.2,46344
E92000001,England,nation,2020-12-18,6_to_17,18.2,1435
E92000001,England,nation,2020-12-18,0_to_5,34.2,1387
E92000001,England,nation,2020-12-18,65_to_84,1022.9,90162
E92000001,England,nation,2020-12-17,18_to_64,201.3,68137
E92000001,England,nation,2020-12-17,85+,3367.9,45971
E92000001,England,nation,2020-12-17,6_to_17,17.9,1415
E92000001,England,nation,2020-12-17,0_to_5,33.9,1372
E92000001,England,nation,2020-12-17,65_to_84,1015.0,89461
E92000001,England,nation,2020-12-16,18_to_64,199.5,67524
E92000001,England,nation,2020-12-16,85+,3335.1,45524
E92000001,England,nation,2020-12-16,6_to_17,17.7,1402
E92000001,England,nation,2020-12-16,0_to_5,33.4,1353
E92000001,England,nation,2020-12-16,65_to_84,1006.1,88680
E92000001,England,nation,2020-12-15,18_to_64,197.9,66972
E92000001,England,nation,2020-12-15,85+,3303.7,45095
E92000001,England,nation,2020-12-15,6_to_17,17.6,1389
E92000001,England,nation,2020-12-15,0_to_5,33.0,1336
E92000001,England,nation,2020-12-15,65_to_84,997.2,87895
E92000001,England,nation,2020-12-14,18_to_64,196.4,66457
E92000001,England,nation,2020-12-14,85+,3272.1,44663
E92000001,England,nation,2020-12-14,6_to_17,17.4,1373
E92000001,England,nation,2020-12-14,0_to_5,32.7,1323
E92000001,England,nation,2020-12-14,65_to_84,988.6,87141
E92000001,England,nation,2020-12-13,18_to_64,194.8,65934
E92000001,England,nation,2020-12-13,85+,3238.5,44205
E92000001,England,nation,2020-12-13,6_to_17,17.2,1357
E92000001,England,nation,2020-12-13,0_to_5,32.4,1311
E92000001,England,nation,2020-12-13,65_to_84,980.4,86414
E92000001,England,nation,2020-12-12,18_to_64,193.3,65436
E92000001,England,nation,2020-12-12,85+,3209.1,43804
E92000001,England,nation,2020-12-12,6_to_17,17.0,1345
E92000001,England,nation,2020-12-12,0_to_5,32.1,1299
E92000001,England,nation,2020-12-12,65_to_84,973.0,85761
E92000001,England,nation,2020-12-11,18_to_64,192.0,64980
E92000001,England,nation,2020-12-11,85+,3177.6,43374
E92000001,England,nation,2020-12-11,6_to_17,16.9,1335
E92000001,England,nation,2020-12-11,0_to_5,31.7,1282
E92000001,England,nation,2020-12-11,65_to_84,965.3,85088
E92000001,England,nation,2020-12-10,18_to_64,190.6,64511
E92000001,England,nation,2020-12-10,85+,3150.5,43003
E92000001,England,nation,2020-12-10,6_to_17,16.8,1328
E92000001,England,nation,2020-12-10,0_to_5,31.5,1276
E92000001,England,nation,2020-12-10,65_to_84,958.6,84494
E92000001,England,nation,2020-12-09,18_to_64,189.2,64044
E92000001,England,nation,2020-12-09,85+,3120.9,42600
E92000001,England,nation,2020-12-09,6_to_17,16.6,1314
E92000001,England,nation,2020-12-09,0_to_5,31.3,1268
E92000001,England,nation,2020-12-09,65_to_84,951.4,83863
E92000001,England,nation,2020-12-08,18_to_64,187.8,63561
E92000001,England,nation,2020-12-08,85+,3090.4,42183
E92000001,England,nation,2020-12-08,6_to_17,16.4,1295
E92000001,England,nation,2020-12-08,0_to_5,31.1,1261
E92000001,England,nation,2020-12-08,65_to_84,944.4,83239
E92000001,England,nation,2020-12-07,18_to_64,186.4,63082
E92000001,England,nation,2020-12-07,85+,3062.5,41803
E92000001,England,nation,2020-12-07,6_to_17,16.2,1283
E92000001,England,nation,2020-12-07,0_to_5,30.9,1252
E92000001,England,nation,2020-12-07,65_to_84,937.0,82591
E92000001,England,nation,2020-12-06,18_to_64,185.1,62647
E92000001,England,nation,2020-12-06,85+,3033.9,41412
E92000001,England,nation,2020-12-06,6_to_17,16.0,1264
E92000001,England,nation,2020-12-06,0_to_5,30.8,1246
E92000001,England,nation,2020-12-06,65_to_84,930.0,81977
E92000001,England,nation,2020-12-05,18_to_64,184.0,62258
E92000001,England,nation,2020-12-05,85+,3009.4,41078
E92000001,England,nation,2020-12-05,6_to_17,15.9,1253
E92000001,England,nation,2020-12-05,0_to_5,30.6,1241
E92000001,England,nation,2020-12-05,65_to_84,923.6,81405
E92000001,England,nation,2020-12-04,18_to_64,182.9,61898
E92000001,England,nation,2020-12-04,85+,2988.7,40795
E92000001,England,nation,2020-12-04,6_to_17,15.7,1244
E92000001,England,nation,2020-12-04,0_to_5,30.5,1235
E92000001,England,nation,2020-12-04,65_to_84,917.7,80890
E92000001,England,nation,2020-12-03,18_to_64,181.8,61517
E92000001,England,nation,2020-12-03,85+,2965.9,40484
E92000001,England,nation,2020-12-03,6_to_17,15.6,1234
E92000001,England,nation,2020-12-03,0_to_5,30.3,1227
E92000001,England,nation,2020-12-03,65_to_84,912.1,80393
E92000001,England,nation,2020-12-02,18_to_64,180.5,61096
E92000001,England,nation,2020-12-02,85+,2942.7,40167
E92000001,England,nation,2020-12-02,6_to_17,15.5,1225
E92000001,England,nation,2020-12-02,0_to_5,30.1,1218
E92000001,England,nation,2020-12-02,65_to_84,905.5,79814
E92000001,England,nation,2020-12-01,18_to_64,179.4,60711
E92000001,England,nation,2020-12-01,85+,2920.2,39860
E92000001,England,nation,2020-12-01,6_to_17,15.3,1206
E92000001,England,nation,2020-12-01,0_to_5,29.9,1209
E92000001,England,nation,2020-12-01,65_to_84,899.4,79276
E92000001,England,nation,2020-11-30,18_to_64,178.2,60299
E92000001,England,nation,2020-11-30,85+,2898.2,39560
E92000001,England,nation,2020-11-30,6_to_17,15.2,1199
E92000001,England,nation,2020-11-30,0_to_5,29.7,1202
E92000001,England,nation,2020-11-30,65_to_84,893.5,78753
E92000001,England,nation,2020-11-29,18_to_64,177.1,59932
E92000001,England,nation,2020-11-29,85+,2875.8,39254
E92000001,England,nation,2020-11-29,6_to_17,15.0,1189
E92000001,England,nation,2020-11-29,0_to_5,29.5,1196
E92000001,England,nation,2020-11-29,65_to_84,887.5,78227
E92000001,England,nation,2020-11-28,18_to_64,176.0,59556
E92000001,England,nation,2020-11-28,85+,2853.5,38949
E92000001,England,nation,2020-11-28,6_to_17,14.9,1177
E92000001,England,nation,2020-11-28,0_to_5,29.3,1187
E92000001,England,nation,2020-11-28,65_to_84,881.7,77714
E92000001,England,nation,2020-11-27,18_to_64,175.1,59251
E92000001,England,nation,2020-11-27,85+,2832.4,38662
E92000001,England,nation,2020-11-27,6_to_17,14.8,1172
E92000001,England,nation,2020-11-27,0_to_5,29.1,1178
E92000001,England,nation,2020-11-27,65_to_84,876.5,77255
E92000001,England,nation,2020-11-26,18_to_64,174.1,58911
E92000001,England,nation,2020-11-26,85+,2815.3,38428
E92000001,England,nation,2020-11-26,6_to_17,14.6,1157
E92000001,England,nation,2020-11-26,0_to_5,28.9,1169
E92000001,England,nation,2020-11-26,65_to_84,871.3,76798
E92000001,England,nation,2020-11-25,18_to_64,173.0,58534
E92000001,England,nation,2020-11-25,85+,2793.9,38136
E92000001,England,nation,2020-11-25,6_to_17,14.5,1150
E92000001,England,nation,2020-11-25,0_to_5,28.6,1159
E92000001,England,nation,2020-11-25,65_to_84,865.5,76289
E92000001,England,nation,2020-11-24,18_to_64,171.6,58079
E92000001,England,nation,2020-11-24,85+,2770.4,37816
E92000001,England,nation,2020-11-24,6_to_17,14.4,1139
E92000001,England,nation,2020-11-24,0_to_5,28.5,1153
E92000001,England,nation,2020-11-24,65_to_84,858.5,75667
E92000001,England,nation,2020-11-23,18_to_64,170.4,57663
E92000001,England,nation,2020-11-23,85+,2749.9,37536
E92000001,England,nation,2020-11-23,6_to_17,14.3,1131
E92000001,England,nation,2020-11-23,0_to_5,28.2,1143
E92000001,England,nation,2020-11-23,65_to_84,852.1,75106
E92000001,England,nation,2020-11-22,18_to_64,169.0,57186
E92000001,England,nation,2020-11-22,85+,2728.6,37245
E92000001,England,nation,2020-11-22,6_to_17,14.1,1118
E92000001,England,nation,2020-11-22,0_to_5,28.0,1133
E92000001,England,nation,2020-11-22,65_to_84,845.4,74514
E92000001,England,nation,2020-11-21,18_to_64,167.7,56745
E92000001,England,nation,2020-11-21,85+,2705.5,36930
E92000001,England,nation,2020-11-21,6_to_17,14.0,1106
E92000001,England,nation,2020-11-21,0_to_5,27.7,1123
E92000001,England,nation,2020-11-21,65_to_84,839.1,73959
E92000001,England,nation,2020-11-20,18_to_64,166.5,56342
E92000001,England,nation,2020-11-20,85+,2685.2,36652
E92000001,England,nation,2020-11-20,6_to_17,13.8,1091
E92000001,England,nation,2020-11-20,0_to_5,27.5,1115
E92000001,England,nation,2020-11-20,65_to_84,832.9,73411
E92000001,England,nation,2020-11-19,18_to_64,165.3,55933
E92000001,England,nation,2020-11-19,85+,2663.6,36357
E92000001,England,nation,2020-11-19,6_to_17,13.7,1080
E92000001,England,nation,2020-11-19,0_to_5,27.3,1105
E92000001,England,nation,2020-11-19,65_to_84,826.2,72820
E92000001,England,nation,2020-11-18,18_to_64,163.8,55452
E92000001,England,nation,2020-11-18,85+,2639.1,36023
E92000001,England,nation,2020-11-18,6_to_17,13.6,1073
E92000001,England,nation,2020-11-18,0_to_5,27.1,1096
E92000001,England,nation,2020-11-18,65_to_84,818.8,72172
E92000001,England,nation,2020-11-17,18_to_64,162.3,54924
E92000001,England,nation,2020-11-17,85+,2615.1,35695
E92000001,England,nation,2020-11-17,6_to_17,13.5,1064
E92000001,England,nation,2020-11-17,0_to_5,26.9,1091
E92000001,England,nation,2020-11-17,65_to_84,810.9,71474
E92000001,England,nation,2020-11-16,18_to_64,160.9,54441
E92000001,England,nation,2020-11-16,85+,2592.6,35388
E92000001,England,nation,2020-11-16,6_to_17,13.3,1053
E92000001,England,nation,2020-11-16,0_to_5,26.8,1085
E92000001,England,nation,2020-11-16,65_to_84,803.1,70790
E92000001,England,nation,2020-11-15,18_to_64,159.5,53966
E92000001,England,nation,2020-11-15,85+,2568.0,35052
E92000001,England,nation,2020-11-15,6_to_17,13.2,1042
E92000001,England,nation,2020-11-15,0_to_5,26.6,1077
E92000001,England,nation,2020-11-15,65_to_84,794.8,70060
E92000001,England,nation,2020-11-14,18_to_64,158.1,53494
E92000001,England,nation,2020-11-14,85+,2546.0,34753
E92000001,England,nation,2020-11-14,6_to_17,13.0,1031
E92000001,England,nation,2020-11-14,0_to_5,26.5,1072
E92000001,England,nation,2020-11-14,65_to_84,787.1,69380
E92000001,England,nation,2020-11-13,18_to_64,156.7,53035
E92000001,England,nation,2020-11-13,85+,2526.3,34483
E92000001,England,nation,2020-11-13,6_to_17,12.9,1018
E92000001,England,nation,2020-11-13,0_to_5,26.3,1064
E92000001,England,nation,2020-11-13,65_to_84,779.9,68745
E92000001,England,nation,2020-11-12,18_to_64,155.3,52572
E92000001,England,nation,2020-11-12,85+,2507.7,34230
E92000001,England,nation,2020-11-12,6_to_17,12.7,1003
E92000001,England,nation,2020-11-12,0_to_5,26.0,1053
E92000001,England,nation,2020-11-12,65_to_84,772.3,68077
E92000001,England,nation,2020-11-11,18_to_64,153.8,52038
E92000001,England,nation,2020-11-11,85+,2482.4,33884
E92000001,England,nation,2020-11-11,6_to_17,12.5,991
E92000001,England,nation,2020-11-11,0_to_5,25.7,1040
E92000001,England,nation,2020-11-11,65_to_84,764.0,67342
E92000001,England,nation,2020-11-10,18_to_64,152.2,51501
E92000001,England,nation,2020-11-10,85+,2453.7,33492
E92000001,England,nation,2020-11-10,6_to_17,12.4,977
E92000001,England,nation,2020-11-10,0_to_5,25.5,1033
E92000001,England,nation,2020-11-10,65_to_84,755.7,66606
E92000001,England,nation,2020-11-09,18_to_64,150.7,51010
E92000001,England,nation,2020-11-09,85+,2427.7,33137
E92000001,England,nation,2020-11-09,6_to_17,12.2,965
E92000001,England,nation,2020-11-09,0_to_5,25.4,1028
E92000001,England,nation,2020-11-09,65_to_84,747.6,65895
E92000001,England,nation,2020-11-08,18_to_64,149.3,50528
E92000001,England,nation,2020-11-08,85+,2402.7,32797
E92000001,England,nation,2020-11-08,6_to_17,12.0,952
E92000001,England,nation,2020-11-08,0_to_5,25.1,1017
E92000001,England,nation,2020-11-08,65_to_84,739.8,65205
E92000001,England,nation,2020-11-07,18_to_64,148.0,50073
E92000001,England,nation,2020-11-07,85+,2379.5,32479
E92000001,England,nation,2020-11-07,6_to_17,12.0,946
E92000001,England,nation,2020-11-07,0_to_5,24.9,1007
E92000001,England,nation,2020-11-07,65_to_84,732.0,64521
E92000001,England,nation,2020-11-06,18_to_64,146.6,49627
E92000001,England,nation,2020-11-06,85+,2359.7,32209
E92000001,England,nation,2020-11-06,6_to_17,11.9,940
E92000001,England,nation,2020-11-06,0_to_5,24.7,1001
E92000001,England,nation,2020-11-06,65_to_84,725.5,63947
E92000001,England,nation,2020-11-05,18_to_64,145.5,49245
E92000001,England,nation,2020-11-05,85+,2341.9,31967
E92000001,England,nation,2020-11-05,6_to_17,11.7,928
E92000001,England,nation,2020-11-05,0_to_5,24.5,993
E92000001,England,nation,2020-11-05,65_to_84,719.5,63420
E92000001,England,nation,2020-11-04,18_to_64,144.3,48843
E92000001,England,nation,2020-11-04,85+,2318.9,31653
E92000001,England,nation,2020-11-04,6_to_17,11.6,919
E92000001,England,nation,2020-11-04,0_to_5,24.3,986
E92000001,England,nation,2020-11-04,65_to_84,712.8,62824
E92000001,England,nation,2020-11-03,18_to_64,143.0,48386
E92000001,England,nation,2020-11-03,85+,2297.6,31362
E92000001,England,nation,2020-11-03,6_to_17,11.5,909
E92000001,England,nation,2020-11-03,0_to_5,24.1,976
E92000001,England,nation,2020-11-03,65_to_84,705.9,62220
E92000001,England,nation,2020-11-02,18_to_64,141.9,48018
E92000001,England,nation,2020-11-02,85+,2278.5,31101
E92000001,England,nation,2020-11-02,6_to_17,11.3,892
E92000001,England,nation,2020-11-02,0_to_5,23.8,965
E92000001,England,nation,2020-11-02,65_to_84,699.4,61647
E92000001,England,nation,2020-11-01,18_to_64,140.6,47578
E92000001,England,nation,2020-11-01,85+,2257.5,30814
E92000001,England,nation,2020-11-01,6_to_17,11.1,879
E92000001,England,nation,2020-11-01,0_to_5,23.6,955
E92000001,England,nation,2020-11-01,65_to_84,692.9,61077
E92000001,England,nation,2020-10-31,18_to_64,139.4,47191
E92000001,England,nation,2020-10-31,85+,2238.0,30548
E92000001,England,nation,2020-10-31,6_to_17,10.9,865
E92000001,England,nation,2020-10-31,0_to_5,23.4,946
E92000001,England,nation,2020-10-31,65_to_84,686.4,60499
E92000001,England,nation,2020-10-30,18_to_64,138.3,46817
E92000001,England,nation,2020-10-30,85+,2219.3,30293
E92000001,England,nation,2020-10-30,6_to_17,10.8,857
E92000001,England,nation,2020-10-30,0_to_5,23.1,935
E92000001,England,nation,2020-10-30,65_to_84,679.9,59928
E92000001,England,nation,2020-10-29,18_to_64,137.3,46463
E92000001,England,nation,2020-10-29,85+,2203.8,30082
E92000001,England,nation,2020-10-29,6_to_17,10.7,848
E92000001,England,nation,2020-10-29,0_to_5,23.0,930
E92000001,England,nation,2020-10-29,65_to_84,674.3,59434
E92000001,England,nation,2020-10-28,18_to_64,136.0,46036
E92000001,England,nation,2020-10-28,85+,2184.9,29823
E92000001,England,nation,2020-10-28,6_to_17,10.7,843
E92000001,England,nation,2020-10-28,0_to_5,22.7,919
E92000001,England,nation,2020-10-28,65_to_84,667.3,58820
E92000001,England,nation,2020-10-27,18_to_64,134.8,45619
E92000001,England,nation,2020-10-27,85+,2166.8,29577
E92000001,England,nation,2020-10-27,6_to_17,10.6,836
E92000001,England,nation,2020-10-27,0_to_5,22.5,912
E92000001,England,nation,2020-10-27,65_to_84,661.1,58270
E92000001,England,nation,2020-10-26,18_to_64,133.6,45207
E92000001,England,nation,2020-10-26,85+,2149.3,29338
E92000001,England,nation,2020-10-26,6_to_17,10.5,827
E92000001,England,nation,2020-10-26,0_to_5,22.3,904
E92000001,England,nation,2020-10-26,65_to_84,655.5,57778
E92000001,England,nation,2020-10-25,18_to_64,132.2,44751
E92000001,England,nation,2020-10-25,85+,2132.0,29102
E92000001,England,nation,2020-10-25,6_to_17,10.4,823
E92000001,England,nation,2020-10-25,0_to_5,22.0,891
E92000001,England,nation,2020-10-25,65_to_84,649.3,57231
E92000001,England,nation,2020-10-24,18_to_64,131.1,44370
E92000001,England,nation,2020-10-24,85+,2114.5,28862
E92000001,England,nation,2020-10-24,6_to_17,10.3,815
E92000001,England,nation,2020-10-24,0_to_5,21.8,884
E92000001,England,nation,2020-10-24,65_to_84,643.4,56715
E92000001,England,nation,2020-10-23,18_to_64,130.2,44067
E92000001,England,nation,2020-10-23,85+,2100.4,28670
E92000001,England,nation,2020-10-23,6_to_17,10.3,813
E92000001,England,nation,2020-10-23,0_to_5,21.6,876
E92000001,England,nation,2020-10-23,65_to_84,638.0,56238
E92000001,England,nation,2020-10-22,18_to_64,129.3,43753
E92000001,England,nation,2020-10-22,85+,2084.8,28457
E92000001,England,nation,2020-10-22,6_to_17,10.2,807
E92000001,England,nation,2020-10-22,0_to_5,21.4,868
E92000001,England,nation,2020-10-22,65_to_84,633.0,55795
E92000001,England,nation,2020-10-21,18_to_64,128.3,43436
E92000001,England,nation,2020-10-21,85+,2067.7,28223
E92000001,England,nation,2020-10-21,6_to_17,10.2,804
E92000001,England,nation,2020-10-21,0_to_5,21.3,863
E92000001,England,nation,2020-10-21,65_to_84,628.2,55371
E92000001,England,nation,2020-10-20,18_to_64,127.3,43098
E92000001,England,nation,2020-10-20,85+,2054.8,28047
E92000001,England,nation,2020-10-20,6_to_17,10.0,793
E92000001,England,nation,2020-10-20,0_to_5,21.1,856
E92000001,England,nation,2020-10-20,65_to_84,623.1,54925
E92000001,England,nation,2020-10-19,18_to_64,126.5,42804
E92000001,England,nation,2020-10-19,85+,2039.9,27844
E92000001,England,nation,2020-10-19,6_to_17,9.9,784
E92000001,England,nation,2020-10-19,0_to_5,21.0,852
E92000001,England,nation,2020-10-19,65_to_84,618.4,54511
E92000001,England,nation,2020-10-18,18_to_64,125.6,42513
E92000001,England,nation,2020-10-18,85+,2028.0,27682
E92000001,England,nation,2020-10-18,6_to_17,9.8,771
E92000001,England,nation,2020-10-18,0_to_5,20.8,843
E92000001,England,nation,2020-10-18,65_to_84,614.3,54144
E92000001,England,nation,2020-10-17,18_to_64,124.8,42220
E92000001,England,nation,2020-10-17,85+,2015.9,27517
E92000001,England,nation,2020-10-17,6_to_17,9.7,764
E92000001,England,nation,2020-10-17,0_to_5,20.5,830
E92000001,England,nation,2020-10-17,65_to_84,610.1,53778
E92000001,England,nation,2020-10-16,18_to_64,124.0,41972
E92000001,England,nation,2020-10-16,85+,2004.2,27357
E92000001,England,nation,2020-10-16,6_to_17,9.6,760
E92000001,England,nation,2020-10-16,0_to_5,20.4,825
E92000001,England,nation,2020-10-16,65_to_84,606.4,53454
E92000001,England,nation,2020-10-15,18_to_64,123.3,41743
E92000001,England,nation,2020-10-15,85+,1995.9,27244
E92000001,England,nation,2020-10-15,6_to_17,9.6,755
E92000001,England,nation,2020-10-15,0_to_5,20.2,818
E92000001,England,nation,2020-10-15,65_to_84,603.5,53193
E92000001,England,nation,2020-10-14,18_to_64,122.6,41476
E92000001,England,nation,2020-10-14,85+,1983.6,27076
E92000001,England,nation,2020-10-14,6_to_17,9.5,752
E92000001,England,nation,2020-10-14,0_to_5,20.1,816
E92000001,England,nation,2020-10-14,65_to_84,599.5,52844
E92000001,England,nation,2020-10-13,18_to_64,121.9,41240
E92000001,England,nation,2020-10-13,85+,1974.9,26957
E92000001,England,nation,2020-10-13,6_to_17,9.4,744
E92000001,England,nation,2020-10-13,0_to_5,20.0,812
E92000001,England,nation,2020-10-13,65_to_84,596.0,52529
E92000001,England,nation,2020-10-12,18_to_64,121.0,40947
E92000001,England,nation,2020-10-12,85+,1965.8,26833
E92000001,England,nation,2020-10-12,6_to_17,9.3,739
E92000001,England,nation,2020-10-12,0_to_5,19.9,806
E92000001,England,nation,2020-10-12,65_to_84,592.3,52207
E92000001,England,nation,2020-10-11,18_to_64,120.4,40734
E92000001,England,nation,2020-10-11,85+,1955.4,26691
E92000001,England,nation,2020-10-11,6_to_17,9.2,731
E92000001,England,nation,2020-10-11,0_to_5,19.7,798
E92000001,England,nation,2020-10-11,65_to_84,589.1,51924
E92000001,England,nation,2020-10-10,18_to_64,119.7,40504
E92000001,England,nation,2020-10-10,85+,1947.0,26576
E92000001,England,nation,2020-10-10,6_to_17,9.2,727
E92000001,England,nation,2020-10-10,0_to_5,19.6,794
E92000001,England,nation,2020-10-10,65_to_84,586.2,51667
E92000001,England,nation,2020-10-09,18_to_64,119.2,40329
E92000001,England,nation,2020-10-09,85+,1939.7,26477
E92000001,England,nation,2020-10-09,6_to_17,9.1,723
E92000001,England,nation,2020-10-09,0_to_5,19.5,791
E92000001,England,nation,2020-10-09,65_to_84,583.5,51433
